,mut_E17.5_f4,mut_E17.5_f5
g06387,243,336
g06388,157,220
g06389,3,2
g06390,478,468
g06391,541,468
g06392,3,2
g06393,374,458
g06394,1646,1769
g06395,22,10
g06396,259,321
g06397,0,0
g06398,0,0
g06399,0,0
g06400,0,0
g06401,1523,1528
g06402,112,115
g06403,0,0
g06404,900,1035
g06405,0,0
g06406,520,495
g06407,2081,2028
g06408,0,3
g06409,598,525
g06410,333,670
g06411,296,391
g06412,296,389
g06413,0,1
g06414,251,275
g06415,2,1
g06416,930,1071
g06417,73,65
g06418,0,0
g06419,327,417
g06420,8,12
g06421,251,353
g06422,535,563
g06423,49,58
g06424,182,234
g06425,612,636
g06426,0,0
g06427,264,309
g06428,171,180
g06429,1,1
g06430,1026,1352
g06431,62,94
g06432,536,762
g06433,1835,4080
g06434,733,862
g06435,164,167
g06436,45,50
g06437,27,24
g06438,45,60
g06439,277,318
g06440,1327,1501
g06441,3,2
g06442,1,1
g06443,1014,1303
g06444,1141,1568
g06445,1444,1701
g06446,4,13
g06447,108,143
g06448,0,2
g06449,159,162
g06450,914,1178
g06451,1,3
g06452,98,96
g06453,304,356
g06454,111,132
g06455,0,1
g06456,408,438
g06457,31,32
g06458,3,5
g06459,40,65
g06460,13,25
g06461,1186,1301
g06462,2,2
g06463,0,1
g06464,29,30
g06465,338,415
g06466,901,1303
g06467,115,163
g06468,31,33
g06469,451,562
g06470,0,0
g06471,3290,3602
g06472,389,428
g06473,2,0
g06474,0,0
g06475,0,0
g06476,0,0
g06477,2,11
g06478,161,212
g06479,272,355
g06480,1121,1272
g06481,48,62
g06482,1,0
g06483,125,149
g06484,114,136
g06485,13613,14164
g06486,23,26
g06487,80,109
g06488,1006,1216
g06489,1,0
g06490,12,26
g06491,81,82
g06492,0,2
g06493,2,2
g06494,770,845
g06495,165,147
g06496,7,7
g06497,300,308
g06498,531,472
g06499,16,10
g06500,359,422
g06501,305,382
g06502,0,3
g06503,32,35
g06504,682,887
g06505,0,0
g06506,1125,1371
g06507,218,183
g06508,392,565
g06509,2583,2188
g06510,52,52
g06511,636,509
g06512,358,439
g06513,284,387
g06514,784,685
g06515,4,3
g06516,0,0
g06517,0,0
g06518,0,2
g06519,0,0
g06520,319,354
g06521,1854,2202
g06522,760,915
g06523,29,34
g06524,1435,1731
g06525,175,250
g06526,0,0
g06527,313,423
g06528,85,98
g06529,1,2
g06530,135,162
g06531,3,16
g06532,5,16
g06533,554,696
g06534,0,1
g06535,2,0
g06536,198,197
g06537,843,943
g06538,293,392
g06539,9,12
g06540,13,18
g06541,286,332
g06542,36,41
g06543,285,353
g06544,998,1107
g06545,992,1437
g06546,27,24
g06547,0,0
g06548,16,22
g06549,194,218
g06550,612,751
g06551,614,753
g06552,694,709
g06553,0,1
g06554,2,4
g06555,0,1
g06556,224,264
g06557,402,460
g06558,225,234
g06559,536,669
g06560,17,21
g06561,79,69
g06562,1,1
g06563,0,0
g06564,2,7
g06565,476,526
g06566,1983,2163
g06567,6,1
g06568,0,0
g06569,5,3
g06570,60,70
g06571,233,324
g06572,253,491
g06573,47,70
g06574,1801,2236
g06575,0,1
g06576,220,505
g06577,1451,1582
g06578,166,233
g06579,100,92
g06580,18,18
g06581,19,16
g06582,19,17
g06583,0,0
g06584,16,19
g06585,151,202
g06586,163,207
g06587,90,83
g06588,323,391
g06589,480,616
g06590,69,73
g06591,711,854
g06592,32,67
g06593,90,106
g06594,200,272
g06595,865,1113
g06596,0,0
g06597,0,1
g06598,1,3
g06599,2,0
g06600,0,0
g06601,4044,5147
g06602,26,14
g06603,1191,1234
g06604,17,21
g06605,11,18
g06606,0,1
g06607,1125,1310
g06608,2828,3243
g06609,342,473
g06610,101,103
g06611,650,829
g06612,319,355
g06613,271,317
g06614,96,100
g06615,140,153
g06616,30,38
g06617,254,336
g06618,172,265
g06619,0,0
g06620,230,281
g06621,0,0
g06622,48,52
g06623,1,1
g06624,762,870
g06625,14,23
g06626,107,124
g06627,377,439
g06628,13,22
g06629,0,3
g06630,69,69
g06631,0,1
g06632,474,461
g06633,411,484
g06634,109,206
g06635,111,156
g06636,1119,1344
g06637,109,138
g06638,675,733
g06639,88,76
g06640,1,0
g06641,1,1
g06642,21,9
g06643,0,0
g06644,0,2
g06645,1103,1353
g06646,0,0
g06647,3,6
g06648,1133,1298
g06649,5,2
g06650,741,935
g06651,1308,1334
g06652,8,6
g06653,50,75
g06654,3372,3785
g06655,46,39
g06656,2,9
g06657,385,469
g06658,449,543
g06659,944,1110
g06660,435,497
g06661,6,7
g06662,0,1
g06663,0,0
g06664,0,0
g06665,0,0
g06666,14,33
g06667,474,859
g06668,0,1
g06669,2,1
g06670,0,0
g06671,4,13
g06672,338,397
g06673,1,1
g06674,120,162
g06675,1075,1312
g06676,85,72
g06677,656,756
g06678,80,67
g06679,483,715
g06680,659,662
g06681,1,2
g06682,443,633
g06683,451,488
g06684,589,861
g06685,187,253
g06686,93,130
g06687,0,0
g06688,0,0
g06689,75,36
g06690,350,372
g06691,0,0
g06692,250,292
g06693,40,60
g06694,1,6
g06695,0,0
g06696,435,588
g06697,0,0
g06698,138,167
g06699,578,675
g06700,757,806
g06701,550,686
g06702,125,149
g06703,3,14
g06704,37,102
g06705,13,21
g06706,1,1
g06707,2062,3388
g06708,20,42
g06709,611,682
g06710,127,143
g06711,0,0
g06712,0,0
g06713,0,0
g06714,0,0
g06715,0,0
g06716,1,0
g06717,0,0
g06718,0,0
g06719,0,0
g06720,0,0
g06721,0,0
g06722,0,0
g06723,3,2
g06724,1,0
g06725,0,0
g06726,1,0
g06727,0,0
g06728,0,0
g06729,0,0
g06730,0,0
g06731,0,0
g06732,0,0
g06733,0,0
g06734,0,0
g06735,0,0
g06736,0,0
g06737,0,0
g06738,0,0
g06739,0,0
g06740,0,0
g06741,0,0
g06742,0,0
g06743,0,0
g06744,0,0
g06745,1,0
g06746,0,0
g06747,0,0
g06748,0,0
g06749,0,0
g06750,0,0
g06751,0,0
g06752,0,0
g06753,0,0
g06754,0,0
g06755,0,0
g06756,0,0
g06757,0,0
g06758,0,1
g06759,0,0
g06760,0,0
g06761,0,0
g06762,0,0
g06763,0,0
g06764,0,0
g06765,0,0
g06766,2,1
g06767,0,0
g06768,0,0
g06769,0,0
g06770,0,0
g06771,0,0
g06772,0,0
g06773,0,0
g06774,0,0
g06775,0,0
g06776,0,0
g06777,0,0
g06778,0,0
g06779,0,0
g06780,0,0
g06781,0,0
g06782,0,0
g06783,4,0
g06784,1,0
g06785,0,0
g06786,0,0
g06787,0,0
g06788,0,0
g06789,0,0
g06790,0,0
g06791,0,0
g06792,0,0
g06793,0,0
g06794,0,0
g06795,2,0
g06796,0,0
g06797,0,0
g06798,0,0
g06799,0,1
g06800,3,3
g06801,0,0
g06802,2,1
g06803,0,0
g06804,0,0
g06805,0,0
g06806,1,1
g06807,0,0
g06808,0,0
g06809,0,0
g06810,0,0
g06811,0,3
g06812,3832,4482
g06813,109,206
g06814,163,237
g06815,216,258
g06816,533,562
g06817,581,1286
g06818,65,74
g06819,4,3
g06820,0,1
g06821,7,15
g06822,0,1
g06823,0,2
g06824,44,65
g06825,0,0
g06826,1087,1381
g06827,34,55
g06828,3,6
g06829,932,1004
g06830,236,329
g06831,0,2
g06832,19,29
g06833,0,0
g06834,17,30
g06835,0,0
g06836,0,0
g06837,368,447
g06838,648,712
g06839,848,1043
g06840,0,0
g06841,0,0
g06842,116,133
g06843,502,563
g06844,4,3
g06845,3,8
g06846,110,163
g06847,393,479
g06848,3613,4357
g06849,86,129
g06850,167,250
g06851,185,203
g06852,261,317
g06853,239,335
g06854,272,393
g06855,22,23
g06856,273,264
g06857,0,0
g06858,0,0
g06859,1529,1905
g06860,909,1129
g06861,629,667
g06862,98,96
g06863,67,97
g06864,0,3
g06865,146,194
g06866,555,716
g06867,482,592
g06868,55,79
g06869,637,806
g06870,221,394
g06871,4,4
g06872,1402,1835
g06873,52,65
g06874,753,798
g06875,61,55
g06876,731,767
g06877,40,38
g06878,1551,1220
g06879,530,480
g06880,1950,2363
g06881,340,435
g06882,31,45
g06883,192,283
g06884,1527,1636
g06885,880,1004
g06886,689,791
g06887,587,662
g06888,2858,3331
g06889,520,679
g06890,539,715
g06891,788,738
g06892,15,13
g06893,61,46
g06894,573,664
g06895,1381,1985
g06896,94,127
g06897,61,82
g06898,91,81
g06899,642,659
g06900,14,18
g06901,2,2
g06902,2,3
g06903,19,21
g06904,63,71
g06905,0,1
g06906,588,483
g06907,1,0
g06908,460,570
g06909,1968,2282
g06910,1,0
g06911,0,1
g06912,4,4
g06913,1145,1053
g06914,1,0
g06915,76,65
g06916,462,713
g06917,135,120
g06918,0,2
g06919,1169,1229
g06920,239,215
g06921,0,0
g06922,0,0
g06923,0,0
g06924,2,3
g06925,0,0
g06926,0,0
g06927,0,0
g06928,0,0
g06929,0,0
g06930,0,0
g06931,0,0
g06932,0,0
g06933,0,0
g06934,0,0
g06935,11,21
g06936,848,887
g06937,8,8
g06938,698,788
g06939,1540,2305
g06940,464,552
g06941,2,4
g06942,13,7
g06943,981,1053
g06944,0,2
g06945,326,406
g06946,5,2
g06947,408,435
g06948,1229,1489
g06949,261,312
g06950,18,17
g06951,0,0
g06952,0,1
g06953,483,436
g06954,25,27
g06955,48,25
g06956,170,232
g06957,450,495
g06958,62,63
g06959,382,429
g06960,89,108
g06961,491,619
g06962,2985,7434
g06963,36,80
g06964,810,858
g06965,189,224
g06966,199,209
g06967,252,331
g06968,358,388
g06969,2,23
g06970,3,4
g06971,0,0
g06972,149,208
g06973,611,779
g06974,412,450
g06975,620,714
g06976,6,9
g06977,12,11
g06978,2493,2851
g06979,49,67
g06980,2713,3371
g06981,3236,3750
g06982,383,422
g06983,4547,4870
g06984,516,816
g06985,237,275
g06986,74,108
g06987,833,986
g06988,92,150
g06989,897,1130
g06990,375,449
g06991,268,332
g06992,538,548
g06993,58,69
g06994,132,212
g06995,350,502
g06996,734,801
g06997,4,7
g06998,70,67
g06999,250,341
g07000,154,313
g07001,0,0
g07002,76,111
g07003,44,53
g07004,937,1097
g07005,107,145
g07006,0,0
g07007,0,0
g07008,0,2
g07009,586,687
g07010,0,1
g07011,3,3
g07012,204,245
g07013,3,3
g07014,2,3
g07015,602,706
g07016,119,152
g07017,12,12
g07018,0,0
g07019,42,36
g07020,33,28
g07021,665,836
g07022,0,2
g07023,0,0
g07024,227,256
g07025,0,1
g07026,0,0
g07027,5,1
g07028,0,2
g07029,0,1
g07030,0,0
g07031,1438,1869
g07032,2,2
g07033,206,189
g07034,121,136
g07035,163,168
g07036,1321,1641
g07037,3,4
g07038,3379,3615
g07039,21,52
g07040,311,354
g07041,2137,2371
g07042,0,0
g07043,2986,2635
g07044,4,4
g07045,2290,2627
g07046,50,27
g07047,0,0
g07048,0,0
g07049,0,0
g07050,1086,1112
g07051,2,1
g07052,0,0
g07053,0,0
g07054,13,9
g07055,332,428
g07056,900,1858
g07057,3,4
g07058,0,1
g07059,0,3
g07060,0,0
g07061,16,21
g07062,931,1227
g07063,29,16
g07064,345,810
g07065,0,0
g07066,0,1
g07067,0,0
g07068,0,0
g07069,0,0
g07070,0,0
g07071,0,0
g07072,0,0
g07073,0,0
g07074,0,0
g07075,0,0
g07076,0,0
g07077,0,0
g07078,0,0
g07079,0,0
g07080,0,0
g07081,0,0
g07082,0,0
g07083,0,0
g07084,0,0
g07085,0,0
g07086,0,0
g07087,0,0
g07088,9,4
g07089,0,0
g07090,0,0
g07091,0,0
g07092,0,0
g07093,0,0
g07094,0,0
g07095,0,1
g07096,0,0
g07097,0,0
g07098,0,0
g07099,0,0
g07100,3,0
g07101,0,0
g07102,0,0
g07103,0,0
g07104,0,0
g07105,0,0
g07106,0,0
g07107,0,0
g07108,0,0
g07109,0,2
g07110,0,0
g07111,0,0
g07112,16,13
g07113,261,235
g07114,28,34
g07115,602,638
g07116,122,127
g07117,990,1175
g07118,158,195
g07119,40,51
g07120,92,118
g07121,1488,1649
g07122,0,0
g07123,717,901
g07124,16,19
g07125,0,2
g07126,0,0
g07127,0,0
g07128,3,3
g07129,333,321
g07130,0,0
g07131,80,119
g07132,606,1044
g07133,1136,1443
g07134,10,15
g07135,122,158
g07136,896,886
g07137,37,82
g07138,429,533
g07139,203,213
g07140,854,1066
g07141,2840,4486
g07142,502,685
g07143,190,300
g07144,144,207
g07145,1568,1661
g07146,0,0
g07147,788,624
g07148,70,48
g07149,421,565
g07150,0,0
g07151,0,0
g07152,0,0
g07153,0,0
g07154,0,0
g07155,1029,1203
g07156,298,373
g07157,686,704
g07158,1,2
g07159,3,3
g07160,322,333
g07161,0,1
g07162,0,0
g07163,0,0
g07164,0,0
g07165,0,0
g07166,0,0
g07167,0,1
g07168,0,0
g07169,0,0
g07170,0,0
g07171,0,0
g07172,0,0
g07173,0,0
g07174,0,0
g07175,0,0
g07176,1,4
g07177,0,1
g07178,0,1
g07179,1,0
g07180,0,0
g07181,0,0
g07182,0,0
g07183,0,0
g07184,0,0
g07185,0,0
g07186,0,0
g07187,0,0
g07188,0,0
g07189,0,0
g07190,0,0
g07191,348,408
g07192,18,0
g07193,67257,148586
g07194,413,491
g07195,454,519
g07196,14,5
g07197,5,2
g07198,213,310
g07199,600,785
g07200,641,794
g07201,301,428
g07202,7,1
g07203,8,5
g07204,0,0
g07205,0,0
g07206,0,1
g07207,0,0
g07208,113,180
g07209,1224,1321
g07210,1,0
g07211,6,5
g07212,174,146
g07213,30,40
g07214,1,0
g07215,0,0
g07216,0,0
g07217,0,0
g07218,0,0
g07219,0,0
g07220,0,0
g07221,0,0
g07222,0,0
g07223,0,0
g07224,0,1
g07225,1,0
g07226,222,276
g07227,384,429
g07228,1540,1841
g07229,0,0
g07230,0,0
g07231,1478,1503
g07232,95,75
g07233,613,636
g07234,45,46
g07235,0,0
g07236,1131,1334
g07237,388,490
g07238,2085,2524
g07239,1931,2366
g07240,1,4
g07241,73,99
g07242,226,226
g07243,685,813
g07244,381,468
g07245,334,402
g07246,0,0
g07247,0,0
g07248,0,0
g07249,0,0
g07250,0,0
g07251,0,0
g07252,0,0
g07253,0,0
g07254,0,0
g07255,0,0
g07256,0,0
g07257,0,0
g07258,0,0
g07259,0,0
g07260,0,0
g07261,0,0
g07262,0,0
g07263,0,0
g07264,0,0
g07265,0,0
g07266,0,0
g07267,0,0
g07268,0,0
g07269,0,0
g07270,0,0
g07271,0,0
g07272,0,0
g07273,0,0
g07274,0,0
g07275,0,0
g07276,0,0
g07277,0,0
g07278,0,0
g07279,0,0
g07280,0,0
g07281,0,0
g07282,0,0
g07283,0,0
g07284,0,0
g07285,0,0
g07286,0,0
g07287,0,0
g07288,0,0
g07289,0,0
g07290,0,0
g07291,0,0
g07292,0,0
g07293,0,0
g07294,0,0
g07295,0,0
g07296,0,0
g07297,0,0
g07298,0,0
g07299,0,0
g07300,0,0
g07301,0,0
g07302,0,0
g07303,0,0
g07304,0,0
g07305,0,0
g07306,0,0
g07307,0,0
g07308,0,0
g07309,0,0
g07310,0,0
g07311,0,0
g07312,0,0
g07313,0,0
g07314,0,0
g07315,0,0
g07316,0,0
g07317,0,0
g07318,0,0
g07319,0,0
g07320,0,0
g07321,0,0
g07322,0,0
g07323,0,0
g07324,0,0
g07325,0,0
g07326,0,0
g07327,0,0
g07328,0,0
g07329,0,0
g07330,1,0
g07331,0,0
g07332,0,0
g07333,0,0
g07334,1,0
g07335,0,0
g07336,0,0
g07337,0,0
g07338,0,0
g07339,0,0
g07340,0,0
g07341,0,0
g07342,0,0
g07343,0,0
g07344,0,0
g07345,0,0
g07346,0,0
g07347,0,0
g07348,0,0
g07349,0,0
g07350,0,0
g07351,0,0
g07352,0,0
g07353,0,0
g07354,0,0
g07355,0,0
g07356,0,0
g07357,0,0
g07358,0,0
g07359,0,0
g07360,0,0
g07361,0,0
g07362,0,0
g07363,0,0
g07364,1,0
g07365,0,0
g07366,0,0
g07367,0,0
g07368,0,0
g07369,0,0
g07370,0,0
g07371,0,0
g07372,0,1
g07373,0,0
g07374,0,0
g07375,0,0
g07376,0,0
g07377,3,1
g07378,0,1
g07379,0,0
g07380,0,0
g07381,0,0
g07382,0,0
g07383,0,0
g07384,0,0
g07385,0,0
g07386,0,0
g07387,0,0
g07388,0,0
g07389,0,0
g07390,0,0
g07391,0,0
g07392,0,0
g07393,0,0
g07394,0,0
g07395,0,0
g07396,0,0
g07397,0,0
g07398,0,0
g07399,0,0
g07400,0,0
g07401,0,0
g07402,0,0
g07403,1,0
g07404,0,0
g07405,0,0
g07406,0,0
g07407,0,0
g07408,0,0
g07409,0,0
g07410,0,0
g07411,0,0
g07412,0,0
g07413,0,0
g07414,0,0
g07415,0,0
g07416,0,0
g07417,0,0
g07418,0,1
g07419,0,0
g07420,0,0
g07421,0,0
g07422,0,0
g07423,0,0
g07424,0,0
g07425,0,0
g07426,0,0
g07427,0,0
g07428,0,1
g07429,0,0
g07430,4,4
g07431,859,1435
g07432,487,678
g07433,1,1
g07434,678,992
g07435,64,73
g07436,616,755
g07437,2624,2624
g07438,1133,1210
g07439,7,8
g07440,691,927
g07441,184,310
g07442,1184,1142
g07443,135,179
g07444,135,228
g07445,15,40
g07446,1,2
g07447,128,108
g07448,2198,2225
g07449,133,145
g07450,408,451
g07451,0,2
g07452,442,356
g07453,122,158
g07454,19,16
g07455,548,604
g07456,1038,1046
g07457,434,512
g07458,1262,1286
g07459,0,0
g07460,18,31
g07461,73,13
g07462,0,0
g07463,30,57
g07464,563,1012
g07465,0,0
g07466,225,309
g07467,127,91
g07468,41,33
g07469,260,307
g07470,251,341
g07471,33,22
g07472,3,2
g07473,0,0
g07474,225,401
g07475,48,44
g07476,0,2
g07477,1,0
g07478,1,1
g07479,346,694
g07480,347,453
g07481,372,329
g07482,423,717
g07483,69,122
g07484,127,213
g07485,307,339
g07486,199,231
g07487,43,56
g07488,1000,1029
g07489,833,1026
g07490,673,886
g07491,21,27
g07492,335,372
g07493,1086,1415
g07494,285,424
g07495,225,284
g07496,1791,2107
g07497,329,350
g07498,753,1021
g07499,363,453
g07500,25,26
g07501,46,37
g07502,38,33
g07503,216,255
g07504,164,218
g07505,773,801
g07506,1562,1590
g07507,6,4
g07508,514,516
g07509,332,374
g07510,4939,5613
g07511,5,18
g07512,8,6
g07513,1,2
g07514,0,0
g07515,0,0
g07516,7,4
g07517,1057,1295
g07518,3,13
g07519,24,24
g07520,0,0
g07521,0,0
g07522,0,0
g07523,0,0
g07524,0,0
g07525,0,0
g07526,2,3
g07527,1,0
g07528,0,3
g07529,6,31
g07530,247,325
g07531,149,152
g07532,255,330
g07533,93,131
g07534,617,669
g07535,401,484
g07536,40,47
g07537,1540,1706
g07538,2,0
g07539,87,67
g07540,1306,1682
g07541,448,531
g07542,201,234
g07543,2,1
g07544,176,276
g07545,56,76
g07546,151,224
g07547,1,2
g07548,457,503
g07549,44,45
g07550,893,858
g07551,183,222
g07552,4,0
g07553,175,233
g07554,356,508
g07555,925,962
g07556,1103,1169
g07557,21,17
g07558,0,0
g07559,0,0
g07560,497,538
g07561,1,0
g07562,1,0
g07563,1,2
g07564,20,19
g07565,10,6
g07566,153,195
g07567,432,675
g07568,142,177
g07569,400,287
g07570,68,66
g07571,905,957
g07572,63,69
g07573,842,1060
g07574,4,8
g07575,0,1
g07576,451,484
g07577,193,217
g07578,49,60
g07579,230,393
g07580,2326,2497
g07581,179,237
g07582,348,365
g07583,1,3
g07584,0,0
g07585,7,9
g07586,175,200
g07587,760,918
g07588,0,0
g07589,215,277
g07590,78,133
g07591,182,201
g07592,36,35
g07593,149,152
g07594,0,0
g07595,4,1
g07596,0,0
g07597,0,0
g07598,210,291
g07599,3,1
g07600,1,1
g07601,72,105
g07602,9,8
g07603,840,898
g07604,29,23
g07605,373,540
g07606,0,0
g07607,0,0
g07608,0,0
g07609,0,0
g07610,0,2
g07611,0,0
g07612,3900,5733
g07613,482,869
g07614,9,8
g07615,2,0
g07616,4,0
g07617,39,45
g07618,339,474
g07619,544,585
g07620,22,19
g07621,0,0
g07622,135,176
g07623,225,297
g07624,5,4
g07625,2,1
g07626,2,1
g07627,4,17
g07628,0,3
g07629,1,3
g07630,73,155
g07631,6,4
g07632,5,3
g07633,0,0
g07634,0,0
g07635,889,992
g07636,319,347
g07637,179,258
g07638,1113,1237
g07639,885,992
g07640,11,13
g07641,446,394
g07642,2,1
g07643,790,1082
g07644,11,18
g07645,266,331
g07646,310,458
g07647,245,292
g07648,358,438
g07649,19,15
g07650,999,1275
g07651,9,20
g07652,1118,1328
g07653,6,10
g07654,2,2
g07655,90,507
g07656,3,2
g07657,181,287
g07658,2,11
g07659,83,72
g07660,3292,3374
g07661,13,14
g07662,5,6
g07663,35,62
g07664,0,1
g07665,2235,2359
g07666,6,10
g07667,26,42
g07668,654,769
g07669,594,875
g07670,108,471
g07671,20,30
g07672,6,11
g07673,14,52
g07674,557,704
g07675,420,484
g07676,23,21
g07677,230,288
g07678,35,18
g07679,19,8
g07680,7,4
g07681,0,1
g07682,0,3
g07683,0,3
g07684,142,136
g07685,0,0
g07686,0,0
g07687,0,0
g07688,509,576
g07689,0,0
g07690,0,0
g07691,0,0
g07692,0,0
g07693,1,3
g07694,1,7
g07695,0,0
g07696,0,0
g07697,1640,1754
g07698,0,0
g07699,378,390
g07700,620,718
g07701,44,49
g07702,300,290
g07703,0,0
g07704,267,258
g07705,402,419
g07706,1046,1143
g07707,211,295
g07708,818,966
g07709,315,472
g07710,53,73
g07711,384,341
g07712,9,7
g07713,391,438
g07714,2,0
g07715,552,640
g07716,2105,2352
g07717,2,4
g07718,60,85
g07719,790,839
g07720,1447,1253
g07721,44,53
g07722,427,489
g07723,46,136
g07724,1,1
g07725,146,142
g07726,10,8
g07727,1273,1291
g07728,92,140
g07729,1,0
g07730,503,494
g07731,0,0
g07732,0,0
g07733,0,0
g07734,762,884
g07735,4,1
g07736,2,2
g07737,512,747
g07738,705,788
g07739,1,1
g07740,282,479
g07741,11744,14739
g07742,243,257
g07743,293,338
g07744,6,7
g07745,857,1917
g07746,0,0
g07747,0,0
g07748,65,73
g07749,477,594
g07750,879,998
g07751,85,53
g07752,2,2
g07753,10,26
g07754,3,0
g07755,543,752
g07756,4,3
g07757,0,1
g07758,814,840
g07759,4,7
g07760,0,0
g07761,0,0
g07762,698,746
g07763,160,187
g07764,6,17
g07765,1060,1147
g07766,5,6
g07767,4,13
g07768,234,345
g07769,16,9
g07770,369,373
g07771,618,741
g07772,238,280
g07773,2983,3435
g07774,195,212
g07775,0,1
g07776,13,22
g07777,7,5
g07778,249,286
g07779,50,74
g07780,367,345
g07781,0,2
g07782,23,11
g07783,0,0
g07784,239,465
g07785,22,20
g07786,0,1
g07787,1,3
g07788,0,0
g07789,2,2
g07790,1408,1529
g07791,276,301
g07792,586,1050
g07793,0,0
g07794,26,89
g07795,182,679
g07796,216,268
g07797,51,75
g07798,147,183
g07799,28,18
g07800,431,487
g07801,747,886
g07802,478,628
g07803,16,25
g07804,0,1
g07805,0,0
g07806,5,2
g07807,0,0
g07808,2,11
g07809,220,375
g07810,16,26
g07811,0,0
g07812,508,584
g07813,869,1039
g07814,386,442
g07815,2,4
g07816,0,1
g07817,151,226
g07818,8,4
g07819,0,0
g07820,1,1
g07821,176,227
g07822,310,353
g07823,304,333
g07824,537,700
g07825,298,335
g07826,920,944
g07827,1,2
g07828,382,481
g07829,0,0
g07830,546,747
g07831,27,41
g07832,157,228
g07833,213,290
g07834,2412,2414
g07835,1458,1642
g07836,16,31
g07837,1,0
g07838,1,1
g07839,377,494
g07840,982,1082
g07841,5078,5354
g07842,912,1011
g07843,64,75
g07844,21,20
g07845,799,1034
g07846,2,0
g07847,0,0
g07848,18,16
g07849,263,396
g07850,3,0
g07851,358,376
g07852,1129,1254
g07853,619,706
g07854,0,5
g07855,0,1
g07856,4,5
g07857,388,463
g07858,0,0
g07859,1,0
g07860,0,1
g07861,0,0
g07862,0,0
g07863,0,0
g07864,0,0
g07865,0,0
g07866,0,0
g07867,0,0
g07868,0,0
g07869,0,0
g07870,0,0
g07871,19,26
g07872,543,676
g07873,0,0
g07874,27,25
g07875,0,0
g07876,0,0
g07877,1,0
g07878,3,7
g07879,1,1
g07880,0,0
g07881,0,0
g07882,124,153
g07883,0,0
g07884,8,8
g07885,0,1
g07886,677,696
g07887,81,75
g07888,868,778
g07889,182,203
g07890,495,601
g07891,197,129
g07892,0,0
g07893,1,0
g07894,130,125
g07895,156,172
g07896,330,340
g07897,981,1373
g07898,173,246
g07899,8,13
g07900,3,0
g07901,4,0
g07902,2736,3129
g07903,600,698
g07904,553,551
g07905,0,0
g07906,2506,3067
g07907,1053,1061
g07908,387,367
g07909,873,947
g07910,297,344
g07911,2218,2321
g07912,524,591
g07913,53,49
g07914,168,165
g07915,1,1
g07916,22,33
g07917,1454,1890
g07918,91,223
g07919,2,3
g07920,2,2
g07921,0,1
g07922,1,1
g07923,10,3
g07924,0,0
g07925,111,227
g07926,48,90
g07927,60,67
g07928,313,334
g07929,5,2
g07930,51,80
g07931,20,30
g07932,11,28
g07933,0,0
g07934,2298,3370
g07935,7,11
g07936,721,912
g07937,102,99
g07938,882,1143
g07939,2,3
g07940,298,436
g07941,2664,3683
g07942,586,792
g07943,6,14
g07944,2,4
g07945,0,0
g07946,1,1
g07947,17,24
g07948,478,537
g07949,3,4
g07950,485,647
g07951,191,246
g07952,150,190
g07953,1,0
g07954,1601,2201
g07955,1,2
g07956,76,105
g07957,1369,1585
g07958,167,221
g07959,1831,2015
g07960,518,647
g07961,68,52
g07962,156,164
g07963,3,3
g07964,1152,1438
g07965,663,786
g07966,2489,2709
g07967,518,768
g07968,1,1
g07969,268,369
g07970,565,728
g07971,411,458
g07972,0,1
g07973,0,0
g07974,8,6
g07975,6,4
g07976,42,34
g07977,2,3
g07978,62,207
g07979,0,0
g07980,293,312
g07981,311,412
g07982,152,176
g07983,22,39
g07984,0,1
g07985,881,995
g07986,75,78
g07987,18,15
g07988,0,0
g07989,775,909
g07990,131,227
g07991,56,46
g07992,1,5
g07993,1638,1837
g07994,1237,1563
g07995,398,424
g07996,7,11
g07997,3,0
g07998,1017,1326
g07999,2084,2424
g08000,5,8
g08001,0,2
g08002,483,600
g08003,1462,1789
g08004,2107,1951
g08005,69,57
g08006,0,0
g08007,547,515
g08008,626,661
g08009,77,90
g08010,7,10
g08011,1,0
g08012,9,33
g08013,0,2
g08014,0,0
g08015,1,2
g08016,3,9
g08017,4,4
g08018,0,0
g08019,192,209
g08020,1456,1597
g08021,2,6
g08022,1556,1612
g08023,760,710
g08024,431,457
g08025,2,1
g08026,215,234
g08027,99,114
g08028,17,12
g08029,1082,1231
g08030,62,35
g08031,48,68
g08032,285,324
g08033,376,417
g08034,4159,4335
g08035,79,91
g08036,2,3
g08037,0,0
g08038,98,83
g08039,0,1
g08040,466,680
g08041,22,25
g08042,0,2
g08043,1198,1474
g08044,118,266
g08045,3412,4255
g08046,87,98
g08047,4,4
g08048,337,349
g08049,8,4
g08050,2761,2736
g08051,540,656
g08052,276,372
g08053,3,4
g08054,39,56
g08055,54,65
g08056,1490,1638
g08057,68,86
g08058,705,859
g08059,1409,1735
g08060,78,121
g08061,406,530
g08062,2,3
g08063,53,80
g08064,187,297
g08065,282,344
g08066,65,121
g08067,14,12
g08068,582,656
g08069,334,470
g08070,1,0
g08071,2758,3063
g08072,1,1
g08073,1,0
g08074,1029,1507
g08075,27,31
g08076,6,5
g08077,6,16
g08078,296,334
g08079,850,1048
g08080,401,542
g08081,1,5
g08082,2536,2722
g08083,1315,1971
g08084,160,209
g08085,14,17
g08086,121,157
g08087,1055,1454
g08088,213,223
g08089,658,625
g08090,202,206
g08091,13,8
g08092,7,1
g08093,103,125
g08094,1,4
