,mut_E17.5_f4,mut_E17.5_f5
g00214,365,509
g00215,0,4
g00216,538,616
g00217,378,416
g00218,263,326
g00219,0,0
g00220,627,599
g00221,51,46
g00222,27,41
g00223,99,129
g00224,0,0
g00225,1465,1823
g00226,22,19
g00227,68,56
g00228,317,427
g00229,213,258
g00230,492,550
g00231,136,161
g00232,130,88
g00233,304,352
g00234,13,15
g00235,233519,239991
g00236,20203,22709
g00237,519,610
g00238,4,5
g00239,351,308
g00240,0,0
g00241,0,0
g00242,21,25
g00243,3,7
g00244,1190,1234
g00245,0,0
g00246,404,546
g00247,1,4
g00248,854,1614
g00249,204,342
g00250,2,2
g00251,1789,2052
g00252,19,6
g00253,0,2
g00254,418,767
g00255,1320,1373
g00256,825,873
g00257,230,256
g00258,624,727
g00259,126,143
g00260,173,520
g00261,4,9
g00262,284,243
g00263,0,0
g00264,152,185
g00265,177,234
g00266,135,186
g00267,610,790
g00268,0,3
g00269,416,500
g00270,572,664
g00271,3,6
g00272,394,478
g00273,616,777
g00274,1071,1357
g00275,5135,6195
g00276,108,165
g00277,921,1951
g00278,392,780
g00279,541,665
g00280,507,629
g00281,211,285
g00282,1,2
g00283,310,277
g00284,1,5
g00285,0,0
g00286,0,0
g00287,50,52
g00288,19,25
g00289,1,3
g00290,14,11
g00291,133,169
g00292,82,91
g00293,152,256
g00294,633,697
g00295,244,276
g00296,502,648
g00297,69,166
g00298,15,18
g00299,2478,3086
g00300,17,17
g00301,2495,2966
g00302,2068,2328
g00303,214,251
g00304,325,410
g00305,392,505
g00306,7,10
g00307,369,524
g00308,387,768
g00309,17,21
g00310,4,7
g00311,867,1006
g00312,355,485
g00313,833,931
g00314,199,264
g00315,0,0
g00316,126,124
g00317,47,57
g00318,439,658
g00319,13,7
g00320,754,667
g00321,45,43
g00322,332,370
g00323,1007,1278
g00324,7,0
g00325,2,4
g00326,1264,1308
g00327,53,58
g00328,699,701
g00329,20,16
g00330,236,262
g00331,160,220
g00332,2,2
g00333,911,1128
g00334,286,326
g00335,835,997
g00336,1054,1091
g00337,9,11
g00338,0,2
g00339,31,26
g00340,0,0
g00341,5,4
g00342,6,12
g00343,0,1
g00344,599,554
g00345,2924,2960
g00346,38,44
g00347,1232,1320
g00348,163,264
g00349,67,77
g00350,1137,2433
g00351,4117,5076
g00352,12,3
g00353,7,12
g00354,995,1079
g00355,553,598
g00356,0,0
g00357,0,0
g00358,183,214
g00359,5,5
g00360,5,1
g00361,178,214
g00362,1375,1636
g00363,213,214
g00364,13,18
g00365,101,112
g00366,182,146
g00367,386,439
g00368,24,29
g00369,0,2
g00370,0,0
g00371,0,0
g00372,0,0
g00373,0,0
g00374,0,0
g00375,4,2
g00376,1062,1843
g00377,938,1151
g00378,0,0
g00379,0,0
g00380,1218,1677
g00381,49,68
g00382,6,4
g00383,371,551
g00384,608,761
g00385,392,1671
g00386,59,220
g00387,7428,6000
g00388,1017,1204
g00389,6,2
g00390,36,51
g00391,1,2
g00392,169,185
g00393,0,0
g00394,0,0
g00395,211,260
g00396,6127,8005
g00397,879,1110
g00398,14672,16617
g00399,4,5
g00400,1,0
g00401,0,0
g00402,1,0
g00403,279,346
g00404,103,111
g00405,8,5
g00406,301,355
g00407,2,1
g00408,486,654
g00409,0,1
g00410,570,696
g00411,502,486
g00412,3619,3996
g00413,0,1
g00414,0,2
g00415,0,0
g00416,0,0
g00417,1,1
g00418,2045,2241
g00419,5,12
g00420,1,2
g00421,2,4
g00422,0,0
g00423,0,0
g00424,1880,2225
g00425,3,1
g00426,1890,2435
g00427,413,632
g00428,984,1022
g00429,15,17
g00430,47,82
g00431,716,844
g00432,0,1
g00433,12,21
g00434,908,1093
g00435,869,956
g00436,72,28
g00437,334,400
g00438,175,300
g00439,311,431
g00440,63,70
g00441,673,729
g00442,74,106
g00443,123,107
g00444,375,333
g00445,193,185
g00446,4,3
g00447,0,0
g00448,0,3
g00449,0,0
g00450,0,1
g00451,2,1
g00452,37,44
g00453,8,6
g00454,559,518
g00455,683,833
g00456,214,281
g00457,266,391
g00458,581,777
g00459,404,452
g00460,248,293
g00461,514,595
g00462,2894,4204
g00463,4,2
g00464,416,527
g00465,12,13
g00466,0,0
g00467,643,941
g00468,9667,7794
g00469,2,0
g00470,741,598
g00471,479,630
g00472,162,207
g00473,23,22
g00474,541,805
g00475,25,27
g00476,1732,1759
g00477,192,178
g00478,347,405
g00479,270,304
g00480,0,0
g00481,0,1
g00482,997,1109
g00483,81,67
g00484,2,4
g00485,22,34
g00486,714,1023
g00487,0,4
g00488,666,750
g00489,337,330
g00490,162,185
g00491,7,1
g00492,8,6
g00493,64,83
g00494,478,234
g00495,0,0
g00496,252,319
g00497,36,37
g00498,316,382
g00499,13,16
g00500,1657,1822
g00501,0,0
g00502,808,914
g00503,4,2
g00504,4224,4094
g00505,180,199
g00506,340,415
g00507,10,14
g00508,14,14
g00509,6,7
g00510,799,1011
g00511,4,3
g00512,0,1
g00513,1182,1418
g00514,9,15
g00515,0,0
g00516,1,0
g00517,1,1
g00518,57,104
g00519,364,492
g00520,10,11
g00521,0,1
g00522,4966,5820
g00523,29,41
g00524,29,49
g00525,1,0
g00526,0,0
g00527,0,0
g00528,0,0
g00529,0,0
g00530,0,0
g00531,0,0
g00532,0,1
g00533,0,0
g00534,9,9
g00535,4,11
g00536,0,1
g00537,0,0
g00538,15,18
g00539,18,20
g00540,2117,2589
g00541,2033,2289
g00542,1,2
g00543,8,12
g00544,0,1
g00545,3,4
g00546,1811,2254
g00547,41,65
g00548,115,116
g00549,0,2
g00550,12,18
g00551,1,0
g00552,4282,6371
g00553,7,7
g00554,3,0
g00555,8,21
g00556,1,1
g00557,1,0
g00558,1642,1824
g00559,135,150
g00560,283,348
g00561,43,56
g00562,527,632
g00563,0,0
g00564,0,1
g00565,0,1
g00566,1,4
g00567,2,1
g00568,278,301
g00569,312,326
g00570,1089,1467
g00571,101,248
g00572,1250,1466
g00573,53,61
g00574,1,0
g00575,102,71
g00576,3,1
g00577,2,0
g00578,9,8
g00579,513,562
g00580,532,602
g00581,80,132
g00582,5,4
g00583,38,36
g00584,973,1260
g00585,769,980
g00586,258,403
g00587,258,403
g00588,332,469
g00589,264,410
g00590,310,476
g00591,284,432
g00592,277,422
g00593,45,64
g00594,327,492
g00595,170,204
g00596,3769,4618
g00597,2989,3681
g00598,2,2
g00599,0,0
g00600,6,5
g00601,3,1
g00602,887,970
g00603,0,1
g00604,0,1
g00605,692,584
g00606,1,0
g00607,1421,1464
g00608,87,88
g00609,1,1
g00610,12,10
g00611,0,1
g00612,406,399
g00613,607,760
g00614,0,0
g00615,39813,36410
g00616,47,44
g00617,1,0
g00618,0,9
g00619,1426,1735
g00620,6,9
g00621,221,231
g00622,271,307
g00623,5,6
g00624,130,159
g00625,4,1
g00626,80,63
g00627,266,250
g00628,42,53
g00629,568,670
g00630,0,0
g00631,213,229
g00632,172,170
g00633,122,111
g00634,247,291
g00635,2420,2944
g00636,731,659
g00637,1123,2205
g00638,0,0
g00639,0,0
g00640,0,0
g00641,0,0
g00642,0,0
g00643,0,1
g00644,0,0
g00645,0,1
g00646,377,456
g00647,1,0
g00648,1868,1586
g00649,271,217
g00650,0,0
g00651,5,10
g00652,96,128
g00653,825,859
g00654,53,76
g00655,310,406
g00656,95,93
g00657,0,0
g00658,155,177
g00659,0,1
g00660,303,373
g00661,2,6
g00662,294,381
g00663,259,350
g00664,327,387
g00665,467,542
g00666,369,360
g00667,5517,6646
g00668,4009,4966
g00669,261,262
g00670,1136,1266
g00671,351,417
g00672,394,466
g00673,593,718
g00674,487,580
g00675,392,468
g00676,149,171
g00677,2,1
g00678,0,0
g00679,0,0
g00680,0,1
g00681,0,2
g00682,0,1
g00683,0,1
g00684,145,182
g00685,198,244
g00686,0,0
g00687,0,1
g00688,0,0
g00689,0,0
g00690,4,2
g00691,1,2
g00692,1,1
g00693,0,0
g00694,0,0
g00695,1,0
g00696,98,133
g00697,931,1152
g00698,50,75
g00699,1222,1613
g00700,17,12
g00701,4,0
g00702,0,0
g00703,0,0
g00704,0,0
g00705,0,0
g00706,2,2
g00707,121,196
g00708,21,28
g00709,671,787
g00710,952,1111
g00711,0,0
g00712,199,213
g00713,11,7
g00714,721,808
g00715,1,1
g00716,681,739
g00717,798,763
g00718,102,99
g00719,402,544
g00720,939,1119
g00721,2985,3506
g00722,2733,3288
g00723,3,7
g00724,765,668
g00725,6,2
g00726,527,615
g00727,619,762
g00728,21,52
g00729,753,935
g00730,579,639
g00731,295,385
g00732,871,1049
g00733,2,7
g00734,47,47
g00735,995,1183
g00736,1,0
g00737,0,0
g00738,665,873
g00739,496,631
g00740,2279,2738
g00741,13,11
g00742,93,113
g00743,1091,919
g00744,370,351
g00745,234,321
g00746,938,1233
g00747,231,273
g00748,178,256
g00749,378,513
g00750,200,270
g00751,0,7
g00752,8,70
g00753,33,70
g00754,1558,3454
g00755,22,27
g00756,186,232
g00757,0,1
g00758,1,5
g00759,115,135
g00760,1,1
g00761,609,686
g00762,698,697
g00763,0,1
g00764,104,113
g00765,9,6
g00766,5,7
g00767,1187,1496
g00768,443,574
g00769,58,80
g00770,75,99
g00771,247,232
g00772,337,299
g00773,7,2
g00774,1,2
g00775,4,7
g00776,4,4
g00777,1123,1310
g00778,2,3
g00779,780,996
g00780,134,208
g00781,755,836
g00782,2,2
g00783,1369,1637
g00784,15,25
g00785,2070,2387
g00786,1025,1237
g00787,608,642
g00788,30,12
g00789,0,0
g00790,1,0
g00791,552,764
g00792,0,2
g00793,0,1
g00794,0,2
g00795,668,711
g00796,1349,1343
g00797,355,385
g00798,17,18
g00799,3,6
g00800,1,1
g00801,0,0
g00802,0,0
g00803,0,0
g00804,2,2
g00805,0,0
g00806,1410,1535
g00807,27,26
g00808,378,442
g00809,608,683
g00810,259,263
g00811,1636,1655
g00812,16,28
g00813,4,1
g00814,7,7
g00815,448,489
g00816,112,115
g00817,8,13
g00818,973,990
g00819,133,125
g00820,4136,5027
g00821,601,624
g00822,811,843
g00823,268,207
g00824,55,40
g00825,0,0
g00826,0,1
g00827,12,13
g00828,267,250
g00829,234,237
g00830,857,857
g00831,564,705
g00832,38,55
g00833,22,10
g00834,15,15
g00835,0,0
g00836,70,43
g00837,872,976
g00838,514,565
g00839,1271,1519
g00840,287,268
g00841,14,14
g00842,1,0
g00843,0,0
g00844,2,0
g00845,5,11
g00846,294,274
g00847,272,381
g00848,2587,2727
g00849,1927,1875
g00850,16,14
g00851,2947,2960
g00852,3,12
g00853,266,368
g00854,43,46
g00855,127,134
g00856,5,17
g00857,681,784
g00858,8,3
g00859,104,91
g00860,124,114
g00861,471,381
g00862,229,205
g00863,801,960
g00864,446,391
g00865,689,870
g00866,1,1
g00867,331,378
g00868,2012,2646
g00869,399,494
g00870,283,338
g00871,339,450
g00872,2,0
g00873,0,1
g00874,2519,2601
g00875,14,14
g00876,647,608
g00877,63,92
g00878,508,420
g00879,43,40
g00880,8,3
g00881,42,79
g00882,273,307
g00883,3,3
g00884,40,33
g00885,623,885
g00886,247,357
g00887,58,52
g00888,173,169
g00889,1548,1964
g00890,591,654
g00891,1727,1898
g00892,510,629
g00893,1270,1806
g00894,1513,1571
g00895,741,1023
g00896,9957,10265
g00897,3,1
g00898,439,526
g00899,957,783
g00900,1,0
g00901,322,341
g00902,17,15
g00903,175,174
g00904,1,0
g00905,1,0
g00906,2723,2987
g00907,26,29
g00908,180,252
g00909,384,486
g00910,0,0
g00911,519,521
g00912,2,4
g00913,0,0
g00914,1,0
g00915,42,53
g00916,96,100
g00917,0,0
g00918,2,4
g00919,231,268
g00920,0,1
g00921,622,761
g00922,0,0
g00923,0,2
g00924,48,86
g00925,0,0
g00926,534,582
g00927,0,3
g00928,0,0
g00929,775,988
g00930,1673,1935
g00931,0,0
g00932,0,0
g00933,0,0
g00934,0,1
g00935,0,0
g00936,126,205
g00937,31,56
g00938,0,1
g00939,0,0
g00940,203,219
g00941,145,333
g00942,113,164
g00943,786,923
g00944,252,352
g00945,370,560
g00946,48,95
g00947,9,6
g00948,7,19
g00949,0,0
g00950,32,53
g00951,3,6
g00952,0,0
g00953,0,1
g00954,0,0
g00955,344,407
g00956,2,1
g00957,19,40
g00958,4,1
g00959,0,2
g00960,1,2
g00961,0,0
g00962,470,584
g00963,3535,4343
g00964,38,34
g00965,1634,1902
g00966,5,4
g00967,0,0
g00968,3012,3903
g00969,278,357
g00970,285,353
g00971,717,837
g00972,1,0
g00973,346,470
g00974,1140,1545
g00975,1440,1508
g00976,102,131
g00977,125,169
g00978,568,749
g00979,8,5
g00980,3,0
g00981,1032,1365
g00982,546,755
g00983,71,117
g00984,1475,1715
g00985,43,49
g00986,1398,1296
g00987,5947,5595
g00988,6,4
g00989,7,6
g00990,1719,1771
g00991,2490,3421
g00992,5,7
g00993,4,3
g00994,81,112
g00995,318,383
g00996,1,5
g00997,1,0
g00998,2,0
g00999,3,5
g01000,1722,2628
g01001,318,442
g01002,1,3
g01003,0,0
g01004,85,56
g01005,716,736
g01006,222,258
g01007,881,1071
g01008,272,333
g01009,8,15
g01010,466,510
g01011,1,1
g01012,457,505
g01013,0,0
g01014,141,155
g01015,989,1059
g01016,2741,3119
g01017,514,679
g01018,1859,2334
g01019,0,3
g01020,10,16
g01021,0,2
g01022,3,5
g01023,429,512
g01024,759,807
g01025,212,253
g01026,187,257
g01027,1428,1739
g01028,894,974
g01029,437,654
g01030,1,0
g01031,1000,1070
g01032,288,369
g01033,197,211
g01034,363,397
g01035,0,0
g01036,13,12
g01037,25,24
g01038,0,0
g01039,2499,2501
g01040,0,0
g01041,369,402
g01042,12,8
g01043,2,4
g01044,245,308
g01045,47,67
g01046,60,50
g01047,204,297
g01048,505,722
g01049,737,817
g01050,3,2
g01051,30,17
g01052,1,0
g01053,1294,1442
g01054,15,7
g01055,271,308
g01056,2249,2501
g01057,21,31
g01058,11,8
g01059,198,317
g01060,79,79
g01061,383,472
g01062,2,2
g01063,1,2
g01064,878,1164
g01065,2,3
g01066,4,9
g01067,0,0
g01068,760,917
g01069,0,1
g01070,269,316
g01071,118,137
g01072,10,10
g01073,1666,2047
g01074,4,1
g01075,7,26
g01076,188,247
g01077,270,268
g01078,1,1
g01079,0,0
g01080,5398,5846
g01081,0,3
g01082,280,561
g01083,2220,3824
g01084,2,5
g01085,3,2
g01086,2,0
g01087,2628,2968
g01088,230,282
g01089,1,3
g01090,725,842
g01091,387,442
g01092,218,288
g01093,37,37
g01094,16,21
g01095,7,14
g01096,25,26
g01097,4,3
g01098,11,15
g01099,1037,1296
g01100,85,114
g01101,996,1361
g01102,263,295
g01103,119,179
g01104,4205,5005
g01105,3,3
g01106,2,0
g01107,0,0
g01108,0,0
g01109,0,0
g01110,1055,1253
g01111,350,407
g01112,122,142
g01113,643,709
g01114,277,681
g01115,1,3
g01116,345,279
g01117,11,14
g01118,407,467
g01119,0,0
g01120,246,289
g01121,119,148
g01122,663,730
g01123,475,465
g01124,1,0
g01125,0,0
g01126,121,239
g01127,76,73
g01128,395,459
g01129,1224,1502
g01130,0,0
g01131,0,3
g01132,1,0
g01133,0,0
g01134,67,85
g01135,929,1094
g01136,660,935
g01137,105,127
g01138,288,380
g01139,644,938
g01140,0,3
g01141,0,0
g01142,131,219
g01143,20,32
g01144,740,835
g01145,297,411
g01146,453,491
g01147,323,361
g01148,39,36
g01149,1,4
g01150,484,583
g01151,21,22
g01152,2339,3006
g01153,560,708
g01154,254,353
g01155,0,0
g01156,9,7
g01157,4,3
g01158,24,38
g01159,4,2
g01160,22,21
g01161,452,696
g01162,794,989
g01163,190,242
g01164,1,0
g01165,0,2
g01166,80,105
g01167,12,10
g01168,430,513
g01169,11,13
g01170,1336,2476
g01171,160,174
g01172,40,56
g01173,19,23
g01174,305,488
g01175,2,4
g01176,450,584
g01177,1791,3423
g01178,535,501
g01179,283,338
g01180,224,309
g01181,371,515
g01182,488,646
g01183,236,307
g01184,10,11
g01185,350,447
g01186,324,425
g01187,82,121
g01188,27,33
g01189,1481,1583
g01190,162,191
g01191,305,330
g01192,14,9
g01193,727,905
g01194,73,103
g01195,0,1
g01196,30,28
g01197,13,22
g01198,0,5
g01199,40,53
g01200,0,0
g01201,1,2
g01202,63,68
g01203,2,3
g01204,0,0
g01205,1,0
g01206,334,331
g01207,7,6
g01208,990,1295
g01209,5614,6860
g01210,1096,1330
g01211,1097,1435
g01212,1577,1842
g01213,798,1021
g01214,1911,1679
g01215,2,3
g01216,890,1970
g01217,373,397
g01218,2,3
g01219,11,5
g01220,626,809
g01221,688,942
g01222,7,4
g01223,1165,1017
g01224,1550,2042
g01225,11,27
g01226,7,5
g01227,8,32
g01228,2,3
g01229,0,0
g01230,104,138
g01231,1,1
g01232,1,0
g01233,0,0
g01234,0,2
g01235,0,0
g01236,0,0
g01237,0,1
g01238,0,0
g01239,2,3
g01240,0,0
g01241,0,0
g01242,15,19
g01243,161,185
g01244,43,49
g01245,1,6
g01246,0,0
g01247,0,0
g01248,4,7
g01249,0,4
g01250,0,1
g01251,130,126
g01252,47,78
g01253,9,9
g01254,0,1
g01255,36,51
g01256,4,9
g01257,21,31
g01258,49,42
g01259,3,3
g01260,0,2
g01261,0,0
g01262,0,2
g01263,0,0
g01264,0,0
g01265,0,0
g01266,0,2
g01267,1,0
g01268,1,0
g01269,26,39
g01270,0,1
g01271,0,0
g01272,0,0
g01273,0,0
g01274,0,0
g01275,0,0
g01276,75,68
g01277,692,791
g01278,11,28
g01279,877,1802
g01280,6,4
g01281,59,76
g01282,180,213
g01283,0,0
g01284,318,377
g01285,12,8
g01286,1558,1968
g01287,4,3
g01288,242,335
g01289,43,45
g01290,484,509
g01291,502,586
g01292,31,20
g01293,0,1
g01294,683,882
g01295,0,0
g01296,0,2
g01297,640,713
g01298,8,6
g01299,1,0
g01300,2,4
g01301,9,10
g01302,208,291
g01303,5485,5534
g01304,33,40
g01305,215,197
g01306,200,229
g01307,44,52
g01308,908,1019
g01309,428,483
g01310,1882,2175
g01311,0,0
g01312,1275,1493
g01313,343,2255
g01314,304,363
g01315,19,26
g01316,839,886
g01317,78,58
g01318,1717,2204
g01319,261,309
g01320,0,1
g01321,1049,1198
g01322,36,29
g01323,454,531
g01324,448,562
g01325,0,0
g01326,0,0
g01327,89,122
g01328,357,432
g01329,32,45
g01330,408,446
g01331,243,286
g01332,0,0
g01333,573,677
g01334,356,443
g01335,2725,2901
g01336,21,13
g01337,2,1
g01338,0,0
g01339,46,47
g01340,1191,1436
g01341,0,0
g01342,1829,1871
g01343,257,338
g01344,0,0
g01345,1280,1700
g01346,3,15
g01347,569,694
g01348,674,750
g01349,1531,1735
g01350,1,1
g01351,0,0
g01352,57,74
g01353,91,116
g01354,587,734
g01355,397,480
g01356,378,438
g01357,2037,2381
g01358,204,200
g01359,9,1
g01360,5,25
g01361,400,531
g01362,0,1
g01363,0,0
g01364,92,150
g01365,0,1
g01366,515,822
g01367,4,4
g01368,460,751
g01369,528,518
g01370,1064,1223
g01371,1,1
g01372,1143,1683
g01373,1,2
g01374,5,2
g01375,342,488
g01376,3175,4264
g01377,7,0
g01378,0,0
g01379,10,7
g01380,0,0
g01381,60,117
g01382,389,409
g01383,228,313
g01384,0,0
g01385,1,4
g01386,0,0
g01387,374,452
g01388,50,67
g01389,28,88
g01390,1,5
g01391,6,5
g01392,713,787
g01393,89,84
g01394,8,8
g01395,4,4
g01396,1630,1982
g01397,1405,1343
g01398,546,634
g01399,90,96
g01400,3,3
g01401,413,449
g01402,537,601
g01403,362,384
g01404,204,262
g01405,81,77
g01406,0,0
g01407,73,93
g01408,208,251
g01409,14,9
g01410,0,0
g01411,72,101
g01412,9,22
g01413,381,474
g01414,588,722
g01415,471,716
g01416,1034,1689
g01417,3,0
g01418,558,633
g01419,850,997
g01420,783,1013
g01421,278,340
g01422,136,170
g01423,949,1050
g01424,8,10
g01425,153,153
g01426,1,0
g01427,4,11
g01428,299,306
g01429,59,72
g01430,17,11
g01431,102,115
g01432,1,2
g01433,1,2
g01434,196,195
g01435,22,13
g01436,27,42
g01437,322,311
g01438,1402,1500
g01439,150,201
g01440,320,284
g01441,13,15
g01442,185,851
g01443,185,852
g01444,1096,1098
g01445,56,49
g01446,1,0
g01447,1,0
g01448,1318,1404
g01449,0,0
g01450,2702,3923
g01451,302,446
g01452,46,38
g01453,2,0
g01454,0,2
g01455,13,19
g01456,255,353
g01457,13,18
g01458,0,0
g01459,0,0
g01460,481,483
g01461,372,359
g01462,2,6
g01463,883,936
g01464,295,319
g01465,2278,3671
g01466,154,203
g01467,131,190
g01468,173,246
g01469,1,5
g01470,125,114
g01471,1882,1474
g01472,68,121
g01473,0,0
g01474,304,416
g01475,133,150
g01476,11,13
g01477,0,0
g01478,0,0
g01479,7,2
g01480,238,264
g01481,121,91
g01482,25,32
g01483,433,559
g01484,15,35
g01485,158,213
g01486,59,72
g01487,1377,1432
g01488,507,557
g01489,379,528
g01490,97,121
g01491,661,638
g01492,1,7
g01493,0,0
g01494,1941,2069
g01495,292,352
g01496,1413,1572
g01497,26,22
g01498,182,202
g01499,0,2
g01500,1116,1176
g01501,4,13
g01502,148,200
g01503,2,2
g01504,1,0
g01505,0,0
g01506,944,1137
g01507,400,436
g01508,30,49
g01509,3937,4568
g01510,6,8
g01511,88,107
g01512,679,798
g01513,7099,9408
g01514,669,942
g01515,0,0
g01516,397,549
g01517,1092,1552
g01518,320,342
g01519,292,464
g01520,97,114
g01521,91,99
g01522,825,875
g01523,78,105
g01524,183,231
g01525,3,1
g01526,294,363
g01527,0,2
g01528,0,1
g01529,0,0
g01530,64,58
g01531,471,557
g01532,495,451
g01533,1050,1244
g01534,265,343
g01535,577,677
g01536,3,0
g01537,42,47
g01538,641,637
g01539,644,793
g01540,38,21
g01541,0,1
g01542,1,0
g01543,18347,21628
g01544,166,168
g01545,0,3
g01546,0,1
g01547,523,719
g01548,11,13
g01549,0,1
g01550,37,59
g01551,163,271
g01552,241,283
g01553,542,502
g01554,14,9
g01555,4,7
g01556,3126,3729
g01557,14,24
g01558,296,338
g01559,236,250
g01560,8,7
g01561,1,5
g01562,132,178
g01563,644,803
g01564,136,162
g01565,1,1
g01566,0,0
g01567,0,0
g01568,0,0
g01569,409,368
g01570,0,0
g01571,29,29
g01572,3,8
g01573,9,8
g01574,5,13
g01575,10,21
g01576,0,0
g01577,53,70
g01578,273,359
g01579,0,0
g01580,0,0
g01581,0,0
g01582,207,213
g01583,67,72
g01584,10,10
g01585,10,21
g01586,102,173
g01587,3,6
g01588,3,10
g01589,0,0
g01590,0,0
g01591,0,1
g01592,0,0
g01593,0,0
g01594,0,0
g01595,0,0
g01596,0,0
g01597,0,0
g01598,0,0
g01599,0,0
g01600,0,0
g01601,0,0
g01602,0,0
g01603,0,0
g01604,408,522
g01605,75,90
g01606,506,522
g01607,170,229
g01608,40,52
g01609,138,184
g01610,729,949
g01611,11,30
g01612,180,290
g01613,1957,2636
g01614,0,1
g01615,0,0
g01616,0,0
g01617,58,47
g01618,11,7
g01619,0,0
g01620,433,461
g01621,2,0
g01622,649,942
g01623,3685,3797
g01624,0,0
g01625,948,1042
g01626,0,4
g01627,0,0
g01628,0,0
g01629,0,0
g01630,23,21
g01631,66,43
g01632,540,872
g01633,957,1251
g01634,292,356
g01635,61,66
g01636,67,57
g01637,124,140
g01638,81,72
g01639,62,96
g01640,139,214
g01641,107,103
g01642,121,132
g01643,108,105
g01644,2,2
g01645,815,838
g01646,6,7
g01647,508,478
g01648,9,9
g01649,0,0
g01650,2,1
g01651,0,0
g01652,0,0
g01653,1,2
g01654,184,223
g01655,56,68
g01656,166,184
g01657,0,0
g01658,1,1
g01659,25,40
g01660,2,4
g01661,965,1200
g01662,676,850
g01663,214,275
g01664,156,178
g01665,56,63
g01666,74,82
g01667,0,1
g01668,19,19
g01669,1712,2090
g01670,2615,2911
g01671,0,0
g01672,3679,4557
g01673,8,10
g01674,124,149
g01675,14,13
g01676,976,1168
g01677,31,27
g01678,353,379
g01679,114,107
g01680,2522,2905
g01681,49,50
g01682,25,38
g01683,2,8
g01684,0,1
g01685,7,17
g01686,11,12
g01687,1,4
g01688,339,416
g01689,168,202
g01690,268,303
g01691,94,113
g01692,115,119
g01693,626,637
g01694,0,0
g01695,22,106
