,wt_E17.5_f5,wt_E17.5_f4
g15313,413,395
g15314,817,711
g15315,1068,976
g15316,4,5
g15317,837,666
g15318,1010,944
g15319,0,0
g15320,0,0
g15321,5,3
g15322,702,738
g15323,579,547
g15324,155,153
g15325,0,0
g15326,328,338
g15327,977,944
g15328,369,345
g15329,2022,2047
g15330,214,325
g15331,640,476
g15332,425,381
g15333,699,724
g15334,312,250
g15335,405,341
g15336,61,52
g15337,61,42
g15338,59,55
g15339,78,106
g15340,88,98
g15341,1131,1015
g15342,4,5
g15343,420,423
g15344,217,236
g15345,778,829
g15346,222,226
g15347,140,145
g15348,108,107
g15349,64,50
g15350,129,164
g15351,206,179
g15352,1255,1103
g15353,133,105
g15354,9,6
g15355,1,0
g15356,1,1
g15357,30,35
g15358,2201,1457
g15359,36,29
g15360,3543,3274
g15361,58,37
g15362,0,0
g15363,0,0
g15364,0,0
g15365,0,0
g15366,255,263
g15367,1,1
g15368,0,0
g15369,3,8
g15370,491,525
g15371,769,859
g15372,3226,3506
g15373,209,232
g15374,32,32
g15375,652,651
g15376,28,29
g15377,454,430
g15378,245,233
g15379,60,45
g15380,658,676
g15381,437,423
g15382,68,76
g15383,229,218
g15384,360,381
g15385,14,7
g15386,0,0
g15387,40,37
g15388,221,246
g15389,0,2
g15390,367,392
g15391,255,234
g15392,243,248
g15393,10,14
g15394,0,0
g15395,268,246
g15396,51,60
g15397,398,421
g15398,3006,3352
g15399,39,50
g15400,846,804
g15401,2,0
g15402,3345,3508
g15403,0,1
g15404,0,0
g15405,179,224
g15406,432,352
g15407,58,67
g15408,0,0
g15409,0,0
g15410,0,0
g15411,0,1
g15412,0,0
g15413,0,1
g15414,0,0
g15415,2,1
g15416,0,5
g15417,1,1
g15418,268,239
g15419,1274,1332
g15420,58,50
g15421,0,1
g15422,512,501
g15423,321,304
g15424,0,0
g15425,205,159
g15426,1589,1631
g15427,4,0
g15428,108,121
g15429,337,286
g15430,57,27
g15431,3359,3674
g15432,2,2
g15433,1254,1312
g15434,2729,3061
g15435,265,256
g15436,208,226
g15437,3,2
g15438,3309,3701
g15439,639,548
g15440,2,3
g15441,103,117
g15442,0,1
g15443,88,79
g15444,0,0
g15445,55,53
g15446,0,0
g15447,505,538
g15448,5572,5375
g15449,1854,1749
g15450,895,945
g15451,452,415
g15452,540,503
g15453,1162,1152
g15454,5,4
g15455,1395,1299
g15456,1731,1890
g15457,177,144
g15458,20,13
g15459,293,290
g15460,15,14
g15461,20,15
g15462,642,669
g15463,197,227
g15464,617,609
g15465,675,764
g15466,1,0
g15467,854,837
g15468,878,812
g15469,2,0
g15470,11,4
g15471,36,31
g15472,801,875
g15473,203,220
g15474,30,27
g15475,228,201
g15476,491,500
g15477,81,124
g15478,558,489
g15479,0,0
g15480,0,0
g15481,24,33
g15482,320,287
g15483,416,435
g15484,190,212
g15485,0,3
g15486,131,97
g15487,27,22
g15488,1326,1348
g15489,560,522
g15490,28,28
g15491,0,0
g15492,2,1
g15493,1,0
g15494,2,0
g15495,0,0
g15496,0,0
g15497,102,79
g15498,219,197
g15499,702,730
g15500,331,387
g15501,184,214
g15502,198,178
g15503,0,0
g15504,13,15
g15505,12,9
g15506,0,0
g15507,60,86
g15508,0,0
g15509,1,1
g15510,0,0
g15511,0,0
g15512,136,116
g15513,126,111
g15514,755,785
g15515,58,74
g15516,124,121
g15517,0,0
g15518,2,1
g15519,1150,1069
g15520,928,1033
g15521,468,571
g15522,1,0
g15523,23,31
g15524,0,0
g15525,148,149
g15526,457,379
g15527,35,14
g15528,33,27
g15529,2,0
g15530,306,284
g15531,275,277
g15532,48,60
g15533,464,452
g15534,6,3
g15535,2926,2814
g15536,11,8
g15537,245,252
g15538,136,117
g15539,128,131
g15540,568,678
g15541,156,160
g15542,1372,1414
g15543,15,12
g15544,6,3
g15545,10,9
g15546,305,248
g15547,779,720
g15548,1954,1947
g15549,4,4
g15550,0,1
g15551,428,497
g15552,722,752
g15553,159,153
g15554,367,337
g15555,21,13
g15556,542,549
g15557,1250,1206
g15558,5,5
g15559,363,377
g15560,10,14
g15561,1528,1408
g15562,0,8
g15563,738,941
g15564,0,0
g15565,2,6
g15566,861,847
g15567,1083,1006
g15568,48,78
g15569,275,280
g15570,1,0
g15571,0,0
g15572,0,0
g15573,0,0
g15574,0,0
g15575,0,0
g15576,0,0
g15577,0,0
g15578,0,0
g15579,0,0
g15580,0,0
g15581,6,4
g15582,354,371
g15583,1,4
g15584,426,522
g15585,3,4
g15586,345,305
g15587,35,35
g15588,111,158
g15589,1132,1167
g15590,210,176
g15591,511,450
g15592,34,26
g15593,119,121
g15594,235,239
g15595,274,244
g15596,204,198
g15597,180,172
g15598,184,158
g15599,782,693
g15600,480,417
g15601,2398,2607
g15602,175,158
g15603,339,295
g15604,15,17
g15605,1,2
g15606,8,10
g15607,1,0
g15608,211,200
g15609,0,0
g15610,1,0
g15611,68,72
g15612,695,754
g15613,0,0
g15614,22,30
g15615,236,258
g15616,193,170
g15617,2229,2019
g15618,33,30
g15619,35,37
g15620,0,1
g15621,1,1
g15622,1166,1081
g15623,1209,1254
g15624,1649,1733
g15625,38,25
g15626,140,113
g15627,7,6
g15628,580,543
g15629,1,1
g15630,0,0
g15631,189,240
g15632,884,855
g15633,423,466
g15634,8,9
g15635,0,3
g15636,0,2
g15637,234,201
g15638,236,203
g15639,441,428
g15640,859,908
g15641,401,446
g15642,1615,1538
g15643,190,217
g15644,87,106
g15645,342,367
g15646,16,14
g15647,592,472
g15648,1,0
g15649,58,75
g15650,1,0
g15651,0,0
g15652,0,3
g15653,11,15
g15654,153,231
g15655,3,2
g15656,708,816
g15657,2338,2122
g15658,7,14
g15659,100,96
g15660,384,362
g15661,0,5
g15662,0,0
g15663,2,0
g15664,0,1
g15665,1,0
g15666,580,501
g15667,6,4
g15668,77,91
g15669,22,26
g15670,554,547
g15671,78,79
g15672,0,0
g15673,1,0
g15674,0,0
g15675,340,288
g15676,34,33
g15677,0,0
g15678,1021,857
g15679,136,126
g15680,17,17
g15681,0,2
g15682,5,4
g15683,128,134
g15684,3,1
g15685,164,225
g15686,182,110
g15687,50,45
g15688,873,802
g15689,138,197
g15690,4,2
g15691,1237,1217
g15692,256,225
g15693,1138,1307
g15694,742,537
g15695,1487,1177
g15696,7,15
g15697,3,6
g15698,89,115
g15699,1406,1291
g15700,232,219
g15701,261,314
g15702,1,0
g15703,621,674
g15704,260,318
g15705,527,538
g15706,763,906
g15707,207,195
g15708,225,245
g15709,1,1
g15710,341,307
g15711,1959,1941
g15712,48,49
g15713,2,2
g15714,0,0
g15715,5,4
g15716,1252,1070
g15717,3,0
g15718,7,11
g15719,8,9
g15720,302,305
g15721,159,145
g15722,2237,2183
g15723,152,142
g15724,1,2
g15725,1005,1103
g15726,1,0
g15727,577,486
g15728,7,11
g15729,0,0
g15730,17,16
g15731,0,0
g15732,693,775
g15733,281,297
g15734,1,1
g15735,91,95
g15736,73,60
g15737,15,13
g15738,159,160
g15739,212,187
g15740,321,275
g15741,2,1
g15742,48,63
g15743,65,76
g15744,170,199
g15745,0,0
g15746,0,2
g15747,111,148
g15748,1842,2732
g15749,20,263
g15750,283,177
g15751,2,0
g15752,4,5
g15753,815,705
g15754,653,641
g15755,760,715
g15756,1,0
g15757,2,0
g15758,953,926
g15759,735,762
g15760,0,0
g15761,0,0
g15762,0,1
g15763,37,42
g15764,293,249
g15765,2401,2466
g15766,2,6
g15767,159,177
g15768,23,48
g15769,1,1
g15770,20,22
g15771,144,142
g15772,343,335
g15773,1481,1531
g15774,8,9
g15775,2,0
g15776,3,4
g15777,529,591
g15778,5,7
g15779,729,718
g15780,1781,1670
g15781,1496,1470
g15782,147,151
g15783,773,683
g15784,1,0
g15785,0,0
g15786,0,0
g15787,0,0
g15788,0,0
g15789,3,1
g15790,391,396
g15791,186,166
g15792,408,361
g15793,156,145
g15794,434,488
g15795,20,16
g15796,795,731
g15797,6,7
g15798,377,350
g15799,176,197
g15800,281,290
g15801,2,2
g15802,67,54
g15803,18,18
g15804,12,25
g15805,0,0
g15806,492,513
g15807,144,172
g15808,41,44
g15809,181,166
g15810,328,347
g15811,15,15
g15812,2,4
g15813,5,5
g15814,3,3
g15815,1232,1181
g15816,178,167
g15817,2361,2287
g15818,11,5
g15819,19,9
g15820,0,0
g15821,1,0
g15822,240,260
g15823,21,30
g15824,1,5
g15825,611,487
g15826,15,11
g15827,536,526
g15828,3346,3169
g15829,459,438
g15830,226,233
g15831,956,969
g15832,1439,1429
g15833,33,41
g15834,0,2
g15835,631,510
g15836,13,23
g15837,342,295
g15838,9,8
g15839,3,4
g15840,12,8
g15841,5,2
g15842,17,8
g15843,752,658
g15844,5,7
g15845,5,4
g15846,619,666
g15847,17,32
g15848,3,5
g15849,2,0
g15850,121,116
g15851,158,177
g15852,0,2
g15853,4,0
g15854,195,209
g15855,2,3
g15856,0,0
g15857,6,4
g15858,90,98
g15859,2,1
g15860,1150,1197
g15861,4,4
g15862,147,113
g15863,40,69
g15864,497,455
g15865,1929,1814
g15866,432,435
g15867,8,18
g15868,0,0
g15869,67,56
g15870,1,1
g15871,2002,1970
g15872,0,0
g15873,0,0
g15874,0,1
g15875,0,0
g15876,0,0
g15877,228,201
g15878,334,284
g15879,0,0
g15880,336,286
g15881,3,13
g15882,2620,2955
g15883,13,6
g15884,608,650
g15885,329,320
g15886,826,826
g15887,459,418
g15888,2130,1670
g15889,1678,1801
g15890,0,0
g15891,279,277
g15892,21,10
g15893,197,213
g15894,0,0
g15895,1412,1660
g15896,662,712
g15897,74,63
g15898,2,0
g15899,47,44
g15900,0,0
g15901,1860,1887
g15902,3,4
g15903,517,589
g15904,222,239
g15905,2371,2485
g15906,64,64
g15907,5,2
g15908,0,0
g15909,0,0
g15910,0,0
g15911,129,119
g15912,14,16
g15913,382,329
g15914,82,89
g15915,6,6
g15916,0,0
g15917,797,752
g15918,424,391
g15919,597,660
g15920,326,363
g15921,287,296
g15922,1704,1528
g15923,2,7
g15924,1411,1316
g15925,294,224
g15926,95,74
g15927,261,241
g15928,7,1
g15929,329,332
g15930,16,10
g15931,9,10
g15932,109,117
g15933,197,216
g15934,59,72
g15935,448,391
g15936,43,55
g15937,0,0
g15938,697,626
g15939,82,80
g15940,1,0
g15941,443,411
g15942,504,466
g15943,18,14
g15944,32,20
g15945,887,937
g15946,1,0
g15947,270,273
g15948,380,334
g15949,126,110
g15950,193,172
g15951,10,7
g15952,419,413
g15953,1,0
g15954,1290,1224
g15955,122,145
g15956,751,765
g15957,0,0
g15958,2,0
g15959,0,0
g15960,34,34
g15961,979,984
g15962,7,6
g15963,1,2
g15964,243,189
g15965,38,47
g15966,480,438
g15967,68,83
g15968,2039,1960
g15969,130,148
g15970,167,183
g15971,208,191
g15972,3,5
g15973,480,427
g15974,32,30
g15975,158,162
g15976,10,10
g15977,34,21
g15978,28,33
g15979,442,426
g15980,0,0
g15981,6,9
g15982,257,266
g15983,0,0
g15984,137,148
g15985,0,0
g15986,1128,1059
g15987,32,45
g15988,26,31
g15989,227,283
g15990,29,35
g15991,0,1
g15992,900,807
g15993,1835,1783
g15994,147,149
g15995,188,222
g15996,536,624
g15997,97,100
g15998,699,662
g15999,4,8
g16000,1,1
g16001,130,153
g16002,31,26
g16003,1168,1037
g16004,353,362
g16005,93,114
g16006,9,14
g16007,0,0
g16008,490,514
g16009,962,947
g16010,369,350
g16011,201,166
g16012,0,1
g16013,1,0
g16014,73,60
g16015,2361,2284
g16016,1,0
g16017,1,0
g16018,150,148
g16019,3,1
g16020,237,224
g16021,4,5
g16022,37,27
g16023,0,1
g16024,0,0
g16025,0,0
g16026,0,0
g16027,925,930
g16028,247,239
g16029,929,892
g16030,57,51
g16031,280,281
g16032,0,0
g16033,1,2
g16034,0,0
g16035,240,219
g16036,16,11
g16037,250,243
g16038,5,6
g16039,1020,933
g16040,1450,1582
g16041,0,0
g16042,0,0
g16043,1401,1411
g16044,799,854
g16045,1317,1231
g16046,2,4
g16047,45,37
g16048,1473,1324
g16049,485,477
g16050,1575,1345
g16051,808,730
g16052,779,769
g16053,602,590
g16054,305,250
g16055,181,157
g16056,798,815
g16057,136,136
g16058,0,3
g16059,6,12
g16060,52,71
g16061,111,88
g16062,159,178
g16063,153,152
g16064,246,197
g16065,587,607
g16066,2,1
g16067,461,411
g16068,170,187
g16069,410,402
g16070,29,39
g16071,0,0
g16072,0,0
g16073,0,0
g16074,0,0
g16075,0,0
g16076,0,0
g16077,0,0
g16078,0,0
g16079,0,0
g16080,0,0
g16081,0,0
g16082,0,0
g16083,0,0
g16084,0,0
g16085,0,0
g16086,0,0
g16087,0,0
g16088,0,0
g16089,0,0
g16090,0,0
g16091,0,0
g16092,0,0
g16093,0,0
g16094,0,0
g16095,0,0
g16096,0,0
g16097,0,0
g16098,0,0
g16099,0,0
g16100,0,0
g16101,0,0
g16102,0,0
g16103,0,0
g16104,0,0
g16105,0,0
g16106,0,0
g16107,0,0
g16108,0,0
g16109,0,0
g16110,2,0
g16111,215,149
g16112,280,271
g16113,6,2
g16114,275,242
g16115,971,857
g16116,226,171
g16117,284,286
g16118,605,557
g16119,651,549
g16120,433,399
g16121,52,37
g16122,432,628
g16123,4,7
g16124,398,431
g16125,25,26
g16126,0,0
g16127,32068,43700
g16128,130,152
g16129,186,161
g16130,14,13
g16131,30,25
g16132,16449,18350
g16133,4392,4543
g16134,554,635
g16135,843,740
g16136,744,699
g16137,113,104
g16138,507,511
g16139,10,6
g16140,91,128
g16141,5,1
g16142,120,127
g16143,1,0
g16144,0,0
g16145,22,39
g16146,23,25
g16147,3,1
g16148,0,1
g16149,0,1
g16150,0,0
g16151,0,0
g16152,0,0
g16153,1090,1150
g16154,448,472
g16155,5,4
g16156,1810,1833
g16157,249,253
g16158,19,18
g16159,1026,959
g16160,0,2
g16161,487,374
g16162,2,2
g16163,1,0
g16164,0,0
g16165,0,1
g16166,505,493
g16167,196,202
g16168,475,456
g16169,11,8
g16170,166,133
g16171,386,343
g16172,144,148
g16173,294,254
g16174,1,1
g16175,85,92
g16176,218,200
g16177,545,566
g16178,971,974
g16179,172,194
g16180,63,92
g16181,1,0
g16182,0,1
g16183,17,16
g16184,1,11
g16185,1,4
g16186,5,6
g16187,282,234
g16188,753,744
g16189,784,753
g16190,1241,1121
g16191,191,198
g16192,4,6
g16193,85,81
g16194,5,7
g16195,610,409
g16196,309,274
g16197,623,596
g16198,9,12
g16199,68,70
g16200,88,98
g16201,1,8
g16202,107,108
g16203,66,101
g16204,1474,1590
g16205,1084,975
g16206,373,299
g16207,231,195
g16208,10,1
g16209,620,654
g16210,791,649
g16211,0,0
g16212,331,325
g16213,0,0
g16214,546,566
g16215,289,238
g16216,241,280
g16217,12,17
g16218,710,766
g16219,30,24
g16220,1,0
g16221,6,1
g16222,1,1
g16223,526,505
g16224,116,111
g16225,2,3
g16226,429,366
g16227,1355,1282
g16228,15,14
g16229,0,1
g16230,0,0
g16231,0,0
g16232,2,1
g16233,1441,1292
g16234,6,2
g16235,0,0
g16236,0,0
g16237,0,0
g16238,1,0
g16239,0,0
g16240,0,0
g16241,160,147
g16242,2058,2178
g16243,0,0
g16244,30,41
g16245,676,736
g16246,234,267
g16247,294,348
g16248,192,151
g16249,23,11
g16250,0,0
g16251,161,153
g16252,850,833
g16253,8,15
g16254,0,0
g16255,3259,3345
g16256,0,1
g16257,1897,1917
g16258,1,0
g16259,9,5
g16260,1027,967
g16261,229,173
g16262,530,510
g16263,746,761
g16264,1,1
g16265,131,110
g16266,305,347
g16267,0,2
g16268,386,409
g16269,2,1
g16270,0,0
g16271,335,295
g16272,24,20
g16273,1479,1307
g16274,4,2
g16275,1605,1250
g16276,0,0
g16277,910,1006
g16278,80,93
g16279,1163,1073
g16280,3,1
g16281,1,0
g16282,1924,2010
g16283,5,9
g16284,681,626
g16285,153,155
g16286,281,315
g16287,5,2
g16288,1257,1223
g16289,101,94
g16290,4421,4383
g16291,637,601
g16292,167,179
g16293,268,261
g16294,444,444
g16295,717,707
g16296,0,0
g16297,0,0
g16298,0,0
g16299,0,0
g16300,0,0
g16301,0,0
g16302,0,0
g16303,0,0
g16304,0,0
g16305,0,0
g16306,0,0
g16307,0,0
g16308,0,0
g16309,0,0
g16310,0,0
g16311,0,0
g16312,0,0
g16313,0,0
g16314,0,0
g16315,0,1
g16316,0,1
g16317,0,0
g16318,0,0
g16319,105,166
g16320,624,678
g16321,983,963
g16322,679,616
g16323,168,175
g16324,420,411
g16325,2,2
g16326,18,16
g16327,214,176
g16328,31,25
g16329,311,272
g16330,317,253
g16331,16,4
g16332,221,215
g16333,274,323
g16334,1,2
g16335,0,2
g16336,882,871
g16337,2,0
g16338,328,315
g16339,0,1
g16340,1,6
g16341,145,151
g16342,10,4
g16343,65,56
g16344,495,458
g16345,217,163
g16346,112,102
g16347,0,1
g16348,1,0
g16349,15,7
g16350,0,0
g16351,2197,2546
g16352,7,5
g16353,157,188
g16354,191,142
g16355,390,383
g16356,76,86
g16357,193,137
g16358,679,667
g16359,718,671
g16360,650,654
g16361,88,77
g16362,2,6
g16363,0,0
g16364,0,0
g16365,0,0
g16366,1,0
g16367,0,0
g16368,0,0
g16369,0,0
g16370,12,8
g16371,0,0
g16372,0,0
g16373,0,0
g16374,0,0
g16375,0,0
g16376,93,157
g16377,32,26
g16378,684,658
g16379,281,278
g16380,1104,1242
g16381,0,1
g16382,121,101
g16383,335,355
g16384,2591,2657
g16385,7,2
g16386,4456,4425
g16387,653,659
g16388,646,664
g16389,2,5
g16390,3316,3114
g16391,454,450
g16392,1,1
g16393,359,332
g16394,1318,1310
g16395,587,571
g16396,87,110
g16397,497,535
g16398,491,554
g16399,53,46
g16400,18,34
g16401,351,422
g16402,10,5
g16403,166,224
g16404,311,271
g16405,3,3
g16406,610,665
g16407,1091,1168
g16408,79,88
g16409,78,73
g16410,438,476
g16411,11,11
g16412,689,627
g16413,762,778
g16414,3,4
g16415,75,90
g16416,0,0
g16417,0,0
g16418,0,0
g16419,0,0
g16420,1,0
g16421,1,0
g16422,0,1
g16423,0,0
g16424,0,0
g16425,0,0
g16426,2452,2567
g16427,1,1
g16428,0,0
g16429,1,1
g16430,0,0
g16431,0,0
g16432,0,0
g16433,1,2
g16434,0,0
g16435,0,0
g16436,0,0
g16437,1,1
g16438,0,0
g16439,0,0
g16440,0,0
g16441,0,1
g16442,0,0
g16443,0,1
g16444,0,0
g16445,0,0
g16446,0,0
g16447,0,0
g16448,0,0
g16449,1,0
g16450,1,0
g16451,390,348
g16452,4,2
g16453,87,54
g16454,0,0
g16455,0,0
g16456,1,0
g16457,8,11
g16458,5,5
g16459,0,0
g16460,71,74
g16461,151,146
g16462,67,77
g16463,1009,901
g16464,8,7
g16465,207,242
g16466,14,13
g16467,0,1
g16468,483,672
g16469,7,2
g16470,2,1
g16471,925,911
g16472,0,0
g16473,1014,1114
g16474,2,4
g16475,68,85
g16476,37,47
g16477,423,446
g16478,1,0
g16479,1,0
g16480,0,1
g16481,0,0
g16482,163,155
g16483,42,36
g16484,0,0
g16485,0,1
g16486,66,78
g16487,4,4
g16488,1859,1677
g16489,2,4
g16490,199,182
g16491,1,1
g16492,121,109
g16493,368,374
g16494,0,0
g16495,139,156
g16496,7,5
g16497,0,5
g16498,476,476
g16499,1325,1367
g16500,15,19
g16501,0,0
g16502,127,124
g16503,17,13
g16504,75,72
g16505,137,165
g16506,83,88
g16507,62,54
g16508,1506,1524
g16509,295,322
g16510,3,2
g16511,864,865
g16512,244,238
g16513,2304,2181
g16514,17,20
g16515,0,0
g16516,4,2
g16517,391,351
g16518,47,71
g16519,576,647
g16520,1328,1322
g16521,0,0
g16522,0,0
g16523,0,0
g16524,0,0
g16525,0,1
g16526,462,520
g16527,71,65
g16528,4,2
g16529,0,3
g16530,0,4
g16531,0,0
g16532,89,92
g16533,714,683
g16534,125,115
g16535,0,0
g16536,0,0
g16537,164,141
g16538,0,0
g16539,0,3
g16540,1,1
g16541,52,45
g16542,1,1
g16543,2,1
g16544,14,7
g16545,202,233
g16546,1227,1326
g16547,5,2
g16548,1908,1828
g16549,266,210
g16550,2,4
g16551,1194,1067
g16552,3,0
g16553,408,387
g16554,101,95
g16555,565,521
g16556,4,1
g16557,32,42
g16558,112,149
g16559,668,706
g16560,513,369
g16561,46,46
g16562,0,0
g16563,208,187
g16564,1123,1111
g16565,349,316
g16566,2,0
g16567,168,159
g16568,76,110
g16569,1,0
g16570,238,247
g16571,492,428
g16572,101,94
g16573,1,1
g16574,65,57
g16575,33,27
g16576,617,599
g16577,380,382
g16578,350,327
g16579,2,3
g16580,96,92
g16581,319,282
g16582,200,190
g16583,2,6
g16584,1303,1305
g16585,149,187
g16586,0,1
g16587,584,580
g16588,855,737
g16589,12,7
g16590,390,316
g16591,104,101
g16592,770,799
g16593,570,620
g16594,218,233
g16595,144,122
g16596,452,488
g16597,212,201
g16598,81,85
g16599,7,10
g16600,3449,3170
g16601,30,18
g16602,925,942
g16603,4,4
g16604,1058,973
g16605,82,78
g16606,1437,1433
g16607,0,0
g16608,27,33
g16609,225,175
g16610,997,981
g16611,9,10
g16612,4,20
g16613,1,1
g16614,173,162
g16615,254,245
g16616,305,228
g16617,30,29
g16618,84,71
g16619,127,131
g16620,257,256
g16621,613,486
g16622,156,138
g16623,0,0
g16624,149,110
g16625,151,137
g16626,371,385
g16627,6,8
g16628,38,20
g16629,2,4
g16630,217,194
g16631,2,1
g16632,8,14
g16633,32,23
g16634,1,0
g16635,874,885
g16636,382,347
g16637,98,108
g16638,481,428
g16639,1,0
g16640,1,0
g16641,0,0
g16642,0,0
g16643,1,0
g16644,0,0
g16645,0,0
g16646,0,0
g16647,1,0
g16648,3,3
g16649,267,249
g16650,750,683
g16651,1,2
g16652,74,52
g16653,172,195
g16654,438,364
g16655,0,1
g16656,3,0
g16657,218,190
g16658,157,162
g16659,7,12
g16660,1206,1252
g16661,1328,1273
g16662,169,148
g16663,31,44
g16664,495,505
g16665,10,16
g16666,0,0
g16667,0,0
g16668,330,241
g16669,1073,1048
g16670,102,97
g16671,98,97
g16672,806,784
g16673,103,103
g16674,25,41
g16675,1361,1163
g16676,3716,3329
g16677,15,12
g16678,1153,1103
g16679,159,147
g16680,68,59
g16681,126,88
g16682,252,292
g16683,100,78
g16684,5,8
g16685,1,1
g16686,24,19
g16687,376,429
g16688,486,490
g16689,304,339
g16690,1938,1767
g16691,127,101
g16692,4,4
g16693,844,750
g16694,885,883
g16695,3,1
g16696,8,9
g16697,579,474
g16698,3,1
g16699,197,205
g16700,56,54
g16701,530,507
g16702,1,2
g16703,860,891
g16704,316,299
g16705,0,0
g16706,257,213
g16707,53,74
g16708,457,496
g16709,925,894
g16710,137,152
g16711,497,461
g16712,32,36
g16713,237,251
g16714,1144,1112
g16715,3324,3651
g16716,135,162
g16717,613,639
g16718,524,469
g16719,5582,4991
g16720,804,771
g16721,1,3
g16722,591,649
g16723,110,100
g16724,210,257
g16725,777,906
g16726,596,582
g16727,29,21
g16728,0,0
g16729,0,0
g16730,0,1
g16731,0,0
g16732,0,0
g16733,0,0
g16734,0,0
g16735,0,0
g16736,0,0
g16737,0,0
g16738,0,0
g16739,0,0
g16740,0,0
g16741,0,0
g16742,2,1
g16743,2656,2462
g16744,2,5
g16745,680,649
g16746,107,109
g16747,8,10
g16748,293,274
g16749,12,8
g16750,232,232
g16751,1272,1342
g16752,8,8
g16753,3503,3271
g16754,62,59
g16755,5,9
g16756,0,0
g16757,67,65
g16758,0,3
g16759,3,5
g16760,25,23
g16761,535,560
g16762,0,0
g16763,0,0
g16764,21,19
g16765,30,33
g16766,112,83
g16767,258,233
g16768,1,3
g16769,562,464
g16770,0,0
g16771,90,79
g16772,118,93
g16773,308,258
g16774,0,1
g16775,1,0
g16776,1,1
g16777,106,98
g16778,43,46
g16779,562,494
g16780,47,64
g16781,564,495
g16782,0,0
g16783,1412,1301
g16784,0,0
g16785,0,0
g16786,0,0
g16787,0,0
g16788,0,0
g16789,0,0
g16790,0,0
g16791,0,0
g16792,689,658
g16793,2244,2215
g16794,0,0
g16795,336,249
g16796,642,625
g16797,245,299
g16798,13,8
g16799,1,1
g16800,316,277
g16801,0,0
g16802,2,1
g16803,295,303
g16804,1,1
g16805,290,363
g16806,7,5
g16807,0,0
g16808,8355,8146
g16809,825,932
g16810,117,118
g16811,351,288
g16812,61,34
g16813,5,10
g16814,354,279
g16815,542,519
g16816,0,0
g16817,1,3
g16818,375,378
g16819,509,454
g16820,309,297
g16821,744,718
g16822,0,1
g16823,651,599
g16824,0,2
g16825,374,351
g16826,143,173
g16827,225,201
g16828,25,23
g16829,2,1
g16830,0,0
g16831,544,394
g16832,169,146
g16833,155,122
g16834,839,827
g16835,30,35
g16836,340,329
g16837,115,118
g16838,78,73
g16839,20,24
g16840,1,1
g16841,10,11
g16842,442,411
g16843,50,64
g16844,153,177
g16845,508,518
g16846,609,650
g16847,145,158
g16848,1529,1545
g16849,862,948
g16850,471,422
g16851,91,131
g16852,279,276
g16853,73,90
g16854,7,11
g16855,530,508
g16856,703,668
g16857,211,222
g16858,627,497
g16859,112,136
g16860,1199,975
g16861,66,64
g16862,483,545
g16863,528,538
g16864,1189,1261
g16865,3494,3502
g16866,242,260
g16867,319,341
g16868,42,39
g16869,22,28
g16870,170,197
g16871,158,133
g16872,445,458
g16873,317,270
g16874,318,246
g16875,0,0
g16876,1,0
g16877,7,6
g16878,0,0
g16879,0,0
g16880,145,99
g16881,10,11
g16882,781,737
g16883,7,10
g16884,252,257
g16885,104,96
g16886,110,172
g16887,1427,1290
g16888,4,2
g16889,440,462
g16890,808,650
g16891,31,27
g16892,408,406
g16893,244,241
g16894,720,682
g16895,501,531
g16896,217,217
g16897,1927,1830
g16898,54,49
g16899,180,152
g16900,2,3
g16901,573,605
g16902,0,0
g16903,0,0
g16904,1209,1168
g16905,117,106
g16906,36,51
g16907,17,15
g16908,1996,1793
g16909,416,410
g16910,61,53
g16911,195,158
g16912,262,261
g16913,1864,1657
g16914,368,340
g16915,65,63
g16916,1393,1355
g16917,137,124
g16918,1698,1475
g16919,1845,2033
g16920,0,0
g16921,3,2
g16922,17,11
g16923,215,206
g16924,4117,4640
g16925,397,405
g16926,3,2
g16927,476,544
g16928,0,0
g16929,207,202
g16930,42,38
g16931,313,325
g16932,555,508
g16933,89,82
g16934,1828,1811
g16935,4,5
g16936,647,671
g16937,644,575
g16938,4,16
g16939,96,101
g16940,209,159
g16941,623,632
g16942,3,2
g16943,71,87
g16944,1128,1009
g16945,8,12
g16946,0,0
g16947,937,821
g16948,5,3
g16949,408,386
g16950,6,8
g16951,255,200
g16952,14,3
g16953,259,243
g16954,4,7
g16955,20,19
g16956,18,10
g16957,8,5
g16958,226,240
g16959,280,260
g16960,414,418
g16961,175,137
g16962,96,121
g16963,169,227
g16964,295,256
g16965,169,128
g16966,100,105
g16967,1567,1499
g16968,960,1037
g16969,30,49
g16970,931,862
g16971,81,105
g16972,28,16
g16973,384,375
g16974,55,35
g16975,610,585
g16976,1068,1076
g16977,264,252
g16978,19,9
g16979,559,615
g16980,1021,1003
g16981,4,4
g16982,2,7
g16983,428,452
g16984,932,822
g16985,427,377
g16986,522,556
g16987,544,543
g16988,10,9
g16989,362,342
g16990,60,76
g16991,164,148
g16992,755,662
g16993,0,1
g16994,82,71
g16995,136,145
g16996,2357,2204
g16997,289,296
g16998,1,1
g16999,165,176
g17000,1388,1361
g17001,365,351
g17002,206,189
g17003,404,374
g17004,1,0
g17005,622,595
g17006,63,37
g17007,26,18
g17008,1386,1144
g17009,453,413
g17010,1,1
g17011,4,3
g17012,84,81
g17013,109,112
g17014,69,64
g17015,104,126
g17016,346,330
g17017,121,137
g17018,27,21
g17019,114,107
g17020,501,440
