,mut_E15.5_f4,mut_E15.5_f5
g15276,1,2
g15277,1,2
g15278,33,37
g15279,4,4
g15280,636,549
g15281,0,6
g15282,28,27
g15283,1145,944
g15284,1,0
g15285,962,669
g15286,15,12
g15287,13,8
g15288,418,232
g15289,726,712
g15290,1531,1329
g15291,167,125
g15292,414,390
g15293,129,115
g15294,1027,906
g15295,147,151
g15296,623,569
g15297,10,8
g15298,1589,1652
g15299,472,367
g15300,614,523
g15301,95,94
g15302,141,174
g15303,11,3
g15304,34,34
g15305,0,0
g15306,321,299
g15307,1625,1574
g15308,59,65
g15309,129,121
g15310,1525,1387
g15311,17,19
g15312,694,479
g15313,528,410
g15314,759,666
g15315,226,163
g15316,5,6
g15317,796,804
g15318,1350,1338
g15319,0,0
g15320,0,0
g15321,0,1
g15322,695,679
g15323,609,642
g15324,101,119
g15325,0,0
g15326,312,289
g15327,967,904
g15328,369,317
g15329,1993,1819
g15330,211,150
g15331,73,134
g15332,505,471
g15333,855,746
g15334,437,379
g15335,344,326
g15336,66,58
g15337,86,38
g15338,57,55
g15339,76,64
g15340,20,27
g15341,1388,1495
g15342,0,4
g15343,432,376
g15344,275,243
g15345,1002,829
g15346,168,138
g15347,119,104
g15348,148,139
g15349,32,36
g15350,139,171
g15351,268,320
g15352,1041,1404
g15353,80,120
g15354,25,18
g15355,0,0
g15356,0,2
g15357,71,58
g15358,1992,2706
g15359,55,38
g15360,6138,6006
g15361,42,50
g15362,0,0
g15363,0,0
g15364,0,0
g15365,0,0
g15366,291,262
g15367,0,2
g15368,0,0
g15369,2,6
g15370,489,430
g15371,544,607
g15372,2124,2345
g15373,177,191
g15374,46,39
g15375,543,499
g15376,8,19
g15377,587,607
g15378,228,254
g15379,43,48
g15380,827,495
g15381,531,516
g15382,89,72
g15383,269,252
g15384,427,339
g15385,8,10
g15386,0,1
g15387,77,70
g15388,367,298
g15389,1,0
g15390,247,217
g15391,260,242
g15392,288,245
g15393,22,28
g15394,0,0
g15395,274,298
g15396,52,57
g15397,303,304
g15398,1487,1398
g15399,30,15
g15400,807,863
g15401,0,0
g15402,3713,3195
g15403,1,1
g15404,0,0
g15405,48,42
g15406,326,353
g15407,88,78
g15408,0,0
g15409,0,0
g15410,0,0
g15411,1,0
g15412,0,0
g15413,0,1
g15414,0,0
g15415,12,12
g15416,1,1
g15417,1,2
g15418,300,291
g15419,1195,1136
g15420,62,58
g15421,0,2
g15422,761,682
g15423,373,324
g15424,0,1
g15425,640,225
g15426,1829,1613
g15427,9,6
g15428,108,109
g15429,396,421
g15430,10,9
g15431,3036,2358
g15432,1,0
g15433,960,868
g15434,2754,2433
g15435,210,204
g15436,163,222
g15437,1,0
g15438,1619,1496
g15439,618,506
g15440,0,0
g15441,202,227
g15442,1,0
g15443,76,73
g15444,0,0
g15445,0,62
g15446,0,4
g15447,557,489
g15448,5665,5669
g15449,2352,2155
g15450,251,276
g15451,714,590
g15452,592,605
g15453,1321,1263
g15454,6,4
g15455,956,892
g15456,2508,1883
g15457,203,154
g15458,24,17
g15459,309,288
g15460,34,19
g15461,10,11
g15462,716,630
g15463,222,197
g15464,588,677
g15465,776,686
g15466,0,0
g15467,983,922
g15468,1553,1341
g15469,3,1
g15470,8,7
g15471,32,30
g15472,754,771
g15473,320,281
g15474,5,19
g15475,95,217
g15476,547,550
g15477,70,89
g15478,483,441
g15479,0,0
g15480,0,2
g15481,45,37
g15482,349,395
g15483,251,220
g15484,194,193
g15485,0,0
g15486,156,123
g15487,2,10
g15488,1324,1311
g15489,792,819
g15490,26,28
g15491,0,1
g15492,4,1
g15493,0,0
g15494,0,0
g15495,0,0
g15496,0,0
g15497,30,20
g15498,129,108
g15499,616,534
g15500,289,276
g15501,177,165
g15502,135,135
g15503,2,0
g15504,25,18
g15505,22,23
g15506,0,0
g15507,26,33
g15508,0,0
g15509,1,1
g15510,0,0
g15511,0,1
g15512,130,127
g15513,111,136
g15514,985,928
g15515,7,6
g15516,88,93
g15517,0,0
g15518,1,7
g15519,934,871
g15520,918,774
g15521,317,274
g15522,0,0
g15523,26,16
g15524,0,0
g15525,123,108
g15526,332,350
g15527,29,19
g15528,31,26
g15529,2,0
g15530,266,270
g15531,194,200
g15532,57,38
g15533,649,561
g15534,6,5
g15535,2836,2635
g15536,9,14
g15537,235,200
g15538,119,116
g15539,119,146
g15540,191,160
g15541,165,181
g15542,1614,1154
g15543,14,28
g15544,4,5
g15545,13,19
g15546,331,317
g15547,800,811
g15548,1774,1728
g15549,10,26
g15550,1,1
g15551,485,426
g15552,695,695
g15553,178,142
g15554,757,558
g15555,37,28
g15556,620,589
g15557,1264,1137
g15558,20,14
g15559,354,367
g15560,11,8
g15561,1661,1563
g15562,2,2
g15563,803,750
g15564,1,0
g15565,2,4
g15566,760,691
g15567,1268,1059
g15568,69,66
g15569,325,287
g15570,0,0
g15571,0,0
g15572,0,0
g15573,0,0
g15574,0,0
g15575,0,0
g15576,0,0
g15577,0,0
g15578,0,0
g15579,0,0
g15580,0,0
g15581,3,2
g15582,347,320
g15583,5,1
g15584,433,384
g15585,3,2
g15586,259,253
g15587,57,26
g15588,163,157
g15589,1356,1183
g15590,242,242
g15591,1837,1975
g15592,158,209
g15593,214,189
g15594,313,327
g15595,343,299
g15596,134,142
g15597,175,208
g15598,263,240
g15599,892,799
g15600,471,459
g15601,1365,1423
g15602,104,126
g15603,210,208
g15604,8,12
g15605,2,2
g15606,42,6
g15607,4,0
g15608,196,194
g15609,0,0
g15610,0,1
g15611,63,56
g15612,772,729
g15613,0,0
g15614,62,19
g15615,32,22
g15616,163,168
g15617,2333,2398
g15618,18,25
g15619,10,13
g15620,1,1
g15621,1,0
g15622,850,547
g15623,1173,1036
g15624,1761,1698
g15625,37,36
g15626,184,160
g15627,5,11
g15628,748,656
g15629,0,0
g15630,0,0
g15631,185,131
g15632,907,880
g15633,532,451
g15634,12,13
g15635,1,0
g15636,1,0
g15637,207,183
g15638,211,186
g15639,351,276
g15640,514,438
g15641,237,150
g15642,1425,1381
g15643,296,240
g15644,74,73
g15645,389,362
g15646,23,16
g15647,111,85
g15648,0,0
g15649,66,62
g15650,0,0
g15651,0,0
g15652,6,1
g15653,12,11
g15654,153,143
g15655,3,4
g15656,774,570
g15657,1311,1756
g15658,7,9
g15659,106,93
g15660,508,501
g15661,2,0
g15662,0,1
g15663,0,0
g15664,0,0
g15665,1,0
g15666,744,592
g15667,4,0
g15668,128,72
g15669,30,25
g15670,817,638
g15671,100,105
g15672,0,1
g15673,0,0
g15674,0,0
g15675,189,153
g15676,20,21
g15677,0,0
g15678,1021,1025
g15679,66,51
g15680,8,10
g15681,2,0
g15682,5,0
g15683,213,179
g15684,5,4
g15685,196,158
g15686,136,182
g15687,26,18
g15688,858,815
g15689,225,250
g15690,1,1
g15691,1436,1318
g15692,260,212
g15693,1221,1274
g15694,644,589
g15695,1599,1364
g15696,7,10
g15697,4,7
g15698,100,89
g15699,1776,1494
g15700,261,252
g15701,309,383
g15702,0,0
g15703,655,643
g15704,274,294
g15705,504,484
g15706,853,790
g15707,255,284
g15708,236,197
g15709,0,0
g15710,336,331
g15711,1620,1576
g15712,44,51
g15713,3,3
g15714,0,0
g15715,3,1
g15716,1618,1646
g15717,3,6
g15718,11,0
g15719,1,4
g15720,231,309
g15721,148,121
g15722,1869,1698
g15723,162,146
g15724,1,0
g15725,1006,912
g15726,1,0
g15727,264,142
g15728,5,1
g15729,0,0
g15730,20,10
g15731,0,0
g15732,666,590
g15733,300,322
g15734,0,3
g15735,71,76
g15736,77,62
g15737,22,13
g15738,155,163
g15739,163,148
g15740,181,190
g15741,2,0
g15742,35,23
g15743,77,63
g15744,155,151
g15745,0,0
g15746,0,0
g15747,158,49
g15748,1147,241
g15749,156,1
g15750,72,35
g15751,2,2
g15752,1,0
g15753,843,866
g15754,859,649
g15755,714,709
g15756,0,1
g15757,2,0
g15758,965,705
g15759,759,664
g15760,0,0
g15761,1,1
g15762,0,0
g15763,50,80
g15764,243,255
g15765,1850,1386
g15766,3,1
g15767,66,77
g15768,36,12
g15769,1,0
g15770,15,13
g15771,221,185
g15772,334,335
g15773,1961,1669
g15774,21,13
g15775,0,0
g15776,1,0
g15777,643,648
g15778,6,7
g15779,694,639
g15780,1621,1572
g15781,1321,1289
g15782,76,64
g15783,327,257
g15784,0,1
g15785,0,0
g15786,0,0
g15787,2,0
g15788,2,0
g15789,2,1
g15790,296,203
g15791,171,211
g15792,583,601
g15793,192,218
g15794,496,469
g15795,12,14
g15796,992,919
g15797,13,10
g15798,350,333
g15799,237,226
g15800,258,270
g15801,2,2
g15802,41,41
g15803,15,6
g15804,36,28
g15805,0,0
g15806,763,720
g15807,110,131
g15808,39,44
g15809,149,126
g15810,337,369
g15811,14,2
g15812,3,18
g15813,2,5
g15814,2,5
g15815,1159,1116
g15816,61,53
g15817,1455,1510
g15818,3,5
g15819,8,8
g15820,0,0
g15821,6,3
g15822,134,163
g15823,19,4
g15824,5,0
g15825,313,277
g15826,57,39
g15827,491,410
g15828,4206,4234
g15829,325,315
g15830,353,314
g15831,1015,946
g15832,1563,1519
g15833,15,23
g15834,4,1
g15835,652,714
g15836,10,12
g15837,271,276
g15838,0,1
g15839,9,5
g15840,28,14
g15841,7,1
g15842,10,10
g15843,797,738
g15844,8,14
g15845,7,12
g15846,592,520
g15847,51,39
g15848,3,6
g15849,6,5
g15850,127,168
g15851,153,141
g15852,0,1
g15853,0,1
g15854,212,167
g15855,4,6
g15856,0,0
g15857,6,2
g15858,57,48
g15859,2,2
g15860,1386,1221
g15861,6,3
g15862,152,138
g15863,137,112
g15864,418,341
g15865,2090,2115
g15866,526,519
g15867,14,25
g15868,0,0
g15869,81,74
g15870,0,0
g15871,2248,2114
g15872,0,0
g15873,0,0
g15874,0,0
g15875,0,0
g15876,0,0
g15877,201,184
g15878,302,359
g15879,2,0
g15880,316,354
g15881,11,5
g15882,2622,2777
g15883,12,10
g15884,814,780
g15885,404,330
g15886,542,355
g15887,467,396
g15888,1267,1397
g15889,1826,1611
g15890,0,0
g15891,351,353
g15892,21,24
g15893,219,221
g15894,1,0
g15895,1428,1249
g15896,694,653
g15897,52,80
g15898,1,0
g15899,68,60
g15900,0,0
g15901,1794,1629
g15902,4,3
g15903,711,694
g15904,278,247
g15905,2359,2239
g15906,85,66
g15907,2,1
g15908,0,0
g15909,0,0
g15910,0,0
g15911,123,94
g15912,8,4
g15913,343,282
g15914,92,88
g15915,9,5
g15916,0,0
g15917,942,595
g15918,556,503
g15919,809,775
g15920,374,347
g15921,334,298
g15922,2020,1618
g15923,0,2
g15924,1559,1419
g15925,343,321
g15926,115,102
g15927,77,77
g15928,4,5
g15929,220,215
g15930,8,6
g15931,9,7
g15932,122,81
g15933,209,166
g15934,78,56
g15935,433,393
g15936,28,44
g15937,0,1
g15938,553,550
g15939,61,54
g15940,2,2
g15941,417,438
g15942,510,600
g15943,10,19
g15944,50,45
g15945,774,736
g15946,2,2
g15947,232,210
g15948,414,417
g15949,108,115
g15950,154,145
g15951,9,7
g15952,557,608
g15953,1,1
g15954,1745,1652
g15955,145,114
g15956,780,690
g15957,0,0
g15958,0,1
g15959,0,1
g15960,42,32
g15961,427,301
g15962,11,12
g15963,1,0
g15964,229,208
g15965,39,41
g15966,483,482
g15967,61,81
g15968,2093,2127
g15969,144,135
g15970,206,218
g15971,190,175
g15972,2,3
g15973,595,620
g15974,33,25
g15975,198,215
g15976,9,6
g15977,15,23
g15978,17,13
g15979,352,404
g15980,0,0
g15981,3,9
g15982,278,263
g15983,0,0
g15984,137,167
g15985,0,0
g15986,1191,1119
g15987,24,13
g15988,9,16
g15989,159,111
g15990,25,19
g15991,2,1
g15992,1053,1043
g15993,2618,2773
g15994,151,147
g15995,170,155
g15996,337,402
g15997,72,66
g15998,476,486
g15999,2,6
g16000,1,0
g16001,125,93
g16002,29,22
g16003,809,766
g16004,432,381
g16005,98,112
g16006,12,16
g16007,1,0
g16008,586,490
g16009,1049,1025
g16010,503,387
g16011,226,178
g16012,3,3
g16013,0,0
g16014,68,63
g16015,2111,2102
g16016,0,0
g16017,0,0
g16018,109,122
g16019,5,2
g16020,163,159
g16021,3,7
g16022,38,57
g16023,0,1
g16024,0,1
g16025,1,2
g16026,0,1
g16027,967,1071
g16028,261,249
g16029,988,1005
g16030,63,52
g16031,310,300
g16032,0,0
g16033,0,0
g16034,0,0
g16035,270,247
g16036,17,11
g16037,353,368
g16038,7,5
g16039,1194,1153
g16040,1399,1231
g16041,1,0
g16042,2,0
g16043,1461,1327
g16044,742,600
g16045,1393,1310
g16046,3,4
g16047,4,9
g16048,1761,1438
g16049,690,595
g16050,1256,1121
g16051,811,801
g16052,917,762
g16053,564,512
g16054,403,456
g16055,183,212
g16056,362,351
g16057,65,64
g16058,12,23
g16059,20,10
g16060,68,58
g16061,20,22
g16062,79,69
g16063,140,129
g16064,261,194
g16065,522,499
g16066,0,1
g16067,505,451
g16068,169,154
g16069,458,482
g16070,17,20
g16071,0,0
g16072,0,0
g16073,0,0
g16074,0,0
g16075,0,0
g16076,0,0
g16077,0,0
g16078,0,0
g16079,0,0
g16080,0,0
g16081,0,0
g16082,0,0
g16083,0,0
g16084,0,0
g16085,0,0
g16086,0,0
g16087,0,0
g16088,0,0
g16089,0,0
g16090,0,0
g16091,0,0
g16092,0,0
g16093,0,0
g16094,0,0
g16095,0,0
g16096,0,0
g16097,0,0
g16098,0,0
g16099,0,0
g16100,0,0
g16101,0,0
g16102,0,0
g16103,0,0
g16104,0,0
g16105,0,0
g16106,0,0
g16107,0,0
g16108,0,0
g16109,0,0
g16110,1,1
g16111,73,47
g16112,253,196
g16113,2,6
g16114,230,239
g16115,963,944
g16116,287,244
g16117,311,310
g16118,692,652
g16119,332,285
g16120,540,372
g16121,66,56
g16122,341,313
g16123,3,3
g16124,471,394
g16125,14,18
g16126,2,0
g16127,28763,36986
g16128,130,147
g16129,244,221
g16130,14,14
g16131,20,22
g16132,8231,7972
g16133,4585,3923
g16134,566,554
g16135,280,293
g16136,703,597
g16137,91,87
g16138,339,417
g16139,6,8
g16140,94,103
g16141,1,1
g16142,75,92
g16143,0,0
g16144,1,0
g16145,7,10
g16146,13,7
g16147,0,0
g16148,0,0
g16149,0,0
g16150,0,0
g16151,2,0
g16152,0,0
g16153,1079,1019
g16154,667,652
g16155,5,3
g16156,1923,1682
g16157,391,435
g16158,15,21
g16159,938,933
g16160,3,0
g16161,619,602
g16162,2,2
g16163,0,1
g16164,0,0
g16165,0,0
g16166,585,515
g16167,217,169
g16168,459,421
g16169,9,9
g16170,186,194
g16171,376,339
g16172,136,165
g16173,194,231
g16174,0,2
g16175,82,95
g16176,256,250
g16177,577,537
g16178,1073,938
g16179,271,162
g16180,48,49
g16181,0,0
g16182,1,0
g16183,38,23
g16184,1,9
g16185,5,5
g16186,0,0
g16187,251,212
g16188,492,496
g16189,762,750
g16190,1414,1344
g16191,192,167
g16192,0,0
g16193,112,99
g16194,43,14
g16195,614,699
g16196,413,385
g16197,816,818
g16198,22,17
g16199,97,87
g16200,104,78
g16201,5,8
g16202,131,123
g16203,51,55
g16204,1229,1065
g16205,996,967
g16206,375,399
g16207,269,262
g16208,1,3
g16209,605,586
g16210,747,610
g16211,0,0
g16212,300,283
g16213,1,0
g16214,776,713
g16215,309,292
g16216,313,348
g16217,15,20
g16218,376,324
g16219,44,62
g16220,0,4
g16221,23,16
g16222,2,5
g16223,578,593
g16224,105,111
g16225,12,1
g16226,360,369
g16227,1412,1349
g16228,19,15
g16229,2,2
g16230,0,0
g16231,0,0
g16232,0,1
g16233,1701,1698
g16234,2,0
g16235,0,0
g16236,0,0
g16237,0,0
g16238,0,0
g16239,0,1
g16240,2,0
g16241,191,171
g16242,1489,1497
g16243,0,0
g16244,43,35
g16245,739,722
g16246,260,255
g16247,317,309
g16248,169,214
g16249,6,4
g16250,0,0
g16251,96,108
g16252,1030,1016
g16253,20,22
g16254,2,1
g16255,4654,3748
g16256,0,0
g16257,1060,862
g16258,0,0
g16259,3,8
g16260,1349,1343
g16261,229,274
g16262,469,464
g16263,854,896
g16264,1,0
g16265,147,156
g16266,428,358
g16267,3,3
g16268,342,277
g16269,0,0
g16270,0,0
g16271,313,293
g16272,27,41
g16273,1322,1219
g16274,3,2
g16275,1358,1354
g16276,0,0
g16277,1159,1326
g16278,231,260
g16279,1181,1217
g16280,2,3
g16281,3,2
g16282,2075,1926
g16283,9,15
g16284,715,697
g16285,182,135
g16286,270,245
g16287,1,1
g16288,1107,979
g16289,153,141
g16290,4583,4069
g16291,539,406
g16292,199,233
g16293,330,291
g16294,384,395
g16295,177,106
g16296,0,0
g16297,0,0
g16298,0,0
g16299,0,0
g16300,0,0
g16301,0,0
g16302,0,0
g16303,0,0
g16304,0,0
g16305,0,0
g16306,0,0
g16307,0,0
g16308,0,0
g16309,0,0
g16310,0,0
g16311,0,0
g16312,0,0
g16313,0,0
g16314,0,0
g16315,0,0
g16316,0,0
g16317,0,0
g16318,0,0
g16319,134,138
g16320,590,441
g16321,1029,887
g16322,679,688
g16323,219,173
g16324,451,499
g16325,1,5
g16326,18,14
g16327,473,352
g16328,54,34
g16329,536,504
g16330,310,327
g16331,10,7
g16332,177,185
g16333,405,375
g16334,15,1
g16335,0,0
g16336,916,798
g16337,1,3
g16338,234,114
g16339,1,0
g16340,1,0
g16341,163,161
g16342,5,10
g16343,119,96
g16344,493,432
g16345,225,196
g16346,98,98
g16347,0,2
g16348,0,0
g16349,15,15
g16350,2,2
g16351,2271,2143
g16352,5,5
g16353,86,83
g16354,190,216
g16355,484,380
g16356,54,42
g16357,466,403
g16358,801,810
g16359,749,545
g16360,704,648
g16361,86,89
g16362,0,0
g16363,0,0
g16364,0,0
g16365,0,0
g16366,0,0
g16367,0,0
g16368,0,0
g16369,0,0
g16370,6,8
g16371,0,0
g16372,0,0
g16373,0,0
g16374,0,0
g16375,0,0
g16376,37,20
g16377,25,19
g16378,647,567
g16379,292,274
g16380,1407,1470
g16381,0,1
g16382,11,10
g16383,341,283
g16384,2420,2397
g16385,2,0
g16386,3535,3843
g16387,654,688
g16388,758,707
g16389,7,5
g16390,3271,3417
g16391,272,251
g16392,0,0
g16393,335,357
g16394,1725,1468
g16395,733,612
g16396,95,96
g16397,290,288
g16398,492,453
g16399,97,92
g16400,4,6
g16401,694,767
g16402,7,2
g16403,178,174
g16404,393,438
g16405,5,1
g16406,680,607
g16407,1364,1282
g16408,107,94
g16409,72,73
g16410,197,174
g16411,26,35
g16412,488,428
g16413,867,827
g16414,1,2
g16415,102,131
g16416,0,0
g16417,0,0
g16418,0,0
g16419,1,0
g16420,0,0
g16421,0,0
g16422,1,1
g16423,0,0
g16424,0,0
g16425,0,0
g16426,2860,2777
g16427,0,1
g16428,0,0
g16429,2,0
g16430,0,0
g16431,0,0
g16432,0,0
g16433,0,1
g16434,0,0
g16435,0,0
g16436,0,0
g16437,0,0
g16438,0,0
g16439,0,0
g16440,0,0
g16441,0,0
g16442,0,0
g16443,0,0
g16444,0,0
g16445,0,0
g16446,0,0
g16447,0,0
g16448,0,0
g16449,0,2
g16450,0,0
g16451,507,623
g16452,2,1
g16453,63,57
g16454,0,1
g16455,0,0
g16456,0,0
g16457,11,13
g16458,5,3
g16459,0,0
g16460,70,69
g16461,156,131
g16462,89,74
g16463,1121,1038
g16464,6,10
g16465,206,222
g16466,24,23
g16467,1,0
g16468,532,580
g16469,5,1
g16470,1,1
g16471,939,859
g16472,0,0
g16473,713,639
g16474,0,1
g16475,65,92
g16476,37,37
g16477,371,305
g16478,1,0
g16479,0,1
g16480,0,0
g16481,0,1
g16482,145,119
g16483,21,30
g16484,0,0
g16485,0,0
g16486,106,90
g16487,3,4
g16488,1380,1402
g16489,2,1
g16490,135,145
g16491,2,2
g16492,107,107
g16493,530,494
g16494,2,2
g16495,206,213
g16496,12,10
g16497,0,0
g16498,660,593
g16499,1552,1519
g16500,15,12
g16501,0,1
g16502,120,112
g16503,12,10
g16504,83,76
g16505,171,165
g16506,96,73
g16507,56,67
g16508,733,719
g16509,246,224
g16510,0,1
g16511,1003,1041
g16512,298,354
g16513,2245,2183
g16514,11,12
g16515,0,0
g16516,1,0
g16517,502,378
g16518,77,79
g16519,541,495
g16520,453,357
g16521,0,0
g16522,7,1
g16523,0,0
g16524,0,0
g16525,0,0
g16526,485,488
g16527,59,44
g16528,2,1
g16529,0,1
g16530,1,0
g16531,0,0
g16532,95,92
g16533,772,688
g16534,121,111
g16535,0,0
g16536,0,0
g16537,200,159
g16538,0,0
g16539,2,1
g16540,3,5
g16541,50,37
g16542,2,0
g16543,2,1
g16544,21,20
g16545,151,125
g16546,960,1039
g16547,0,4
g16548,2151,2194
g16549,490,424
g16550,0,3
g16551,2353,2011
g16552,3,2
g16553,651,413
g16554,132,120
g16555,742,693
g16556,4,0
g16557,36,59
g16558,107,120
g16559,961,812
g16560,534,514
g16561,63,57
g16562,0,1
g16563,167,201
g16564,924,838
g16565,320,274
g16566,0,4
g16567,195,207
g16568,90,67
g16569,5,0
g16570,288,205
g16571,599,672
g16572,91,95
g16573,2,1
g16574,91,88
g16575,53,38
g16576,723,752
g16577,453,416
g16578,261,231
g16579,2,2
g16580,33,35
g16581,327,338
g16582,178,175
g16583,7,1
g16584,1444,1351
g16585,188,175
g16586,2,2
g16587,583,542
g16588,971,882
g16589,15,6
g16590,405,378
g16591,126,117
g16592,828,758
g16593,440,383
g16594,177,156
g16595,148,148
g16596,488,459
g16597,238,226
g16598,29,21
g16599,0,0
g16600,1297,1376
g16601,6,3
g16602,872,703
g16603,2,3
g16604,884,800
g16605,98,74
g16606,725,623
g16607,0,0
g16608,16,7
g16609,172,139
g16610,970,885
g16611,8,7
g16612,18,18
g16613,0,1
g16614,267,258
g16615,200,209
g16616,127,61
g16617,39,11
g16618,53,46
g16619,29,13
g16620,73,15
g16621,11,13
g16622,7,6
g16623,0,0
g16624,43,23
g16625,20,9
g16626,250,118
g16627,11,1
g16628,1,21
g16629,2,0
g16630,117,96
g16631,0,0
g16632,8,7
g16633,6,3
g16634,0,0
g16635,1048,778
g16636,534,503
g16637,137,97
g16638,632,369
g16639,2,2
g16640,0,0
g16641,0,0
g16642,0,0
g16643,1,0
g16644,0,0
g16645,1,0
g16646,2,0
g16647,0,0
g16648,1,0
g16649,98,90
g16650,521,464
g16651,3,1
g16652,69,76
g16653,144,173
g16654,346,369
g16655,0,0
g16656,2,0
g16657,360,207
g16658,207,201
g16659,27,19
g16660,1078,994
g16661,1535,1354
g16662,266,234
g16663,43,37
g16664,598,470
g16665,20,14
g16666,0,0
g16667,0,1
g16668,335,332
g16669,1070,1115
g16670,136,130
g16671,123,95
g16672,761,704
g16673,69,101
g16674,33,23
g16675,1776,1849
g16676,3939,3807
g16677,10,10
g16678,1324,1261
g16679,190,173
g16680,61,54
g16681,129,121
g16682,325,332
g16683,112,108
g16684,15,9
g16685,0,1
g16686,41,26
g16687,454,432
g16688,607,468
g16689,437,408
g16690,975,996
g16691,55,76
g16692,0,5
g16693,143,188
g16694,989,886
g16695,3,4
g16696,11,21
g16697,816,800
g16698,1,7
g16699,277,183
g16700,28,32
g16701,667,527
g16702,2,0
g16703,931,895
g16704,355,353
g16705,0,0
g16706,180,124
g16707,63,41
g16708,569,586
g16709,804,671
g16710,186,180
g16711,483,404
g16712,15,11
g16713,197,197
g16714,1284,1211
g16715,4631,3865
g16716,133,118
g16717,641,706
g16718,579,442
g16719,4002,2681
g16720,1126,1080
g16721,5,9
g16722,699,665
g16723,118,87
g16724,304,157
g16725,290,171
g16726,717,718
g16727,25,44
g16728,1,1
g16729,0,0
g16730,0,0
g16731,0,1
g16732,0,0
g16733,0,0
g16734,0,0
g16735,0,1
g16736,0,1
g16737,0,0
g16738,0,0
g16739,0,0
g16740,0,1
g16741,0,0
g16742,0,1
g16743,3843,3011
g16744,4,6
g16745,1025,790
g16746,133,116
g16747,62,25
g16748,453,478
g16749,1,8
g16750,276,251
g16751,1450,1417
g16752,4,3
g16753,4065,3980
g16754,85,82
g16755,11,13
g16756,0,0
g16757,73,48
g16758,0,5
g16759,5,3
g16760,26,16
g16761,668,589
g16762,0,0
g16763,0,0
g16764,18,22
g16765,28,22
g16766,57,70
g16767,241,263
g16768,3,1
g16769,698,748
g16770,0,1
g16771,72,35
g16772,68,38
g16773,283,304
g16774,2,1
g16775,1,1
g16776,2,5
g16777,130,144
g16778,48,78
g16779,260,235
g16780,103,108
g16781,515,533
g16782,0,1
g16783,1339,1263
g16784,0,0
g16785,0,0
g16786,0,0
g16787,0,0
g16788,0,0
g16789,0,0
g16790,0,0
g16791,0,0
g16792,769,717
g16793,2423,2279
g16794,0,0
g16795,453,397
g16796,848,667
g16797,347,326
g16798,15,20
g16799,3,4
g16800,361,355
g16801,3,3
g16802,0,1
g16803,256,272
g16804,0,0
g16805,328,325
g16806,56,20
g16807,5,2
g16808,12392,11066
g16809,1112,1017
g16810,105,99
g16811,311,250
g16812,25,14
g16813,6,2
g16814,282,277
g16815,498,436
g16816,0,1
g16817,2,3
g16818,101,61
g16819,440,436
g16820,177,189
g16821,949,868
g16822,1,1
g16823,665,611
g16824,3,1
g16825,378,335
g16826,157,158
g16827,321,232
g16828,25,25
g16829,9,8
g16830,0,0
g16831,741,731
g16832,177,150
g16833,147,176
g16834,873,856
g16835,17,24
g16836,413,378
g16837,132,130
g16838,54,54
g16839,37,34
g16840,1,0
g16841,3,16
g16842,510,533
g16843,58,71
g16844,182,149
g16845,623,485
g16846,620,537
g16847,152,142
g16848,1781,1719
g16849,1053,813
g16850,491,422
g16851,195,201
g16852,362,288
g16853,76,78
g16854,12,8
g16855,447,497
g16856,692,646
g16857,214,182
g16858,700,789
g16859,108,102
g16860,1180,1235
g16861,47,34
g16862,481,396
g16863,566,474
g16864,1410,1376
g16865,4020,4057
g16866,332,267
g16867,311,295
g16868,43,34
g16869,51,42
g16870,165,165
g16871,114,125
g16872,318,181
g16873,21,17
g16874,72,66
g16875,0,0
g16876,0,0
g16877,2,8
g16878,0,0
g16879,0,0
g16880,144,116
g16881,13,8
g16882,945,819
g16883,13,11
g16884,293,280
g16885,146,120
g16886,160,120
g16887,1881,1491
g16888,6,3
g16889,393,286
g16890,352,219
g16891,21,16
g16892,519,529
g16893,291,323
g16894,934,865
g16895,759,539
g16896,174,163
g16897,2132,2102
g16898,44,53
g16899,158,153
g16900,12,8
g16901,689,489
g16902,2,0
g16903,0,0
g16904,2054,1965
g16905,136,123
g16906,50,51
g16907,13,14
g16908,2054,2037
g16909,388,413
g16910,52,49
g16911,191,176
g16912,270,206
g16913,2033,1934
g16914,448,405
g16915,67,53
g16916,1453,1270
g16917,156,135
g16918,1780,1807
g16919,2027,2001
g16920,0,0
g16921,1,1
g16922,8,6
g16923,255,254
g16924,3267,2939
g16925,455,391
g16926,1,2
g16927,386,300
g16928,0,0
g16929,210,220
g16930,28,34
g16931,406,368
g16932,758,740
g16933,145,196
g16934,2047,1949
g16935,2,5
g16936,697,640
g16937,482,411
g16938,5,7
g16939,130,115
g16940,264,236
g16941,852,855
g16942,3,2
g16943,125,110
g16944,2249,1343
g16945,2,4
g16946,0,0
g16947,1080,1019
g16948,3,0
g16949,417,445
g16950,10,14
g16951,264,235
g16952,6,10
g16953,274,237
g16954,7,7
g16955,23,22
g16956,15,12
g16957,12,9
g16958,249,235
g16959,225,238
g16960,561,516
g16961,161,147
g16962,52,85
g16963,90,155
g16964,272,255
g16965,197,209
g16966,165,113
g16967,1609,1494
g16968,1157,1063
g16969,31,21
g16970,1006,974
g16971,98,111
g16972,16,19
g16973,472,507
g16974,41,37
g16975,736,758
g16976,904,768
g16977,280,221
g16978,3,8
g16979,624,571
g16980,1111,911
g16981,3,1
g16982,20,20
