,het_E17.5_f5,het_E17.5_f4
g19220,848,644
g19221,2051,1719
g19222,903,571
g19223,4,1
g19224,0,0
g19225,0,0
g19226,1662,1454
g19227,2,0
g19228,12,7
g19229,0,0
g19230,832,752
g19231,96,99
g19232,3,2
g19233,515,486
g19234,120,95
g19235,0,4
g19236,556,573
g19237,21,17
g19238,125,151
g19239,0,0
g19240,191,146
g19241,365,378
g19242,546,437
g19243,103,106
g19244,1855,1767
g19245,117,108
g19246,1672,1799
g19247,131,187
g19248,258,251
g19249,146,184
g19250,29,37
g19251,438,429
g19252,21,20
g19253,0,0
g19254,255,237
g19255,64,70
g19256,872,978
g19257,354,290
g19258,10,12
g19259,460,571
g19260,87,104
g19261,28,27
g19262,372,343
g19263,9,12
g19264,189,226
g19265,263,250
g19266,961,916
g19267,36,38
g19268,20,20
g19269,82,75
g19270,105,100
g19271,0,0
g19272,157,150
g19273,0,1
g19274,2,1
g19275,0,0
g19276,1,0
g19277,0,0
g19278,15,17
g19279,0,0
g19280,3,3
g19281,0,1
g19282,0,0
g19283,0,0
g19284,0,0
g19285,0,0
g19286,0,0
g19287,0,0
g19288,0,0
g19289,0,0
g19290,0,0
g19291,0,0
g19292,0,0
g19293,0,0
g19294,0,0
g19295,1,0
g19296,1,0
g19297,0,0
g19298,0,0
g19299,1,0
g19300,0,0
g19301,0,1
g19302,0,0
g19303,0,0
g19304,0,0
g19305,0,0
g19306,0,0
g19307,0,0
g19308,0,0
g19309,0,0
g19310,0,0
g19311,0,0
g19312,0,0
g19313,0,0
g19314,0,0
g19315,0,0
g19316,0,0
g19317,0,0
g19318,0,0
g19319,0,1
g19320,1,0
g19321,0,0
g19322,0,0
g19323,0,0
g19324,0,0
g19325,1,0
g19326,0,0
g19327,2,4
g19328,0,0
g19329,0,0
g19330,0,0
g19331,1,4
g19332,0,0
g19333,0,0
g19334,2,0
g19335,24,23
g19336,0,0
g19337,1091,1335
g19338,89,86
g19339,0,0
g19340,0,1
g19341,6,7
g19342,0,0
g19343,0,0
g19344,0,0
g19345,0,0
g19346,0,0
g19347,0,1
g19348,0,0
g19349,0,0
g19350,110,96
g19351,20,13
g19352,963,888
g19353,49,46
g19354,18,24
g19355,1145,715
g19356,808,865
g19357,1,4
g19358,4,2
g19359,4,2
g19360,3,4
g19361,1,2
g19362,3,0
g19363,1,3
g19364,0,0
g19365,3,0
g19366,213,183
g19367,831,684
g19368,0,0
g19369,0,0
g19370,1,0
g19371,0,0
g19372,1,0
g19373,0,0
g19374,0,0
g19375,0,0
g19376,0,0
g19377,0,0
g19378,0,0
g19379,0,0
g19380,0,0
g19381,0,0
g19382,0,0
g19383,0,0
g19384,37,24
g19385,1731,1503
g19386,0,1
g19387,92,89
g19388,29,12
g19389,3,10
g19390,1664,1466
g19391,553,528
g19392,0,0
g19393,1,0
g19394,1,1
g19395,2646,2015
g19396,37,26
g19397,36,29
g19398,252,216
g19399,730,807
g19400,156,146
g19401,202,161
g19402,199,190
g19403,375,380
g19404,440,491
g19405,3,0
g19406,470,466
g19407,270,247
g19408,23,34
g19409,215,199
g19410,95,68
g19411,225,289
g19412,180,290
g19413,8,4
g19414,256,211
g19415,110,65
g19416,10,16
g19417,106,112
g19418,56,42
g19419,204,163
g19420,175,159
g19421,0,0
g19422,6,3
g19423,49,41
g19424,56,42
g19425,0,2
g19426,823,549
g19427,241,192
g19428,0,0
g19429,0,0
g19430,0,0
g19431,0,0
g19432,0,0
g19433,82,66
g19434,182,166
g19435,884,829
g19436,944,903
g19437,63,89
g19438,39,32
g19439,0,0
g19440,23,16
g19441,375,312
g19442,38,26
g19443,264,187
g19444,29,21
g19445,8,8
g19446,7,15
g19447,0,0
g19448,5,4
g19449,0,0
g19450,300,350
g19451,6524,4131
g19452,147,129
g19453,48,42
g19454,299,272
g19455,82,66
g19456,59,54
g19457,71,64
g19458,36,11
g19459,60,42
g19460,26,26
g19461,23,42
g19462,14,13
g19463,110,104
g19464,17,18
g19465,110,72
g19466,240,150
g19467,91,106
g19468,0,1
g19469,38,53
g19470,6,4
g19471,3,2
g19472,0,0
g19473,0,0
g19474,0,0
g19475,0,1
g19476,384,362
g19477,1992,1641
g19478,155,152
g19479,3,0
g19480,15,17
g19481,80,66
g19482,12,12
g19483,227,150
g19484,781,698
g19485,0,1
g19486,105,94
g19487,3,1
g19488,5,6
g19489,20,12
g19490,7,11
g19491,33,26
g19492,36,31
g19493,705,652
g19494,407,356
g19495,69,85
g19496,413,425
g19497,513,554
g19498,2360,1902
g19499,1901,1644
g19500,12,7
g19501,0,0
g19502,88,70
g19503,2236,2492
g19504,0,1
g19505,2,2
g19506,67,54
g19507,0,1
g19508,0,0
g19509,0,0
g19510,0,1
g19511,72,49
g19512,27,20
g19513,557,505
g19514,711,649
g19515,5211,4670
g19516,959,808
g19517,1068,867
g19518,0,0
g19519,0,0
g19520,0,0
g19521,1,0
g19522,0,0
g19523,0,0
g19524,0,0
g19525,0,0
g19526,0,0
g19527,0,0
g19528,0,0
g19529,0,0
g19530,0,0
g19531,0,0
g19532,0,0
g19533,0,0
g19534,0,0
g19535,196,171
g19536,53,40
g19537,257,247
g19538,422,346
g19539,519,493
g19540,0,0
g19541,0,0
g19542,0,0
g19543,0,0
g19544,0,0
g19545,0,0
g19546,0,0
g19547,0,0
g19548,0,0
g19549,0,0
g19550,0,0
g19551,346,354
g19552,400,315
g19553,22,11
g19554,263,234
g19555,193,203
g19556,29,43
g19557,0,0
g19558,0,0
g19559,157,227
g19560,308,274
g19561,11,16
g19562,313,277
g19563,17,18
g19564,15,15
g19565,20,25
g19566,968,804
g19567,511,496
g19568,0,0
g19569,2,1
g19570,3,0
g19571,532,438
g19572,310,302
g19573,0,0
g19574,468,326
g19575,1,0
g19576,0,0
g19577,0,0
g19578,0,0
g19579,0,0
g19580,0,0
g19581,0,0
g19582,0,0
g19583,17,21
g19584,44,43
g19585,1440,1384
g19586,150,131
g19587,71,79
g19588,23,20
g19589,7829,6806
g19590,73,71
g19591,8,3
g19592,2325,2353
g19593,1,0
g19594,0,0
g19595,0,0
g19596,0,0
g19597,0,0
g19598,0,0
g19599,0,0
g19600,0,0
g19601,0,0
g19602,1,0
g19603,0,0
g19604,0,0
g19605,0,0
g19606,0,0
g19607,0,0
g19608,0,0
g19609,0,0
g19610,0,1
g19611,0,0
g19612,0,0
g19613,0,0
g19614,0,0
g19615,0,0
g19616,0,0
g19617,0,0
g19618,0,0
g19619,0,0
g19620,0,0
g19621,0,0
g19622,0,0
g19623,0,0
g19624,0,0
g19625,0,0
g19626,0,1
g19627,0,0
g19628,0,0
g19629,0,0
g19630,0,0
g19631,0,0
g19632,0,0
g19633,0,0
g19634,0,0
g19635,0,0
g19636,0,0
g19637,0,0
g19638,0,0
g19639,0,0
g19640,0,0
g19641,0,0
g19642,0,0
g19643,0,9
g19644,0,0
g19645,0,0
g19646,0,0
g19647,0,0
g19648,0,0
g19649,0,0
g19650,1,0
g19651,0,0
g19652,0,0
g19653,0,0
g19654,0,0
g19655,0,0
g19656,0,0
g19657,0,0
g19658,0,0
g19659,0,0
g19660,0,0
g19661,0,0
g19662,0,0
g19663,0,0
g19664,1,0
g19665,0,0
g19666,0,0
g19667,0,0
g19668,0,0
g19669,0,1
g19670,0,0
g19671,0,0
g19672,0,0
g19673,1,0
g19674,0,0
g19675,0,0
g19676,0,0
g19677,0,0
g19678,0,0
g19679,0,0
g19680,0,0
g19681,0,0
g19682,0,0
g19683,0,0
g19684,0,0
g19685,0,0
g19686,0,0
g19687,0,0
g19688,0,0
g19689,0,0
g19690,0,0
g19691,0,0
g19692,0,0
g19693,0,0
g19694,0,0
g19695,0,0
g19696,0,0
g19697,0,0
g19698,0,0
g19699,0,0
g19700,0,0
g19701,0,0
g19702,0,0
g19703,1,0
g19704,277,253
g19705,607,561
g19706,0,0
g19707,174,174
g19708,0,0
g19709,56,48
g19710,0,0
g19711,938,838
g19712,504,438
g19713,2,2
g19714,0,0
g19715,3,1
g19716,1763,1778
g19717,449,438
g19718,1058,999
g19719,1220,1146
g19720,452,345
g19721,246,216
g19722,1622,1253
g19723,630,493
g19724,1098,850
g19725,0,0
g19726,164,147
g19727,14,13
g19728,201,152
g19729,5,1
g19730,546,427
g19731,68,72
g19732,452,443
g19733,88,79
g19734,434,333
g19735,33,42
g19736,565,572
g19737,637,600
g19738,1699,1397
g19739,385,347
g19740,0,1
g19741,780,682
g19742,174,119
g19743,165,126
g19744,749,589
g19745,186,123
g19746,27,22
g19747,800,658
g19748,474,246
g19749,7,2
g19750,7,7
g19751,815,641
g19752,0,0
g19753,0,0
g19754,43,21
g19755,49,59
g19756,5,4
g19757,1,1
g19758,0,0
g19759,0,0
g19760,0,0
g19761,0,0
g19762,1,0
g19763,2,0
g19764,0,0
g19765,0,0
g19766,7,9
g19767,0,1
g19768,0,0
g19769,0,1
g19770,230,197
g19771,353,289
g19772,0,0
g19773,117,114
g19774,0,6
g19775,142,165
g19776,1605,1723
g19777,1,5
g19778,4,4
g19779,3,4
g19780,67,71
g19781,243,262
g19782,259,220
g19783,730,584
g19784,10,21
g19785,0,1
g19786,70,58
g19787,1,2
g19788,0,0
g19789,113,104
g19790,311,255
g19791,927,950
g19792,562,462
g19793,232,235
g19794,448,489
g19795,25,27
g19796,10,11
g19797,1029,1023
g19798,4,1
g19799,199,142
g19800,684,652
g19801,95,90
g19802,1225,1266
g19803,40,37
g19804,209,151
g19805,74,60
g19806,181,61
g19807,1,8
g19808,0,0
g19809,0,0
g19810,2,5
g19811,9,22
g19812,9,2
g19813,252,243
g19814,3,3
g19815,4,6
g19816,452,335
g19817,0,0
g19818,351,320
g19819,478,483
g19820,2012,1843
g19821,480,387
g19822,0,0
g19823,929,1073
g19824,1434,1180
g19825,0,0
g19826,2,0
g19827,322,326
g19828,2,1
g19829,124,156
g19830,502,495
g19831,23,23
g19832,0,0
g19833,383,310
g19834,58,70
g19835,2184,1770
g19836,13,20
g19837,0,0
g19838,521,436
g19839,0,0
g19840,0,0
g19841,0,0
g19842,0,0
g19843,0,0
g19844,0,0
g19845,5,7
g19846,0,0
g19847,16,16
g19848,6,7
g19849,180,147
g19850,1933,1638
g19851,13,13
g19852,0,1
g19853,19,11
g19854,338,252
g19855,231,227
g19856,94,73
g19857,15,4
g19858,1740,1679
g19859,1123,983
g19860,191,163
g19861,14,15
g19862,935,720
g19863,68,60
g19864,30917,29781
g19865,862,856
g19866,353,344
g19867,245,200
g19868,672,658
g19869,38,43
g19870,1235,1053
g19871,298,194
g19872,908,833
g19873,10,8
g19874,1072,819
g19875,0,2
g19876,0,1
g19877,7,3
g19878,0,0
g19879,217,155
g19880,107,97
g19881,140,105
g19882,0,1
g19883,0,1
g19884,0,0
g19885,55,44
g19886,0,2
g19887,4,6
g19888,440,452
g19889,387,332
g19890,5221,4659
g19891,3082,2422
g19892,167,107
g19893,153,138
g19894,41,30
g19895,300,243
g19896,2528,2099
g19897,305,257
g19898,0,0
g19899,329,220
g19900,163,120
g19901,3154,2626
g19902,37,41
g19903,441,494
g19904,240,214
g19905,538,522
g19906,209,183
g19907,175,149
g19908,1199,1080
g19909,495,418
g19910,1,0
g19911,0,0
g19912,0,0
g19913,1441,1317
g19914,127,139
g19915,118,125
g19916,0,0
g19917,0,0
g19918,1,0
g19919,0,0
g19920,3,0
g19921,0,0
g19922,0,0
g19923,0,0
g19924,0,0
g19925,0,0
g19926,0,0
g19927,0,0
g19928,0,0
g19929,0,0
g19930,0,0
g19931,0,0
g19932,14,12
g19933,1,1
g19934,10,1
g19935,442,434
g19936,8,7
g19937,79,94
g19938,24,16
g19939,125,108
g19940,6,6
g19941,119,106
g19942,522,512
g19943,0,1
g19944,746,681
g19945,190,217
g19946,3114,3052
g19947,97,95
g19948,0,3
g19949,6,8
g19950,141,161
g19951,1263,1218
g19952,523,552
g19953,339,318
g19954,302,260
g19955,2,2
g19956,897,795
g19957,97,88
g19958,192,142
g19959,2,5
g19960,541,525
g19961,1252,1186
g19962,806,638
g19963,989,923
g19964,0,4
g19965,0,0
g19966,192,221
g19967,1428,1439
g19968,96,105
g19969,6,8
g19970,5,4
g19971,756,779
g19972,116,96
g19973,4117,3935
g19974,1,7
g19975,95,61
g19976,0,0
g19977,155,143
g19978,35,31
g19979,3,3
g19980,0,1
g19981,0,0
g19982,501,378
g19983,1379,1216
g19984,955,820
g19985,599,459
g19986,505,350
g19987,628,480
g19988,371,347
g19989,0,0
g19990,892,737
g19991,29,37
g19992,122,107
g19993,61,73
g19994,0,0
g19995,146,130
g19996,0,0
g19997,106,94
g19998,191,183
g19999,12,19
g20000,228,189
g20001,1348,1237
g20002,0,0
g20003,53,49
g20004,738,732
g20005,14,14
g20006,0,0
g20007,388,267
g20008,27,16
g20009,440,421
g20010,673,655
g20011,728,533
g20012,44,42
g20013,308,248
g20014,3,2
g20015,797,646
g20016,10,8
g20017,50,36
g20018,568,497
g20019,1314,1196
g20020,683,609
g20021,790,721
g20022,49,62
g20023,0,0
g20024,1,2
g20025,0,0
g20026,955,688
g20027,35,38
g20028,10,14
g20029,681,572
g20030,61,44
g20031,291,220
g20032,354,304
g20033,340,334
g20034,123,127
g20035,2835,2577
g20036,19,23
g20037,355,317
g20038,4,4
g20039,594,557
g20040,79,68
g20041,606,508
g20042,191,156
g20043,1503,1324
g20044,583,505
g20045,63,57
g20046,2,4
g20047,299,256
g20048,86,75
g20049,682,704
g20050,264,218
g20051,23,11
g20052,639,572
g20053,247,213
g20054,7,2
g20055,1224,1031
g20056,365,327
g20057,146,139
g20058,627,582
g20059,10,12
g20060,1477,1207
g20061,525,414
g20062,4,6
g20063,5,3
g20064,3,7
g20065,5,11
g20066,513,393
g20067,85,58
g20068,405,389
g20069,80,88
g20070,171,115
g20071,0,0
g20072,49,44
g20073,15,19
g20074,253,253
g20075,169,139
g20076,4,4
g20077,406,369
g20078,2027,1694
g20079,988,1048
g20080,1078,884
g20081,2568,2708
g20082,12,15
g20083,7,3
g20084,147,139
g20085,346,313
g20086,20,23
g20087,1,1
g20088,1370,1352
g20089,584,549
g20090,7,4
g20091,2,0
g20092,1274,1078
g20093,53,55
g20094,1065,1028
g20095,36,34
g20096,7,5
g20097,0,0
g20098,0,0
g20099,0,0
g20100,0,0
g20101,0,0
g20102,434,292
g20103,257,170
g20104,296,313
g20105,58,44
g20106,961,667
g20107,0,2
g20108,0,0
g20109,0,0
g20110,0,0
g20111,238,212
g20112,29,51
g20113,605,558
g20114,7,14
g20115,11,15
g20116,468,433
g20117,34,40
g20118,0,0
g20119,1126,954
g20120,93,79
g20121,46,65
g20122,636,499
g20123,359,331
g20124,309,312
g20125,9,13
g20126,143,136
g20127,62,64
g20128,5,2
g20129,10,1
g20130,1720,1738
g20131,29,36
g20132,493,481
g20133,962,793
g20134,12,12
g20135,207,183
g20136,4598,3777
g20137,2,0
g20138,62,71
g20139,246,227
g20140,1779,1730
g20141,248,211
g20142,1,4
g20143,166,158
g20144,0,0
g20145,367,366
g20146,19,20
g20147,1055,944
g20148,912,828
g20149,91,79
g20150,293,247
g20151,206,186
g20152,198,205
g20153,1328,1046
g20154,31,26
g20155,6,4
g20156,32,29
g20157,0,0
g20158,37,33
g20159,3,5
g20160,0,0
g20161,0,1
g20162,0,0
g20163,0,0
g20164,1,0
g20165,1,0
g20166,869,661
g20167,298,234
g20168,1,0
g20169,5,12
g20170,0,0
g20171,700,639
g20172,0,0
g20173,23,20
g20174,1,0
g20175,0,0
g20176,0,0
g20177,1,2
g20178,0,1
g20179,148,93
g20180,266,292
g20181,143,107
g20182,411,285
g20183,42,32
g20184,60,53
g20185,20,10
g20186,0,2
g20187,1,0
g20188,26,17
g20189,0,0
g20190,11,19
g20191,4,4
g20192,4,2
g20193,0,0
g20194,0,0
g20195,0,0
g20196,0,0
g20197,0,1
g20198,0,0
g20199,0,1
g20200,0,0
g20201,0,0
g20202,171,197
g20203,0,0
g20204,471,458
g20205,16,19
g20206,7,8
g20207,33,35
g20208,142,163
g20209,0,2
g20210,1,0
g20211,603,483
g20212,729,620
g20213,1392,1308
g20214,0,0
g20215,0,0
g20216,280,260
g20217,947,805
g20218,5,3
g20219,324,300
g20220,133,127
g20221,4,7
g20222,88,58
g20223,5616,4820
g20224,1577,1403
g20225,870,710
g20226,42,42
g20227,946,1079
g20228,103,133
g20229,25,20
g20230,14,10
g20231,2118,1861
g20232,9,14
g20233,2520,2066
g20234,1190,1028
g20235,36,30
g20236,530,467
g20237,673,674
g20238,76,84
g20239,72,59
g20240,3683,3816
g20241,801,725
g20242,600,479
g20243,454,323
g20244,2127,1766
g20245,339,334
g20246,264,208
g20247,6,3
g20248,83,93
g20249,63,86
g20250,7,3
g20251,16,9
g20252,1,1
g20253,4,1
g20254,600,577
g20255,279,246
g20256,994,999
g20257,114,133
g20258,1553,1292
g20259,317,324
g20260,4,1
g20261,56,48
g20262,0,0
g20263,73,65
g20264,69,78
g20265,142,127
g20266,2,1
g20267,982,879
g20268,9,5
g20269,0,0
g20270,231,160
g20271,232,195
g20272,22,13
g20273,1,0
g20274,100,95
g20275,189,170
g20276,3271,2886
g20277,13,13
g20278,193,220
g20279,9,12
g20280,5,3
g20281,0,0
g20282,558,534
g20283,2085,2076
g20284,81,66
g20285,333,297
g20286,230,181
g20287,347,247
g20288,738,557
g20289,20,15
g20290,71,78
g20291,257,212
g20292,2574,2254
g20293,18,12
g20294,15,13
g20295,2,1
g20296,0,2
g20297,0,0
g20298,0,0
g20299,0,0
g20300,1,3
g20301,10,3
g20302,2,0
g20303,1,1
g20304,355,302
g20305,33,47
g20306,24,25
g20307,7,5
g20308,3,1
g20309,604,536
g20310,7,20
g20311,19,15
g20312,0,0
g20313,2,2
g20314,9,10
g20315,3,2
g20316,11,11
g20317,44,33
g20318,11,7
g20319,1,1
g20320,1,0
g20321,25,17
g20322,593,645
g20323,206,231
g20324,1,0
g20325,0,1
g20326,6,3
g20327,0,0
g20328,0,1
g20329,1,1
g20330,0,0
g20331,0,0
g20332,2,1
g20333,0,0
g20334,0,0
g20335,0,0
g20336,0,0
g20337,0,0
g20338,0,0
g20339,0,0
g20340,0,0
g20341,0,0
g20342,0,0
g20343,0,0
g20344,0,0
g20345,0,0
g20346,0,0
g20347,0,0
g20348,0,0
g20349,0,0
g20350,0,0
g20351,0,0
g20352,7,6
g20353,64,47
g20354,6,4
g20355,5507,5240
g20356,0,0
g20357,0,0
g20358,0,0
g20359,0,0
g20360,0,0
g20361,0,0
g20362,0,0
g20363,0,0
g20364,0,0
g20365,0,0
g20366,0,0
g20367,0,0
g20368,0,0
g20369,0,0
g20370,0,0
g20371,0,0
g20372,0,0
g20373,0,0
g20374,0,0
g20375,0,0
g20376,0,0
g20377,1,0
g20378,0,0
g20379,0,0
g20380,0,0
g20381,0,0
g20382,0,0
g20383,0,0
g20384,0,0
g20385,0,0
g20386,0,0
g20387,0,2
g20388,0,0
g20389,585,620
g20390,0,0
g20391,0,0
g20392,0,0
g20393,0,0
g20394,0,0
g20395,802,661
g20396,23,27
g20397,2623,2523
g20398,266,276
g20399,44,52
g20400,121,110
g20401,760,641
g20402,92,91
g20403,71,66
g20404,20,22
g20405,563,585
g20406,124,104
g20407,143,163
g20408,529,414
g20409,33,11
g20410,0,0
g20411,91,96
g20412,10,5
g20413,315,318
g20414,35,32
g20415,6,7
g20416,3,4
g20417,3900,3169
g20418,405,370
g20419,9,10
g20420,0,1
g20421,0,1
g20422,1014,779
g20423,686,702
g20424,1,1
g20425,2115,1569
g20426,819,885
g20427,587,442
g20428,5,2
g20429,30,35
g20430,86,80
g20431,54,62
g20432,4,2
g20433,1425,880
g20434,3,0
g20435,30,14
g20436,72,76
g20437,285,218
g20438,1551,1202
g20439,245,239
g20440,0,0
g20441,442,422
g20442,20,6
g20443,0,0
g20444,0,2
g20445,5,6
g20446,73,62
g20447,1,0
g20448,0,0
g20449,796,884
g20450,970,1002
g20451,151,128
g20452,35,25
g20453,4,3
g20454,0,0
g20455,58,69
g20456,2,0
g20457,1,0
g20458,0,0
g20459,0,0
g20460,2,0
g20461,0,0
g20462,0,0
g20463,238,142
g20464,389,282
g20465,900,738
g20466,4,1
g20467,0,1
g20468,347,247
g20469,106,86
g20470,344,343
g20471,1165,937
g20472,70,56
g20473,108,85
g20474,348,306
g20475,0,0
g20476,2,1
g20477,5,4
g20478,382,330
g20479,909,880
g20480,5,1
g20481,0,0
g20482,85,76
g20483,8,9
g20484,435,295
g20485,142,111
g20486,6,6
g20487,150,155
g20488,502,438
g20489,21,14
g20490,1,1
g20491,8,4
g20492,0,0
g20493,311,280
g20494,15,22
g20495,593,503
g20496,984,986
g20497,639,480
g20498,834,754
g20499,672,677
g20500,240,200
g20501,5,3
g20502,0,3
g20503,128,98
g20504,52,47
g20505,0,0
g20506,1135,1094
g20507,39,30
g20508,9,2
g20509,237,223
g20510,2,3
g20511,440,421
g20512,0,0
g20513,65,49
g20514,515,471
g20515,0,0
g20516,799,508
g20517,789,614
g20518,21,11
g20519,307,272
g20520,483,304
g20521,0,0
g20522,887,762
g20523,144,112
g20524,30,10
g20525,34,32
g20526,312,262
g20527,41,43
g20528,41,42
g20529,1,6
g20530,741,613
g20531,51,56
g20532,0,0
g20533,0,0
g20534,0,0
g20535,0,0
g20536,0,0
g20537,0,0
g20538,0,0
g20539,0,0
g20540,0,0
g20541,0,0
g20542,0,0
g20543,1,4
g20544,0,0
g20545,0,0
g20546,0,0
g20547,0,0
g20548,8,9
g20549,2,0
g20550,648,526
g20551,155,144
g20552,745,717
g20553,317,269
g20554,2,5
g20555,212,166
g20556,76,78
g20557,498,460
g20558,447,423
g20559,4567,3865
g20560,2087,1790
g20561,32,36
g20562,0,1
g20563,0,0
g20564,1,1
g20565,0,0
g20566,4,1
g20567,6,1
g20568,10,8
g20569,14,2
g20570,99,96
g20571,8,12
g20572,2693,2530
g20573,79,73
g20574,414,365
g20575,0,3
g20576,1,1
g20577,2,1
g20578,0,0
g20579,603,511
g20580,1226,1326
g20581,263,294
g20582,858,931
g20583,2230,1438
g20584,5,7
g20585,8,15
g20586,4,10
g20587,3,1
g20588,59,58
g20589,1742,1638
g20590,424,451
g20591,112,67
g20592,38,35
g20593,418,417
g20594,53,36
g20595,1,0
g20596,0,2
g20597,156,87
g20598,5,7
g20599,107,148
g20600,4,16
g20601,157,88
g20602,18,20
g20603,41,43
g20604,118,115
g20605,111,88
g20606,11,10
g20607,80,65
g20608,6,8
g20609,1,2
g20610,167,120
g20611,450,384
g20612,116,122
g20613,398,421
g20614,67,60
g20615,94,70
g20616,90,65
g20617,1199,1067
g20618,1117,1078
g20619,0,1
g20620,5,1
g20621,1,1
g20622,0,0
g20623,0,1
g20624,0,0
g20625,0,0
g20626,2,3
g20627,0,0
g20628,0,0
g20629,0,0
g20630,0,0
g20631,0,0
g20632,0,0
g20633,0,0
g20634,0,0
g20635,0,0
g20636,0,0
g20637,0,0
g20638,261,237
g20639,258,251
g20640,8,8
g20641,0,0
g20642,0,0
g20643,1,1
g20644,120,113
g20645,58,49
g20646,46,38
g20647,97,83
g20648,0,1
g20649,0,0
g20650,0,0
g20651,1,1
g20652,0,0
g20653,0,0
g20654,0,0
g20655,1,0
g20656,0,0
g20657,2242,1798
g20658,13299,9635
g20659,2024,1387
g20660,147,111
g20661,0,0
g20662,34,30
g20663,0,0
g20664,126,127
g20665,14,7
g20666,45,32
g20667,319,313
g20668,12,17
g20669,1086,863
g20670,0,0
g20671,0,0
g20672,0,0
g20673,0,0
g20674,0,0
g20675,0,0
g20676,0,0
g20677,0,1
g20678,0,0
g20679,0,0
g20680,0,0
g20681,0,0
g20682,0,0
g20683,0,0
g20684,0,0
g20685,0,0
g20686,0,0
g20687,0,0
g20688,0,0
g20689,0,0
g20690,0,0
g20691,0,0
g20692,0,0
g20693,0,0
g20694,0,0
g20695,0,0
g20696,0,0
g20697,0,0
g20698,0,0
g20699,116,92
g20700,1,0
g20701,0,0
g20702,0,0
g20703,0,2
g20704,0,1
g20705,0,0
g20706,0,0
g20707,0,0
g20708,0,0
g20709,0,0
g20710,0,0
g20711,0,0
g20712,0,0
g20713,0,0
g20714,0,0
g20715,0,1
g20716,8,8
g20717,0,0
g20718,0,0
g20719,0,0
g20720,0,0
g20721,0,0
g20722,0,0
g20723,0,0
g20724,0,0
g20725,0,0
g20726,0,0
g20727,0,0
g20728,0,0
g20729,55,54
g20730,264,293
g20731,0,0
g20732,2,0
g20733,0,0
g20734,0,0
g20735,0,0
g20736,118,119
g20737,586,494
g20738,675,614
g20739,95,101
g20740,144,87
g20741,9322,8578
g20742,6416,5828
g20743,1138,1098
g20744,332,300
g20745,80,53
g20746,1,0
g20747,201,130
g20748,3196,2763
g20749,1248,1066
g20750,1129,1206
g20751,38,30
g20752,0,0
g20753,0,0
g20754,0,0
g20755,0,0
g20756,0,0
g20757,204,150
g20758,782,492
g20759,17,21
g20760,0,2
g20761,0,0
g20762,0,0
g20763,0,0
g20764,0,0
g20765,0,0
g20766,0,0
g20767,0,0
g20768,0,1
g20769,1,1
g20770,0,0
g20771,0,0
g20772,0,0
g20773,154,142
g20774,3,3
g20775,0,0
g20776,0,0
g20777,1,0
g20778,0,0
g20779,0,0
g20780,0,0
g20781,0,0
g20782,0,0
g20783,0,0
g20784,2002,1253
g20785,1407,1511
g20786,3,2
g20787,1967,1726
g20788,175,162
g20789,1,2
g20790,1651,1298
g20791,121,103
g20792,21,30
g20793,153,149
g20794,209,225
g20795,9,6
g20796,78,66
g20797,331,352
g20798,541,534
g20799,89,83
g20800,1140,1009
g20801,33,32
g20802,887,786
g20803,111,87
g20804,12,12
g20805,1819,1646
g20806,0,0
g20807,0,0
g20808,0,0
g20809,1294,1103
g20810,432,428
g20811,70,68
g20812,225,269
g20813,1551,1425
g20814,282,241
g20815,11,11
g20816,337,310
g20817,52,41
g20818,117,103
g20819,6226,5450
g20820,266,198
g20821,1,3
g20822,540,473
g20823,666,464
g20824,167,115
g20825,1037,687
g20826,1,0
g20827,0,0
g20828,2,0
g20829,0,0
g20830,0,0
g20831,0,0
g20832,0,0
g20833,0,0
g20834,0,0
g20835,0,0
g20836,0,1
g20837,0,0
g20838,29,25
g20839,0,1
g20840,0,1
g20841,0,0
g20842,0,0
g20843,0,2
g20844,0,0
g20845,0,1
g20846,0,0
g20847,0,2
g20848,0,0
g20849,0,0
g20850,3,3
g20851,28,37
g20852,12,10
g20853,160,148
g20854,28,41
g20855,0,2
g20856,72,59
g20857,486,405
g20858,1,1
g20859,1004,1114
g20860,0,4
g20861,501,443
g20862,1671,1555
g20863,4,4
g20864,471,441
g20865,179,150
g20866,121,109
g20867,225,235
g20868,63,80
g20869,247,251
g20870,0,0
g20871,37,47
g20872,439,333
g20873,959,862
g20874,0,1
g20875,608,499
g20876,7,15
g20877,363,280
g20878,397,355
g20879,306,309
g20880,649,669
g20881,13,14
g20882,693,755
g20883,18735,18441
g20884,6462,6537
g20885,323,383
g20886,32,30
g20887,105,126
g20888,293,404
g20889,935,998
g20890,876,903
g20891,178,152
g20892,17,12
g20893,445,498
g20894,125,146
g20895,986,1047
g20896,6,2
g20897,0,0
g20898,257,227
g20899,2322,2406
g20900,513,532
g20901,590,640
g20902,3114,2736
g20903,94,96
g20904,48,23
g20905,5,8
g20906,4,10
g20907,511,464
g20908,267,180
g20909,2,0
g20910,0,1
g20911,0,0
g20912,0,0
g20913,0,0
g20914,0,0
g20915,0,0
g20916,0,0
g20917,0,0
g20918,0,0
g20919,0,0
g20920,0,0
g20921,0,0
g20922,0,0
g20923,0,0
g20924,0,0
g20925,0,0
g20926,0,0
g20927,0,0
g20928,0,0
g20929,0,0
g20930,0,0
g20931,0,0
g20932,0,0
g20933,0,0
g20934,0,0
g20935,0,0
g20936,0,0
g20937,0,0
