,het_E17.5_f5,het_E17.5_f4
g07854,3,4
g07855,0,0
g07856,6,7
g07857,362,366
g07858,0,0
g07859,0,0
g07860,0,0
g07861,0,0
g07862,0,0
g07863,0,0
g07864,0,0
g07865,0,0
g07866,0,0
g07867,0,0
g07868,0,0
g07869,0,0
g07870,0,0
g07871,19,8
g07872,585,645
g07873,0,1
g07874,19,15
g07875,0,0
g07876,1,0
g07877,0,0
g07878,6,5
g07879,2,4
g07880,0,0
g07881,0,0
g07882,121,112
g07883,2,1
g07884,4,3
g07885,1,0
g07886,523,445
g07887,93,58
g07888,758,628
g07889,155,137
g07890,522,420
g07891,131,111
g07892,0,0
g07893,0,0
g07894,121,74
g07895,171,134
g07896,372,264
g07897,1169,992
g07898,205,147
g07899,10,10
g07900,1,1
g07901,2,0
g07902,2811,2206
g07903,652,438
g07904,461,466
g07905,0,1
g07906,2550,2074
g07907,829,781
g07908,317,282
g07909,737,816
g07910,296,439
g07911,1968,1947
g07912,498,434
g07913,27,44
g07914,147,140
g07915,0,1
g07916,24,30
g07917,1529,1260
g07918,101,91
g07919,0,1
g07920,2,1
g07921,1,1
g07922,0,0
g07923,6,3
g07924,1,2
g07925,100,80
g07926,55,37
g07927,62,56
g07928,338,256
g07929,4,7
g07930,59,67
g07931,21,14
g07932,10,12
g07933,0,0
g07934,2406,2140
g07935,6,6
g07936,731,654
g07937,96,84
g07938,939,807
g07939,4,4
g07940,296,290
g07941,2895,2692
g07942,664,590
g07943,6,3
g07944,4,3
g07945,0,0
g07946,0,0
g07947,11,11
g07948,468,457
g07949,5,6
g07950,500,335
g07951,186,180
g07952,124,112
g07953,1,1
g07954,1907,1359
g07955,1,3
g07956,93,84
g07957,1365,1221
g07958,170,145
g07959,1679,1585
g07960,577,522
g07961,43,50
g07962,148,124
g07963,3,3
g07964,1337,961
g07965,571,564
g07966,2178,2019
g07967,603,509
g07968,2,0
g07969,274,253
g07970,704,495
g07971,355,395
g07972,0,0
g07973,0,0
g07974,18,16
g07975,13,7
g07976,27,41
g07977,2,5
g07978,53,44
g07979,0,0
g07980,292,243
g07981,386,248
g07982,115,120
g07983,23,26
g07984,1,0
g07985,896,754
g07986,84,80
g07987,13,8
g07988,1,1
g07989,707,661
g07990,119,94
g07991,44,40
g07992,3,2
g07993,1550,1382
g07994,1423,1130
g07995,346,386
g07996,11,10
g07997,0,0
g07998,1124,921
g07999,2117,1856
g08000,4,7
g08001,6,0
g08002,471,433
g08003,1472,1272
g08004,1544,1644
g08005,48,59
g08006,0,0
g08007,528,411
g08008,509,395
g08009,112,90
g08010,10,7
g08011,0,0
g08012,22,11
g08013,1,2
g08014,2,0
g08015,0,1
g08016,12,7
g08017,2,4
g08018,1,0
g08019,197,134
g08020,1439,1132
g08021,1,3
g08022,1280,1259
g08023,629,728
g08024,406,369
g08025,3,0
g08026,209,199
g08027,112,92
g08028,20,17
g08029,1142,1010
g08030,31,39
g08031,38,30
g08032,280,290
g08033,389,405
g08034,3598,3413
g08035,73,48
g08036,1,1
g08037,0,0
g08038,68,66
g08039,0,0
g08040,657,315
g08041,19,37
g08042,5,3
g08043,977,936
g08044,123,101
g08045,3701,3196
g08046,96,79
g08047,9,2
g08048,327,233
g08049,7,5
g08050,2270,2019
g08051,604,485
g08052,280,301
g08053,1,5
g08054,42,56
g08055,47,38
g08056,1428,1253
g08057,70,78
g08058,807,692
g08059,1582,1436
g08060,99,96
g08061,423,425
g08062,0,1
g08063,36,46
g08064,298,194
g08065,359,308
g08066,98,112
g08067,8,10
g08068,641,468
g08069,431,289
g08070,2,1
g08071,2699,2391
g08072,0,2
g08073,2,4
g08074,1059,982
g08075,34,29
g08076,4,1
g08077,6,5
g08078,291,329
g08079,911,825
g08080,477,363
g08081,2,2
g08082,1926,1472
g08083,1927,1198
g08084,170,157
g08085,12,20
g08086,140,128
g08087,1283,1178
g08088,216,229
g08089,545,486
g08090,195,160
g08091,11,4
g08092,3,16
g08093,107,103
g08094,0,0
g08095,3987,3489
g08096,27,27
g08097,0,0
g08098,836,665
g08099,1563,1249
g08100,0,1
g08101,505,454
g08102,64,55
g08103,684,605
g08104,326,285
g08105,177,170
g08106,316,283
g08107,7,7
g08108,0,0
g08109,0,0
g08110,0,0
g08111,395,336
g08112,2,2
g08113,0,1
g08114,0,0
g08115,60,45
g08116,846,705
g08117,1,0
g08118,42,45
g08119,44,45
g08120,7,8
g08121,5,5
g08122,1213,1186
g08123,0,0
g08124,426,405
g08125,1,3
g08126,0,0
g08127,464,414
g08128,373,324
g08129,14,9
g08130,151,125
g08131,184,188
g08132,14,9
g08133,14,14
g08134,0,0
g08135,7,6
g08136,0,0
g08137,0,0
g08138,0,0
g08139,6,2
g08140,4806,4188
g08141,17,19
g08142,0,1
g08143,1383,1327
g08144,98,78
g08145,1657,1506
g08146,14,14
g08147,0,0
g08148,0,0
g08149,184,177
g08150,1089,939
g08151,373,326
g08152,4,4
g08153,0,0
g08154,0,0
g08155,76,74
g08156,0,0
g08157,1,2
g08158,412,466
g08159,716,666
g08160,661,726
g08161,0,0
g08162,844,750
g08163,67,54
g08164,32,32
g08165,187,188
g08166,4558,4348
g08167,8,3
g08168,322,287
g08169,333,275
g08170,683,584
g08171,667,576
g08172,78,63
g08173,0,0
g08174,354,353
g08175,61,81
g08176,1218,1122
g08177,635,590
g08178,372,284
g08179,125,132
g08180,319,293
g08181,1158,1005
g08182,1568,1358
g08183,119,111
g08184,123,141
g08185,43,60
g08186,0,0
g08187,1474,1417
g08188,16,9
g08189,1541,1581
g08190,2,5
g08191,113,109
g08192,637,575
g08193,105,97
g08194,16,6
g08195,1084,930
g08196,796,704
g08197,0,0
g08198,1154,919
g08199,810,602
g08200,278,174
g08201,154,128
g08202,6,16
g08203,0,0
g08204,245,216
g08205,120,104
g08206,2,7
g08207,1,1
g08208,311,247
g08209,85,85
g08210,10,10
g08211,0,0
g08212,0,0
g08213,422,620
g08214,0,0
g08215,0,1
g08216,0,0
g08217,0,0
g08218,0,0
g08219,2,0
g08220,5,4
g08221,598,476
g08222,43,43
g08223,687,604
g08224,192,191
g08225,1,1
g08226,1081,851
g08227,2,3
g08228,0,0
g08229,7,6
g08230,0,0
g08231,8,9
g08232,1319,1154
g08233,12,16
g08234,129,120
g08235,980,762
g08236,1429,1372
g08237,61,53
g08238,359,326
g08239,0,0
g08240,203,178
g08241,0,1
g08242,0,0
g08243,91,104
g08244,0,0
g08245,0,0
g08246,5,4
g08247,16,23
g08248,0,2
g08249,0,0
g08250,528,487
g08251,235,194
g08252,0,0
g08253,261,226
g08254,1606,1434
g08255,120,117
g08256,1264,1057
g08257,1,3
g08258,1,1
g08259,56,58
g08260,277,260
g08261,1,0
g08262,14,15
g08263,532,531
g08264,0,1
g08265,0,0
g08266,0,0
g08267,15,15
g08268,4,1
g08269,9,8
g08270,151,129
g08271,3,3
g08272,310,153
g08273,16,11
g08274,156,98
g08275,8,10
g08276,97,94
g08277,347,384
g08278,6313,5554
g08279,36,29
g08280,4,5
g08281,7,3
g08282,4,4
g08283,1,2
g08284,0,0
g08285,223,226
g08286,1372,663
g08287,2,0
g08288,263,234
g08289,203,186
g08290,5,2
g08291,1,0
g08292,2,0
g08293,0,1
g08294,2,0
g08295,0,0
g08296,0,0
g08297,55,42
g08298,299,283
g08299,307,229
g08300,3,1
g08301,11,11
g08302,121,125
g08303,62,69
g08304,70,81
g08305,29,22
g08306,33,34
g08307,222,183
g08308,130,157
g08309,59,61
g08310,1733,1693
g08311,115,102
g08312,367,286
g08313,285,203
g08314,195,177
g08315,127,119
g08316,79,65
g08317,21,31
g08318,1038,1150
g08319,30,42
g08320,1345,1376
g08321,1939,1659
g08322,546,680
g08323,1099,1628
g08324,10,5
g08325,0,0
g08326,6871,7263
g08327,2,0
g08328,106,113
g08329,880,706
g08330,1,1
g08331,4,5
g08332,0,0
g08333,47,39
g08334,223,318
g08335,420,369
g08336,589,558
g08337,1235,1085
g08338,321,316
g08339,631,575
g08340,110,121
g08341,0,4
g08342,314,385
g08343,591,537
g08344,53,42
g08345,408,352
g08346,223,227
g08347,0,2
g08348,0,2
g08349,346,301
g08350,135,105
g08351,216,234
g08352,675,716
g08353,4,4
g08354,866,660
g08355,235,230
g08356,673,632
g08357,90,79
g08358,15,11
g08359,1,1
g08360,366,346
g08361,405,481
g08362,88,97
g08363,159,157
g08364,281,321
g08365,43,42
g08366,119,109
g08367,329,262
g08368,488,397
g08369,134,107
g08370,177,164
g08371,10766,10092
g08372,89,76
g08373,253,157
g08374,3,8
g08375,1,3
g08376,3533,3261
g08377,1,0
g08378,1,3
g08379,0,0
g08380,0,0
g08381,0,0
g08382,0,0
g08383,0,0
g08384,0,0
g08385,2,4
g08386,1,0
g08387,0,0
g08388,2,0
g08389,0,0
g08390,3,6
g08391,4489,4253
g08392,639,489
g08393,131,119
g08394,2029,1669
g08395,1046,850
g08396,1,0
g08397,51,36
g08398,196,115
g08399,2,5
g08400,20,15
g08401,259,236
g08402,697,708
g08403,68,84
g08404,0,0
g08405,118,87
g08406,346,396
g08407,305,321
g08408,16,8
g08409,9,8
g08410,421,306
g08411,2,1
g08412,471,246
g08413,179,134
g08414,9,9
g08415,113,102
g08416,96,106
g08417,350,228
g08418,11,7
g08419,479,469
g08420,66,79
g08421,5,2
g08422,409,434
g08423,171,188
g08424,15908,12829
g08425,214,150
g08426,1274,1122
g08427,70,59
g08428,1,1
g08429,5147,4768
g08430,2266,2380
g08431,6,13
g08432,262,243
g08433,2815,2536
g08434,1002,1117
g08435,160,185
g08436,552,460
g08437,225,177
g08438,7,14
g08439,5,10
g08440,280,307
g08441,12,15
g08442,164,128
g08443,246,211
g08444,176,249
g08445,890,719
g08446,6,2
g08447,1482,1375
g08448,242,192
g08449,3,7
g08450,830,726
g08451,5598,5649
g08452,41,35
g08453,30,22
g08454,196,143
g08455,610,448
g08456,393,403
g08457,972,936
g08458,1056,1148
g08459,36,32
g08460,262,253
g08461,490,498
g08462,307,304
g08463,1267,1333
g08464,1,0
g08465,15,8
g08466,107,92
g08467,88,115
g08468,422,398
g08469,659,610
g08470,3,3
g08471,3,4
g08472,91,98
g08473,471,463
g08474,79,95
g08475,490,475
g08476,2614,1725
g08477,886,593
g08478,134,95
g08479,22,25
g08480,19,13
g08481,37,33
g08482,252,300
g08483,83,116
g08484,2574,2537
g08485,13,34
g08486,663,592
g08487,293,252
g08488,431,390
g08489,1,0
g08490,35,32
g08491,5,4
g08492,754,717
g08493,1648,1321
g08494,175,165
g08495,5,6
g08496,580,409
g08497,1,1
g08498,1120,934
g08499,226,212
g08500,49,39
g08501,2020,1923
g08502,819,842
g08503,0,3
g08504,746,768
g08505,522,509
g08506,473,343
g08507,3201,2826
g08508,225,218
g08509,49,43
g08510,327,294
g08511,0,0
g08512,500,493
g08513,440,394
g08514,94,63
g08515,0,2
g08516,1,3
g08517,314,238
g08518,1413,1396
g08519,1,0
g08520,3,2
g08521,3,1
g08522,219,130
g08523,1,0
g08524,32,22
g08525,3,3
g08526,572,620
g08527,257,223
g08528,648,535
g08529,913,832
g08530,508,497
g08531,106,100
g08532,1,2
g08533,0,0
g08534,0,0
g08535,0,0
g08536,1,0
g08537,0,1
g08538,0,0
g08539,0,0
g08540,0,0
g08541,2,1
g08542,5492,5562
g08543,264,353
g08544,34,32
g08545,1,1
g08546,7,5
g08547,127,105
g08548,308,316
g08549,495,463
g08550,1491,1302
g08551,6,6
g08552,2091,1478
g08553,3,3
g08554,251,235
g08555,657,530
g08556,56,33
g08557,1017,920
g08558,157,111
g08559,30,24
g08560,219,228
g08561,269,234
g08562,627,482
g08563,135,136
g08564,97,99
g08565,7,4
g08566,2,8
g08567,0,0
g08568,188,166
g08569,599,569
g08570,143,108
g08571,72,53
g08572,328,186
g08573,170,155
g08574,242,180
g08575,0,0
g08576,13,14
g08577,25,15
g08578,837,720
g08579,1014,978
g08580,1,0
g08581,0,1
g08582,149,86
g08583,6,4
g08584,1,0
g08585,0,2
g08586,0,0
g08587,2669,1959
g08588,384,246
g08589,1612,1152
g08590,0,0
g08591,0,0
g08592,807,867
g08593,32,32
g08594,0,0
g08595,0,2
g08596,88,77
g08597,104,132
g08598,8,24
g08599,139,119
g08600,276,180
g08601,187,170
g08602,1009,1059
g08603,543,675
g08604,631,658
g08605,454,395
g08606,40,39
g08607,0,0
g08608,0,0
g08609,1211,1296
g08610,70,65
g08611,188,148
g08612,278,216
g08613,441,594
g08614,0,0
g08615,3,1
g08616,0,1
g08617,0,1
g08618,7,0
g08619,1,0
g08620,10,14
g08621,685,703
g08622,421,410
g08623,732,640
g08624,265,264
g08625,141,107
g08626,105,83
g08627,3054,2988
g08628,133,158
g08629,741,693
g08630,1524,1651
g08631,21,25
g08632,3,6
g08633,734,570
g08634,1681,1632
g08635,306,256
g08636,238,221
g08637,4,5
g08638,0,0
g08639,0,0
g08640,644,541
g08641,459,386
g08642,205,172
g08643,2,3
g08644,316,309
g08645,6,2
g08646,323,354
g08647,2,1
g08648,159,137
g08649,0,0
g08650,0,1
g08651,812,635
g08652,1,0
g08653,239,201
g08654,3,4
g08655,1877,1781
g08656,0,0
g08657,131,164
g08658,2,0
g08659,227,211
g08660,435,352
g08661,3,0
g08662,0,1
g08663,59,56
g08664,43,61
g08665,5,7
g08666,514,463
g08667,297,233
g08668,298,201
g08669,310,293
g08670,761,591
g08671,1,0
g08672,1,1
g08673,3,0
g08674,521,456
g08675,102,91
g08676,178,147
g08677,1378,1191
g08678,104,105
g08679,1,1
g08680,13,18
g08681,0,0
g08682,57,40
g08683,1754,1225
g08684,11,11
g08685,2,3
g08686,2,1
g08687,1,2
g08688,233,199
g08689,2162,1823
g08690,2021,1811
g08691,383,325
g08692,3254,2578
g08693,3222,2885
g08694,57,59
g08695,30,26
g08696,285,197
g08697,1475,1961
g08698,235,264
g08699,19,26
g08700,641,602
g08701,596,500
g08702,131,110
g08703,211,242
g08704,16,50
g08705,651,567
g08706,1848,1520
g08707,421,252
g08708,1,0
g08709,0,1
g08710,0,0
g08711,0,0
g08712,0,0
g08713,39,42
g08714,0,0
g08715,0,1
g08716,0,0
g08717,0,0
g08718,0,0
g08719,0,0
g08720,1,0
g08721,0,0
g08722,195,182
g08723,4,1
g08724,86,78
g08725,3,7
g08726,521,530
g08727,66,71
g08728,5,1
g08729,854,898
g08730,494,420
g08731,1307,1224
g08732,58,55
g08733,28,32
g08734,210,228
g08735,1204,1221
g08736,324,400
g08737,0,0
g08738,0,1
g08739,333,346
g08740,554,578
g08741,1403,1401
g08742,29,31
g08743,37,38
g08744,412,359
g08745,1847,1538
g08746,733,467
g08747,735,467
g08748,1980,1647
g08749,3,5
g08750,311,395
g08751,202,288
g08752,9,16
g08753,224,180
g08754,0,2
g08755,0,1
g08756,285,313
g08757,13,24
g08758,232,201
g08759,44,40
g08760,2,3
g08761,410,378
g08762,605,544
g08763,2430,2385
g08764,197,188
g08765,53,54
g08766,0,1
g08767,1,0
g08768,2,0
g08769,1,1
g08770,1269,954
g08771,58,40
g08772,306,267
g08773,151,188
g08774,433,365
g08775,573,538
g08776,1893,1681
g08777,0,0
g08778,0,0
g08779,689,593
g08780,30,25
g08781,1230,1068
g08782,221,187
g08783,0,0
g08784,1,0
g08785,214,216
g08786,7,0
g08787,1,1
g08788,0,0
g08789,0,0
g08790,792,667
g08791,21,20
g08792,345,295
g08793,287,312
g08794,294,228
g08795,158,154
g08796,8,15
g08797,1237,939
g08798,236,230
g08799,36,21
g08800,692,702
g08801,6,7
g08802,30,22
g08803,54,56
g08804,43,47
g08805,0,0
g08806,360,444
g08807,677,814
g08808,63,55
g08809,13,15
g08810,404,340
g08811,205,190
g08812,256,260
g08813,2,6
g08814,946,746
g08815,1,0
g08816,1040,604
g08817,7,7
g08818,0,0
g08819,2,1
g08820,0,1
g08821,5,2
g08822,0,0
g08823,21,13
g08824,1,2
g08825,1,0
g08826,6,11
g08827,3,2
g08828,0,0
g08829,3,0
g08830,0,2
g08831,25,32
g08832,383,192
g08833,15001,17753
g08834,26,69
g08835,3,1
g08836,2,3
g08837,42,81
g08838,6,11
g08839,135852,182719
g08840,5738,2309
g08841,3,0
g08842,303,177
g08843,644,790
g08844,1852,2458
g08845,66,44
g08846,49,60
g08847,12,24
g08848,5753,5481
g08849,521,402
g08850,480,503
g08851,349,275
g08852,28,23
g08853,355,360
g08854,900,937
g08855,62,65
g08856,1154,1250
g08857,706,681
g08858,496,451
g08859,871,844
g08860,344,330
g08861,421,324
g08862,43,27
g08863,2985,2332
g08864,14,13
g08865,357,254
g08866,1285,974
g08867,649,597
g08868,135,115
g08869,35,27
g08870,366,258
g08871,24,22
g08872,8,12
g08873,0,0
g08874,1108,947
g08875,27,36
g08876,2,0
g08877,0,0
g08878,0,0
g08879,39,39
g08880,0,0
g08881,126,97
g08882,350,256
g08883,284,227
g08884,166,139
g08885,1,0
g08886,174,131
g08887,6,8
g08888,314,292
g08889,5044,3854
g08890,245,200
g08891,80,80
g08892,1381,841
g08893,0,1
g08894,732,428
g08895,3,1
g08896,347,249
g08897,548,498
g08898,0,1
g08899,0,0
g08900,376,319
g08901,24,27
g08902,78,71
g08903,57,52
g08904,0,0
g08905,0,0
g08906,0,0
g08907,0,0
g08908,0,0
g08909,335,399
g08910,1,0
g08911,129,96
g08912,217,214
g08913,546,339
g08914,40,25
g08915,211,220
g08916,19,12
g08917,364,279
g08918,41,39
g08919,964,926
g08920,2014,1827
g08921,0,0
g08922,1,1
g08923,210,243
g08924,4529,3715
g08925,287,235
g08926,375,320
g08927,12,7
g08928,370,319
g08929,975,996
g08930,572,571
g08931,218,191
g08932,732,620
g08933,1279,1183
g08934,13,11
g08935,33,25
g08936,241,221
g08937,984,867
g08938,172,186
g08939,257,297
g08940,408,368
g08941,15,21
g08942,2,0
g08943,1,2
g08944,178,85
g08945,2093,1914
g08946,1427,1380
g08947,8660,9761
g08948,48,47
g08949,216,186
g08950,49,46
g08951,284,253
g08952,262,203
g08953,387,289
g08954,1,0
g08955,0,1
g08956,122,125
g08957,327,242
g08958,207,150
g08959,327,296
g08960,586,444
g08961,695,532
g08962,0,2
g08963,2777,2449
g08964,921,950
g08965,3,2
g08966,133,83
g08967,19,9
g08968,3203,2504
g08969,36,26
g08970,396,291
g08971,273,204
g08972,26,28
g08973,398,384
g08974,546,470
g08975,10,9
g08976,91,83
g08977,0,3
g08978,0,0
g08979,0,0
g08980,0,2
g08981,2,0
g08982,96,85
g08983,1336,951
g08984,32,39
g08985,15,5
g08986,773,734
g08987,403,395
g08988,1053,999
g08989,986,799
g08990,157,169
g08991,2033,1752
g08992,0,1
g08993,2,2
g08994,274,298
g08995,272,258
g08996,3,9
g08997,25,7
g08998,0,0
g08999,0,0
g09000,261,231
g09001,982,841
g09002,0,0
g09003,0,0
g09004,1,0
g09005,412,360
g09006,415,385
g09007,57,38
g09008,1,0
g09009,0,0
g09010,25,10
g09011,1291,1153
g09012,485,432
g09013,2551,2221
g09014,223,196
g09015,1,2
g09016,3,2
g09017,1287,1152
g09018,0,1
g09019,921,674
g09020,1006,864
g09021,344,352
g09022,1206,1091
g09023,0,0
g09024,365,152
g09025,18,16
g09026,6,5
g09027,1,0
g09028,120,99
g09029,1409,1036
g09030,831,714
g09031,131,105
g09032,191,211
g09033,319,282
g09034,21,14
g09035,0,1
g09036,146,118
g09037,1342,1108
g09038,275,254
g09039,0,0
g09040,0,0
g09041,1,0
g09042,0,0
g09043,0,0
g09044,2,0
g09045,692,593
g09046,667,675
g09047,2641,2377
g09048,105,121
g09049,841,712
g09050,20,13
g09051,0,0
g09052,0,0
g09053,161,133
g09054,37,29
g09055,87,74
g09056,1108,775
g09057,10,7
g09058,217,214
g09059,21,26
g09060,1086,1079
g09061,24,14
g09062,678,578
g09063,698,638
g09064,24,15
g09065,1005,926
g09066,249,276
g09067,3,2
g09068,28,22
g09069,55,50
g09070,666,505
g09071,29,32
g09072,469,364
g09073,0,1
g09074,722,614
g09075,988,1033
g09076,1,1
g09077,18,20
g09078,1219,1080
g09079,0,4
g09080,8,4
g09081,299,283
g09082,0,0
g09083,402,350
g09084,0,0
g09085,0,0
g09086,269,259
g09087,250,250
g09088,93,73
g09089,0,2
g09090,400,377
g09091,0,0
g09092,0,0
g09093,0,0
g09094,0,0
g09095,0,0
g09096,0,0
g09097,11,8
g09098,0,0
g09099,2,0
g09100,90,83
g09101,79,39
g09102,0,0
g09103,219,245
g09104,885,903
g09105,360,307
g09106,362,307
g09107,477,367
g09108,120,114
g09109,205,171
g09110,402,367
g09111,4,1
g09112,0,0
g09113,0,0
g09114,0,0
g09115,0,0
g09116,0,0
g09117,0,0
g09118,0,0
g09119,0,0
g09120,0,0
g09121,0,0
g09122,0,0
g09123,0,0
g09124,0,0
g09125,0,0
g09126,0,0
g09127,0,0
g09128,0,0
g09129,0,0
g09130,0,0
g09131,63,47
g09132,18,13
g09133,83,73
g09134,875,865
g09135,1281,1203
g09136,20,15
g09137,322,215
g09138,2,2
g09139,1359,1257
g09140,983,869
g09141,13,11
g09142,247,214
g09143,230,188
g09144,21,10
g09145,713,735
g09146,16,21
g09147,1,1
g09148,303,215
g09149,214,242
g09150,23,17
g09151,2634,2243
g09152,8107,8237
g09153,3,5
g09154,307,355
g09155,169,169
g09156,162,143
g09157,23,15
g09158,162,139
g09159,100,94
g09160,235,254
g09161,28,26
g09162,998,998
g09163,13,13
g09164,465,386
g09165,67,52
g09166,345,327
g09167,53,40
g09168,93,91
g09169,33,31
g09170,212,161
g09171,250,285
g09172,443,428
g09173,3,3
g09174,832,671
g09175,791,586
g09176,0,0
g09177,33,23
g09178,285,206
g09179,10,14
g09180,2,1
g09181,0,0
g09182,215,173
g09183,649,532
g09184,3,0
g09185,4,1
g09186,0,1
g09187,0,1
g09188,0,0
g09189,2315,2057
g09190,14,15
g09191,38,28
g09192,150,143
g09193,3,8
g09194,4,8
g09195,9,4
g09196,288,261
g09197,9,13
g09198,0,0
g09199,98,77
g09200,56,31
g09201,0,2
g09202,0,0
g09203,25,21
g09204,307,182
g09205,71,59
g09206,3554,3184
g09207,78,83
g09208,2,2
g09209,1,1
g09210,541,551
g09211,3127,2573
g09212,73,54
g09213,145,103
g09214,1721,1662
g09215,0,0
g09216,0,0
g09217,710,569
g09218,89,78
g09219,0,0
g09220,2,1
g09221,1,1
g09222,1640,1437
g09223,0,0
g09224,7,6
g09225,1,1
g09226,0,1
g09227,324,300
g09228,12,6
g09229,10,11
g09230,1138,1254
g09231,1191,1141
g09232,0,1
g09233,4,8
g09234,0,1
g09235,481,460
g09236,1,2
g09237,4,3
g09238,299,196
g09239,7,5
g09240,1678,1510
g09241,195,162
g09242,460,396
g09243,375,396
g09244,212,207
g09245,2004,2055
g09246,577,626
g09247,228,158
g09248,355,260
g09249,0,2
g09250,399,364
g09251,2,4
g09252,1729,1647
g09253,36,13
g09254,16,9
g09255,576,538
g09256,477,403
g09257,417,389
g09258,1113,992
g09259,262,209
g09260,142,105
g09261,498,444
g09262,1,0
g09263,415,405
g09264,138,122
g09265,0,0
g09266,0,0
g09267,694,616
g09268,1416,1330
g09269,1,1
g09270,1,2
g09271,1,38
g09272,21,22
g09273,990,920
g09274,5,2
g09275,0,0
g09276,1026,775
g09277,727,730
g09278,32,44
g09279,6,4
g09280,8,2
g09281,0,0
g09282,974,944
g09283,1085,995
g09284,1034,793
g09285,183,130
g09286,746,660
g09287,90,77
g09288,0,0
g09289,740,722
g09290,1032,831
g09291,1,2
g09292,1067,1017
g09293,7,11
g09294,719,589
g09295,2,1
g09296,1743,1720
g09297,588,505
g09298,503,512
g09299,2,0
g09300,0,0
g09301,268,207
g09302,1170,1063
g09303,1,2
g09304,139,126
g09305,75,80
g09306,193,158
g09307,203,257
g09308,310,232
g09309,211,149
g09310,0,0
g09311,152,162
g09312,4,5
g09313,311,299
g09314,97,85
g09315,250,157
g09316,0,1
g09317,115,110
g09318,145,117
g09319,815,673
g09320,91,76
g09321,1309,1221
g09322,164,149
g09323,1288,1334
g09324,4,0
g09325,5,4
g09326,0,0
g09327,5,4
g09328,1,0
g09329,894,838
g09330,1,0
g09331,51,51
g09332,2502,2761
g09333,372,376
g09334,6512,7875
g09335,10,3
g09336,56,67
g09337,8,3
g09338,49,156
g09339,9,14
g09340,143,133
g09341,72,64
g09342,2455,2057
g09343,205,155
g09344,15,19
g09345,382,304
g09346,5,7
g09347,268,202
g09348,118,85
g09349,0,2
g09350,68,54
g09351,12149,10817
g09352,1703,1625
g09353,5,8
g09354,0,1
g09355,42,49
g09356,1777,1731
g09357,0,1
g09358,1,1
g09359,169,124
g09360,127,102
g09361,2,5
g09362,519,444
g09363,4,7
g09364,229,201
g09365,389,364
g09366,754,642
g09367,588,524
g09368,131,102
g09369,116,67
g09370,0,0
g09371,44,44
g09372,2,5
g09373,93,71
g09374,481,385
g09375,4,1
g09376,59,46
g09377,7,3
g09378,216,161
g09379,53,55
g09380,21,21
g09381,4,2
g09382,0,1
g09383,0,0
g09384,249,227
g09385,93,107
g09386,8,12
g09387,778,841
g09388,1,1
g09389,1681,1527
g09390,1002,893
g09391,1147,895
g09392,6,7
g09393,253,200
g09394,14,6
g09395,1016,907
g09396,3,0
g09397,244,216
g09398,130,127
g09399,68,67
g09400,41,43
g09401,2,1
g09402,93,89
g09403,2732,2228
g09404,49,43
g09405,220,208
g09406,467,499
g09407,18,9
g09408,1,6
g09409,146,158
g09410,0,0
g09411,0,0
g09412,0,0
g09413,84,100
g09414,42,36
g09415,6,4
g09416,22,16
g09417,164,105
g09418,1794,1392
g09419,3,5
g09420,518,506
g09421,0,4
g09422,760,652
g09423,0,0
g09424,0,0
g09425,0,2
g09426,0,0
g09427,14,15
g09428,0,2
g09429,1,0
g09430,1,0
g09431,0,3
g09432,563,441
g09433,629,483
g09434,1,1
g09435,0,0
g09436,0,0
g09437,147,130
g09438,0,0
g09439,345,335
g09440,0,1
g09441,0,1
g09442,0,0
g09443,0,0
g09444,1031,845
g09445,2,0
g09446,0,0
g09447,0,0
g09448,113,73
g09449,795,666
g09450,50,41
g09451,1309,1139
g09452,0,0
g09453,0,0
g09454,0,0
g09455,206,181
g09456,18,22
g09457,246,202
g09458,0,0
g09459,30,17
g09460,113,130
g09461,502,521
g09462,196,136
g09463,229,224
g09464,542,441
g09465,26,16
g09466,509,335
g09467,1042,854
g09468,3,2
g09469,1768,1667
g09470,2,0
g09471,1,0
g09472,1333,1280
g09473,259,237
g09474,175,123
g09475,827,702
g09476,0,0
g09477,91,78
g09478,11,3
g09479,818,655
g09480,550,473
g09481,912,758
g09482,121,84
g09483,0,0
g09484,0,0
g09485,363,332
g09486,0,1
g09487,532,377
g09488,1,0
g09489,0,0
g09490,0,0
g09491,0,0
g09492,0,0
g09493,0,0
g09494,0,0
g09495,0,0
g09496,0,0
g09497,0,0
g09498,0,0
g09499,0,0
g09500,0,0
g09501,0,0
g09502,0,0
g09503,0,0
g09504,0,0
g09505,0,0
g09506,0,0
g09507,0,0
g09508,0,0
g09509,0,0
g09510,0,0
g09511,0,0
g09512,0,0
g09513,0,0
g09514,0,0
g09515,1,0
g09516,0,0
g09517,539,407
g09518,1704,1362
g09519,70,64
g09520,2,0
g09521,3,1
g09522,72,59
g09523,369,331
g09524,83,82
g09525,821,899
g09526,588,541
g09527,0,0
g09528,215,220
g09529,213,251
g09530,45,58
g09531,1142,1017
g09532,9,15
g09533,0,0
g09534,653,558
g09535,1030,813
g09536,17,25
g09537,3,3
g09538,0,1
g09539,216,157
g09540,0,0
g09541,0,0
g09542,0,0
g09543,1689,1663
g09544,2323,2010
g09545,7,9
g09546,1,0
g09547,0,5
g09548,777,637
g09549,158,136
g09550,0,0
g09551,800,636
g09552,1,2
g09553,0,2
g09554,1198,1256
g09555,159,176
