,het_E15.5_f4,het_E15.5_f5
g13402,0,0
g13403,1,0
g13404,0,0
g13405,1,0
g13406,0,0
g13407,1,0
g13408,0,0
g13409,0,0
g13410,0,0
g13411,0,0
g13412,0,0
g13413,0,0
g13414,0,0
g13415,0,0
g13416,0,0
g13417,0,0
g13418,0,0
g13419,0,0
g13420,0,0
g13421,0,1
g13422,0,0
g13423,0,0
g13424,0,0
g13425,0,0
g13426,0,0
g13427,0,0
g13428,0,0
g13429,0,0
g13430,0,0
g13431,0,0
g13432,0,0
g13433,0,0
g13434,0,0
g13435,0,0
g13436,1,0
g13437,0,0
g13438,0,0
g13439,0,0
g13440,0,0
g13441,0,0
g13442,0,0
g13443,0,0
g13444,0,0
g13445,0,0
g13446,0,1
g13447,0,0
g13448,0,0
g13449,0,0
g13450,0,0
g13451,0,0
g13452,0,0
g13453,0,0
g13454,0,0
g13455,0,0
g13456,0,0
g13457,0,0
g13458,0,0
g13459,0,0
g13460,0,0
g13461,0,0
g13462,0,0
g13463,0,0
g13464,0,0
g13465,0,0
g13466,0,0
g13467,0,0
g13468,0,0
g13469,0,0
g13470,0,0
g13471,0,0
g13472,0,0
g13473,0,1
g13474,0,0
g13475,1,0
g13476,0,0
g13477,0,0
g13478,0,0
g13479,0,0
g13480,1,0
g13481,0,0
g13482,0,0
g13483,0,0
g13484,0,0
g13485,0,0
g13486,0,0
g13487,1,0
g13488,0,0
g13489,0,0
g13490,366,394
g13491,645,762
g13492,1828,2007
g13493,34,21
g13494,1133,976
g13495,44,51
g13496,456,385
g13497,349,335
g13498,313,293
g13499,2039,2029
g13500,0,0
g13501,217,205
g13502,2966,2611
g13503,580,582
g13504,7,2
g13505,79,125
g13506,48,20
g13507,402,485
g13508,65,25
g13509,490,572
g13510,191,214
g13511,6,6
g13512,8,4
g13513,637,485
g13514,835,886
g13515,189,205
g13516,1678,2313
g13517,0,1
g13518,4015,3998
g13519,2,2
g13520,26,20
g13521,400,460
g13522,126,163
g13523,1151,1321
g13524,359,506
g13525,167,184
g13526,866,1014
g13527,16,25
g13528,1339,1305
g13529,1218,1295
g13530,276,394
g13531,772,1007
g13532,2,6
g13533,159,260
g13534,237,241
g13535,14,15
g13536,409,384
g13537,443,545
g13538,50,54
g13539,96,152
g13540,0,0
g13541,220,224
g13542,202,203
g13543,145,217
g13544,368,444
g13545,652,692
g13546,4,5
g13547,486,537
g13548,7,9
g13549,118,144
g13550,771,869
g13551,81,73
g13552,1,1
g13553,110,105
g13554,38,28
g13555,315,349
g13556,1180,1261
g13557,0,0
g13558,0,0
g13559,0,0
g13560,421,501
g13561,44,54
g13562,1360,1347
g13563,16,15
g13564,160,115
g13565,0,1
g13566,16,15
g13567,828,1106
g13568,220,253
g13569,333,280
g13570,921,896
g13571,32,27
g13572,65,60
g13573,1998,2388
g13574,233,257
g13575,215,335
g13576,98,109
g13577,3503,4436
g13578,512,354
g13579,223,210
g13580,129,48
g13581,0,0
g13582,368,332
g13583,1236,1125
g13584,206,210
g13585,554,547
g13586,897,842
g13587,6155,6132
g13588,0,0
g13589,235,212
g13590,62,69
g13591,948,978
g13592,2,1
g13593,14,6
g13594,54,28
g13595,2,4
g13596,47,33
g13597,2645,2935
g13598,33,20
g13599,0,0
g13600,12,10
g13601,287,290
g13602,85,109
g13603,0,1
g13604,85,54
g13605,837,987
g13606,375,435
g13607,32,37
g13608,816,688
g13609,2,6
g13610,21,30
g13611,5,0
g13612,4025,3881
g13613,1221,1140
g13614,1,0
g13615,7,3
g13616,2,0
g13617,242,245
g13618,121,107
g13619,139,162
g13620,0,0
g13621,0,0
g13622,75,112
g13623,1,7
g13624,14,9
g13625,572,551
g13626,0,0
g13627,217,237
g13628,106,65
g13629,496,426
g13630,72,73
g13631,1257,1194
g13632,9,15
g13633,952,993
g13634,454,529
g13635,13,12
g13636,25,21
g13637,524,517
g13638,0,2
g13639,18,21
g13640,728,477
g13641,0,0
g13642,0,0
g13643,0,0
g13644,0,0
g13645,0,0
g13646,0,0
g13647,0,0
g13648,0,0
g13649,0,0
g13650,0,0
g13651,0,0
g13652,0,0
g13653,0,0
g13654,0,0
g13655,0,0
g13656,0,0
g13657,0,0
g13658,0,0
g13659,0,0
g13660,0,0
g13661,0,0
g13662,0,0
g13663,0,0
g13664,0,0
g13665,0,0
g13666,0,0
g13667,0,0
g13668,0,0
g13669,0,0
g13670,0,0
g13671,0,0
g13672,0,0
g13673,0,1
g13674,0,0
g13675,0,0
g13676,0,0
g13677,1,0
g13678,0,0
g13679,0,0
g13680,0,0
g13681,0,0
g13682,0,0
g13683,82,100
g13684,3,1
g13685,619,595
g13686,798,972
g13687,286,290
g13688,329,373
g13689,333,338
g13690,14,22
g13691,183,145
g13692,13,11
g13693,158,106
g13694,0,0
g13695,106,148
g13696,1,2
g13697,43,66
g13698,3,1
g13699,3,5
g13700,621,563
g13701,0,0
g13702,1,6
g13703,1,1
g13704,8830,13044
g13705,67,86
g13706,1518,1697
g13707,209,203
g13708,370,305
g13709,0,0
g13710,11,14
g13711,158,136
g13712,2,0
g13713,553,602
g13714,41,35
g13715,13,8
g13716,13,5
g13717,0,0
g13718,1,2
g13719,0,0
g13720,1122,1150
g13721,5,6
g13722,98,119
g13723,78,137
g13724,2,1
g13725,2,1
g13726,1809,2206
g13727,1,1
g13728,9,9
g13729,0,0
g13730,604,525
g13731,583,487
g13732,470,521
g13733,2302,1950
g13734,341,451
g13735,15,24
g13736,203,202
g13737,342,280
g13738,323,329
g13739,3,3
g13740,8,2
g13741,778,713
g13742,812,781
g13743,280,275
g13744,304,313
g13745,160,146
g13746,249,159
g13747,1117,1142
g13748,144,200
g13749,620,523
g13750,61,85
g13751,124,120
g13752,147,157
g13753,312,270
g13754,0,2
g13755,569,566
g13756,371,334
g13757,39,44
g13758,361,400
g13759,7,14
g13760,122,134
g13761,19,15
g13762,2,8
g13763,910,996
g13764,10,4
g13765,883,693
g13766,219,164
g13767,470,507
g13768,152,147
g13769,1531,1202
g13770,221,154
g13771,0,0
g13772,816,908
g13773,26,9
g13774,2,0
g13775,513,564
g13776,997,996
g13777,3298,3634
g13778,851,1005
g13779,223,236
g13780,365,404
g13781,132,128
g13782,1161,1005
g13783,289,436
g13784,12,14
g13785,1158,1052
g13786,708,846
g13787,961,849
g13788,312,209
g13789,30,15
g13790,235,236
g13791,3799,4095
g13792,738,782
g13793,154,143
g13794,229,171
g13795,525,533
g13796,661,608
g13797,50,33
g13798,914,860
g13799,72,84
g13800,235,219
g13801,42,16
g13802,7,18
g13803,0,0
g13804,109,122
g13805,183,183
g13806,374,291
g13807,510,536
g13808,1377,1626
g13809,328,272
g13810,287,314
g13811,681,562
g13812,0,4
g13813,39,40
g13814,2307,2429
g13815,86,81
g13816,630,578
g13817,416,386
g13818,1075,914
g13819,50,47
g13820,186,172
g13821,431,360
g13822,11,10
g13823,776,838
g13824,7,5
g13825,1079,1058
g13826,80,92
g13827,835,1014
g13828,1,2
g13829,1251,1365
g13830,1,3
g13831,0,0
g13832,1,0
g13833,134,182
g13834,7,7
g13835,0,0
g13836,68,68
g13837,58,55
g13838,131,117
g13839,7,5
g13840,5,1
g13841,1,0
g13842,805,709
g13843,147,110
g13844,0,2
g13845,0,0
g13846,1149,1147
g13847,303,302
g13848,65,67
g13849,0,2
g13850,1,1
g13851,1478,1935
g13852,287,367
g13853,682,730
g13854,1,0
g13855,0,0
g13856,0,0
g13857,4,1
g13858,694,604
g13859,8989,8795
g13860,524,620
g13861,60,73
g13862,2013,2050
g13863,987,1168
g13864,1590,1505
g13865,329,317
g13866,0,5
g13867,114,104
g13868,100,110
g13869,14,19
g13870,1,3
g13871,2036,3129
g13872,338,354
g13873,1106,1139
g13874,8,7
g13875,1783,1818
g13876,1030,1018
g13877,526,651
g13878,223,166
g13879,939,929
g13880,324,430
g13881,15,8
g13882,4576,4830
g13883,403,470
g13884,1286,1104
g13885,1944,1597
g13886,35,39
g13887,6,4
g13888,15,8
g13889,66,67
g13890,111,124
g13891,45,49
g13892,697,930
g13893,136,147
g13894,369,323
g13895,40,48
g13896,2199,2099
g13897,7,3
g13898,566,929
g13899,218,227
g13900,171,178
g13901,924,892
g13902,1,2
g13903,0,0
g13904,195,251
g13905,58,59
g13906,0,0
g13907,0,0
g13908,3676,3755
g13909,208,188
g13910,644,662
g13911,15,23
g13912,61,62
g13913,191,174
g13914,4,6
g13915,10,8
g13916,728,721
g13917,644,807
g13918,352,245
g13919,0,0
g13920,746,748
g13921,1,0
g13922,1101,1133
g13923,1,3
g13924,1,10
g13925,0,1
g13926,0,1
g13927,1,0
g13928,11,20
g13929,954,911
g13930,0,0
g13931,98,87
g13932,441,453
g13933,648,823
g13934,0,0
g13935,0,0
g13936,2193,1849
g13937,3,5
g13938,1333,1333
g13939,1,0
g13940,3,2
g13941,1643,1298
g13942,52,69
g13943,660,719
g13944,4,4
g13945,5,10
g13946,369,304
g13947,939,866
g13948,1616,1682
g13949,253,269
g13950,617,406
g13951,2,0
g13952,0,0
g13953,303,272
g13954,310,280
g13955,274,214
g13956,372,371
g13957,254,188
g13958,71,62
g13959,42,42
g13960,876,860
g13961,31,35
g13962,67,47
g13963,1257,1330
g13964,77,61
g13965,494,601
g13966,59,50
g13967,383,483
g13968,475,427
g13969,117,125
g13970,1938,1762
g13971,462,495
g13972,92,85
g13973,424,459
g13974,875,891
g13975,1,1
g13976,293,313
g13977,344,393
g13978,58,60
g13979,0,0
g13980,2,0
g13981,837,741
g13982,624,668
g13983,708,871
g13984,63,58
g13985,474,430
g13986,113,112
g13987,991,919
g13988,1056,1054
g13989,20,51
g13990,0,0
g13991,0,0
g13992,1,0
g13993,693,799
g13994,1,1
g13995,70,52
g13996,7,4
g13997,313,336
g13998,147,188
g13999,441,376
g14000,23,13
g14001,428,551
g14002,51,74
g14003,0,0
g14004,1,0
g14005,442,487
g14006,174,213
g14007,16,12
g14008,0,0
g14009,187,167
g14010,0,2
g14011,10,7
g14012,23,2
g14013,16,10
g14014,5,1
g14015,351,293
g14016,146,169
g14017,1945,2419
g14018,464,525
g14019,0,0
g14020,719,707
g14021,259,299
g14022,223,196
g14023,529,525
g14024,158,131
g14025,1,0
g14026,89,78
g14027,860,974
g14028,12,6
g14029,43,49
g14030,772,696
g14031,530,429
g14032,3,0
g14033,20,13
g14034,106,71
g14035,19,11
g14036,49,38
g14037,0,0
g14038,3737,3538
g14039,3532,4073
g14040,0,0
g14041,2,1
g14042,2517,2190
g14043,101,104
g14044,209,154
g14045,38,60
g14046,60,65
g14047,695,709
g14048,4,2
g14049,0,1
g14050,11,15
g14051,382,400
g14052,234,245
g14053,916,1013
g14054,41,33
g14055,153,163
g14056,0,0
g14057,146,111
g14058,8,13
g14059,17,33
g14060,702,849
g14061,289,228
g14062,559,523
g14063,1,1
g14064,0,0
g14065,3,8
g14066,327,328
g14067,14,6
g14068,0,0
g14069,322,255
g14070,1805,1682
g14071,0,0
g14072,0,2
g14073,3,2
g14074,0,1
g14075,30,19
g14076,1,0
g14077,2,3
g14078,39,43
g14079,404,568
g14080,2202,2007
g14081,310,331
g14082,673,652
g14083,107,120
g14084,2,0
g14085,2,0
g14086,2,2
g14087,0,0
g14088,0,0
g14089,0,0
g14090,0,0
g14091,2,1
g14092,662,695
g14093,1731,1781
g14094,0,0
g14095,0,1
g14096,0,2
g14097,41,57
g14098,200,185
g14099,0,0
g14100,107,107
g14101,2,1
g14102,2,0
g14103,10,12
g14104,84,69
g14105,1,1
g14106,36,41
g14107,522,404
g14108,32,28
g14109,212,183
g14110,3,3
g14111,1,1
g14112,501,464
g14113,2446,2348
g14114,888,814
g14115,211,152
g14116,205,217
g14117,0,2
g14118,0,0
g14119,0,0
g14120,0,0
g14121,0,0
g14122,0,0
g14123,0,0
g14124,0,0
g14125,726,709
g14126,804,1070
g14127,22,47
g14128,4,9
g14129,0,2
g14130,0,1
g14131,8,3
g14132,296,378
g14133,0,0
g14134,1,3
g14135,3,5
g14136,0,0
g14137,104,169
g14138,181,160
g14139,3,2
g14140,92,89
g14141,57,31
g14142,1151,1125
g14143,573,662
g14144,1048,1044
g14145,14,17
g14146,2,0
g14147,1,1
g14148,474,508
g14149,400,390
g14150,1,4
g14151,0,0
g14152,0,0
g14153,0,0
g14154,0,0
g14155,0,0
g14156,0,0
g14157,0,0
g14158,0,0
g14159,0,0
g14160,0,0
g14161,2,0
g14162,20,34
g14163,1613,1687
g14164,109,101
g14165,1148,1235
g14166,124,129
g14167,442,569
g14168,2108,2077
g14169,112,78
g14170,27,16
g14171,5,3
g14172,5,7
g14173,394,423
g14174,2,0
g14175,91,81
g14176,97,110
g14177,1437,1565
g14178,1,1
g14179,41,50
g14180,520,865
g14181,1172,1045
g14182,495,501
g14183,66,52
g14184,1033,1108
g14185,219,248
g14186,390,389
g14187,182,153
g14188,2170,2102
g14189,1,1
g14190,0,0
g14191,0,0
g14192,0,1
g14193,0,0
g14194,0,0
g14195,4,0
g14196,1,0
g14197,0,0
g14198,0,0
g14199,1,0
g14200,1,0
g14201,6,1
g14202,0,1
g14203,0,0
g14204,256,139
g14205,192,162
g14206,554,612
g14207,45,51
g14208,19,11
g14209,18,26
g14210,354,444
g14211,343,387
g14212,79,84
g14213,17,12
g14214,1629,1583
g14215,2,2
g14216,3182,3192
g14217,1073,1042
g14218,35,40
g14219,92,87
g14220,2,3
g14221,1658,1777
g14222,1376,1473
g14223,439,429
g14224,388,438
g14225,1,0
g14226,361,348
g14227,578,925
g14228,28,45
g14229,207,173
g14230,12,7
g14231,205,191
g14232,708,856
g14233,2,1
g14234,1772,1905
g14235,333,303
g14236,75,71
g14237,33,25
g14238,98,89
g14239,1057,959
g14240,52,104
g14241,474,367
g14242,4,2
g14243,1119,1381
g14244,11,19
g14245,1034,1192
g14246,8,1
g14247,17,26
g14248,1205,1234
g14249,1120,1174
g14250,505,496
g14251,596,690
g14252,4944,4623
g14253,678,688
g14254,738,589
g14255,58,68
g14256,470,502
g14257,1003,1081
g14258,437,461
g14259,1,1
g14260,515,665
g14261,18,16
g14262,1110,862
g14263,47,68
g14264,293,281
g14265,92,86
g14266,27,18
g14267,939,695
g14268,445,360
g14269,603,667
g14270,323,298
g14271,1143,1391
g14272,0,0
g14273,343,354
g14274,0,0
g14275,859,786
g14276,3,1
g14277,158,169
g14278,4382,4406
g14279,928,973
g14280,1,0
g14281,271,281
g14282,753,794
g14283,0,0
g14284,396,368
g14285,880,537
g14286,712,632
g14287,3,1
g14288,541,665
g14289,569,661
g14290,6,17
g14291,484,362
g14292,83,115
g14293,0,0
g14294,0,0
g14295,73,58
g14296,419,465
g14297,28,53
g14298,1647,1825
g14299,15,13
g14300,178,228
g14301,1,2
g14302,1,0
g14303,183,255
g14304,5,8
g14305,221,229
g14306,546,495
g14307,281,351
g14308,1,0
g14309,0,0
g14310,9,8
g14311,293,445
g14312,2222,2836
g14313,135,139
g14314,1752,1974
g14315,540,639
g14316,115,119
g14317,770,902
g14318,157,161
g14319,2210,2464
g14320,2,0
g14321,20,30
g14322,0,0
g14323,1,0
g14324,1,0
g14325,3357,3391
g14326,212,198
g14327,6,3
g14328,0,0
g14329,223,270
g14330,85,77
g14331,259,255
g14332,0,4
g14333,0,1
g14334,8,18
g14335,369,265
g14336,49,55
g14337,5,3
g14338,250,174
g14339,9,7
g14340,1,1
g14341,1,0
g14342,2,2
g14343,993,1012
g14344,2619,2977
g14345,182,201
g14346,135,157
g14347,684,673
g14348,33,49
g14349,148,130
g14350,3,5
g14351,0,0
g14352,0,1
g14353,1422,1660
g14354,6,18
g14355,486,481
g14356,851,947
g14357,1,0
g14358,161,149
g14359,3,0
g14360,0,0
g14361,2,0
g14362,0,0
g14363,0,0
g14364,0,0
g14365,0,0
g14366,0,0
g14367,0,0
g14368,2,3
g14369,12,17
g14370,4,5
g14371,1351,1396
g14372,469,440
g14373,7,8
g14374,81,66
g14375,411,501
g14376,20,20
g14377,0,1
g14378,0,0
g14379,0,0
g14380,0,0
g14381,0,0
g14382,0,0
g14383,0,0
g14384,1,0
g14385,0,0
g14386,0,0
g14387,1,0
g14388,0,0
g14389,1,0
g14390,281,253
g14391,1239,1214
g14392,3458,2869
g14393,359,363
g14394,187,180
g14395,62,76
g14396,215,290
g14397,3,5
g14398,111,75
g14399,1642,1708
g14400,436,535
g14401,632,613
g14402,749,964
g14403,36,30
g14404,8,5
g14405,53,66
g14406,681,709
g14407,46,26
g14408,0,0
g14409,14,8
g14410,3,3
g14411,471,464
g14412,793,864
g14413,22,17
g14414,494,635
g14415,1,0
g14416,10,9
g14417,168,149
g14418,111,136
g14419,24,24
g14420,853,1189
g14421,1076,1319
g14422,2156,2399
g14423,0,0
g14424,3,1
g14425,401,458
g14426,50,53
g14427,927,951
g14428,1959,2079
g14429,628,823
g14430,1091,1033
g14431,472,522
g14432,473,502
g14433,22,11
g14434,116,117
g14435,201,225
g14436,483,486
g14437,441,480
g14438,179,217
g14439,671,766
g14440,132,225
g14441,67,59
g14442,382,357
g14443,1027,871
g14444,3,2
g14445,748,742
g14446,110,112
g14447,66,81
g14448,4,6
g14449,1251,1473
g14450,321,298
g14451,193,141
g14452,6,3
g14453,91,141
g14454,0,3
g14455,1357,1339
g14456,15,1
g14457,191,244
g14458,383,486
g14459,0,0
g14460,0,0
g14461,350,335
g14462,2,2
g14463,0,1
g14464,773,848
g14465,1,0
g14466,9,4
g14467,2,0
g14468,0,0
g14469,146,114
g14470,8,10
g14471,1,0
g14472,70,60
g14473,0,0
g14474,0,1
g14475,0,0
g14476,185,184
g14477,746,685
g14478,518,519
g14479,14,16
g14480,915,913
g14481,32,46
g14482,4,2
g14483,341,400
g14484,640,850
g14485,36,53
g14486,669,596
g14487,143,126
g14488,221,266
g14489,4,1
g14490,4,0
g14491,0,0
g14492,2,1
g14493,19,4
g14494,1,1
g14495,164,221
g14496,0,0
g14497,5,0
g14498,187,221
g14499,733,708
g14500,0,0
g14501,1237,1119
g14502,1251,1330
g14503,621,637
g14504,2,4
g14505,240,255
g14506,1,0
g14507,2,0
g14508,457,554
g14509,18574,20456
g14510,950,952
g14511,1459,1474
g14512,18,18
g14513,799,672
g14514,977,917
g14515,10,9
g14516,164,171
g14517,3,3
g14518,2,2
g14519,31,32
g14520,10,6
g14521,0,0
g14522,0,0
g14523,1,0
g14524,0,0
g14525,0,0
g14526,0,0
g14527,1,1
g14528,0,0
g14529,0,0
g14530,0,0
g14531,0,0
g14532,0,0
g14533,0,0
g14534,0,0
g14535,0,0
g14536,0,0
g14537,0,0
g14538,0,0
g14539,0,0
g14540,0,2
g14541,18,33
g14542,8,6
g14543,0,0
g14544,0,0
g14545,2,0
g14546,66,96
g14547,24,45
g14548,1,0
g14549,4,4
g14550,54,95
g14551,3,2
g14552,64,114
g14553,215,343
g14554,58,47
g14555,5,3
g14556,35,16
g14557,301,153
g14558,98,78
g14559,25,29
g14560,1,0
g14561,101,141
g14562,296,330
g14563,30,29
g14564,796,772
g14565,1509,1382
g14566,180,218
g14567,195,181
g14568,0,0
g14569,540,616
g14570,138,132
g14571,1638,2417
g14572,1490,1362
g14573,29,23
g14574,276,318
g14575,74,95
g14576,0,2
g14577,0,0
g14578,12,23
g14579,137,131
g14580,4,3
g14581,3,4
g14582,8,10
g14583,35,47
g14584,202,177
g14585,851,767
g14586,92,83
g14587,33,39
g14588,2528,2606
g14589,743,755
g14590,29,23
g14591,0,0
g14592,0,0
g14593,116,134
g14594,0,0
g14595,575,679
g14596,0,2
g14597,29,17
g14598,1236,1333
g14599,128,150
g14600,50,47
g14601,3,1
g14602,51,4
g14603,221,195
g14604,86,86
g14605,13,10
g14606,0,1
g14607,240,259
g14608,364,391
g14609,11,1
g14610,17,6
g14611,839,785
g14612,244,294
g14613,558,527
g14614,309,330
g14615,139,146
g14616,120,96
g14617,7,2
g14618,1169,1033
g14619,1805,1915
g14620,320,277
g14621,102,138
g14622,960,1064
g14623,93,129
g14624,1041,1206
g14625,308,415
g14626,85,94
g14627,310,362
g14628,1,1
g14629,3,2
g14630,10,1
g14631,303,328
g14632,451,401
g14633,0,0
g14634,0,0
g14635,0,3
g14636,5,8
g14637,10,11
g14638,1067,1359
g14639,336,322
g14640,1,0
g14641,655,644
g14642,222,260
g14643,3,8
g14644,1,0
g14645,0,0
g14646,0,0
g14647,0,0
g14648,222,281
g14649,143,125
g14650,245,206
g14651,10,25
g14652,419,463
g14653,0,0
g14654,385,440
g14655,10,28
g14656,1874,2485
g14657,256,368
g14658,2249,3097
g14659,2611,3437
g14660,12,21
g14661,2,2
g14662,1,0
g14663,1765,398
g14664,1,0
g14665,525,427
g14666,1,1
g14667,76,79
g14668,51,57
g14669,167,152
g14670,1,0
g14671,1,1
g14672,0,1
g14673,1,0
g14674,2,0
g14675,423,440
g14676,210,189
g14677,40,39
g14678,405,367
g14679,2,2
g14680,10219,154
g14681,5890,87
g14682,365,180
g14683,0,0
g14684,1,1
g14685,1,2
g14686,0,1
g14687,1,2
g14688,2,1
g14689,1450,1593
g14690,1,0
g14691,1,1
g14692,0,0
g14693,0,0
g14694,28,36
g14695,79,75
g14696,0,0
g14697,0,0
g14698,552,480
g14699,529,470
g14700,967,978
g14701,0,0
g14702,282,250
g14703,5,6
g14704,1,0
g14705,262,191
g14706,0,0
g14707,1,1
g14708,50,42
g14709,239,243
g14710,472,471
g14711,376,327
g14712,5938,5339
g14713,6,8
g14714,1,0
g14715,1622,1891
g14716,21,2
g14717,56,73
g14718,25,11
g14719,0,0
g14720,822,826
g14721,0,0
g14722,66,87
g14723,16,20
g14724,9,11
g14725,1,0
g14726,1218,1577
g14727,8,11
g14728,0,0
g14729,359,421
g14730,796,830
g14731,0,3
g14732,141,115
g14733,101,93
g14734,0,0
g14735,5,4
g14736,0,0
g14737,254,186
g14738,1,1
g14739,1,0
g14740,537,554
g14741,1,2
g14742,0,0
g14743,0,0
g14744,2,0
g14745,1563,1699
g14746,152,170
g14747,1136,1395
g14748,1441,1573
g14749,99,110
g14750,548,573
g14751,13,6
g14752,2,1
g14753,5,0
g14754,204,343
g14755,23,43
g14756,1238,1290
g14757,1,1
g14758,478,450
g14759,674,621
g14760,540,505
g14761,982,862
g14762,173,133
g14763,942,699
g14764,266,259
g14765,10,10
g14766,1,0
g14767,0,2
g14768,1484,1485
g14769,93,114
g14770,1887,1753
g14771,391,327
g14772,15,15
g14773,0,2
g14774,37,50
g14775,1,0
g14776,0,0
g14777,0,0
g14778,982,964
g14779,299,262
g14780,135,159
g14781,16,26
g14782,0,0
g14783,1780,1735
g14784,415,466
g14785,0,1
g14786,3023,3005
g14787,1114,1101
g14788,15,13
g14789,0,0
g14790,5,0
g14791,620,621
g14792,3138,2946
g14793,192,173
g14794,68,60
g14795,2934,3617
g14796,4,1
g14797,0,0
g14798,0,1
g14799,6,7
g14800,110,93
g14801,8,5
g14802,25,32
g14803,61,79
g14804,575,538
g14805,195,223
g14806,743,928
g14807,0,5
g14808,0,0
g14809,0,0
g14810,830,942
g14811,3889,4637
g14812,0,0
g14813,178,225
g14814,0,3
g14815,176,183
g14816,679,659
g14817,128,156
g14818,6,9
g14819,1,0
g14820,113,140
g14821,4,7
g14822,160,107
g14823,999,937
g14824,0,0
g14825,0,2
g14826,601,548
g14827,336,327
g14828,141,123
g14829,31,58
g14830,452,561
g14831,7,13
g14832,302,279
g14833,0,0
g14834,1,0
g14835,0,0
g14836,2356,2800
g14837,1405,1982
g14838,214,286
g14839,130,144
g14840,1256,1159
g14841,32,31
g14842,14,13
g14843,297,232
g14844,997,1042
g14845,351,340
g14846,1144,1369
g14847,6,2
g14848,66,46
g14849,666,829
g14850,66,106
g14851,241,302
g14852,0,1
g14853,0,1
g14854,109,109
g14855,583,541
g14856,692,773
g14857,153,122
g14858,114,220
g14859,2,1
g14860,1716,2419
g14861,0,0
g14862,414,394
g14863,6,3
g14864,16449,17445
g14865,680,800
g14866,510,434
g14867,296,259
g14868,15,7
g14869,278,240
g14870,0,7
g14871,6,4
g14872,0,0
g14873,1494,1586
g14874,1,1
g14875,0,0
g14876,888,1001
g14877,23,19
g14878,1345,1800
g14879,55,90
g14880,8,12
g14881,188,152
g14882,1,1
g14883,2089,2190
g14884,78,72
g14885,318,308
g14886,1,0
g14887,708,680
g14888,416,393
g14889,1,0
g14890,780,875
g14891,2310,2233
g14892,936,817
g14893,985,932
g14894,2,7
g14895,1,3
g14896,103,101
g14897,1,0
g14898,0,0
g14899,2,2
g14900,0,0
g14901,410,494
g14902,33,43
g14903,4,7
g14904,35,36
g14905,70,66
g14906,204,248
g14907,31,32
g14908,23,48
g14909,3212,4305
g14910,0,0
g14911,0,0
g14912,0,0
g14913,0,1
g14914,78,64
g14915,150,137
g14916,222,289
g14917,18,11
g14918,40,24
g14919,2852,2866
g14920,208,218
g14921,0,2
g14922,109,136
g14923,579,628
g14924,41,48
g14925,147,207
g14926,1050,904
g14927,4,3
g14928,716,774
g14929,14,8
g14930,71,64
g14931,359,375
g14932,11,11
g14933,1247,1084
g14934,5,5
g14935,0,0
g14936,0,0
g14937,0,0
g14938,0,0
g14939,0,0
g14940,0,0
g14941,0,0
g14942,56,56
g14943,10,14
g14944,4130,4292
g14945,109,95
g14946,670,612
g14947,60,68
g14948,51,47
g14949,844,815
g14950,30,43
g14951,135,170
g14952,218,201
g14953,733,710
g14954,88,41
g14955,793,625
g14956,361,535
g14957,98,131
g14958,45,59
g14959,1018,956
g14960,210,187
g14961,2,1
g14962,213,191
g14963,0,0
g14964,4,2
g14965,1,0
g14966,73,105
g14967,303,334
g14968,3131,3209
g14969,0,0
g14970,0,0
g14971,229,178
g14972,1015,1043
g14973,0,0
g14974,1,0
g14975,266,274
g14976,312,311
g14977,506,475
g14978,79,64
g14979,0,0
g14980,0,0
g14981,1,0
g14982,0,0
g14983,20,26
g14984,0,0
g14985,0,0
g14986,155,127
g14987,0,0
g14988,0,0
g14989,0,0
g14990,0,0
g14991,1,0
g14992,114,121
g14993,22,21
g14994,1,0
g14995,1375,1571
g14996,4,0
g14997,964,1172
g14998,50,59
g14999,0,0
g15000,575,627
g15001,2,6
g15002,570,555
g15003,765,609
g15004,106,110
g15005,14,10
g15006,63,65
g15007,1208,1191
g15008,233,235
g15009,73,82
g15010,379,439
g15011,1,0
g15012,67,65
g15013,0,2
g15014,0,0
g15015,196,196
g15016,415,507
g15017,143,176
g15018,9,8
g15019,21,30
g15020,1,0
g15021,33,58
g15022,1,4
g15023,3,5
g15024,2,2
g15025,4,7
g15026,871,885
g15027,114,143
g15028,0,0
g15029,609,742
g15030,78,84
g15031,1360,1711
g15032,79,60
g15033,1103,1230
g15034,9,5
g15035,1,0
g15036,414,427
g15037,1078,1031
g15038,17,16
g15039,271,419
g15040,473,512
g15041,24,25
g15042,0,0
g15043,5,2
g15044,219,225
g15045,473,568
g15046,140,135
g15047,21,55
g15048,1099,1354
g15049,408,339
g15050,5,3
g15051,3,4
g15052,1736,1885
g15053,51,42
g15054,153,181
g15055,7,4
g15056,70,60
g15057,1012,1184
g15058,11,16
g15059,0,0
g15060,207,228
g15061,7,8
g15062,1,3
g15063,0,1
g15064,939,1027
g15065,3,2
g15066,953,1058
g15067,5,0
g15068,174,204
g15069,379,433
g15070,14,12
g15071,2,5
g15072,4,5
g15073,620,574
g15074,3922,3753
g15075,588,469
g15076,495,477
g15077,689,707
g15078,461,369
g15079,3795,3462
g15080,8,1
g15081,2,0
g15082,0,1
g15083,394,387
g15084,690,577
g15085,0,0
g15086,1304,1280
g15087,3,1
g15088,459,630
g15089,50,65
g15090,1,1
g15091,2,0
g15092,0,0
g15093,0,0
g15094,498,577
g15095,25,21
g15096,3383,2922
g15097,442,530
g15098,812,938
g15099,1732,1574
g15100,67,39
g15101,44,39
g15102,0,0
g15103,1,3
g15104,856,747
