,wt_E15.5_f5,wt_E15.5_f4
g22102,0,0
g22103,0,0
g22104,0,0
g22105,0,0
g22106,0,0
g22107,0,0
g22108,0,0
g22109,0,1
g22110,0,0
g22111,0,0
g22112,0,0
g22113,0,0
g22114,0,0
g22115,0,0
g22116,0,0
g22117,0,0
g22118,0,0
g22119,0,0
g22120,0,0
g22121,0,0
g22122,0,0
g22123,0,0
g22124,0,0
g22125,0,0
g22126,0,0
g22127,0,0
g22128,0,0
g22129,0,0
g22130,0,0
g22131,0,0
g22132,0,0
g22133,0,0
g22134,1,0
g22135,0,0
g22136,0,0
g22137,0,0
g22138,0,0
g22139,0,0
g22140,0,0
g22141,0,0
g22142,0,0
g22143,0,0
g22144,589,974
g22145,2750,4463
g22146,2821,4466
g22147,0,0
g22148,9,4
g22149,625,366
g22150,0,0
g22151,1,1
g22152,0,0
g22153,0,0
g22154,0,0
g22155,0,0
g22156,0,0
g22157,0,0
g22158,0,0
g22159,0,0
g22160,0,0
g22161,0,0
g22162,0,0
g22163,0,0
g22164,0,0
g22165,0,0
g22166,0,0
g22167,0,0
g22168,0,0
g22169,0,0
g22170,0,0
g22171,0,0
g22172,0,0
g22173,12,10
g22174,12,15
g22175,5,4
g22176,44,35
g22177,0,0
g22178,0,0
g22179,61,72
g22180,1,0
g22181,3,5
g22182,34,59
g22183,10,15
g22184,0,0
g22185,0,0
g22186,0,0
g22187,0,0
g22188,1,1
g22189,0,0
g22190,0,1
g22191,0,0
g22192,0,0
g22193,0,1
g22194,0,0
g22195,0,0
g22196,0,0
g22197,0,1
g22198,0,0
g22199,0,1
g22200,0,0
g22201,0,0
g22202,0,0
g22203,0,0
g22204,1,0
g22205,0,0
g22206,0,0
g22207,0,0
g22208,0,0
g22209,0,0
g22210,1,0
g22211,0,0
g22212,0,0
g22213,0,0
g22214,0,0
g22215,0,1
g22216,0,1
g22217,0,0
g22218,0,0
g22219,0,0
g22220,0,0
g22221,0,0
g22222,0,0
g22223,0,0
g22224,1,0
g22225,567,619
g22226,41,45
g22227,1,1
g22228,2,1
g22229,0,0
g22230,632,920
g22231,511,701
g22232,169,202
g22233,219,266
g22234,4,2
g22235,405,493
g22236,628,733
g22237,350,426
g22238,588,581
g22239,1244,1419
g22240,429,501
g22241,921,1078
g22242,1153,1371
g22243,550,520
g22244,2,1
g22245,0,0
g22246,3,3
g22247,0,0
g22248,0,0
g22249,0,0
g22250,0,0
g22251,0,0
g22252,0,0
g22253,23,37
g22254,59,42
g22255,0,0
g22256,0,0
g22257,1,0
g22258,0,0
g22259,0,0
g22260,0,0
g22261,0,0
g22262,0,1
g22263,0,0
g22264,0,0
g22265,0,0
g22266,2,0
g22267,0,0
g22268,0,0
g22269,0,0
g22270,0,0
g22271,0,0
g22272,0,0
g22273,0,0
g22274,0,0
g22275,0,0
g22276,0,0
g22277,0,0
g22278,0,0
g22279,0,0
g22280,0,0
g22281,0,0
g22282,15,30
g22283,150,215
g22284,750,738
g22285,5,3
g22286,15,20
g22287,1,1
g22288,0,0
g22289,0,0
g22290,0,0
g22291,0,0
g22292,0,0
g22293,0,0
g22294,0,0
g22295,0,0
g22296,1,0
g22297,0,0
g22298,0,0
g22299,0,0
g22300,0,0
g22301,0,0
g22302,0,1
g22303,1,0
g22304,0,0
g22305,0,0
g22306,0,0
g22307,0,0
g22308,0,0
g22309,0,0
g22310,0,0
g22311,1,0
g22312,0,1
g22313,0,0
g22314,0,0
g22315,0,0
g22316,0,0
g22317,0,0
g22318,0,0
g22319,0,0
g22320,0,0
g22321,0,0
g22322,0,0
g22323,0,0
g22324,0,0
g22325,0,0
g22326,0,0
g22327,0,0
g22328,0,0
g22329,0,0
g22330,0,0
g22331,0,0
g22332,39,27
g22333,1477,1479
g22334,352,323
g22335,60,63
g22336,420,413
g22337,4,7
g22338,3,1
g22339,5,6
g22340,430,360
g22341,9,12
g22342,684,653
g22343,126,102
g22344,7,7
g22345,0,2
g22346,411,543
g22347,65,54
g22348,248,242
g22349,1823,2077
g22350,166,195
g22351,0,2
g22352,2343,2262
g22353,21,40
g22354,47,31
g22355,449,450
g22356,649,697
g22357,416,501
g22358,1476,1514
g22359,23,31
g22360,0,0
g22361,460,474
g22362,77,73
g22363,493,1002
g22364,109,113
g22365,3,3
g22366,1226,1290
g22367,8994,8274
g22368,19,12
g22369,351,363
g22370,2955,3211
g22371,86,198
g22372,250,231
g22373,14,18
g22374,1562,1352
g22375,34,25
g22376,1477,1362
g22377,132,167
g22378,0,0
g22379,103,106
g22380,302,280
g22381,0,1
g22382,1178,1158
g22383,452,466
g22384,365,631
g22385,1574,1604
g22386,1164,1234
g22387,9,10
g22388,255,346
g22389,38,32
g22390,3,4
g22391,6,4
g22392,49,45
g22393,0,0
g22394,1,1
g22395,883,771
g22396,2,2
g22397,755,776
g22398,507,468
g22399,21,13
g22400,9,7
g22401,22,24
g22402,1289,1431
g22403,390,500
g22404,127,121
g22405,1125,1189
g22406,2413,2646
g22407,4219,3716
g22408,1,0
g22409,14,6
g22410,981,1223
g22411,236,233
g22412,223,216
g22413,58,49
g22414,367,466
g22415,384,340
g22416,788,863
g22417,1468,1490
g22418,56,54
g22419,383,492
g22420,0,0
g22421,0,0
g22422,0,0
g22423,0,0
g22424,1,0
g22425,1,2
g22426,0,1
g22427,2,1
g22428,1,1
g22429,913,967
g22430,5,11
g22431,0,0
g22432,50,45
g22433,283,266
g22434,127,121
g22435,342,392
g22436,43,48
g22437,3,0
g22438,71,112
g22439,8,6
g22440,0,0
g22441,68,81
g22442,1,1
g22443,2,0
g22444,0,1
g22445,0,0
g22446,0,0
g22447,1480,1612
g22448,17,29
g22449,13,22
g22450,282,344
g22451,2,3
g22452,0,0
g22453,2693,3302
g22454,782,722
g22455,501,632
g22456,2,4
g22457,0,1
g22458,692,787
g22459,136,105
g22460,26,26
g22461,0,0
g22462,0,1
g22463,1189,1018
g22464,16,5
g22465,26,25
g22466,375,410
g22467,204,223
g22468,1038,1150
g22469,182,218
g22470,1608,1726
g22471,24,28
g22472,197,175
g22473,715,726
g22474,677,589
g22475,3,3
g22476,15,31
g22477,537,564
g22478,0,0
g22479,185,240
g22480,1555,1495
g22481,1825,1773
g22482,138,138
g22483,1,2
g22484,253,224
g22485,305,266
g22486,0,0
g22487,73,57
g22488,2,5
g22489,3,1
g22490,0,2
g22491,0,0
g22492,0,2
g22493,122,125
g22494,256,306
g22495,356,503
g22496,33,44
g22497,1874,1782
g22498,535,529
g22499,7,9
g22500,1628,1444
g22501,611,681
g22502,30,27
g22503,444,490
g22504,79,78
g22505,4,6
g22506,264,335
g22507,1334,1417
g22508,501,498
g22509,58,61
g22510,102,105
g22511,1296,1161
g22512,2945,2892
g22513,193,210
g22514,15,31
g22515,0,0
g22516,159,235
g22517,79,134
g22518,276,210
g22519,79,78
g22520,239,212
g22521,334,393
g22522,390,557
g22523,639,637
g22524,151,173
g22525,165,192
g22526,17,10
g22527,1077,1170
g22528,9123,9751
g22529,40,36
g22530,8,6
g22531,0,0
g22532,182,186
g22533,357,402
g22534,763,656
g22535,1714,1853
g22536,131,193
g22537,100,105
g22538,2,1
g22539,13,16
g22540,4,6
g22541,655,748
g22542,288,358
g22543,461,556
g22544,212,238
g22545,224,233
g22546,1887,2273
g22547,653,649
g22548,0,0
g22549,45,49
g22550,10,13
g22551,12,20
g22552,73,134
g22553,818,834
g22554,670,828
g22555,5488,6621
g22556,36,44
g22557,9,16
g22558,265,320
g22559,473,565
g22560,423,453
g22561,522,534
g22562,0,1
g22563,27,22
g22564,225,274
g22565,90,91
g22566,59,80
g22567,76,75
g22568,93,112
g22569,58,63
g22570,147,113
g22571,210,178
g22572,404,315
g22573,349,372
g22574,102,83
g22575,1792,1588
g22576,4,2
g22577,229,296
g22578,157,203
g22579,1267,1334
g22580,8,5
g22581,638,665
g22582,303,398
g22583,68,94
g22584,101,72
g22585,6,4
g22586,1220,1494
g22587,200,227
g22588,639,654
g22589,135,181
g22590,23,27
g22591,342,367
g22592,286,266
g22593,836,885
g22594,84,114
g22595,276,376
g22596,887,938
g22597,233,253
g22598,209,240
g22599,61,84
g22600,80,83
g22601,448,391
g22602,43,52
g22603,869,1025
g22604,862,1033
g22605,88,114
g22606,3,1
g22607,0,0
g22608,2,2
g22609,0,1
g22610,423,440
g22611,153,160
g22612,277,327
g22613,409,438
g22614,130,120
g22615,423,432
g22616,9,16
g22617,51,92
g22618,772,748
g22619,308,352
g22620,423,428
g22621,1380,1217
g22622,898,892
g22623,0,0
g22624,842,775
g22625,0,2
g22626,3614,3067
g22627,799,753
g22628,687,759
g22629,936,852
g22630,1,0
g22631,1,0
g22632,7,11
g22633,6,18
g22634,971,949
g22635,1085,1126
g22636,0,0
g22637,0,0
g22638,0,0
g22639,0,0
g22640,2,2
g22641,0,0
g22642,0,1
g22643,2,2
g22644,221,183
g22645,144,171
g22646,179,238
g22647,754,793
g22648,0,0
g22649,0,0
g22650,1489,1583
g22651,0,2
g22652,463,411
g22653,694,606
g22654,23,19
g22655,56,41
g22656,1835,2097
g22657,0,1
g22658,150,152
g22659,286,327
g22660,154,166
g22661,525,513
g22662,85,71
g22663,551,613
g22664,860,830
g22665,0,0
g22666,0,0
g22667,655,612
g22668,3,4
g22669,132,170
g22670,536,513
g22671,352,419
g22672,2,0
g22673,4,3
g22674,437,726
g22675,93,107
g22676,128,137
g22677,2587,2592
g22678,281,235
g22679,1,0
g22680,0,1
g22681,0,1
g22682,0,0
g22683,0,0
g22684,203,203
g22685,4,0
g22686,16,18
g22687,10595,7477
g22688,0,0
g22689,0,0
g22690,0,0
g22691,0,0
g22692,8,5
g22693,80,76
g22694,340,488
g22695,51,43
g22696,64,90
g22697,387,451
g22698,2,1
g22699,94,86
g22700,256,322
g22701,80,102
g22702,11,11
g22703,176,146
g22704,22,23
g22705,10,9
g22706,257,298
g22707,269,257
g22708,17,17
g22709,0,0
g22710,18,6
g22711,14,15
g22712,1,1
g22713,10,15
g22714,1,1
g22715,7,5
g22716,58,47
g22717,877,845
g22718,193,163
g22719,0,0
g22720,4,3
g22721,1,1
g22722,59,75
g22723,836,902
g22724,69,73
g22725,57,66
g22726,10,11
g22727,0,0
g22728,0,0
g22729,0,0
g22730,4,4
g22731,0,0
g22732,0,3
g22733,0,0
g22734,0,0
g22735,0,0
g22736,0,0
g22737,0,0
g22738,0,0
g22739,0,0
g22740,1,0
g22741,0,0
g22742,1,0
g22743,1,0
g22744,0,0
g22745,0,0
g22746,1,0
g22747,1,1
g22748,0,0
g22749,0,0
g22750,0,1
g22751,8,7
g22752,146,263
g22753,44,66
g22754,0,0
g22755,1,2
g22756,292,336
g22757,768,839
g22758,60,87
g22759,871,907
g22760,39,66
g22761,0,1
g22762,0,1
g22763,374,450
g22764,12,21
g22765,1485,1746
g22766,70,78
g22767,645,625
g22768,8,6
g22769,153,121
g22770,1941,1968
g22771,48,55
g22772,657,640
g22773,133,142
g22774,2480,2699
g22775,1076,1200
g22776,64,71
g22777,52,26
g22778,332,472
g22779,4,2
g22780,1098,1061
g22781,41,38
g22782,0,1
g22783,2,5
g22784,3,3
g22785,501,423
g22786,115,132
g22787,1028,1083
g22788,215,243
g22789,1116,1298
g22790,457,478
g22791,0,1
g22792,1,1
g22793,182,169
g22794,142,94
g22795,1025,1111
g22796,14,16
g22797,119,104
g22798,73,84
g22799,766,908
g22800,53,70
g22801,165,202
g22802,413,551
g22803,2166,2721
g22804,221,334
g22805,19,13
g22806,4,2
g22807,1,2
g22808,3,1
g22809,9,8
g22810,896,857
g22811,22,16
g22812,0,0
g22813,474,488
g22814,48,85
g22815,0,1
g22816,0,0
g22817,0,0
g22818,0,0
g22819,0,0
g22820,0,1
g22821,0,2
g22822,0,0
g22823,0,1
g22824,0,0
g22825,0,0
g22826,33,34
g22827,3957,5106
g22828,54,77
g22829,1926,2507
g22830,313,342
g22831,56,67
g22832,2875,3557
g22833,15,28
g22834,5,1
g22835,92410,120293
g22836,9416,12233
g22837,17805,24999
g22838,1,4
g22839,692,807
g22840,0,0
g22841,0,0
g22842,0,2
g22843,11,15
g22844,52,88
g22845,268,339
g22846,3930,4861
g22847,421,507
g22848,105,182
g22849,47,45
g22850,11689,9146
g22851,4,4
g22852,9164,12803
g22853,37,34
g22854,21,17
g22855,2033,2074
g22856,763,687
g22857,34,55
g22858,56,51
g22859,73,67
g22860,1534,1526
g22861,0,0
g22862,20,19
g22863,99,91
g22864,411,346
g22865,0,0
g22866,6,13
g22867,1570,1794
g22868,1169,1127
g22869,21,19
g22870,152,178
g22871,263,267
g22872,0,0
g22873,1,2
g22874,0,0
g22875,0,0
g22876,30,49
g22877,163,175
g22878,2254,2433
g22879,6,6
g22880,165,182
g22881,107,220
g22882,0,0
g22883,0,0
g22884,0,0
g22885,815,773
g22886,8,5
g22887,577,585
g22888,37,34
g22889,1,0
g22890,355,399
g22891,337,339
g22892,341,334
g22893,0,2
g22894,498,439
g22895,829,841
g22896,151,225
g22897,12,12
g22898,501,500
g22899,0,0
g22900,4,4
g22901,2,3
g22902,496,556
g22903,5,6
g22904,1,0
g22905,1,2
g22906,1,0
g22907,0,0
g22908,0,0
g22909,0,0
g22910,0,1
g22911,0,0
g22912,78,75
g22913,182,221
g22914,238,287
g22915,9,16
g22916,68,55
g22917,778,935
g22918,48,44
g22919,226,219
g22920,115,97
g22921,616,612
g22922,1336,1099
g22923,22,31
g22924,190,200
g22925,129,138
g22926,80,99
g22927,447,462
g22928,2,2
g22929,0,0
g22930,0,0
g22931,1,1
g22932,826,1010
g22933,15,17
g22934,1140,1269
g22935,0,0
g22936,16,15
g22937,46,29
g22938,625,663
g22939,1,2
g22940,97,92
g22941,1,0
g22942,0,2
g22943,2,4
g22944,234,213
g22945,9,15
g22946,12451,11991
g22947,5340,5299
g22948,8,6
g22949,1,2
g22950,7,5
g22951,556,693
g22952,316,313
g22953,292,350
g22954,1308,1292
g22955,0,1
g22956,0,0
g22957,0,0
g22958,1044,984
g22959,3,0
g22960,0,1
g22961,0,1
g22962,0,0
g22963,1,2
g22964,0,0
g22965,859,876
g22966,0,1
g22967,2613,2698
g22968,120,142
g22969,62,54
g22970,242,276
g22971,2,2
g22972,0,1
g22973,8,23
g22974,341,368
g22975,1703,1795
g22976,3953,4882
g22977,47,51
g22978,0,1
g22979,9,5
g22980,93,113
g22981,391,422
g22982,364,397
g22983,785,742
g22984,0,1
g22985,2,0
g22986,4,4
g22987,856,1209
g22988,0,1
g22989,1428,1360
g22990,0,1
g22991,1424,1598
g22992,333,304
g22993,0,0
g22994,792,623
g22995,48,56
g22996,220,255
g22997,77,81
g22998,71,83
g22999,2,1
g23000,372,397
g23001,225,212
g23002,574,683
g23003,215,203
g23004,2,0
g23005,1313,1418
g23006,40,40
g23007,0,0
g23008,516,497
g23009,190,186
g23010,629,668
g23011,64,83
g23012,0,0
g23013,0,2
g23014,0,0
g23015,0,0
g23016,0,0
g23017,0,0
g23018,0,0
g23019,1,0
g23020,2,2
g23021,4,2
g23022,0,0
g23023,0,0
g23024,0,0
g23025,0,0
g23026,0,0
g23027,0,0
g23028,1,0
g23029,0,0
g23030,0,0
g23031,0,0
g23032,36,29
g23033,0,0
g23034,67,39
g23035,11,10
g23036,27,13
g23037,2,0
g23038,0,0
g23039,0,1
g23040,0,0
g23041,0,0
g23042,0,0
g23043,0,0
g23044,0,0
g23045,0,0
g23046,0,0
g23047,0,0
g23048,0,0
g23049,0,0
g23050,0,0
g23051,0,0
g23052,0,0
g23053,0,0
g23054,0,0
g23055,0,0
g23056,0,0
g23057,0,0
g23058,0,0
g23059,0,0
g23060,0,0
g23061,0,0
g23062,0,0
g23063,0,0
g23064,0,0
g23065,0,0
g23066,0,0
g23067,0,0
g23068,0,0
g23069,0,0
g23070,0,0
g23071,0,0
g23072,0,0
g23073,96,81
g23074,0,0
g23075,0,0
g23076,0,0
g23077,0,0
g23078,0,0
g23079,0,0
g23080,0,0
g23081,0,0
g23082,0,1
g23083,0,0
g23084,4,10
g23085,584,640
g23086,3,2
g23087,49,60
g23088,684,709
g23089,557,526
g23090,334,316
g23091,1,2
g23092,278,337
g23093,2,1
g23094,171,197
g23095,135,158
g23096,668,689
g23097,89,67
g23098,198,164
g23099,116,86
g23100,514,481
g23101,216,169
g23102,587,583
g23103,188,431
g23104,144,183
g23105,1407,1242
g23106,391,377
g23107,1,5
g23108,1,3
g23109,0,3
g23110,1137,1256
g23111,321,382
g23112,341,381
g23113,228,364
g23114,3,9
g23115,0,0
g23116,254,172
g23117,9,8
g23118,0,0
g23119,1,0
g23120,2,5
g23121,0,4
g23122,2,1
g23123,561,729
g23124,365,485
g23125,0,1
g23126,174,242
g23127,1340,1368
g23128,115,139
g23129,2352,2480
g23130,53,54
g23131,1182,976
g23132,451,517
g23133,337,378
g23134,31,13
g23135,483,427
g23136,172,173
g23137,48,46
g23138,96,92
g23139,902,997
g23140,6,4
g23141,360,480
g23142,157,195
g23143,894,1035
g23144,1874,2039
g23145,136,148
g23146,122,110
g23147,3,0
g23148,182,160
g23149,1161,1430
g23150,534,537
g23151,1675,1837
g23152,113,115
g23153,504,677
g23154,58,67
g23155,0,0
g23156,3,4
g23157,688,820
g23158,0,0
g23159,2,0
g23160,0,1
g23161,0,1
g23162,1,1
g23163,0,0
g23164,0,0
g23165,24,20
g23166,0,0
g23167,29,33
g23168,0,0
g23169,316,295
g23170,7,2
g23171,473,460
g23172,531,588
g23173,213,294
g23174,1,0
g23175,11,14
g23176,5,8
g23177,1,5
g23178,0,1
g23179,513,547
g23180,135,124
g23181,28,30
g23182,3,3
g23183,1578,897
g23184,611,670
g23185,142,145
g23186,540,683
g23187,0,0
g23188,348,343
g23189,12,5
g23190,186,207
g23191,382,355
g23192,1,3
g23193,309,380
g23194,964,1190
g23195,0,0
g23196,1,2
g23197,173,171
g23198,122,119
g23199,1435,1347
g23200,841,918
g23201,43,42
g23202,688,725
g23203,73,81
g23204,968,987
g23205,8,7
g23206,274,334
g23207,1,1
g23208,0,0
g23209,348,299
g23210,167,176
g23211,48,43
g23212,1472,1719
g23213,20,31
g23214,21,18
g23215,1,9
g23216,0,0
g23217,354,412
g23218,3,1
g23219,41,105
g23220,37,50
g23221,152,158
g23222,278,263
g23223,629,609
g23224,706,675
g23225,123,128
g23226,0,0
g23227,0,0
g23228,0,0
g23229,1,0
g23230,1,1
g23231,640,567
g23232,60,87
g23233,720,733
g23234,84,59
g23235,3,4
g23236,2605,2352
g23237,715,897
g23238,288,291
g23239,0,0
g23240,0,0
g23241,0,0
g23242,0,0
g23243,0,0
g23244,0,0
g23245,0,1
g23246,0,0
g23247,0,0
g23248,7397,5968
g23249,309,269
g23250,1,0
g23251,1,1
g23252,0,0
g23253,0,0
g23254,0,0
g23255,28,11
g23256,100,113
g23257,30,29
g23258,0,1
g23259,237,194
g23260,13,5
g23261,35,31
g23262,595,555
g23263,1,1
g23264,24,32
g23265,559,671
g23266,54,99
g23267,18,13
g23268,292,292
g23269,410,414
g23270,3081,3814
g23271,0,0
g23272,3151,2984
g23273,239,196
g23274,338,312
g23275,426,540
g23276,3,6
g23277,146,90
g23278,2,1
g23279,1125,973
g23280,852,822
g23281,341,393
g23282,0,0
g23283,112,144
g23284,184,182
g23285,0,0
g23286,4,3
g23287,613,610
g23288,436,400
g23289,1905,1848
g23290,8,18
g23291,1,0
g23292,0,0
g23293,6,11
g23294,176,207
g23295,343,332
g23296,116,116
g23297,951,895
g23298,10,7
g23299,0,0
g23300,2,4
g23301,32,67
g23302,0,0
g23303,0,0
g23304,0,0
g23305,0,0
g23306,0,0
g23307,0,0
g23308,0,0
g23309,0,0
g23310,0,0
g23311,0,0
g23312,0,0
g23313,0,0
g23314,0,0
g23315,0,0
g23316,0,0
g23317,0,0
g23318,0,0
g23319,0,0
g23320,0,0
g23321,0,0
g23322,102,122
g23323,194,163
g23324,222,249
g23325,2,1
g23326,4,3
g23327,180,249
g23328,2,4
g23329,439,419
g23330,299,286
g23331,10,8
g23332,13,19
g23333,0,1
g23334,1,1
g23335,0,0
g23336,1,1
g23337,0,0
g23338,0,1
g23339,304,281
g23340,247,251
g23341,857,917
g23342,6,4
g23343,452,467
g23344,354,365
g23345,15,11
g23346,0,4
g23347,87,107
g23348,278,259
g23349,30,42
g23350,20,33
g23351,0,0
g23352,7,33
g23353,0,0
g23354,46,64
g23355,0,0
g23356,198,234
g23357,785,955
g23358,204,200
g23359,99,122
g23360,2,2
g23361,0,1
g23362,2,0
g23363,80,103
g23364,1,0
g23365,23,50
g23366,2,2
g23367,109,122
g23368,0,0
g23369,0,0
g23370,34,49
g23371,131,123
g23372,0,3
g23373,49,76
g23374,0,0
g23375,1321,1401
g23376,292,257
g23377,176,192
g23378,4,5
g23379,577,492
g23380,336,346
g23381,77,72
g23382,25,21
g23383,1421,1203
g23384,366,325
g23385,89,58
g23386,164,183
g23387,43,45
g23388,91,86
g23389,0,0
g23390,0,0
g23391,132,164
g23392,16,24
g23393,362,399
g23394,78,68
g23395,779,810
g23396,1332,1387
g23397,157,206
g23398,72,77
g23399,8,3
g23400,14,28
g23401,13,36
g23402,798,892
g23403,62,69
g23404,2012,1920
g23405,2,6
g23406,1651,1697
g23407,300,356
g23408,6,10
g23409,0,1
g23410,1,0
g23411,2,4
g23412,268,324
g23413,117,122
g23414,304,316
g23415,3,5
g23416,552,642
g23417,161,161
g23418,270,232
g23419,575,584
g23420,0,0
g23421,535,582
g23422,724,781
g23423,1053,975
g23424,97,77
g23425,97,77
g23426,860,966
g23427,9,5
g23428,232,213
g23429,378,379
g23430,7,2
g23431,41,40
g23432,397,391
g23433,148,151
g23434,350,388
g23435,2640,2764
g23436,258,368
g23437,829,775
g23438,437,544
g23439,31,51
g23440,4,0
g23441,540,728
g23442,505,558
g23443,1409,2045
g23444,1,0
g23445,0,0
g23446,1,2
g23447,93,109
g23448,134,139
g23449,924,1151
g23450,753,955
g23451,73,70
g23452,269,228
g23453,4,6
g23454,121,139
g23455,40,43
g23456,4,2
g23457,502,398
g23458,3,9
g23459,841,860
g23460,27,23
g23461,530,513
g23462,1,2
g23463,11,6
g23464,0,0
g23465,0,0
g23466,279,348
g23467,1745,1865
g23468,557,588
g23469,63,64
g23470,712,786
g23471,190,222
g23472,861,830
g23473,333,323
g23474,408,476
g23475,239,215
g23476,573,679
g23477,415,559
g23478,316,324
g23479,432,431
g23480,1,1
g23481,178,201
g23482,389,437
g23483,6,2
g23484,0,0
g23485,269,326
g23486,616,757
g23487,1142,1354
g23488,293,314
g23489,68,61
g23490,2010,2575
g23491,16,16
g23492,92,130
g23493,2,8
g23494,26,34
g23495,117,140
g23496,98,122
g23497,107,117
g23498,78,77
g23499,270,228
g23500,11,7
g23501,0,0
g23502,0,0
g23503,0,0
g23504,4480,5097
g23505,1342,1648
g23506,366,490
g23507,2,0
g23508,0,0
g23509,826,839
g23510,570,530
g23511,106,221
g23512,1460,1363
g23513,15,20
g23514,150,157
g23515,466,357
g23516,886,1073
g23517,74,59
g23518,206,238
g23519,888,1165
g23520,401,472
g23521,8,10
g23522,1370,1386
g23523,15,23
g23524,385,416
g23525,3,4
g23526,0,0
g23527,673,686
g23528,19,24
g23529,347,301
g23530,2351,2423
g23531,4,2
g23532,0,3
g23533,1,1
g23534,2,0
g23535,133,129
g23536,3,0
g23537,643,692
g23538,90,80
g23539,243,322
g23540,289,333
g23541,0,0
g23542,861,702
g23543,0,1
g23544,0,0
g23545,0,0
g23546,116,113
g23547,492,561
g23548,546,551
g23549,473,516
g23550,0,1
g23551,144,114
g23552,38,27
g23553,1157,1141
g23554,1982,2028
g23555,2631,2630
g23556,157,150
g23557,15,13
g23558,140,141
g23559,56,83
g23560,0,0
g23561,6,3
g23562,873,946
g23563,1645,1348
g23564,53,69
g23565,579,557
g23566,355,391
g23567,75,75
g23568,315,359
g23569,239,306
g23570,98,132
g23571,2,0
g23572,333,332
g23573,0,0
g23574,1,4
g23575,71,67
g23576,1,1
g23577,792,804
g23578,2424,2671
g23579,969,1006
g23580,799,997
g23581,207,204
g23582,477,582
g23583,773,834
g23584,1151,1036
g23585,1623,1540
g23586,256,267
g23587,529,531
g23588,1695,1875
g23589,824,967
g23590,776,951
g23591,14,18
g23592,1,3
g23593,0,0
g23594,144,101
g23595,22,29
g23596,0,1
g23597,34,15
g23598,41,29
g23599,369,330
g23600,3,1
g23601,383,377
g23602,10,5
g23603,401,385
g23604,17,19
g23605,11,7
g23606,1,0
g23607,1,1
g23608,0,0
g23609,4,0
g23610,1,2
g23611,1,2
g23612,540,525
g23613,656,752
g23614,315,343
g23615,139,140
g23616,98,87
g23617,375,332
g23618,1292,1506
g23619,702,721
g23620,88,104
g23621,442,597
g23622,60,63
g23623,28,41
g23624,3328,3955
g23625,654,758
g23626,655,756
g23627,8293,9746
g23628,2,2
g23629,726,856
g23630,184,238
g23631,295,283
g23632,11,19
g23633,204,228
g23634,91,83
g23635,31,27
g23636,14,3
g23637,329,331
g23638,2193,2458
g23639,452,437
g23640,462,429
g23641,1,2
g23642,674,752
g23643,1176,1340
g23644,1968,2173
g23645,370,361
g23646,224,232
g23647,4,3
g23648,163,181
g23649,224,214
g23650,292,245
g23651,920,984
g23652,36,35
g23653,0,0
g23654,0,0
g23655,1870,2159
g23656,463,499
g23657,25,51
g23658,169,184
g23659,577,556
g23660,1765,1739
g23661,136,143
g23662,878,1002
g23663,638,652
g23664,5,3
g23665,714,844
g23666,192,215
g23667,38,44
g23668,681,700
g23669,1,2
g23670,0,0
g23671,2,1
g23672,0,0
g23673,0,1
g23674,255,291
g23675,201,189
g23676,660,636
g23677,5,4
g23678,578,551
g23679,14,13
g23680,391,470
g23681,792,884
g23682,664,701
g23683,26,30
g23684,2,2
g23685,29,28
g23686,425,476
g23687,2,0
g23688,0,0
g23689,3,1
g23690,74,79
g23691,0,0
g23692,1821,1654
g23693,661,680
g23694,429,499
g23695,417,390
g23696,1196,1055
g23697,164,150
g23698,473,493
g23699,115,120
g23700,517,470
g23701,20,11
g23702,1594,2240
g23703,303,291
g23704,1157,1197
g23705,31,17
g23706,2,0
g23707,0,0
g23708,0,0
g23709,9,11
g23710,0,2
g23711,1,0
g23712,0,0
g23713,0,0
g23714,0,1
g23715,103,59
g23716,7,7
g23717,1344,1595
g23718,284,318
g23719,51,61
g23720,7,12
g23721,515,515
g23722,156,142
g23723,0,0
g23724,8,4
g23725,437,409
g23726,780,860
g23727,555,599
g23728,0,0
g23729,2,1
g23730,644,696
g23731,1,1
g23732,10,10
g23733,184,178
g23734,625,645
g23735,485,550
g23736,623,719
g23737,127,160
g23738,0,1
g23739,162,144
g23740,199,218
g23741,0,5
g23742,314,358
g23743,502,531
g23744,252,260
g23745,476,503
g23746,468,539
g23747,10,9
g23748,696,545
g23749,70,70
g23750,2,1
g23751,349,399
g23752,388,410
g23753,6,6
g23754,0,2
g23755,194,216
g23756,261,275
g23757,421,451
g23758,507,523
g23759,335,341
g23760,3,0
g23761,0,1
g23762,159,151
g23763,334,462
g23764,155,150
g23765,3221,2805
g23766,78,59
g23767,3,9
g23768,259,283
g23769,778,715
g23770,0,0
g23771,52,51
g23772,1,1
g23773,9,12
g23774,0,0
g23775,4113,4395
g23776,0,0
g23777,1,0
g23778,1542,1210
g23779,250,183
g23780,38,43
g23781,153,148
g23782,74,63
g23783,106,125
g23784,1,0
g23785,0,0
g23786,0,0
g23787,447,566
g23788,735,775
g23789,1706,1845
g23790,13,14
g23791,382,477
g23792,3,3
g23793,0,0
g23794,228,190
g23795,7,2
g23796,204,284
g23797,217,251
g23798,0,0
g23799,0,0
g23800,1,1
g23801,0,0
g23802,0,0
g23803,13,15
g23804,40,24
g23805,350,358
g23806,0,0
g23807,0,0
g23808,0,0
g23809,1,0
g23810,1309,1524
g23811,409,422
