,mut_E14.5_f5,mut_E14.5_f4
g04280,93,111
g04281,2906,2773
g04282,153,174
g04283,979,925
g04284,1061,1005
g04285,401,419
g04286,894,861
g04287,1878,1827
g04288,1067,1104
g04289,1301,1512
g04290,1025,979
g04291,4,7
g04292,0,0
g04293,0,0
g04294,17,16
g04295,94,86
g04296,5,5
g04297,163,149
g04298,224,179
g04299,83,87
g04300,688,664
g04301,1155,948
g04302,10,12
g04303,60,71
g04304,5999,6126
g04305,108,133
g04306,321,323
g04307,1063,1097
g04308,170,164
g04309,17,22
g04310,2333,2172
g04311,8,7
g04312,615,557
g04313,14,20
g04314,549,536
g04315,9,7
g04316,849,839
g04317,7,7
g04318,748,676
g04319,145,143
g04320,177,178
g04321,8,15
g04322,45,38
g04323,665,543
g04324,2,1
g04325,1,0
g04326,133,121
g04327,23,22
g04328,468,439
g04329,0,0
g04330,239,154
g04331,0,2
g04332,89,49
g04333,1056,957
g04334,0,0
g04335,1127,1223
g04336,68,51
g04337,171,143
g04338,54,66
g04339,270,211
g04340,3664,3328
g04341,58,34
g04342,0,0
g04343,0,0
g04344,308,318
g04345,452,457
g04346,1508,1351
g04347,87,78
g04348,12,9
g04349,653,556
g04350,295,276
g04351,29,5
g04352,368,341
g04353,0,2
g04354,2,14
g04355,247,238
g04356,0,2
g04357,0,0
g04358,88,57
g04359,1,0
g04360,262,251
g04361,16,20
g04362,663,694
g04363,323,382
g04364,282,228
g04365,49,37
g04366,1039,1093
g04367,489,371
g04368,0,0
g04369,4,5
g04370,25,38
g04371,808,777
g04372,34,33
g04373,44,39
g04374,70,77
g04375,0,2
g04376,513,442
g04377,41,41
g04378,8,2
g04379,0,0
g04380,6,3
g04381,14,16
g04382,0,0
g04383,0,0
g04384,0,0
g04385,0,0
g04386,1,1
g04387,30,25
g04388,2,1
g04389,282,304
g04390,109,120
g04391,136,128
g04392,15,11
g04393,171,129
g04394,22,20
g04395,1,1
g04396,2,0
g04397,12,7
g04398,241,250
g04399,645,688
g04400,449,497
g04401,321,380
g04402,231,208
g04403,0,2
g04404,0,1
g04405,7,8
g04406,73,71
g04407,206,245
g04408,1,0
g04409,2203,2355
g04410,23,26
g04411,872,860
g04412,405,374
g04413,478,434
g04414,166,120
g04415,217,169
g04416,459,452
g04417,0,4
g04418,0,0
g04419,667,595
g04420,608,551
g04421,188,203
g04422,138,75
g04423,5,2
g04424,2,2
g04425,285,247
g04426,57,29
g04427,20,9
g04428,624,632
g04429,31,28
g04430,237,148
g04431,17,10
g04432,904,1051
g04433,3009,3407
g04434,3023,3425
g04435,747,632
g04436,66,56
g04437,569,419
g04438,252,238
g04439,58,66
g04440,486,486
g04441,1075,1138
g04442,991,990
g04443,190,180
g04444,17,20
g04445,528,366
g04446,854,807
g04447,9,15
g04448,940,947
g04449,44,61
g04450,923,855
g04451,73,97
g04452,5,6
g04453,702,648
g04454,54,43
g04455,879,872
g04456,2,3
g04457,117,94
g04458,169,204
g04459,7,8
g04460,170,153
g04461,0,1
g04462,2,1
g04463,2,2
g04464,44,35
g04465,0,0
g04466,0,1
g04467,1,0
g04468,234,253
g04469,749,676
g04470,117,131
g04471,3156,3165
g04472,223,226
g04473,328,393
g04474,165,156
g04475,1734,1656
g04476,2485,2623
g04477,8,6
g04478,1749,1817
g04479,153,140
g04480,19,21
g04481,3,3
g04482,419,305
g04483,496,418
g04484,79,75
g04485,599,523
g04486,1,0
g04487,32,39
g04488,10,4
g04489,111,119
g04490,31,34
g04491,410,403
g04492,92,63
g04493,20,17
g04494,8,2
g04495,538,557
g04496,513,496
g04497,1823,1684
g04498,46,42
g04499,89,54
g04500,95,57
g04501,507,553
g04502,168,149
g04503,29,41
g04504,94,92
g04505,193,193
g04506,0,0
g04507,434,444
g04508,72,102
g04509,359,363
g04510,1610,1797
g04511,101,88
g04512,1448,1299
g04513,1142,1113
g04514,58,43
g04515,150,122
g04516,93,99
g04517,0,1
g04518,597,411
g04519,418,468
g04520,276,250
g04521,5,5
g04522,990,991
g04523,37,15
g04524,468,502
g04525,187,243
g04526,385,362
g04527,647,611
g04528,0,0
g04529,0,0
g04530,379,410
g04531,256,236
g04532,97,94
g04533,1650,1621
g04534,120,142
g04535,11,9
g04536,103,110
g04537,362,346
g04538,3,2
g04539,11,9
g04540,281,220
g04541,33,20
g04542,18,12
g04543,479,427
g04544,936,941
g04545,4,1
g04546,5,5
g04547,48,39
g04548,244,295
g04549,157,179
g04550,903,768
g04551,560,701
g04552,218,247
g04553,488,456
g04554,0,0
g04555,27,20
g04556,550,512
g04557,21,23
g04558,3078,2973
g04559,8999,8738
g04560,4999,4553
g04561,1264,1469
g04562,706,804
g04563,7,6
g04564,538,468
g04565,303,267
g04566,245,249
g04567,48,61
g04568,285,224
g04569,41,23
g04570,135,126
g04571,523,502
g04572,293,263
g04573,563,618
g04574,610,690
g04575,77,66
g04576,41,41
g04577,2,4
g04578,261,254
g04579,360,329
g04580,424,369
g04581,440,433
g04582,4518,4244
g04583,118,119
g04584,554,537
g04585,1532,1508
g04586,3,2
g04587,1,0
g04588,8,1
g04589,1,1
g04590,2,0
g04591,0,0
g04592,23,17
g04593,141,113
g04594,270,256
g04595,350,334
g04596,1240,1192
g04597,1320,1242
g04598,984,881
g04599,174,173
g04600,336,317
g04601,30,33
g04602,1194,1271
g04603,352,182
g04604,313,315
g04605,249,181
g04606,0,1
g04607,4,9
g04608,175,183
g04609,2280,2224
g04610,1320,1507
g04611,247,301
g04612,844,721
g04613,549,485
g04614,144,157
g04615,2687,3007
g04616,8,6
g04617,6,10
g04618,650,621
g04619,337,327
g04620,382,413
g04621,281,294
g04622,106,117
g04623,1117,1119
g04624,17,33
g04625,1,2
g04626,1023,928
g04627,29,23
g04628,68,69
g04629,22,15
g04630,5,6
g04631,546,591
g04632,226,201
g04633,145,163
g04634,52,48
g04635,186,204
g04636,1187,1230
g04637,247,226
g04638,43,27
g04639,2,1
g04640,0,0
g04641,37,6
g04642,397,396
g04643,10,9
g04644,188,136
g04645,0,0
g04646,1488,1576
g04647,4,2
g04648,2563,2538
g04649,6,1
g04650,1493,1302
g04651,348,289
g04652,4,1
g04653,3535,3326
g04654,560,620
g04655,429,462
g04656,31,50
g04657,0,0
g04658,523,487
g04659,4,1
g04660,231,225
g04661,1,7
g04662,0,0
g04663,41,55
g04664,0,0
g04665,3,0
g04666,177,126
g04667,1571,1338
g04668,138,93
g04669,0,0
g04670,8,4
g04671,0,1
g04672,6,2
g04673,526,521
g04674,20,12
g04675,271,324
g04676,1826,1930
g04677,1567,1460
g04678,364,334
g04679,0,1
g04680,0,0
g04681,1944,2119
g04682,318,293
g04683,2,3
g04684,116,95
g04685,456,441
g04686,2077,1847
g04687,85,87
g04688,13,5
g04689,21,18
g04690,4131,4407
g04691,17,24
g04692,157,174
g04693,1,0
g04694,9,16
g04695,778,875
g04696,330,285
g04697,103,114
g04698,41,39
g04699,0,0
g04700,2,1
g04701,19,30
g04702,0,0
g04703,0,0
g04704,17,26
g04705,5,8
g04706,0,0
g04707,0,0
g04708,0,0
g04709,0,0
g04710,5,5
g04711,0,0
g04712,0,0
g04713,4,6
g04714,6,6
g04715,10,8
g04716,1,2
g04717,371,375
g04718,220,222
g04719,937,858
g04720,165,229
g04721,871,977
g04722,788,837
g04723,11,21
g04724,3,4
g04725,0,0
g04726,2,4
g04727,29,34
g04728,5,5
g04729,7,7
g04730,0,1
g04731,22,32
g04732,1,0
g04733,221,189
g04734,245,128
g04735,326,301
g04736,53,40
g04737,892,794
g04738,76,89
g04739,710,635
g04740,5449,5405
g04741,623,493
g04742,0,1
g04743,0,0
g04744,0,0
g04745,973,920
g04746,34,18
g04747,112,108
g04748,3,1
g04749,10,6
g04750,4386,5681
g04751,1,2
g04752,1,0
g04753,1,0
g04754,8,2
g04755,583,759
g04756,178,200
g04757,162,91
g04758,650,585
g04759,258,279
g04760,36,47
g04761,1222,1065
g04762,64,63
g04763,4506,4205
g04764,1,0
g04765,11,19
g04766,0,0
g04767,352,365
g04768,20,21
g04769,252,260
g04770,91,110
g04771,4,1
g04772,0,0
g04773,5097,4688
g04774,937,910
g04775,0,1
g04776,226,142
g04777,1,3
g04778,99,71
g04779,73,59
g04780,631,588
g04781,188,179
g04782,1487,1564
g04783,770,835
g04784,2,1
g04785,126,116
g04786,2,2
g04787,263,291
g04788,589,671
g04789,79,69
g04790,7,17
g04791,552,423
g04792,15,9
g04793,29,39
g04794,270,196
g04795,18,7
g04796,0,0
g04797,163,175
g04798,1,6
g04799,769,870
g04800,72,56
g04801,247,281
g04802,1,2
g04803,591,597
g04804,33,24
g04805,0,0
g04806,468,399
g04807,4,3
g04808,1,1
g04809,2,2
g04810,796,875
g04811,52,93
g04812,7,7
g04813,1650,1837
g04814,512,512
g04815,0,0
g04816,322,229
g04817,146,144
g04818,0,0
g04819,791,710
g04820,10,2
g04821,131,112
g04822,2,3
g04823,91,82
g04824,755,723
g04825,163,180
g04826,27,17
g04827,439,406
g04828,7,5
g04829,1,2
g04830,202,247
g04831,684,714
g04832,26,31
g04833,701,774
g04834,152,127
g04835,2,1
g04836,828,809
g04837,1274,1374
g04838,230,158
g04839,994,1029
g04840,1,0
g04841,1,0
g04842,0,0
g04843,0,0
g04844,0,0
g04845,251,251
g04846,793,736
g04847,782,742
g04848,57,53
g04849,2361,2389
g04850,241,240
g04851,4385,4509
g04852,243,250
g04853,1457,1368
g04854,149,152
g04855,0,0
g04856,36,38
g04857,1789,1678
g04858,0,0
g04859,2537,2681
g04860,417,369
g04861,5,5
g04862,123,89
g04863,0,0
g04864,1,2
g04865,418,420
g04866,36,33
g04867,260,304
g04868,863,898
g04869,1535,1509
g04870,566,517
g04871,39,65
g04872,7,4
g04873,47,92
g04874,0,0
g04875,0,0
g04876,40,39
g04877,0,0
g04878,0,0
g04879,116,121
g04880,12,11
g04881,215,222
g04882,201,175
g04883,998,1051
g04884,350,308
g04885,1,0
g04886,43,22
g04887,1515,1497
g04888,594,562
g04889,1,1
g04890,211,199
g04891,0,0
g04892,2,1
g04893,0,1
g04894,0,0
g04895,0,0
g04896,177,141
g04897,19,10
g04898,578,649
g04899,98,141
g04900,0,3
g04901,0,0
g04902,5,11
g04903,8,14
g04904,0,0
g04905,4,11
g04906,95,93
g04907,365,319
g04908,150,146
g04909,2547,2682
g04910,82,62
g04911,350,367
g04912,1565,1366
g04913,1,0
g04914,681,646
g04915,171,158
g04916,0,0
g04917,5,2
g04918,310,284
g04919,0,0
g04920,1,0
g04921,38,48
g04922,323,369
g04923,880,871
g04924,825,843
g04925,803,945
g04926,572,551
g04927,527,422
g04928,0,0
g04929,0,0
g04930,264,255
g04931,4,0
g04932,13,7
g04933,39,33
g04934,204,205
g04935,712,745
g04936,292,293
g04937,237,221
g04938,174,207
g04939,60,55
g04940,1324,1549
g04941,868,885
g04942,1767,1619
g04943,2,0
g04944,97,96
g04945,624,593
g04946,248,227
g04947,49,52
g04948,47,27
g04949,0,0
g04950,125,116
g04951,1268,1260
g04952,94,108
g04953,395,376
g04954,25,19
g04955,470,458
g04956,1439,1340
g04957,64,68
g04958,0,1
g04959,404,299
g04960,1,0
g04961,372,293
g04962,793,810
g04963,261,279
g04964,614,539
g04965,761,906
g04966,163,200
g04967,90,78
g04968,640,627
g04969,7,4
g04970,166,174
g04971,605,558
g04972,723,862
g04973,1,0
g04974,1,3
g04975,1178,1109
g04976,40,43
g04977,117,134
g04978,375,426
g04979,12,4
g04980,1140,1109
g04981,63,27
g04982,294,333
g04983,112,114
g04984,1175,1217
g04985,453,521
g04986,31,54
g04987,0,0
g04988,542,548
g04989,421,406
g04990,348,414
g04991,179,208
g04992,296,284
g04993,3,0
g04994,112,88
g04995,5,2
g04996,289,298
g04997,0,1
g04998,2478,2470
g04999,47,55
g05000,2,1
g05001,256,198
g05002,248,252
g05003,5,4
g05004,16,13
g05005,22,23
g05006,94,102
g05007,927,897
g05008,2,1
g05009,589,488
g05010,61,58
g05011,14,11
g05012,588,422
g05013,2861,2943
g05014,8,14
g05015,5,6
g05016,1,2
g05017,911,831
g05018,249,245
g05019,149,154
g05020,518,467
g05021,4,2
g05022,126,128
g05023,13,8
g05024,5,6
g05025,0,0
g05026,357,344
g05027,7,0
g05028,506,420
g05029,96,113
g05030,0,0
g05031,475,508
g05032,402,351
g05033,584,536
g05034,534,516
g05035,0,1
g05036,669,664
g05037,0,7
g05038,501,516
g05039,613,680
g05040,722,844
g05041,35,19
g05042,573,605
g05043,269,312
g05044,218,252
g05045,40,52
g05046,460,532
g05047,370,361
g05048,80,36
g05049,520,480
g05050,72,65
g05051,1890,1577
g05052,161,128
g05053,738,674
g05054,1028,999
g05055,2,7
g05056,333,361
g05057,1,4
g05058,922,808
g05059,28,33
g05060,557,352
g05061,1,0
g05062,61,55
g05063,103,100
g05064,632,575
g05065,1,0
g05066,1,7
g05067,1772,1624
g05068,19,13
g05069,281,209
g05070,0,0
g05071,418,359
g05072,43,42
g05073,49,41
g05074,35,52
g05075,276,299
g05076,22,35
g05077,632,750
g05078,14,16
g05079,256,279
g05080,51,41
g05081,101,98
g05082,418,411
g05083,1600,1529
g05084,1091,881
g05085,24,18
g05086,0,0
g05087,2,1
g05088,95,96
g05089,340,317
g05090,677,622
g05091,3030,2898
g05092,1010,933
g05093,80,54
g05094,342,321
g05095,220,253
g05096,81,95
g05097,166,186
g05098,5,5
g05099,4,2
g05100,0,2
g05101,41,34
g05102,338,357
g05103,25,36
g05104,549,458
g05105,25,32
g05106,211,215
g05107,669,641
g05108,130,107
g05109,314,350
g05110,286,257
g05111,59,52
g05112,109,103
g05113,354,375
g05114,38,44
g05115,92,78
g05116,41,49
g05117,128,120
g05118,0,0
g05119,26,15
g05120,1242,1272
g05121,244,200
g05122,231,161
g05123,21,19
g05124,1111,1040
g05125,123,151
g05126,1074,921
g05127,58,48
g05128,85,92
g05129,2179,1973
g05130,149,147
g05131,90,79
g05132,542,525
g05133,298,293
g05134,68,40
g05135,41,42
g05136,1169,1271
g05137,175,124
g05138,600,505
g05139,173,137
g05140,262,242
g05141,6,14
g05142,93,97
g05143,361,322
g05144,443,424
g05145,1371,1316
g05146,160,172
g05147,160,169
g05148,0,2
g05149,435,442
g05150,48,29
g05151,1217,1223
g05152,131,139
g05153,0,0
g05154,515,476
g05155,720,650
g05156,66,65
g05157,103,105
g05158,7,9
g05159,582,522
g05160,427,373
g05161,458,370
g05162,7,13
g05163,20,20
g05164,588,668
g05165,1321,1466
g05166,5,6
g05167,788,723
g05168,416,400
g05169,4,4
g05170,154,148
g05171,241,277
g05172,1034,1120
g05173,0,0
g05174,0,0
g05175,0,0
g05176,0,0
g05177,0,0
g05178,0,0
g05179,0,0
g05180,0,0
g05181,0,0
g05182,0,1
g05183,0,0
g05184,0,0
g05185,0,0
g05186,0,0
g05187,0,0
g05188,0,0
g05189,0,0
g05190,0,0
g05191,0,0
g05192,0,0
g05193,0,0
g05194,0,0
g05195,0,0
g05196,0,0
g05197,2,0
g05198,194,243
g05199,8,8
g05200,1263,1236
g05201,54,51
g05202,201,179
g05203,5,3
g05204,19,11
g05205,657,593
g05206,385,317
g05207,26,24
g05208,2016,2134
g05209,2439,2461
g05210,199,198
g05211,0,0
g05212,131,140
g05213,41,28
g05214,134,107
g05215,150,139
g05216,328,257
g05217,1643,1660
g05218,762,706
g05219,243,221
g05220,1,1
g05221,733,585
g05222,35,34
g05223,3,5
g05224,1,0
g05225,60,54
g05226,175,187
g05227,77,74
g05228,1276,1376
g05229,320,312
g05230,6,1
g05231,6791,6608
g05232,395,415
g05233,12,8
g05234,431,361
g05235,220,240
g05236,10,5
g05237,38,39
g05238,1,0
g05239,38,23
g05240,433,491
g05241,38,25
g05242,2,1
g05243,1109,1060
g05244,351,330
g05245,1,0
g05246,0,0
g05247,9,5
g05248,713,632
g05249,1184,983
g05250,124,94
g05251,327,261
g05252,310,387
g05253,1071,1043
g05254,23,28
g05255,196,154
g05256,1010,912
g05257,644,599
g05258,538,428
g05259,296,275
g05260,1,2
g05261,0,0
g05262,350,431
g05263,292,355
g05264,115,119
g05265,101,157
g05266,872,895
g05267,1125,1223
g05268,0,0
g05269,529,564
g05270,9,8
g05271,21,23
g05272,333,348
g05273,235,229
g05274,1273,1259
g05275,97,94
g05276,11,21
g05277,0,0
g05278,59,53
g05279,1,4
g05280,25,3
g05281,1,0
g05282,1,1
g05283,4,1
g05284,0,0
g05285,0,0
g05286,0,0
g05287,2,0
g05288,0,0
g05289,3,4
g05290,23,43
g05291,0,0
g05292,0,1
g05293,0,0
g05294,1,2
g05295,0,0
g05296,0,0
g05297,17,25
g05298,12,11
g05299,13,5
g05300,12,4
g05301,0,2
g05302,0,0
g05303,0,0
g05304,79,83
g05305,1,2
g05306,1,0
g05307,1697,1605
g05308,5,2
g05309,177,127
g05310,223,255
g05311,34,28
g05312,872,1202
g05313,116,204
g05314,467,503
g05315,462,497
g05316,0,0
g05317,0,0
g05318,0,0
g05319,1,0
g05320,0,0
g05321,0,0
g05322,90,72
g05323,0,0
g05324,1454,1552
g05325,72,73
g05326,0,1
g05327,1165,1133
g05328,201,195
g05329,13,6
g05330,2586,2581
g05331,3,3
g05332,452,451
g05333,0,1
g05334,0,0
g05335,0,0
g05336,0,2
g05337,985,936
g05338,18,6
g05339,770,772
g05340,158,149
g05341,161,197
g05342,6,12
g05343,26,30
g05344,89,86
g05345,931,1018
g05346,127,134
g05347,966,912
g05348,2,0
g05349,280,288
g05350,602,594
g05351,62,54
g05352,48,48
g05353,0,1
g05354,63,64
g05355,816,908
g05356,77,67
g05357,302,233
g05358,0,0
g05359,1545,1223
g05360,0,0
g05361,0,0
g05362,0,0
g05363,0,0
g05364,0,0
g05365,0,0
g05366,0,0
g05367,0,0
g05368,0,0
g05369,1,0
g05370,0,0
g05371,0,0
g05372,0,0
g05373,0,0
g05374,0,0
g05375,0,0
g05376,0,0
g05377,0,0
g05378,2,0
g05379,0,0
g05380,0,0
g05381,0,0
g05382,0,0
g05383,0,0
g05384,0,0
g05385,0,0
g05386,0,0
g05387,0,0
g05388,0,0
g05389,3,5
g05390,3,2
g05391,15,12
g05392,7,9
g05393,28,36
g05394,33,34
g05395,30,27
g05396,7,9
g05397,19,11
g05398,62,56
g05399,68,62
g05400,13,18
g05401,14,12
g05402,3,7
g05403,11,10
g05404,23,11
g05405,18,21
g05406,4,0
g05407,7,5
g05408,14,6
g05409,15,10
g05410,16,22
g05411,18,14
g05412,40,31
g05413,22,31
g05414,17,15
g05415,126,112
g05416,35,24
g05417,1418,1433
g05418,50,46
g05419,6,8
g05420,19,13
g05421,37,29
g05422,16,15
g05423,12,11
g05424,14,24
g05425,17,23
g05426,40,35
g05427,15,12
g05428,0,0
g05429,5,5
g05430,0,0
g05431,37,46
g05432,0,0
g05433,1610,1677
g05434,60,56
g05435,10,12
g05436,12439,12046
g05437,13,14
g05438,54,36
g05439,1245,1359
g05440,335,304
g05441,75,76
g05442,1,0
g05443,197,186
g05444,21,18
g05445,361,406
g05446,501,503
g05447,77,80
g05448,3,5
g05449,590,446
g05450,923,959
g05451,26,15
g05452,4,1
g05453,1858,1844
g05454,25,25
g05455,46,53
g05456,86,81
g05457,64,65
g05458,1383,1360
g05459,7,6
g05460,45,46
g05461,1870,1924
g05462,1834,2396
g05463,237,224
g05464,506,495
g05465,192,203
g05466,3036,3404
g05467,250,229
g05468,356,322
g05469,438,451
g05470,8,9
g05471,388,420
g05472,12,27
g05473,0,0
g05474,29,12
g05475,0,0
g05476,4,1
g05477,594,573
g05478,0,0
g05479,1,1
g05480,10,9
g05481,132,124
g05482,176,148
g05483,123,144
g05484,344,386
g05485,3015,3341
g05486,33,27
g05487,741,709
g05488,106,80
g05489,92,68
g05490,45,56
g05491,42,55
g05492,752,659
g05493,4,2
g05494,724,652
g05495,139,135
g05496,620,588
g05497,385,350
g05498,1625,1547
g05499,5,7
g05500,862,756
g05501,293,230
g05502,834,754
g05503,532,478
g05504,267,243
g05505,224,239
g05506,1,0
g05507,0,0
g05508,3,0
g05509,0,0
g05510,0,0
g05511,0,0
g05512,1,1
g05513,62,73
g05514,0,0
g05515,0,0
g05516,0,0
g05517,0,0
g05518,0,0
g05519,0,0
g05520,0,0
g05521,0,0
g05522,0,0
g05523,0,0
g05524,0,0
g05525,0,0
g05526,0,0
g05527,0,0
g05528,0,0
g05529,0,0
g05530,0,0
g05531,0,0
g05532,0,0
g05533,0,0
g05534,0,0
g05535,0,0
g05536,0,0
g05537,0,0
g05538,0,0
g05539,0,0
g05540,0,0
g05541,0,0
g05542,0,0
g05543,0,0
g05544,0,0
g05545,0,1
g05546,0,0
g05547,0,0
g05548,0,0
g05549,0,0
g05550,0,0
g05551,0,0
g05552,0,0
g05553,0,0
g05554,0,0
g05555,0,0
g05556,0,0
g05557,0,0
g05558,0,0
g05559,0,0
g05560,0,0
g05561,0,0
g05562,0,0
g05563,0,0
g05564,0,0
g05565,0,0
g05566,0,0
g05567,0,0
g05568,0,0
g05569,0,0
g05570,0,0
g05571,0,0
g05572,0,0
g05573,0,0
g05574,0,0
g05575,0,0
g05576,0,0
g05577,0,0
g05578,0,0
g05579,0,0
g05580,0,0
g05581,0,0
g05582,0,0
g05583,0,0
g05584,0,0
g05585,0,0
g05586,0,0
g05587,0,0
g05588,0,0
g05589,0,0
g05590,0,0
g05591,0,0
g05592,0,0
g05593,0,0
g05594,0,0
g05595,0,0
g05596,0,0
g05597,0,0
g05598,0,0
g05599,0,0
g05600,0,0
g05601,0,0
g05602,0,0
g05603,0,0
g05604,0,0
g05605,0,0
g05606,0,0
g05607,0,0
g05608,0,0
g05609,0,0
g05610,0,0
g05611,0,0
g05612,0,0
g05613,0,0
g05614,0,0
g05615,0,0
g05616,0,0
g05617,0,0
g05618,0,0
g05619,0,0
g05620,0,0
g05621,0,0
g05622,0,0
g05623,0,0
g05624,0,0
g05625,0,0
g05626,0,0
g05627,0,0
g05628,0,0
g05629,0,0
g05630,0,1
g05631,0,0
g05632,0,0
g05633,0,0
g05634,0,0
g05635,0,0
g05636,0,0
g05637,0,0
g05638,0,0
g05639,0,0
g05640,0,0
g05641,0,0
g05642,0,0
g05643,0,0
g05644,0,0
g05645,0,0
g05646,0,0
g05647,0,0
g05648,0,0
g05649,0,0
g05650,0,0
g05651,0,0
g05652,386,389
g05653,86,75
g05654,407,359
g05655,1207,1010
g05656,68,62
g05657,136,107
g05658,817,706
g05659,383,325
g05660,0,1
g05661,6,2
g05662,5,2
g05663,0,0
g05664,330,280
g05665,308,267
g05666,96,87
g05667,543,487
g05668,0,0
g05669,14,21
g05670,1,0
g05671,172,182
g05672,51,41
g05673,27,33
g05674,0,0
g05675,1,0
g05676,8,13
g05677,6,2
g05678,3214,3351
g05679,1599,1600
g05680,122,120
g05681,117,126
g05682,259,357
g05683,3,2
g05684,1227,1129
g05685,0,0
g05686,2,0
g05687,20,15
g05688,1,1
g05689,4,7
g05690,4,9
g05691,6,14
g05692,1,1
g05693,0,0
g05694,0,0
g05695,1,3
g05696,248,314
g05697,1,0
g05698,1,1
g05699,1445,1364
g05700,1533,1387
g05701,1170,897
g05702,0,0
g05703,162,152
g05704,646,632
g05705,31,25
g05706,1,0
g05707,5,8
g05708,671,721
g05709,1689,1541
g05710,1,0
g05711,1651,1543
g05712,2094,2032
g05713,102,125
g05714,0,0
g05715,514,465
g05716,252,258
g05717,618,630
g05718,0,4
g05719,4451,4161
g05720,0,1
g05721,1023,892
g05722,353,315
g05723,114,109
g05724,77,88
g05725,95,87
g05726,9,3
g05727,0,0
g05728,0,0
g05729,0,0
g05730,0,0
g05731,73,53
g05732,4347,3515
g05733,1003,843
g05734,167,144
g05735,624,574
g05736,476,451
g05737,365,382
g05738,1075,953
g05739,900,889
g05740,92,120
g05741,215,210
g05742,750,932
g05743,219,193
g05744,5,7
g05745,0,1
g05746,1419,1238
g05747,1,1
g05748,0,0
g05749,76,76
g05750,10,12
g05751,140,134
g05752,1982,1923
g05753,5,6
g05754,961,1062
g05755,152,179
g05756,0,0
g05757,14,12
g05758,1145,1184
g05759,533,534
g05760,0,0
g05761,0,0
g05762,0,0
g05763,0,0
g05764,0,0
g05765,0,0
g05766,0,0
g05767,0,0
g05768,0,0
g05769,0,0
g05770,0,0
g05771,0,0
g05772,0,0
g05773,0,0
g05774,1,0
g05775,281,291
g05776,151,169
g05777,68,49
g05778,1,0
g05779,5,8
g05780,5,2
g05781,0,5
g05782,628,594
g05783,2,2
g05784,25,28
g05785,0,0
g05786,0,0
g05787,0,0
g05788,973,945
g05789,284,278
g05790,1,0
g05791,0,1
g05792,0,0
g05793,205,204
g05794,515,561
g05795,34,37
g05796,940,854
g05797,34,20
g05798,11,16
g05799,41,40
g05800,5,4
g05801,838,759
g05802,0,2
g05803,0,0
g05804,0,0
g05805,0,0
g05806,0,0
g05807,2,0
g05808,0,0
g05809,0,0
g05810,434,506
g05811,971,1091
g05812,69,71
g05813,819,934
g05814,1190,1396
g05815,1449,1378
g05816,2957,3133
g05817,596,674
g05818,2947,2902
g05819,334,376
g05820,236,201
g05821,40,32
g05822,0,0
g05823,0,0
g05824,65,158
g05825,10,16
g05826,0,0
g05827,0,0
g05828,1,0
g05829,180,174
g05830,1,5
g05831,4,6
g05832,0,0
g05833,301,394
g05834,601,570
g05835,221,244
g05836,157,206
g05837,877,825
g05838,0,0
g05839,0,0
g05840,0,0
g05841,0,0
g05842,0,0
g05843,0,0
g05844,0,0
g05845,0,0
g05846,0,0
g05847,0,0
g05848,0,0
g05849,0,0
g05850,0,0
g05851,0,0
g05852,0,0
g05853,0,0
g05854,0,0
g05855,0,0
g05856,0,0
g05857,0,0
g05858,0,0
g05859,0,0
g05860,0,1
g05861,0,0
g05862,0,0
g05863,0,0
g05864,0,0
g05865,0,0
g05866,0,0
g05867,0,0
g05868,0,0
g05869,0,0
g05870,0,0
g05871,0,0
g05872,0,0
g05873,0,0
g05874,0,0
g05875,579,684
g05876,209,256
g05877,6,9
g05878,4,5
g05879,5,6
g05880,12,14
g05881,1207,1110
g05882,2271,2352
g05883,1206,1110
g05884,954,869
g05885,650,644
g05886,1392,1553
g05887,3711,3808
g05888,2453,2685
g05889,2413,2536
g05890,484,542
g05891,1321,1377
g05892,395,373
g05893,14,18
g05894,656,563
g05895,6661,6999
g05896,492,509
g05897,4404,4165
g05898,354,438
g05899,243,324
g05900,35,40
g05901,2589,2675
g05902,58,49
g05903,2692,2966
g05904,1950,1978
g05905,5,2
g05906,2413,2776
g05907,1554,1666
g05908,820,870
g05909,1372,1261
g05910,2016,1963
g05911,1279,1331
g05912,3530,3894
g05913,0,0
g05914,0,0
g05915,2,1
g05916,0,0
g05917,1,0
g05918,0,0
g05919,2,5
g05920,11,7
g05921,589,446
g05922,17,17
g05923,0,0
g05924,5,8
g05925,396,450
g05926,10,23
g05927,1,1
g05928,187,184
g05929,1055,973
g05930,147,134
g05931,280,309
g05932,92,126
g05933,33,39
g05934,319,290
g05935,327,306
g05936,199,199
g05937,30,16
g05938,41,58
g05939,0,0
g05940,0,0
g05941,0,0
g05942,0,0
g05943,0,0
g05944,0,0
g05945,0,0
g05946,0,0
g05947,0,1
g05948,0,0
g05949,0,0
g05950,0,0
g05951,0,0
g05952,1,0
g05953,0,0
g05954,0,0
g05955,0,1
g05956,0,0
g05957,0,0
g05958,0,0
g05959,0,0
g05960,0,0
g05961,0,0
g05962,0,0
g05963,0,0
g05964,2,0
g05965,1,1
g05966,278,264
g05967,2278,2703
g05968,29,38
g05969,346,287
g05970,486,411
g05971,113,70
g05972,153,106
g05973,1098,1075
g05974,0,0
g05975,306,280
g05976,30,21
g05977,813,792
g05978,101,93
g05979,9,9
g05980,0,1
g05981,50,58
g05982,0,1
g05983,5,6
g05984,40,42
g05985,453,448
