,mut_E14.5_f5,mut_E14.5_f4
g22676,35,34
g22677,1850,1641
g22678,254,190
g22679,2,0
g22680,0,0
g22681,0,1
g22682,0,1
g22683,1,1
g22684,168,143
g22685,0,0
g22686,10,6
g22687,6109,4795
g22688,0,0
g22689,0,1
g22690,0,1
g22691,0,0
g22692,4,0
g22693,54,54
g22694,2903,2914
g22695,228,249
g22696,55,89
g22697,401,432
g22698,165,145
g22699,229,186
g22700,490,499
g22701,121,115
g22702,52,42
g22703,1027,1198
g22704,84,83
g22705,44,24
g22706,118,81
g22707,275,251
g22708,26,23
g22709,2,0
g22710,78,67
g22711,200,202
g22712,0,1
g22713,6,14
g22714,1,1
g22715,4,4
g22716,77,83
g22717,993,898
g22718,212,197
g22719,25,26
g22720,182,145
g22721,0,3
g22722,72,73
g22723,596,610
g22724,35,43
g22725,67,72
g22726,155,133
g22727,0,1
g22728,0,0
g22729,0,0
g22730,0,1
g22731,0,0
g22732,1,2
g22733,0,0
g22734,1,0
g22735,0,0
g22736,0,0
g22737,0,0
g22738,0,0
g22739,0,0
g22740,0,0
g22741,0,0
g22742,0,0
g22743,0,0
g22744,0,0
g22745,0,0
g22746,0,0
g22747,0,0
g22748,0,0
g22749,0,0
g22750,4,2
g22751,188,220
g22752,19,38
g22753,5,10
g22754,0,1
g22755,2,2
g22756,342,302
g22757,791,849
g22758,123,155
g22759,932,973
g22760,56,32
g22761,0,1
g22762,6,4
g22763,390,337
g22764,166,124
g22765,1131,1100
g22766,77,76
g22767,375,222
g22768,4,4
g22769,542,560
g22770,339,222
g22771,26,14
g22772,31,24
g22773,203,222
g22774,913,767
g22775,806,822
g22776,82,72
g22777,23,13
g22778,169,134
g22779,0,2
g22780,1031,1036
g22781,22,21
g22782,5,2
g22783,25,27
g22784,15,19
g22785,784,676
g22786,149,135
g22787,176,99
g22788,37,15
g22789,976,1169
g22790,459,457
g22791,231,204
g22792,448,401
g22793,358,333
g22794,111,89
g22795,798,754
g22796,13,12
g22797,90,77
g22798,56,52
g22799,863,865
g22800,82,87
g22801,457,482
g22802,589,696
g22803,2916,2983
g22804,331,394
g22805,26,23
g22806,1,1
g22807,5,2
g22808,0,1
g22809,12,3
g22810,972,814
g22811,457,488
g22812,6,10
g22813,297,320
g22814,514,467
g22815,3,0
g22816,3,0
g22817,0,0
g22818,0,0
g22819,1,0
g22820,0,1
g22821,0,0
g22822,0,0
g22823,0,1
g22824,0,0
g22825,0,1
g22826,5,8
g22827,3191,3372
g22828,9,8
g22829,1464,1317
g22830,969,1072
g22831,69,64
g22832,2494,2181
g22833,10,8
g22834,2,1
g22835,137094,147114
g22836,13731,16794
g22837,31225,28867
g22838,12,3
g22839,992,1003
g22840,1,1
g22841,0,0
g22842,164,223
g22843,9,2
g22844,24,36
g22845,356,332
g22846,4601,4208
g22847,493,534
g22848,462,509
g22849,70,46
g22850,13811,9743
g22851,7,2
g22852,14899,16547
g22853,25,16
g22854,28,15
g22855,2391,2463
g22856,703,601
g22857,13,7
g22858,57,31
g22859,62,36
g22860,953,862
g22861,0,0
g22862,55,63
g22863,96,73
g22864,398,230
g22865,0,0
g22866,155,149
g22867,1785,1912
g22868,1064,965
g22869,22,21
g22870,113,133
g22871,246,163
g22872,0,0
g22873,3,1
g22874,22,16
g22875,23,32
g22876,63,67
g22877,215,183
g22878,1964,1920
g22879,6,4
g22880,189,152
g22881,115,67
g22882,0,0
g22883,0,0
g22884,0,0
g22885,1048,964
g22886,3,2
g22887,553,575
g22888,24,44
g22889,1,3
g22890,609,606
g22891,455,397
g22892,461,450
g22893,1,2
g22894,316,278
g22895,777,814
g22896,154,163
g22897,10,6
g22898,212,162
g22899,4,2
g22900,4,2
g22901,10,6
g22902,597,600
g22903,4,7
g22904,0,0
g22905,2,4
g22906,1,0
g22907,0,0
g22908,0,1
g22909,1,0
g22910,1,0
g22911,0,0
g22912,139,163
g22913,364,365
g22914,486,532
g22915,58,33
g22916,11,6
g22917,985,862
g22918,67,74
g22919,290,285
g22920,581,489
g22921,562,553
g22922,1553,1369
g22923,31,37
g22924,320,354
g22925,139,152
g22926,62,72
g22927,304,348
g22928,1,1
g22929,0,0
g22930,0,1
g22931,1,1
g22932,948,878
g22933,16,15
g22934,1388,1346
g22935,0,0
g22936,354,329
g22937,87,76
g22938,627,623
g22939,7,10
g22940,296,232
g22941,0,0
g22942,0,1
g22943,3,1
g22944,321,327
g22945,16,19
g22946,8897,8226
g22947,4389,4331
g22948,11,6
g22949,2,1
g22950,5,3
g22951,602,616
g22952,260,266
g22953,384,356
g22954,1654,1640
g22955,2,1
g22956,3,0
g22957,2,0
g22958,994,948
g22959,4,2
g22960,0,1
g22961,13,6
g22962,1,0
g22963,21,38
g22964,0,0
g22965,843,825
g22966,0,0
g22967,1997,1749
g22968,91,94
g22969,48,42
g22970,1148,1221
g22971,2,2
g22972,3,3
g22973,31,31
g22974,418,376
g22975,1692,1703
g22976,3764,3494
g22977,54,68
g22978,2,0
g22979,1,1
g22980,89,94
g22981,461,505
g22982,558,589
g22983,639,619
g22984,0,0
g22985,0,1
g22986,5,9
g22987,882,833
g22988,3,1
g22989,1255,1139
g22990,4,1
g22991,1693,1797
g22992,261,294
g22993,1,0
g22994,872,766
g22995,133,161
g22996,417,480
g22997,82,76
g22998,71,88
g22999,44,44
g23000,308,330
g23001,162,195
g23002,783,768
g23003,351,301
g23004,2,1
g23005,1386,1292
g23006,659,599
g23007,0,0
g23008,315,329
g23009,198,191
g23010,492,592
g23011,76,55
g23012,2,2
g23013,0,2
g23014,0,0
g23015,0,0
g23016,0,0
g23017,0,0
g23018,0,0
g23019,0,0
g23020,1,0
g23021,0,0
g23022,0,0
g23023,0,0
g23024,0,0
g23025,0,0
g23026,0,0
g23027,0,0
g23028,0,0
g23029,0,0
g23030,0,0
g23031,5,1
g23032,36,39
g23033,0,1
g23034,95,62
g23035,17,18
g23036,23,36
g23037,3,0
g23038,0,0
g23039,1,0
g23040,0,0
g23041,0,0
g23042,0,0
g23043,0,0
g23044,0,0
g23045,0,0
g23046,0,0
g23047,0,0
g23048,0,0
g23049,0,0
g23050,0,0
g23051,0,0
g23052,0,0
g23053,0,0
g23054,0,0
g23055,0,0
g23056,0,0
g23057,0,0
g23058,0,0
g23059,0,0
g23060,0,0
g23061,0,0
g23062,0,0
g23063,0,0
g23064,0,0
g23065,0,0
g23066,0,0
g23067,0,0
g23068,0,0
g23069,0,0
g23070,0,0
g23071,0,0
g23072,0,0
g23073,8,7
g23074,0,0
g23075,0,0
g23076,0,0
g23077,0,0
g23078,0,0
g23079,0,0
g23080,0,0
g23081,0,0
g23082,0,0
g23083,0,0
g23084,28,25
g23085,733,805
g23086,1,6
g23087,96,87
g23088,482,480
g23089,378,367
g23090,209,184
g23091,2,0
g23092,186,208
g23093,3,2
g23094,186,194
g23095,146,122
g23096,663,569
g23097,76,54
g23098,263,298
g23099,46,33
g23100,388,397
g23101,205,190
g23102,556,488
g23103,697,735
g23104,347,327
g23105,1271,1139
g23106,633,523
g23107,0,0
g23108,0,0
g23109,1,2
g23110,1447,1481
g23111,388,404
g23112,378,407
g23113,947,1046
g23114,103,86
g23115,0,0
g23116,199,185
g23117,8,5
g23118,0,0
g23119,0,2
g23120,5,4
g23121,6,11
g23122,3,10
g23123,680,672
g23124,483,559
g23125,19,11
g23126,181,161
g23127,1269,1207
g23128,32,16
g23129,1976,1692
g23130,98,101
g23131,1245,1054
g23132,568,512
g23133,574,536
g23134,41,35
g23135,406,407
g23136,210,219
g23137,70,59
g23138,439,314
g23139,981,1074
g23140,10,26
g23141,393,424
g23142,309,273
g23143,833,890
g23144,2347,2413
g23145,117,119
g23146,104,97
g23147,0,2
g23148,139,110
g23149,1247,1193
g23150,539,514
g23151,1360,1170
g23152,139,146
g23153,116,113
g23154,11,7
g23155,2,2
g23156,4,5
g23157,644,521
g23158,0,0
g23159,0,0
g23160,0,0
g23161,1,1
g23162,0,0
g23163,0,0
g23164,0,0
g23165,223,200
g23166,0,0
g23167,401,436
g23168,0,0
g23169,535,498
g23170,2,1
g23171,475,475
g23172,565,570
g23173,235,299
g23174,0,0
g23175,188,164
g23176,16,19
g23177,3,6
g23178,7,5
g23179,425,429
g23180,207,238
g23181,30,35
g23182,0,6
g23183,601,444
g23184,684,729
g23185,190,182
g23186,583,543
g23187,1,3
g23188,262,291
g23189,24,56
g23190,187,155
g23191,459,429
g23192,1,4
g23193,473,424
g23194,1207,1445
g23195,0,0
g23196,0,0
g23197,366,524
g23198,185,233
g23199,2287,2172
g23200,353,246
g23201,10,16
g23202,580,545
g23203,44,52
g23204,671,631
g23205,4,9
g23206,36,33
g23207,10,5
g23208,0,0
g23209,348,269
g23210,191,203
g23211,26,28
g23212,1681,1503
g23213,17,19
g23214,38,32
g23215,69,59
g23216,0,0
g23217,996,920
g23218,2,5
g23219,54,40
g23220,14,5
g23221,230,272
g23222,302,268
g23223,786,804
g23224,780,766
g23225,327,369
g23226,0,0
g23227,0,0
g23228,0,0
g23229,0,0
g23230,0,2
g23231,538,458
g23232,190,119
g23233,881,756
g23234,96,58
g23235,0,1
g23236,3041,2597
g23237,789,815
g23238,326,273
g23239,1,0
g23240,1,0
g23241,0,0
g23242,1,1
g23243,0,0
g23244,0,0
g23245,0,0
g23246,1,0
g23247,1,0
g23248,6983,5651
g23249,293,232
g23250,3,1
g23251,5,6
g23252,0,0
g23253,1,1
g23254,1,1
g23255,32,25
g23256,260,211
g23257,26,25
g23258,0,0
g23259,844,820
g23260,56,69
g23261,105,121
g23262,499,613
g23263,1,4
g23264,52,50
g23265,468,493
g23266,61,63
g23267,5,6
g23268,399,383
g23269,465,472
g23270,4762,5223
g23271,1,0
g23272,802,542
g23273,167,169
g23274,248,239
g23275,776,863
g23276,5,4
g23277,97,59
g23278,14,9
g23279,1548,1598
g23280,878,927
g23281,370,344
g23282,0,1
g23283,146,165
g23284,220,249
g23285,0,0
g23286,1,1
g23287,549,510
g23288,379,382
g23289,4130,3900
g23290,71,58
g23291,11,14
g23292,7,10
g23293,5,10
g23294,141,124
g23295,195,195
g23296,123,112
g23297,907,703
g23298,9,11
g23299,1,1
g23300,56,49
g23301,1618,1543
g23302,0,0
g23303,0,0
g23304,0,0
g23305,0,0
g23306,0,0
g23307,0,0
g23308,0,0
g23309,0,0
g23310,0,0
g23311,0,0
g23312,0,0
g23313,0,0
g23314,0,0
g23315,0,0
g23316,0,0
g23317,0,0
g23318,0,0
g23319,0,0
g23320,0,0
g23321,13,9
g23322,142,151
g23323,142,151
g23324,194,191
g23325,67,54
g23326,62,48
g23327,211,269
g23328,4,2
g23329,288,321
g23330,219,195
g23331,19,8
g23332,12,16
g23333,73,64
g23334,2,3
g23335,8,9
g23336,57,62
g23337,0,0
g23338,0,4
g23339,255,292
g23340,204,219
g23341,1001,1034
g23342,9,4
g23343,698,711
g23344,428,396
g23345,14,11
g23346,1,0
g23347,79,102
g23348,596,509
g23349,75,63
g23350,13,16
g23351,2,0
g23352,391,443
g23353,1,0
g23354,140,164
g23355,0,0
g23356,2288,2530
g23357,624,600
g23358,354,429
g23359,93,55
g23360,2,1
g23361,0,2
g23362,1,2
g23363,43,47
g23364,2,0
g23365,180,175
g23366,8,4
g23367,91,99
g23368,1,0
g23369,3,7
g23370,75,64
g23371,102,96
g23372,1,0
g23373,27,25
g23374,0,0
g23375,1607,1427
g23376,61,28
g23377,353,311
g23378,12,11
g23379,536,602
g23380,264,210
g23381,54,42
g23382,29,20
g23383,1284,1143
g23384,318,284
g23385,200,220
g23386,149,141
g23387,88,79
g23388,75,79
g23389,0,0
g23390,0,0
g23391,188,204
g23392,32,26
g23393,403,413
g23394,84,93
g23395,929,994
g23396,1387,1192
g23397,254,259
g23398,98,78
g23399,41,33
g23400,51,70
g23401,31,42
g23402,823,892
g23403,53,49
g23404,1578,1414
g23405,2,3
g23406,1911,1799
g23407,377,385
g23408,23,18
g23409,268,294
g23410,13,8
g23411,1354,1566
g23412,320,303
g23413,128,130
g23414,261,264
g23415,4,2
g23416,575,613
g23417,142,114
g23418,357,431
g23419,788,752
g23420,0,1
g23421,623,675
g23422,704,763
g23423,1113,856
g23424,263,259
g23425,263,259
g23426,937,809
g23427,767,724
g23428,399,302
g23429,468,398
g23430,189,179
g23431,80,61
g23432,330,377
g23433,118,106
g23434,328,295
g23435,2619,2810
g23436,283,276
g23437,1086,1161
g23438,775,716
g23439,17,21
g23440,1,0
g23441,690,727
g23442,452,499
g23443,2264,2211
g23444,1,1
g23445,0,0
g23446,8,3
g23447,641,642
g23448,97,94
g23449,363,261
g23450,943,919
g23451,75,56
g23452,258,193
g23453,4,4
g23454,101,100
g23455,139,177
g23456,21,21
g23457,595,543
g23458,14,16
g23459,600,602
g23460,25,12
g23461,631,598
g23462,1,0
g23463,44,37
g23464,2,0
g23465,0,1
g23466,298,307
g23467,1914,1880
g23468,529,587
g23469,39,48
g23470,705,673
g23471,157,138
g23472,759,791
g23473,222,218
g23474,909,1019
g23475,259,290
g23476,833,895
g23477,820,948
g23478,353,367
g23479,314,294
g23480,0,0
g23481,121,132
g23482,349,361
g23483,2,1
g23484,0,2
g23485,464,512
g23486,621,684
g23487,1105,1261
g23488,261,316
g23489,61,71
g23490,2480,2391
g23491,554,541
g23492,103,79
g23493,3,2
g23494,18,11
g23495,216,227
g23496,124,126
g23497,251,264
g23498,86,90
g23499,181,178
g23500,5,5
g23501,0,0
g23502,0,0
g23503,0,0
g23504,3741,3793
g23505,1274,1220
g23506,363,346
g23507,0,0
g23508,0,0
g23509,991,1006
g23510,1054,789
g23511,279,242
g23512,1248,1105
g23513,21,21
g23514,191,186
g23515,405,301
g23516,978,952
g23517,59,56
g23518,253,216
g23519,871,937
g23520,611,620
g23521,112,89
g23522,1563,1694
g23523,14,14
g23524,649,668
g23525,2,1
g23526,3,0
g23527,705,772
g23528,27,11
g23529,331,243
g23530,2013,1878
g23531,6,12
g23532,0,1
g23533,0,0
g23534,2,2
g23535,186,133
g23536,2,0
g23537,552,508
g23538,90,76
g23539,307,307
g23540,496,535
g23541,0,0
g23542,626,530
g23543,0,0
g23544,32,48
g23545,0,0
g23546,127,131
g23547,504,468
g23548,612,650
g23549,985,969
g23550,0,3
g23551,126,113
g23552,30,29
g23553,959,896
g23554,2022,1869
g23555,2223,2388
g23556,146,162
g23557,27,27
g23558,461,449
g23559,95,52
g23560,1,0
g23561,16,20
g23562,879,884
g23563,1011,839
g23564,33,30
g23565,475,508
g23566,360,362
g23567,26,10
g23568,315,387
g23569,497,535
g23570,649,630
g23571,2,0
g23572,342,343
g23573,0,0
g23574,51,44
g23575,100,109
g23576,0,0
g23577,792,897
g23578,3097,2740
g23579,702,699
g23580,573,589
g23581,284,302
g23582,681,624
g23583,545,585
g23584,1059,898
g23585,2804,2611
g23586,457,424
g23587,323,311
g23588,1906,1679
g23589,947,817
g23590,804,807
g23591,13,10
g23592,5,0
g23593,0,0
g23594,115,148
g23595,21,16
g23596,0,1
g23597,33,26
g23598,34,41
g23599,360,316
g23600,2,0
g23601,496,475
g23602,25,17
g23603,405,386
g23604,59,46
g23605,26,26
g23606,1,0
g23607,3,0
g23608,0,0
g23609,2,2
g23610,0,1
g23611,0,1
g23612,716,771
g23613,694,750
g23614,311,321
g23615,142,104
g23616,383,365
g23617,212,217
g23618,1135,1038
g23619,688,679
g23620,101,84
g23621,594,560
g23622,51,50
g23623,61,70
g23624,3361,3468
g23625,671,641
g23626,654,578
g23627,8216,8706
g23628,2,1
g23629,657,767
g23630,161,164
g23631,264,313
g23632,22,14
g23633,84,96
g23634,400,351
g23635,47,40
g23636,29,13
g23637,231,225
g23638,2596,2978
g23639,150,129
g23640,247,211
g23641,0,1
g23642,735,848
g23643,1266,1257
g23644,1956,2069
g23645,371,384
g23646,270,307
g23647,2,6
g23648,267,236
g23649,234,202
g23650,262,242
g23651,608,551
g23652,30,35
g23653,0,0
g23654,0,1
g23655,1648,1880
g23656,415,450
g23657,16,20
g23658,190,179
g23659,665,694
g23660,1884,1874
g23661,662,670
g23662,1326,1424
g23663,719,713
g23664,15,7
g23665,880,966
g23666,314,319
g23667,93,104
g23668,771,703
g23669,1,0
g23670,0,0
g23671,246,323
g23672,47,56
g23673,0,0
g23674,654,680
g23675,220,174
g23676,580,561
g23677,8,3
g23678,655,639
g23679,10,12
g23680,352,272
g23681,746,758
g23682,553,505
g23683,17,22
g23684,3,1
g23685,16,16
g23686,472,485
g23687,190,181
g23688,13,6
g23689,1,0
g23690,308,285
g23691,6,5
g23692,2251,1992
g23693,609,535
g23694,475,444
g23695,380,357
g23696,1435,1140
g23697,166,147
g23698,179,146
g23699,58,54
g23700,173,161
g23701,20,20
g23702,3079,2632
g23703,116,102
g23704,165,72
g23705,48,30
g23706,0,0
g23707,0,2
g23708,0,0
g23709,2,2
g23710,0,0
g23711,1,0
g23712,0,0
g23713,0,0
g23714,5,0
g23715,703,698
g23716,32,29
g23717,1653,1602
g23718,350,349
g23719,61,53
g23720,12,6
g23721,394,387
g23722,269,261
g23723,0,0
g23724,68,85
g23725,237,154
g23726,385,275
g23727,662,648
g23728,1,0
g23729,1,1
g23730,586,591
g23731,0,0
g23732,18,8
g23733,203,171
g23734,573,605
g23735,675,796
g23736,864,960
g23737,29,20
g23738,0,0
g23739,117,96
g23740,304,336
g23741,0,1
g23742,482,531
g23743,426,489
g23744,273,314
g23745,962,1089
g23746,672,666
g23747,3,7
g23748,716,683
g23749,46,32
g23750,9,0
g23751,515,519
g23752,428,398
g23753,6,9
g23754,0,2
g23755,281,289
g23756,272,292
g23757,673,592
g23758,601,589
g23759,309,288
g23760,7,4
g23761,0,0
g23762,148,113
g23763,1495,1358
g23764,151,152
g23765,3006,2568
g23766,72,58
g23767,2,6
g23768,288,263
g23769,886,851
g23770,0,0
g23771,752,621
g23772,41,23
g23773,10,10
g23774,0,0
g23775,4877,4633
g23776,0,0
g23777,0,0
g23778,1269,1064
g23779,200,157
g23780,76,83
g23781,205,231
g23782,67,82
g23783,147,115
g23784,0,0
g23785,2,0
g23786,0,0
g23787,659,534
g23788,788,775
g23789,2164,2152
g23790,18,13
g23791,434,461
g23792,7,7
g23793,0,0
g23794,243,235
g23795,73,5
g23796,293,315
g23797,280,313
g23798,0,1
g23799,0,0
g23800,4,4
g23801,0,0
g23802,0,0
g23803,1,3
g23804,11,19
g23805,49,40
g23806,0,0
g23807,0,0
g23808,0,0
g23809,0,1
g23810,1475,1793
g23811,422,372
g23812,432,448
g23813,100,105
g23814,17,27
g23815,8,6
g23816,271,305
g23817,578,631
g23818,124,133
g23819,48,60
g23820,597,539
g23821,163,131
g23822,4,2
g23823,51,37
g23824,228,327
g23825,187,150
g23826,277,230
g23827,37,26
g23828,0,0
g23829,11,5
g23830,1248,1249
g23831,332,318
g23832,15,9
g23833,875,868
g23834,10,7
g23835,2,2
g23836,256,172
g23837,6,1
g23838,86,81
g23839,1098,995
g23840,47,65
g23841,463,374
g23842,100,114
g23843,119,109
g23844,2,4
g23845,295,290
g23846,476,412
g23847,15,18
g23848,404,344
g23849,561,613
g23850,121,119
g23851,19,13
g23852,1233,1202
g23853,4,6
g23854,715,712
g23855,19,13
g23856,136,106
g23857,52,51
g23858,738,654
g23859,0,0
g23860,1,0
g23861,158,203
g23862,109,112
g23863,796,701
g23864,364,233
g23865,38,19
g23866,202,164
g23867,54,39
g23868,555,595
g23869,293,265
g23870,626,657
g23871,1142,1030
g23872,18,16
g23873,2,0
g23874,312,361
g23875,1,0
g23876,635,686
g23877,0,0
g23878,704,400
g23879,132,74
g23880,200,176
g23881,273,238
g23882,1613,1686
g23883,559,512
g23884,488,459
g23885,981,1015
g23886,379,373
g23887,427,448
g23888,427,515
g23889,0,0
g23890,386,447
g23891,8,4
g23892,2143,1956
g23893,2478,1936
g23894,60,70
g23895,370,323
g23896,1791,2027
g23897,3,2
g23898,1167,1123
g23899,4,2
g23900,899,806
g23901,1,0
g23902,20,20
g23903,12,11
g23904,35,42
g23905,931,1007
g23906,138,112
g23907,14,7
g23908,235,225
g23909,170,140
g23910,1343,1213
g23911,516,538
g23912,1113,1104
g23913,2192,2149
g23914,3,4
g23915,505,442
g23916,29,9
g23917,0,0
g23918,1,0
g23919,238,252
g23920,36,30
g23921,153,198
g23922,10,4
g23923,0,0
g23924,414,315
g23925,797,607
g23926,26,23
g23927,3662,3585
g23928,8,9
g23929,961,1064
g23930,264,278
g23931,408,433
g23932,270,316
g23933,282,283
g23934,0,0
g23935,2177,2329
g23936,242,270
g23937,18,16
g23938,394,431
g23939,110,99
g23940,1289,1241
g23941,35,32
g23942,294,273
g23943,0,0
g23944,5,10
g23945,0,0
g23946,293,257
g23947,1089,1148
g23948,24,16
g23949,169,188
g23950,2,0
g23951,2,0
g23952,559,577
g23953,1554,1726
g23954,53,45
g23955,66,61
g23956,220,214
g23957,35,38
g23958,125,123
g23959,1915,1760
g23960,401,463
g23961,1,0
g23962,299,307
g23963,0,0
g23964,350,310
g23965,8,6
g23966,75,45
g23967,38,34
g23968,535,555
g23969,8,6
g23970,121,135
g23971,294,180
g23972,166,155
g23973,467,513
g23974,1,0
g23975,272,262
g23976,0,0
g23977,171,184
g23978,265,240
g23979,584,489
g23980,39,34
g23981,497,552
g23982,8,6
g23983,14,14
g23984,205,170
g23985,103,71
g23986,809,690
g23987,150,145
g23988,86,58
g23989,6,2
g23990,187,199
g23991,3,1
g23992,550,472
g23993,1579,1589
g23994,172,141
g23995,9,3
g23996,118,166
g23997,3,0
g23998,2480,2333
g23999,793,935
g24000,21,20
g24001,197,204
g24002,1,2
g24003,2,0
g24004,8,7
g24005,15,17
g24006,21,19
g24007,126,155
g24008,1076,1106
g24009,85,139
g24010,914,885
g24011,107,118
g24012,451,418
g24013,548,570
g24014,1,9
g24015,525,405
g24016,328,317
g24017,8,5
g24018,35,41
g24019,555,601
g24020,2666,2986
g24021,44,63
g24022,5,8
g24023,12,12
g24024,14,21
g24025,387,382
g24026,215,176
g24027,38,32
g24028,0,0
g24029,0,1
g24030,301,324
g24031,769,756
g24032,1244,1195
g24033,418,472
g24034,406,448
g24035,7,12
g24036,471,441
g24037,1,0
g24038,1,1
g24039,478,562
g24040,263,132
g24041,120,104
g24042,0,5
g24043,991,1037
g24044,1,1
g24045,341,297
g24046,367,334
g24047,155,200
g24048,18,14
g24049,32,31
g24050,377,367
g24051,464,474
g24052,1225,949
g24053,436,328
g24054,776,838
g24055,182,183
g24056,257,292
g24057,1,0
g24058,154,135
g24059,61,79
g24060,3,0
g24061,156,140
g24062,819,899
g24063,2293,1995
g24064,139,142
g24065,619,607
g24066,82,88
g24067,104,107
g24068,7,6
g24069,15,16
g24070,89,76
g24071,53,53
g24072,699,710
g24073,2,5
g24074,296,281
g24075,98,74
g24076,15,16
g24077,438,430
g24078,634,678
g24079,421,386
g24080,201,238
g24081,3938,3917
g24082,14,11
g24083,7254,8300
g24084,539,521
g24085,528,575
g24086,318,357
g24087,501,553
g24088,0,0
g24089,0,0
g24090,0,0
g24091,0,0
g24092,0,0
g24093,0,0
g24094,0,0
g24095,0,0
g24096,0,0
g24097,0,0
g24098,0,0
g24099,0,0
g24100,0,0
g24101,0,0
g24102,0,0
g24103,0,0
g24104,0,0
g24105,0,0
g24106,0,0
g24107,0,0
g24108,0,0
g24109,0,0
g24110,0,0
g24111,0,0
g24112,0,0
g24113,0,0
g24114,0,0
g24115,0,0
g24116,0,0
g24117,0,0
g24118,0,0
g24119,0,0
g24120,0,1
g24121,532,538
g24122,0,1
g24123,249,180
g24124,0,2
g24125,105,71
g24126,14279,11722
g24127,866,872
g24128,478,411
g24129,78,80
g24130,418,386
g24131,1,0
g24132,590,585
g24133,1721,1814
g24134,158,160
g24135,175,185
g24136,506,454
g24137,29,30
g24138,2,1
g24139,588,528
g24140,623,592
g24141,61,72
g24142,46,63
g24143,465,408
g24144,432,484
g24145,1147,999
g24146,482,530
g24147,219,195
g24148,807,811
g24149,997,1026
g24150,73,68
g24151,867,935
g24152,0,0
g24153,105,144
g24154,136,119
g24155,149,131
g24156,45,18
g24157,179,172
g24158,19,15
g24159,101,117
g24160,271,257
g24161,259,268
g24162,1295,1289
g24163,1,2
g24164,1077,1197
g24165,229,231
g24166,1429,1310
g24167,17,15
g24168,3107,3177
g24169,56,44
g24170,5625,5570
g24171,0,0
g24172,0,1
g24173,1,1
g24174,60,64
g24175,1,0
g24176,0,0
g24177,0,0
g24178,237,233
g24179,404,445
g24180,592,534
g24181,295,328
g24182,52,57
g24183,519,585
g24184,727,639
g24185,11,8
g24186,18,8
g24187,33,37
g24188,102,130
g24189,11,1
g24190,1305,1320
g24191,581,695
g24192,6,2
g24193,1,0
g24194,0,0
g24195,0,1
g24196,0,0
g24197,1,1
g24198,3,5
g24199,0,0
g24200,0,0
g24201,0,0
g24202,999,833
g24203,453,490
g24204,183,139
g24205,1546,1510
g24206,130,82
g24207,102,88
g24208,0,0
g24209,0,0
g24210,45,35
g24211,39,34
g24212,5,6
g24213,452,331
g24214,11,7
g24215,229,225
g24216,0,0
g24217,122,113
g24218,296,234
g24219,449,339
g24220,135,122
g24221,952,856
g24222,413,416
g24223,583,527
g24224,549,524
g24225,363,312
g24226,4,8
g24227,651,714
g24228,4015,3964
g24229,6,5
g24230,49,37
g24231,0,0
g24232,222,240
g24233,371,400
g24234,33,35
g24235,4,0
g24236,480,470
g24237,11,16
g24238,122,105
g24239,515,465
g24240,157,153
g24241,466,449
g24242,1017,922
g24243,36,46
g24244,105,99
g24245,0,4
g24246,0,0
g24247,432,402
g24248,0,0
g24249,3211,3495
g24250,685,714
g24251,77,112
g24252,0,0
g24253,2,1
g24254,231,245
g24255,0,0
g24256,1,0
g24257,1,0
g24258,0,0
g24259,1,0
g24260,0,0
g24261,0,0
g24262,0,1
g24263,0,0
g24264,0,0
g24265,0,0
g24266,0,0
g24267,0,0
g24268,0,0
g24269,0,0
g24270,0,0
g24271,0,0
g24272,0,0
g24273,0,0
g24274,0,0
g24275,0,0
g24276,640,646
g24277,5,6
g24278,0,0
g24279,0,0
g24280,0,0
g24281,0,0
g24282,0,0
g24283,0,0
g24284,0,0
g24285,0,0
g24286,0,0
g24287,0,0
g24288,0,0
g24289,0,0
g24290,0,0
g24291,0,0
g24292,0,0
g24293,0,2
g24294,154,176
g24295,1349,1309
g24296,457,425
g24297,3034,2990
g24298,331,310
g24299,50,46
g24300,243,236
g24301,935,1026
g24302,576,638
g24303,237,235
g24304,287,159
g24305,0,0
g24306,40,42
g24307,40,50
g24308,758,634
g24309,1036,937
g24310,4164,3820
g24311,833,721
g24312,381,367
g24313,183,148
g24314,6,2
g24315,0,2
g24316,18,16
g24317,0,0
g24318,6,6
g24319,190,219
g24320,1013,795
g24321,370,388
g24322,1438,1490
g24323,93,63
g24324,239,269
g24325,946,998
g24326,26,22
g24327,297,275
g24328,508,508
g24329,354,367
g24330,100,56
g24331,1497,1370
g24332,2101,2209
g24333,40,18
g24334,283,312
g24335,1249,1234
g24336,5,1
g24337,430,446
g24338,24,21
g24339,1368,1198
g24340,576,470
g24341,531,603
g24342,1,2
g24343,1,0
g24344,3602,3736
g24345,911,742
g24346,300,299
g24347,864,864
g24348,756,636
g24349,11,3
g24350,123,89
g24351,471,409
g24352,111,121
g24353,50,34
g24354,341,341
g24355,92,110
g24356,37,29
g24357,20,7
g24358,21,16
g24359,1367,1515
g24360,1014,1138
g24361,206,220
g24362,81,57
g24363,325,336
g24364,6,5
g24365,41,57
g24366,480,508
g24367,61,36
g24368,169,186
g24369,2,0
g24370,1,1
g24371,113,105
g24372,90,109
g24373,332,326
g24374,1,0
g24375,1155,996
g24376,51,51
g24377,540,586
g24378,302,296
g24379,418,364
g24380,0,0
g24381,1236,1334
g24382,5,5
g24383,0,0
g24384,24,11
