,het_E16.5_f4,het_E16.5_f5
g12070,259,255
g12071,1634,1641
g12072,38,45
g12073,0,2
g12074,380,390
g12075,0,0
g12076,5,3
g12077,907,929
g12078,5,4
g12079,302,357
g12080,165,188
g12081,0,0
g12082,0,2
g12083,11,17
g12084,35,44
g12085,235,271
g12086,512,570
g12087,1052,1074
g12088,140,139
g12089,0,0
g12090,328,323
g12091,0,0
g12092,5,4
g12093,985,860
g12094,6,9
g12095,2,0
g12096,323,284
g12097,50,60
g12098,5,4
g12099,11,11
g12100,2302,2263
g12101,1643,1464
g12102,39,25
g12103,1365,1289
g12104,454,374
g12105,38,36
g12106,0,0
g12107,1444,1395
g12108,376,389
g12109,0,1
g12110,0,1
g12111,0,1
g12112,0,1
g12113,169,183
g12114,492,481
g12115,3,2
g12116,1032,1078
g12117,26,24
g12118,0,0
g12119,2293,1730
g12120,1124,1144
g12121,23,21
g12122,875,723
g12123,657,679
g12124,877,816
g12125,3229,2932
g12126,46,52
g12127,0,0
g12128,0,0
g12129,73,73
g12130,0,0
g12131,0,0
g12132,0,0
g12133,0,0
g12134,0,0
g12135,1342,985
g12136,60,19
g12137,2590,2157
g12138,193,161
g12139,209,189
g12140,2582,2989
g12141,26,32
g12142,60,73
g12143,553,588
g12144,252,287
g12145,20,6
g12146,8,5
g12147,3,1
g12148,3,4
g12149,8,5
g12150,94,114
g12151,330,349
g12152,0,0
g12153,822,891
g12154,2,0
g12155,27,26
g12156,157,153
g12157,24,22
g12158,0,0
g12159,32,55
g12160,7,11
g12161,165,182
g12162,94,92
g12163,477,551
g12164,5109,4858
g12165,69,52
g12166,2371,2300
g12167,95,84
g12168,8,6
g12169,650,591
g12170,5,4
g12171,7550,6022
g12172,2159,2092
g12173,45,56
g12174,197,202
g12175,0,1
g12176,0,1
g12177,1097,1085
g12178,0,3
g12179,328,379
g12180,0,0
g12181,37,47
g12182,1,3
g12183,174,142
g12184,17,28
g12185,43,45
g12186,663,616
g12187,448,455
g12188,382,280
g12189,681,713
g12190,2,1
g12191,0,0
g12192,0,1
g12193,1,0
g12194,1,0
g12195,0,0
g12196,0,0
g12197,0,0
g12198,0,0
g12199,0,0
g12200,0,0
g12201,0,0
g12202,1,0
g12203,0,0
g12204,0,0
g12205,512,659
g12206,911,1054
g12207,1626,1457
g12208,184,213
g12209,514,431
g12210,0,0
g12211,197,209
g12212,0,0
g12213,626,695
g12214,167,173
g12215,1,0
g12216,0,0
g12217,1,0
g12218,1,0
g12219,34,44
g12220,4789,4392
g12221,40,45
g12222,5,6
g12223,437,410
g12224,461,424
g12225,44,35
g12226,5,7
g12227,679,681
g12228,68,45
g12229,99,60
g12230,978,774
g12231,60,63
g12232,296,305
g12233,580,576
g12234,1134,1124
g12235,808,612
g12236,17,12
g12237,38,24
g12238,11,9
g12239,48,55
g12240,471,422
g12241,442,389
g12242,1090,968
g12243,402,374
g12244,105,90
g12245,218,144
g12246,0,0
g12247,63,47
g12248,454,432
g12249,82,79
g12250,452,430
g12251,72,93
g12252,10,5
g12253,248,268
g12254,48,44
g12255,14,13
g12256,2,16
g12257,52,42
g12258,436,354
g12259,0,0
g12260,430,358
g12261,22,22
g12262,219,239
g12263,440,441
g12264,66,65
g12265,1,6
g12266,3,5
g12267,650,632
g12268,1,10
g12269,0,0
g12270,525,546
g12271,567,575
g12272,234,245
g12273,63,47
g12274,1,1
g12275,4,1
g12276,12159,12584
g12277,292,327
g12278,905,914
g12279,21,27
g12280,428,401
g12281,1,0
g12282,50,48
g12283,1489,1414
g12284,955,913
g12285,0,0
g12286,0,0
g12287,1582,1641
g12288,51,52
g12289,286,361
g12290,515,473
g12291,239,294
g12292,1417,1248
g12293,65,65
g12294,481,460
g12295,56,49
g12296,2,1
g12297,27,14
g12298,423,440
g12299,2,1
g12300,159,167
g12301,34,45
g12302,134,155
g12303,258,218
g12304,1,0
g12305,0,0
g12306,191,170
g12307,306,324
g12308,2843,2551
g12309,3,4
g12310,264,264
g12311,117,135
g12312,2451,2451
g12313,592,592
g12314,1310,1367
g12315,4,7
g12316,37,40
g12317,1564,1735
g12318,60,49
g12319,454,397
g12320,217,223
g12321,90,60
g12322,483,456
g12323,0,0
g12324,7,7
g12325,54,52
g12326,3162,3059
g12327,323,339
g12328,194,180
g12329,64,41
g12330,729,716
g12331,444,446
g12332,383,320
g12333,1935,1786
g12334,57,73
g12335,117,108
g12336,172,134
g12337,103,88
g12338,669,635
g12339,8,8
g12340,199,197
g12341,243,215
g12342,170,133
g12343,1140,1053
g12344,157,148
g12345,0,0
g12346,320,281
g12347,5148,4253
g12348,385,400
g12349,119,108
g12350,4062,3552
g12351,4851,3951
g12352,0,1
g12353,2378,2417
g12354,36,36
g12355,3029,3120
g12356,8,8
g12357,685,685
g12358,0,1
g12359,37,25
g12360,70,63
g12361,0,0
g12362,1,0
g12363,1445,1414
g12364,0,0
g12365,2522,2272
g12366,7,10
g12367,799,786
g12368,261,284
g12369,7,19
g12370,4,8
g12371,295,210
g12372,1,0
g12373,2209,2121
g12374,188,139
g12375,1270,1195
g12376,3,3
g12377,346,301
g12378,2095,2001
g12379,75,73
g12380,1205,1205
g12381,3,3
g12382,3,5
g12383,1858,1732
g12384,451,498
g12385,465,454
g12386,2,1
g12387,317,303
g12388,93,92
g12389,2,1
g12390,9,4
g12391,1835,1113
g12392,170,226
g12393,0,2
g12394,206,216
g12395,554,580
g12396,32,39
g12397,681,671
g12398,225,317
g12399,613,532
g12400,707,606
g12401,7929,7839
g12402,3,3
g12403,16,12
g12404,907,923
g12405,494,553
g12406,12,10
g12407,2533,2472
g12408,460,472
g12409,22,27
g12410,0,0
g12411,0,0
g12412,0,0
g12413,0,0
g12414,0,1
g12415,0,1
g12416,0,0
g12417,249,253
g12418,0,0
g12419,3,4
g12420,14,17
g12421,445,455
g12422,0,0
g12423,1,3
g12424,335,268
g12425,1201,1167
g12426,105,97
g12427,64,57
g12428,3,0
g12429,0,0
g12430,519,488
g12431,38,27
g12432,285,296
g12433,0,1
g12434,842,819
g12435,112,88
g12436,7376,6896
g12437,1,0
g12438,298,302
g12439,38,44
g12440,688,658
g12441,157,173
g12442,270,224
g12443,1,4
g12444,341,383
g12445,0,0
g12446,12,18
g12447,0,0
g12448,0,0
g12449,0,0
g12450,0,0
g12451,0,0
g12452,0,0
g12453,0,0
g12454,0,0
g12455,0,0
g12456,0,0
g12457,0,0
g12458,0,0
g12459,0,0
g12460,0,0
g12461,670,813
g12462,365,346
g12463,105,118
g12464,1,0
g12465,1,3
g12466,0,5
g12467,293,285
g12468,7,24
g12469,227,206
g12470,700,650
g12471,77,90
g12472,6,12
g12473,1450,1290
g12474,2,2
g12475,0,0
g12476,790,803
g12477,10,11
g12478,662,660
g12479,67,90
g12480,1016,1093
g12481,74,136
g12482,44,77
g12483,1,0
g12484,0,1
g12485,329,370
g12486,140,120
g12487,325,363
g12488,565,480
g12489,949,1062
g12490,561,510
g12491,131,139
g12492,490,537
g12493,62,53
g12494,972,995
g12495,344,274
g12496,0,1
g12497,65,64
g12498,3,1
g12499,732,737
g12500,1428,1486
g12501,150,171
g12502,46,58
g12503,37,38
g12504,0,0
g12505,428,565
g12506,61,53
g12507,13,2
g12508,3,1
g12509,228,234
g12510,2660,2337
g12511,175,167
g12512,0,16
g12513,5658,4031
g12514,82,72
g12515,0,0
g12516,0,0
g12517,3,0
g12518,0,0
g12519,0,0
g12520,0,0
g12521,0,0
g12522,0,1
g12523,0,1
g12524,0,0
g12525,0,0
g12526,0,0
g12527,0,0
g12528,0,0
g12529,0,0
g12530,0,0
g12531,0,0
g12532,0,0
g12533,0,0
g12534,0,0
g12535,0,0
g12536,0,0
g12537,0,0
g12538,0,0
g12539,0,0
g12540,0,0
g12541,0,0
g12542,0,0
g12543,0,0
g12544,0,0
g12545,0,0
g12546,0,0
g12547,0,0
g12548,0,0
g12549,0,0
g12550,0,0
g12551,0,0
g12552,0,0
g12553,0,1
g12554,1,0
g12555,138,116
g12556,0,0
g12557,0,1
g12558,441,532
g12559,4,3
g12560,967,999
g12561,0,0
g12562,90,91
g12563,1351,1315
g12564,338,309
g12565,459,537
g12566,17,24
g12567,127,134
g12568,635,654
g12569,162,130
g12570,90,75
g12571,763,752
g12572,125,161
g12573,74,103
g12574,2,2
g12575,12532,13158
g12576,25988,26157
g12577,8,20
g12578,294,236
g12579,11,6
g12580,903,829
g12581,4,3
g12582,2792,2392
g12583,2,0
g12584,14,6
g12585,59,99
g12586,13,40
g12587,207,161
g12588,899,899
g12589,2556,2212
g12590,264,254
g12591,0,1
g12592,761,769
g12593,0,1
g12594,116,125
g12595,79,69
g12596,140,148
g12597,1265,1376
g12598,88,123
g12599,1384,1362
g12600,0,0
g12601,660,678
g12602,507,512
g12603,2,2
g12604,319,363
g12605,27,21
g12606,2,4
g12607,3,2
g12608,83,107
g12609,0,0
g12610,0,0
g12611,16,8
g12612,156,123
g12613,2,0
g12614,1,0
g12615,942,1174
g12616,1151,1165
g12617,53,38
g12618,5,6
g12619,59,64
g12620,1,1
g12621,0,1
g12622,0,0
g12623,0,0
g12624,0,0
g12625,0,0
g12626,32,35
g12627,147,154
g12628,1841,1752
g12629,639,586
g12630,410,366
g12631,2606,2404
g12632,2,0
g12633,0,0
g12634,380,372
g12635,0,0
g12636,7,11
g12637,0,0
g12638,370,211
g12639,3056,2067
g12640,284,223
g12641,2710,1909
g12642,45,30
g12643,626,525
g12644,812,718
g12645,5,4
g12646,0,0
g12647,13,22
g12648,1802,1768
g12649,431,459
g12650,277,240
g12651,193,204
g12652,332,329
g12653,214,218
g12654,2,6
g12655,560,477
g12656,0,1
g12657,2,2
g12658,1613,1510
g12659,260,308
g12660,1141,1086
g12661,0,3
g12662,47,16
g12663,4193,3913
g12664,6,3
g12665,94,55
g12666,2516,2050
g12667,311,290
g12668,844,894
g12669,115,109
g12670,209,171
g12671,516,522
g12672,767,661
g12673,0,2
g12674,5,4
g12675,5,10
g12676,5,2
g12677,11,14
g12678,1060,869
g12679,176,173
g12680,175,168
g12681,208,234
g12682,134,128
g12683,212,228
g12684,3,1
g12685,453,396
g12686,1,0
g12687,2614,2662
g12688,367,255
g12689,174,147
g12690,109,75
g12691,1,0
g12692,14,7
g12693,666,630
g12694,292,301
g12695,934,796
g12696,186,160
g12697,341,438
g12698,7,14
g12699,1442,1350
g12700,7,10
g12701,99,123
g12702,85,59
g12703,0,0
g12704,0,0
g12705,0,0
g12706,0,0
g12707,0,2
g12708,127,124
g12709,0,0
g12710,0,0
g12711,1,1
g12712,0,0
g12713,0,0
g12714,0,0
g12715,0,0
g12716,28,36
g12717,1038,971
g12718,840,691
g12719,252,280
g12720,922,1021
g12721,1,2
g12722,1,2
g12723,407,393
g12724,13,25
g12725,10,9
g12726,1202,800
g12727,689,601
g12728,35,44
g12729,474,462
g12730,916,951
g12731,1226,1214
g12732,594,566
g12733,3136,3193
g12734,206,218
g12735,3197,3303
g12736,763,1006
g12737,2,3
g12738,139,130
g12739,150,148
g12740,133,156
g12741,22,24
g12742,28,37
g12743,0,1
g12744,0,0
g12745,0,0
g12746,4,0
g12747,426,429
g12748,902,817
g12749,1407,1333
g12750,305,284
g12751,333,325
g12752,4433,4423
g12753,13,17
g12754,570,612
g12755,2,2
g12756,335,349
g12757,35,47
g12758,390,498
g12759,78,104
g12760,2,3
g12761,1,0
g12762,5,6
g12763,158,134
g12764,223,234
g12765,19,27
g12766,1105,1130
g12767,823,781
g12768,4205,3740
g12769,23302,16421
g12770,1219,882
g12771,0,4
g12772,0,0
g12773,0,0
g12774,346,505
g12775,147,174
g12776,3,12
g12777,393,532
g12778,18,18
g12779,1840,1719
g12780,0,4
g12781,408,449
g12782,0,5
g12783,718,678
g12784,4,7
g12785,4,6
g12786,0,0
g12787,1138,1161
g12788,318,291
g12789,4,6
g12790,2,1
g12791,305,333
g12792,1736,1731
g12793,15,17
g12794,38,41
g12795,267,267
g12796,2561,2174
g12797,6,0
g12798,317,274
g12799,203,180
g12800,2002,1529
g12801,502,453
g12802,1,0
g12803,72,47
g12804,764,542
g12805,1660,1545
g12806,644,629
g12807,11439,10635
g12808,161,144
g12809,1399,1356
g12810,175,160
g12811,131,115
g12812,411,489
g12813,733,798
g12814,248,224
g12815,515,499
g12816,283,230
g12817,6,7
g12818,839,918
g12819,85,75
g12820,265,258
g12821,1758,1946
g12822,1259,1111
g12823,860,724
g12824,501,493
g12825,843,784
g12826,7,8
g12827,1606,1566
g12828,183,182
g12829,7,9
g12830,6,2
g12831,6,3
g12832,0,1
g12833,23,33
g12834,406,342
g12835,452,364
g12836,306,309
g12837,683,639
g12838,943,942
g12839,356,352
g12840,317,323
g12841,921,800
g12842,747,603
g12843,29,21
g12844,1200,1130
g12845,750,688
g12846,371,275
g12847,240,265
g12848,55,64
g12849,975,1014
g12850,0,0
g12851,1,1
g12852,362,333
g12853,2139,1971
g12854,9,12
g12855,4,7
g12856,398,270
g12857,2136,1589
g12858,1170,1215
g12859,64,69
g12860,105,85
g12861,144,128
g12862,2295,2447
g12863,344,359
g12864,172,162
g12865,1831,1840
g12866,2546,2113
g12867,532,480
g12868,2,4
g12869,668,834
g12870,984,904
g12871,13,16
g12872,281,255
g12873,551,506
g12874,151,144
g12875,867,812
g12876,342,407
g12877,23,22
g12878,541,477
g12879,335,338
g12880,1990,1282
g12881,579,755
g12882,0,0
g12883,403,354
g12884,402,374
g12885,6,13
g12886,8,6
g12887,205,263
g12888,11,14
g12889,596,555
g12890,10,13
g12891,122,95
g12892,43,34
g12893,98,130
g12894,6797,5764
g12895,337,281
g12896,126,139
g12897,37,39
g12898,115,151
g12899,33,55
g12900,48,43
g12901,2276,1606
g12902,411,432
g12903,843,815
g12904,18,17
g12905,94,84
g12906,465,469
g12907,37,31
g12908,0,0
g12909,217,254
g12910,55,57
g12911,887,933
g12912,2361,2127
g12913,8018,8313
g12914,240,196
g12915,959,904
g12916,813,816
g12917,3,2
g12918,187,168
g12919,14,17
g12920,33,22
g12921,9,8
g12922,1355,1348
g12923,1376,1413
g12924,0,0
g12925,7167,6178
g12926,575,551
g12927,0,0
g12928,0,0
g12929,1251,1189
g12930,9,7
g12931,2131,1993
g12932,42,37
g12933,1,0
g12934,6,6
g12935,413,366
g12936,458,420
g12937,0,3
g12938,90,86
g12939,529,568
g12940,585,538
g12941,1,0
g12942,3,3
g12943,2144,1686
g12944,0,0
g12945,0,0
g12946,1,0
g12947,0,0
g12948,0,0
g12949,0,1
g12950,0,0
g12951,0,0
g12952,0,0
g12953,0,0
g12954,1,0
g12955,0,0
g12956,0,0
g12957,0,0
g12958,0,0
g12959,0,0
g12960,0,0
g12961,0,1
g12962,0,0
g12963,0,0
g12964,0,0
g12965,1,0
g12966,0,0
g12967,0,0
g12968,0,0
g12969,0,1
g12970,0,0
g12971,1,0
g12972,0,0
g12973,746,717
g12974,2212,2220
g12975,0,0
g12976,403,427
g12977,239,245
g12978,2082,2081
g12979,128,147
g12980,1114,1237
g12981,16,7
g12982,527,495
g12983,232,195
g12984,597,624
g12985,1508,1414
g12986,2,0
g12987,154,183
g12988,2,2
g12989,3,4
g12990,322,321
g12991,12,14
g12992,904,847
g12993,861,753
g12994,992,1011
g12995,633,625
g12996,57,57
g12997,690,700
g12998,2,10
g12999,3,4
g13000,78,91
g13001,7,2
g13002,223,208
g13003,5549,6051
g13004,78,79
g13005,321,331
g13006,0,0
g13007,0,2
g13008,1181,1133
g13009,708,669
g13010,559,614
g13011,859,783
g13012,36,41
g13013,286,254
g13014,135,132
g13015,675,680
g13016,10,8
g13017,0,0
g13018,1291,1243
g13019,0,1
g13020,0,2
g13021,0,0
g13022,99,131
g13023,75,70
g13024,261,223
g13025,1926,1800
g13026,24592,19726
g13027,198,171
g13028,1674,1494
g13029,34,31
g13030,0,1
g13031,935,836
g13032,626,596
g13033,1796,1755
g13034,346,361
g13035,47,59
g13036,50,39
g13037,29,25
g13038,73,68
g13039,1,0
g13040,0,0
g13041,14,24
g13042,268,274
g13043,226,213
g13044,6,8
g13045,47,56
g13046,0,2
g13047,15,18
g13048,0,0
g13049,1,0
g13050,228,219
g13051,3,1
g13052,6,7
g13053,1494,1468
g13054,0,0
g13055,465,381
g13056,0,0
g13057,2785,2632
g13058,314,282
g13059,1629,1707
g13060,42,36
g13061,51,33
g13062,1970,1701
g13063,204,179
g13064,17,23
g13065,0,1
g13066,183,183
g13067,199,204
g13068,1745,1781
g13069,2,1
g13070,610,542
g13071,1054,936
g13072,3,3
g13073,9,6
g13074,1509,1048
g13075,5,0
g13076,581,514
g13077,147,127
g13078,69,63
g13079,37,48
g13080,55,84
g13081,0,0
g13082,51,56
g13083,146,154
g13084,0,1
g13085,250,215
g13086,31,17
g13087,58,47
g13088,165,181
g13089,319,350
g13090,4,4
g13091,1,2
g13092,15,17
g13093,123,686
g13094,0,0
g13095,531,275
g13096,4,10
g13097,282,281
g13098,1,0
g13099,0,0
g13100,389,386
g13101,30,43
g13102,422,459
g13103,0,0
g13104,15,11
g13105,83,90
g13106,5,16
g13107,62,60
g13108,1932,1627
g13109,111,126
g13110,792,859
g13111,16,21
g13112,0,0
g13113,250,240
g13114,628,645
g13115,2635,2315
g13116,199,190
g13117,2037,1777
g13118,6,5
g13119,32,34
g13120,0,9
g13121,22,26
g13122,8,7
g13123,1870,1906
g13124,1031,942
g13125,122,143
g13126,421,441
g13127,226,223
g13128,1966,2056
g13129,754,691
g13130,570,475
g13131,127,119
g13132,203,248
g13133,55,61
g13134,6,5
g13135,2,1
g13136,5,3
g13137,1,1
g13138,2547,2444
g13139,1838,1704
g13140,191,146
g13141,28,25
g13142,1837,2057
g13143,648,648
g13144,42,33
g13145,0,0
g13146,0,0
g13147,2501,2375
g13148,129,127
g13149,327,157
g13150,905,977
g13151,8,1
g13152,19,27
g13153,129,132
g13154,175,170
g13155,332,298
g13156,219,242
g13157,0,10
g13158,56,72
g13159,276,325
g13160,739,801
g13161,4,5
g13162,1628,1691
g13163,0,0
g13164,790,738
g13165,0,0
g13166,0,0
g13167,0,0
g13168,2,2
g13169,26,48
g13170,89,98
g13171,556,462
g13172,11,23
g13173,124,159
g13174,200,226
g13175,1,0
g13176,15,14
g13177,8,5
g13178,885,768
g13179,1,0
g13180,1,1
g13181,1,1
g13182,0,0
g13183,315,303
g13184,847,1004
g13185,13,10
g13186,0,0
g13187,1225,1390
g13188,71,65
g13189,1,6
g13190,78,70
g13191,14,2
g13192,0,0
g13193,490,459
g13194,120,145
g13195,419,441
g13196,3,0
g13197,424,332
g13198,273,235
g13199,209618,162908
g13200,770,658
g13201,629,595
g13202,206,238
g13203,3,7
g13204,425,416
g13205,0,0
g13206,1,0
g13207,2,2
g13208,718,716
g13209,877,888
g13210,26,23
g13211,0,0
g13212,1,0
g13213,2692,2028
g13214,1,1
g13215,15,29
g13216,0,1
g13217,1260,1574
g13218,1,1
g13219,180,132
g13220,3240,2869
g13221,101,86
g13222,0,0
g13223,67,45
g13224,5,5
g13225,2,2
g13226,1035,1004
g13227,1609,1341
g13228,152,121
g13229,0,0
g13230,504,523
g13231,635,520
g13232,1,5
g13233,179,179
g13234,3023,2759
g13235,15,6
g13236,611,588
g13237,132,141
g13238,304,388
g13239,2370,2196
g13240,148,157
g13241,29,41
g13242,0,0
g13243,40,29
g13244,336,380
g13245,145,169
g13246,316,174
g13247,174,144
g13248,188,225
g13249,5,4
g13250,434,527
g13251,3,1
g13252,2,4
g13253,10,9
g13254,6,4
g13255,3292,3198
g13256,4050,3308
g13257,13,16
g13258,1233,1419
g13259,12,17
g13260,0,1
g13261,0,0
g13262,0,0
g13263,0,0
g13264,0,0
g13265,0,0
g13266,759,640
g13267,0,0
g13268,0,0
g13269,0,0
g13270,0,0
g13271,0,0
g13272,0,0
g13273,0,0
g13274,0,0
g13275,0,0
g13276,0,0
g13277,0,0
g13278,0,0
g13279,0,0
g13280,0,0
g13281,0,0
g13282,0,0
g13283,0,0
g13284,0,0
g13285,0,0
g13286,1,0
g13287,0,0
g13288,0,0
g13289,0,1
g13290,0,0
g13291,0,0
g13292,0,0
g13293,6,9
g13294,2,1
g13295,0,0
g13296,0,0
g13297,0,0
g13298,0,0
g13299,0,0
g13300,0,0
g13301,0,0
g13302,0,0
g13303,0,0
g13304,0,0
g13305,0,0
g13306,0,0
g13307,0,0
g13308,0,0
g13309,0,0
g13310,0,0
g13311,0,0
g13312,0,0
g13313,0,0
g13314,0,0
g13315,0,0
g13316,0,0
g13317,0,0
g13318,0,0
g13319,0,1
g13320,0,0
g13321,0,0
g13322,0,0
g13323,0,0
g13324,0,0
g13325,0,0
g13326,0,0
g13327,0,0
g13328,0,0
g13329,0,0
g13330,0,0
g13331,0,0
g13332,0,0
g13333,0,0
g13334,0,0
g13335,1,0
g13336,0,0
g13337,0,0
g13338,0,0
g13339,0,0
g13340,0,0
g13341,1,0
g13342,0,0
g13343,0,0
g13344,0,1
g13345,0,0
g13346,0,0
g13347,0,0
g13348,0,0
g13349,0,0
g13350,0,0
g13351,1,0
g13352,0,0
g13353,0,0
g13354,0,0
g13355,0,0
g13356,0,0
g13357,1,0
g13358,0,0
g13359,0,0
g13360,0,0
g13361,0,0
g13362,0,0
g13363,0,0
g13364,0,0
g13365,0,0
g13366,0,0
g13367,0,0
g13368,0,0
g13369,0,0
g13370,0,0
g13371,0,0
g13372,0,2
g13373,0,0
g13374,0,0
g13375,0,0
g13376,0,0
g13377,0,0
g13378,2,0
g13379,0,0
g13380,0,0
g13381,0,0
g13382,0,0
g13383,0,0
g13384,0,0
g13385,0,0
g13386,0,0
g13387,1,0
g13388,0,0
g13389,0,0
g13390,0,0
g13391,0,0
g13392,0,0
g13393,0,0
g13394,0,0
g13395,0,0
g13396,0,0
g13397,0,1
g13398,0,0
g13399,0,0
g13400,0,0
g13401,0,0
g13402,0,0
g13403,0,0
g13404,0,0
g13405,0,0
g13406,0,0
g13407,0,0
g13408,0,0
g13409,0,0
g13410,0,0
g13411,0,0
g13412,0,0
g13413,0,0
g13414,0,0
g13415,0,1
g13416,0,0
g13417,0,0
g13418,0,0
g13419,0,0
g13420,0,0
g13421,1,0
g13422,0,0
g13423,0,0
g13424,0,0
g13425,0,0
g13426,0,0
g13427,0,0
g13428,0,0
g13429,0,0
g13430,0,1
g13431,0,1
g13432,0,0
g13433,0,0
g13434,1,0
g13435,0,0
g13436,0,0
g13437,0,1
g13438,0,0
g13439,0,0
g13440,0,0
g13441,0,0
g13442,1,0
g13443,0,0
g13444,0,0
g13445,0,0
g13446,0,1
g13447,0,0
g13448,0,0
g13449,0,0
g13450,0,0
g13451,0,0
g13452,0,1
g13453,0,0
g13454,0,0
g13455,0,0
g13456,0,0
g13457,0,0
g13458,0,0
g13459,0,1
g13460,0,0
g13461,0,0
g13462,2,0
g13463,0,1
g13464,0,0
g13465,0,0
g13466,0,0
g13467,0,0
g13468,0,1
g13469,0,0
g13470,0,0
g13471,0,0
g13472,0,0
g13473,0,0
g13474,0,0
g13475,0,0
g13476,0,0
g13477,0,0
g13478,0,0
g13479,0,0
g13480,0,0
g13481,0,0
g13482,0,0
g13483,0,0
g13484,0,0
g13485,1,0
g13486,0,0
g13487,0,0
g13488,0,0
g13489,0,0
g13490,362,342
g13491,704,676
g13492,2037,1974
g13493,21,18
g13494,1153,1108
g13495,59,55
g13496,466,470
g13497,521,439
g13498,320,261
g13499,2103,2017
g13500,0,0
g13501,186,181
g13502,3218,2883
g13503,743,636
g13504,4,10
g13505,117,92
g13506,91,56
g13507,591,558
g13508,41,68
g13509,552,531
g13510,198,198
g13511,8,9
g13512,8,16
g13513,1108,942
g13514,1107,1096
g13515,258,280
g13516,3194,2814
g13517,0,0
g13518,3827,3823
g13519,6,4
g13520,15,18
g13521,417,425
g13522,217,174
g13523,1364,1418
g13524,613,635
g13525,155,154
g13526,1142,1100
g13527,20,22
g13528,638,1061
g13529,1347,1216
g13530,450,515
g13531,928,919
g13532,7,5
g13533,224,265
g13534,328,280
g13535,16,15
g13536,382,338
g13537,955,801
g13538,89,76
g13539,141,140
g13540,1,1
g13541,307,295
g13542,138,173
g13543,155,157
g13544,419,471
g13545,522,561
g13546,4,9
g13547,536,523
g13548,6,7
g13549,219,175
g13550,812,790
g13551,62,72
g13552,0,2
g13553,146,182
g13554,32,29
g13555,338,358
g13556,1446,1448
g13557,0,0
g13558,0,0
g13559,0,0
g13560,593,542
g13561,79,51
g13562,1526,1471
g13563,24,19
g13564,145,137
g13565,0,1
g13566,13,13
g13567,1489,1494
g13568,110,155
g13569,314,291
g13570,971,993
g13571,23,34
g13572,61,80
g13573,2164,2113
g13574,207,170
g13575,625,286
g13576,71,62
g13577,5403,5253
g13578,424,374
g13579,196,191
g13580,520,395
g13581,1,0
g13582,127,218
g13583,953,1191
g13584,171,210
g13585,564,455
g13586,727,776
g13587,5685,5875
g13588,1,0
g13589,197,212
g13590,89,74
g13591,939,999
g13592,4,4
g13593,10,9
g13594,69,52
g13595,0,5
g13596,30,33
g13597,3479,3336
g13598,35,24
g13599,0,1
g13600,16,10
g13601,276,277
g13602,106,89
g13603,2,1
g13604,87,78
g13605,1004,1005
g13606,602,536
g13607,39,45
g13608,885,699
g13609,4,5
g13610,8,21
g13611,0,4
g13612,4692,3798
g13613,1367,1216
g13614,0,0
g13615,4,11
g13616,0,0
g13617,217,244
g13618,77,103
g13619,156,155
g13620,0,0
g13621,1,0
g13622,41,73
g13623,7,1
g13624,17,11
g13625,607,521
g13626,0,0
g13627,40,79
g13628,94,82
g13629,406,358
g13630,58,56
g13631,1518,1341
g13632,16,15
g13633,1198,1061
g13634,429,470
g13635,6,6
g13636,199,168
g13637,556,491
g13638,0,0
g13639,25,15
g13640,456,508
g13641,0,1
g13642,0,0
g13643,0,1
g13644,0,0
g13645,0,0
g13646,0,0
g13647,1,0
g13648,0,0
g13649,0,0
g13650,0,0
g13651,0,0
g13652,0,0
g13653,0,0
g13654,0,0
g13655,0,0
g13656,0,0
g13657,0,0
g13658,0,0
g13659,0,0
g13660,0,0
g13661,0,0
g13662,0,0
g13663,0,0
g13664,0,0
g13665,0,0
g13666,0,0
g13667,0,0
g13668,0,0
g13669,0,0
g13670,0,0
g13671,0,0
g13672,0,0
g13673,0,0
g13674,0,0
g13675,0,0
g13676,0,0
g13677,0,0
g13678,0,0
g13679,0,0
g13680,0,0
g13681,0,1
g13682,0,1
g13683,54,94
g13684,0,1
g13685,610,590
g13686,967,920
g13687,347,385
g13688,459,448
g13689,421,405
g13690,4,9
g13691,146,168
g13692,12,14
g13693,347,328
g13694,0,0
g13695,240,214
g13696,6,10
g13697,21,29
g13698,1,2
g13699,7,9
g13700,449,460
g13701,0,2
g13702,2,2
g13703,0,1
g13704,16530,16784
g13705,63,61
g13706,1410,1507
g13707,198,224
g13708,262,306
g13709,0,0
g13710,0,2
g13711,94,95
g13712,2,0
g13713,383,488
g13714,21,27
g13715,6,7
g13716,4,6
g13717,0,0
g13718,5,3
g13719,0,0
g13720,1465,1360
g13721,14,8
g13722,102,111
g13723,351,287
g13724,2,1
g13725,0,1
g13726,2097,2396
g13727,2,1
g13728,5,8
g13729,0,0
g13730,470,466
g13731,565,526
g13732,366,383
g13733,1646,1703
g13734,826,753
g13735,24,18
g13736,269,268
g13737,465,424
g13738,731,594
g13739,34,43
g13740,0,3
g13741,579,670
g13742,665,639
g13743,415,319
g13744,309,289
g13745,171,166
g13746,206,223
g13747,1017,1010
g13748,128,156
g13749,565,504
g13750,26,32
g13751,142,142
g13752,1030,765
g13753,246,258
g13754,2,1
g13755,592,519
g13756,422,289
g13757,49,42
g13758,399,375
g13759,6,12
g13760,104,121
g13761,16,32
g13762,48,23
g13763,968,960
g13764,6,8
g13765,1304,1215
g13766,354,298
g13767,548,505
g13768,93,114
g13769,1186,1236
