,wt_E16.5_f4,wt_E16.5_f5
g20601,173,158
g20602,42,60
g20603,57,38
g20604,117,115
g20605,97,118
g20606,10,16
g20607,78,81
g20608,8,3
g20609,3,1
g20610,137,178
g20611,523,547
g20612,114,130
g20613,426,438
g20614,51,71
g20615,70,85
g20616,87,65
g20617,1542,1339
g20618,1353,1417
g20619,0,1
g20620,1,0
g20621,8,2
g20622,0,0
g20623,0,0
g20624,0,0
g20625,0,1
g20626,0,3
g20627,0,0
g20628,0,0
g20629,0,0
g20630,0,0
g20631,0,0
g20632,0,0
g20633,0,0
g20634,0,0
g20635,0,1
g20636,0,0
g20637,0,0
g20638,300,287
g20639,330,271
g20640,13,17
g20641,0,0
g20642,0,0
g20643,0,0
g20644,164,127
g20645,60,59
g20646,36,23
g20647,119,88
g20648,0,2
g20649,1,0
g20650,0,0
g20651,0,0
g20652,0,0
g20653,0,1
g20654,0,0
g20655,0,0
g20656,0,0
g20657,1991,1964
g20658,12450,13194
g20659,1801,1961
g20660,133,137
g20661,0,1
g20662,24,27
g20663,0,0
g20664,163,169
g20665,13,10
g20666,47,33
g20667,458,372
g20668,19,20
g20669,1249,1066
g20670,0,0
g20671,0,0
g20672,0,0
g20673,0,0
g20674,0,0
g20675,0,0
g20676,0,0
g20677,1,0
g20678,0,0
g20679,0,0
g20680,0,0
g20681,0,2
g20682,0,0
g20683,0,0
g20684,0,0
g20685,0,1
g20686,0,0
g20687,0,0
g20688,0,0
g20689,0,0
g20690,0,0
g20691,0,0
g20692,0,0
g20693,0,0
g20694,0,1
g20695,0,0
g20696,0,0
g20697,0,1
g20698,0,0
g20699,131,139
g20700,0,0
g20701,0,0
g20702,0,0
g20703,0,0
g20704,0,0
g20705,0,0
g20706,0,0
g20707,0,1
g20708,0,0
g20709,0,0
g20710,0,0
g20711,0,0
g20712,0,0
g20713,0,0
g20714,0,0
g20715,0,0
g20716,10,11
g20717,0,0
g20718,0,0
g20719,0,0
g20720,0,0
g20721,0,0
g20722,0,0
g20723,0,0
g20724,0,1
g20725,0,0
g20726,0,0
g20727,0,0
g20728,0,0
g20729,60,55
g20730,311,277
g20731,1,0
g20732,0,0
g20733,0,0
g20734,0,0
g20735,0,0
g20736,123,110
g20737,577,541
g20738,837,698
g20739,78,67
g20740,120,172
g20741,11696,10821
g20742,7890,7389
g20743,1054,489
g20744,389,364
g20745,82,103
g20746,1,2
g20747,196,202
g20748,3757,3746
g20749,1644,1311
g20750,1732,1351
g20751,44,45
g20752,0,0
g20753,0,0
g20754,0,0
g20755,0,0
g20756,0,0
g20757,161,149
g20758,730,843
g20759,58,53
g20760,0,2
g20761,0,0
g20762,0,0
g20763,0,0
g20764,0,0
g20765,0,0
g20766,0,1
g20767,0,0
g20768,0,0
g20769,0,0
g20770,0,0
g20771,2,1
g20772,0,1
g20773,156,175
g20774,4,5
g20775,0,0
g20776,0,0
g20777,0,0
g20778,0,0
g20779,0,2
g20780,0,0
g20781,0,0
g20782,0,0
g20783,0,0
g20784,1772,1974
g20785,1709,1498
g20786,8,9
g20787,2036,2196
g20788,180,192
g20789,2,4
g20790,1790,2002
g20791,137,142
g20792,29,37
g20793,230,177
g20794,228,244
g20795,14,7
g20796,62,75
g20797,557,514
g20798,779,769
g20799,87,75
g20800,1479,1270
g20801,44,40
g20802,942,975
g20803,170,132
g20804,16,10
g20805,1815,1954
g20806,0,0
g20807,0,0
g20808,0,1
g20809,1607,1428
g20810,424,400
g20811,57,51
g20812,310,234
g20813,1901,1747
g20814,278,324
g20815,19,14
g20816,501,437
g20817,29,40
g20818,117,103
g20819,7651,6684
g20820,353,319
g20821,0,2
g20822,609,556
g20823,704,743
g20824,162,188
g20825,872,1189
g20826,1,3
g20827,0,0
g20828,0,1
g20829,0,0
g20830,0,1
g20831,1,0
g20832,0,0
g20833,0,1
g20834,0,1
g20835,0,0
g20836,0,1
g20837,0,0
g20838,10,14
g20839,0,1
g20840,0,0
g20841,0,0
g20842,1,0
g20843,0,0
g20844,0,0
g20845,0,1
g20846,0,0
g20847,0,0
g20848,0,0
g20849,0,0
g20850,2,0
g20851,33,25
g20852,11,7
g20853,160,142
g20854,30,36
g20855,0,2
g20856,62,65
g20857,542,572
g20858,1,1
g20859,1281,1161
g20860,2,4
g20861,574,567
g20862,1825,1640
g20863,13,8
g20864,460,444
g20865,221,233
g20866,147,134
g20867,317,249
g20868,98,82
g20869,255,277
g20870,0,1
g20871,33,34
g20872,477,484
g20873,1272,1114
g20874,0,1
g20875,536,418
g20876,43,19
g20877,392,395
g20878,600,507
g20879,302,392
g20880,1004,816
g20881,18,8
g20882,1238,972
g20883,16977,11492
g20884,6010,4081
g20885,429,438
g20886,29,33
g20887,152,140
g20888,468,337
g20889,960,572
g20890,1148,1061
g20891,219,163
g20892,15,31
g20893,596,564
g20894,148,134
g20895,1456,1190
g20896,6,6
g20897,0,0
g20898,333,250
g20899,2588,2101
g20900,792,733
g20901,873,819
g20902,3469,3195
g20903,150,123
g20904,27,42
g20905,3,3
g20906,4,4
g20907,719,646
g20908,254,265
g20909,2,1
g20910,2,0
g20911,0,2
g20912,0,0
g20913,0,0
g20914,0,0
g20915,0,0
g20916,0,0
g20917,0,0
g20918,0,0
g20919,0,0
g20920,0,0
g20921,0,0
g20922,0,0
g20923,0,0
g20924,0,0
g20925,0,0
g20926,0,0
g20927,0,0
g20928,0,0
g20929,0,0
g20930,0,0
g20931,0,0
g20932,0,0
g20933,0,0
g20934,0,0
g20935,0,0
g20936,0,0
g20937,0,0
g20938,0,0
g20939,0,0
g20940,0,0
g20941,0,0
g20942,0,1
g20943,0,0
g20944,0,0
g20945,0,0
g20946,0,0
g20947,0,0
g20948,0,0
g20949,0,0
g20950,0,0
g20951,0,0
g20952,0,0
g20953,0,0
g20954,0,0
g20955,0,0
g20956,0,0
g20957,0,0
g20958,0,0
g20959,0,0
g20960,0,0
g20961,0,0
g20962,0,0
g20963,0,0
g20964,0,0
g20965,0,0
g20966,0,0
g20967,0,0
g20968,0,0
g20969,0,0
g20970,0,0
g20971,0,0
g20972,0,0
g20973,0,0
g20974,0,0
g20975,0,0
g20976,0,0
g20977,0,0
g20978,0,0
g20979,0,0
g20980,0,0
g20981,0,0
g20982,0,0
g20983,0,0
g20984,0,0
g20985,0,0
g20986,0,0
g20987,0,0
g20988,0,0
g20989,0,0
g20990,0,0
g20991,0,0
g20992,0,0
g20993,0,0
g20994,0,0
g20995,0,0
g20996,0,0
g20997,0,0
g20998,0,0
g20999,0,0
g21000,0,0
g21001,1,2
g21002,1,0
g21003,0,0
g21004,0,0
g21005,0,0
g21006,0,0
g21007,0,0
g21008,0,0
g21009,0,0
g21010,0,0
g21011,0,0
g21012,0,0
g21013,0,0
g21014,0,1
g21015,5,1
g21016,0,0
g21017,0,0
g21018,0,0
g21019,0,1
g21020,511,494
g21021,48,51
g21022,131,134
g21023,12,12
g21024,329,361
g21025,85,62
g21026,71,78
g21027,2,3
g21028,81,59
g21029,164,162
g21030,43,46
g21031,1,1
g21032,1482,1332
g21033,15,8
g21034,260,216
g21035,43,37
g21036,4,3
g21037,184,155
g21038,237,172
g21039,222,175
g21040,776,714
g21041,140,98
g21042,822,792
g21043,4,6
g21044,204,183
g21045,559,429
g21046,3570,2626
g21047,9,2
g21048,3,2
g21049,0,0
g21050,1,0
g21051,0,0
g21052,3,2
g21053,0,0
g21054,0,1
g21055,1,0
g21056,1308,1031
g21057,3,4
g21058,511,546
g21059,3,3
g21060,1084,1013
g21061,11,6
g21062,248,267
g21063,288,303
g21064,6,7
g21065,0,0
g21066,121,102
g21067,627,414
g21068,325,288
g21069,1109,925
g21070,507,456
g21071,1405,1202
g21072,24,30
g21073,1221,1308
g21074,713,615
g21075,2,0
g21076,0,0
g21077,2,5
g21078,1279,1160
g21079,2372,3000
g21080,86,46
g21081,276,170
g21082,30,30
g21083,0,2
g21084,3,3
g21085,30,36
g21086,1,3
g21087,103,69
g21088,0,0
g21089,171,189
g21090,140,139
g21091,521,523
g21092,291,264
g21093,11,7
g21094,47,46
g21095,148,125
g21096,220,263
g21097,483,492
g21098,2994,2813
g21099,2395,2191
g21100,139,112
g21101,19,14
g21102,0,0
g21103,0,0
g21104,0,0
g21105,0,0
g21106,0,0
g21107,0,0
g21108,0,0
g21109,0,0
g21110,0,2
g21111,2017,2443
g21112,1,1
g21113,0,0
g21114,0,0
g21115,0,1
g21116,23,21
g21117,10,11
g21118,1183,993
g21119,215,204
g21120,5,5
g21121,2,2
g21122,619,739
g21123,142,142
g21124,1,1
g21125,580,597
g21126,201,202
g21127,228,214
g21128,44,38
g21129,820,657
g21130,749,881
g21131,325,316
g21132,50,40
g21133,354,345
g21134,189,166
g21135,493,359
g21136,259,181
g21137,25,22
g21138,2035,1570
g21139,153,174
g21140,1057,928
g21141,1,2
g21142,476,459
g21143,30,35
g21144,399,391
g21145,3,2
g21146,1,2
g21147,79,94
g21148,73,67
g21149,120,133
g21150,95,121
g21151,0,0
g21152,184,181
g21153,215,183
g21154,1888,1691
g21155,4,6
g21156,8,6
g21157,149,156
g21158,363,313
g21159,126,104
g21160,70,78
g21161,3,2
g21162,4,7
g21163,476,504
g21164,2675,2551
g21165,205,182
g21166,10,6
g21167,859,889
g21168,729,924
g21169,145,149
g21170,980,870
g21171,628,716
g21172,42,41
g21173,114,163
g21174,0,0
g21175,0,0
g21176,0,0
g21177,4,1
g21178,290,240
g21179,424,451
g21180,839,337
g21181,17,18
g21182,191,147
g21183,447,356
g21184,196,175
g21185,343,245
g21186,335,381
g21187,757,746
g21188,153,158
g21189,76,67
g21190,2814,2787
g21191,1559,1340
g21192,96,92
g21193,8,15
g21194,10346,8487
g21195,316,253
g21196,1912,1994
g21197,2529,2148
g21198,36,43
g21199,2539,2108
g21200,0,0
g21201,147,144
g21202,173,144
g21203,80,81
g21204,35,25
g21205,3730,3213
g21206,54,37
g21207,1111,902
g21208,816,657
g21209,147,144
g21210,900,950
g21211,144,118
g21212,67,82
g21213,400,546
g21214,0,3
g21215,2,18
g21216,0,0
g21217,659,617
g21218,0,0
g21219,49,72
g21220,0,2
g21221,322,350
g21222,45,56
g21223,58,59
g21224,263,283
g21225,117,101
g21226,148,136
g21227,19,10
g21228,1570,1491
g21229,75,65
g21230,113,95
g21231,54,49
g21232,1344,1230
g21233,111,116
g21234,926,903
g21235,39,38
g21236,20,18
g21237,2340,2138
g21238,480,449
g21239,502,434
g21240,3,4
g21241,150,176
g21242,150,181
g21243,360,337
g21244,13,22
g21245,299,235
g21246,51,43
g21247,332,275
g21248,15,6
g21249,33,26
g21250,135,127
g21251,1,4
g21252,0,1
g21253,0,0
g21254,0,1
g21255,2,5
g21256,100,130
g21257,100,128
g21258,143,246
g21259,99,161
g21260,18,19
g21261,344,258
g21262,71,66
g21263,788,1011
g21264,14,25
g21265,16,9
g21266,1765,1650
g21267,0,0
g21268,910,898
g21269,220,167
g21270,0,0
g21271,4,5
g21272,1,0
g21273,11,16
g21274,746,646
g21275,121,122
g21276,43,49
g21277,10367,8066
g21278,64337,43144
g21279,23706,20280
g21280,0,0
g21281,0,0
g21282,0,0
g21283,1,3
g21284,22,23
g21285,0,1
g21286,0,1
g21287,97,101
g21288,476,457
g21289,494,431
g21290,813,752
g21291,36,32
g21292,471,384
g21293,0,6
g21294,252,204
g21295,490,446
g21296,686,642
g21297,18,17
g21298,71,74
g21299,870,767
g21300,0,0
g21301,0,0
g21302,0,0
g21303,0,0
g21304,0,0
g21305,0,0
g21306,0,1
g21307,0,0
g21308,0,0
g21309,0,0
g21310,0,0
g21311,0,0
g21312,0,0
g21313,0,0
g21314,0,0
g21315,0,0
g21316,0,0
g21317,0,0
g21318,0,0
g21319,0,0
g21320,0,0
g21321,0,0
g21322,0,0
g21323,0,0
g21324,0,0
g21325,0,0
g21326,0,0
g21327,0,0
g21328,0,0
g21329,0,0
g21330,0,0
g21331,0,0
g21332,0,0
g21333,0,0
g21334,0,0
g21335,0,0
g21336,1,0
g21337,401,374
g21338,2219,1977
g21339,285,244
g21340,2674,2661
g21341,481,439
g21342,1189,1071
g21343,242,200
g21344,728,641
g21345,1013,919
g21346,12,6
g21347,1330,1149
g21348,955,840
g21349,2196,1880
g21350,221,242
g21351,406,434
g21352,1,0
g21353,212,219
g21354,96,72
g21355,54,80
g21356,217,189
g21357,0,1
g21358,1,3
g21359,387,335
g21360,44,36
g21361,1510,1492
g21362,169,164
g21363,253,263
g21364,814,846
g21365,29,21
g21366,29,27
g21367,0,1
g21368,160,202
g21369,306,349
g21370,9,8
g21371,577,559
g21372,347,386
g21373,157,137
g21374,121,99
g21375,436,430
g21376,0,1
g21377,0,0
g21378,0,0
g21379,0,0
g21380,0,0
g21381,0,0
g21382,0,0
g21383,0,0
g21384,0,0
g21385,0,0
g21386,0,0
g21387,0,0
g21388,0,0
g21389,1,0
g21390,0,0
g21391,0,0
g21392,0,0
g21393,2,2
g21394,56,50
g21395,125,125
g21396,0,0
g21397,0,0
g21398,3,2
g21399,42,52
g21400,0,0
g21401,0,1
g21402,0,0
g21403,0,0
g21404,0,1
g21405,0,1
g21406,96,93
g21407,4,2
g21408,56,48
g21409,0,0
g21410,240,211
g21411,225,188
g21412,1,3
g21413,0,0
g21414,0,0
g21415,4,1
g21416,0,1
g21417,0,0
g21418,0,0
g21419,0,0
g21420,173,169
g21421,22,12
g21422,130,136
g21423,40,46
g21424,0,0
g21425,0,0
g21426,0,0
g21427,0,1
g21428,0,1
g21429,0,0
g21430,0,0
g21431,0,0
g21432,493,396
g21433,8,13
g21434,5,3
g21435,0,1
g21436,15,14
g21437,1,2
g21438,852,809
g21439,451,682
g21440,29,37
g21441,1,1
g21442,59,50
g21443,86,98
g21444,235,227
g21445,0,1
g21446,0,0
g21447,13,11
g21448,245,234
g21449,0,0
g21450,280,310
g21451,40,30
g21452,11,15
g21453,490,463
g21454,460,489
g21455,269,182
g21456,1175,703
g21457,5865,2337
g21458,8,9
g21459,1605,1050
g21460,6,3
g21461,0,0
g21462,0,0
g21463,0,1
g21464,3,2
g21465,8,1
g21466,0,0
g21467,36,26
g21468,0,0
g21469,0,0
g21470,0,0
g21471,0,0
g21472,0,0
g21473,0,0
g21474,0,0
g21475,0,0
g21476,3,0
g21477,5,3
g21478,749,667
g21479,7,6
g21480,3,1
g21481,10,12
g21482,224,187
g21483,69,71
g21484,4,1
g21485,20,12
g21486,45,43
g21487,1,2
g21488,424,428
g21489,929,1008
g21490,13,19
g21491,67,39
g21492,20,10
g21493,808,772
g21494,717,710
g21495,43,36
g21496,39,26
g21497,72,112
g21498,0,1
g21499,0,0
g21500,28,39
g21501,210,207
g21502,1465,1411
g21503,359,332
g21504,1922,1521
g21505,29,40
g21506,481,427
g21507,838,758
g21508,10,7
g21509,304,230
g21510,1229,1305
g21511,820,911
g21512,300,221
g21513,1107,1135
g21514,3,4
g21515,207,210
g21516,795,941
g21517,87,75
g21518,272,259
g21519,885,824
g21520,816,940
g21521,199,208
g21522,254,327
g21523,242,198
g21524,543,487
g21525,5124,4942
g21526,1146,857
g21527,3,1
g21528,4080,3471
g21529,6,4
g21530,3558,2966
g21531,7923,6445
g21532,11,7
g21533,30,19
g21534,10,13
g21535,686,522
g21536,23,17
g21537,36,34
g21538,542,470
g21539,459,409
g21540,5,6
g21541,0,0
g21542,0,0
g21543,24,27
g21544,1285,1010
g21545,1482,1404
g21546,63,74
g21547,0,0
g21548,0,0
g21549,468,343
g21550,697,671
g21551,658,608
g21552,12,8
g21553,21,15
g21554,3549,2948
g21555,15,17
g21556,66,55
g21557,3,1
g21558,2,3
g21559,1045,1055
g21560,657,679
g21561,1385,1344
g21562,2101,2068
g21563,362,341
g21564,60,78
g21565,2881,2973
g21566,9,6
g21567,352,222
g21568,179,152
g21569,49,42
g21570,6,8
g21571,355,338
g21572,6,10
g21573,137,132
g21574,7,7
g21575,461,476
g21576,184,168
g21577,249,282
g21578,965,833
g21579,3,6
g21580,1,1
g21581,82,56
g21582,119,122
g21583,800,798
g21584,697,648
g21585,16,17
g21586,2,8
g21587,850,818
g21588,0,0
g21589,36,42
g21590,677,547
g21591,4,5
g21592,374,353
g21593,9,9
g21594,45,43
g21595,2227,1946
g21596,5,4
g21597,161,163
g21598,1096,1114
g21599,28,25
g21600,10,9
g21601,839,823
g21602,75,68
g21603,36,41
g21604,0,1
g21605,10,6
g21606,124,173
g21607,35,31
g21608,127,116
g21609,24,33
g21610,298,310
g21611,0,0
g21612,0,0
g21613,160,152
g21614,0,0
g21615,551,558
g21616,848,774
g21617,0,0
g21618,6880,6289
g21619,2,2
g21620,435,469
g21621,189,173
g21622,0,2
g21623,0,0
g21624,961,957
g21625,61,53
g21626,2,8
g21627,2,1
g21628,0,1
g21629,0,0
g21630,0,0
g21631,1,0
g21632,1,1
g21633,4,7
g21634,0,0
g21635,1,0
g21636,0,0
g21637,13,8
g21638,4,2
g21639,234,55
g21640,56,14
g21641,107,56
g21642,1,2
g21643,390,341
g21644,1355,1092
g21645,328,392
g21646,45,43
g21647,816,1092
g21648,0,6
g21649,132,137
g21650,547,537
g21651,1,0
g21652,41,40
g21653,2,2
g21654,0,0
g21655,0,1
g21656,1,7
g21657,3,4
g21658,103,98
g21659,49,49
g21660,149,117
g21661,0,0
g21662,16,12
g21663,54,44
g21664,6,10
g21665,545,486
g21666,33,22
g21667,3243,3232
g21668,543,510
g21669,77,79
g21670,153,121
g21671,3464,3093
g21672,49,45
g21673,1,2
g21674,0,0
g21675,0,0
g21676,2,0
g21677,50,66
g21678,361,331
g21679,2546,2295
g21680,436,393
g21681,673,601
g21682,0,0
g21683,0,0
g21684,0,0
g21685,0,0
g21686,0,0
g21687,43,31
g21688,1,0
g21689,136,170
g21690,136,170
g21691,6,4
g21692,0,0
g21693,1,0
g21694,0,0
g21695,0,0
g21696,29,30
g21697,0,0
g21698,0,0
g21699,0,1
g21700,0,0
g21701,0,6
g21702,32,41
g21703,5,0
g21704,38,35
g21705,4,5
g21706,0,1
g21707,1331,1204
g21708,116,108
g21709,48,45
g21710,171,174
g21711,14,14
g21712,42,37
g21713,845,900
g21714,8,18
g21715,85,89
g21716,0,0
g21717,538,649
g21718,184,146
g21719,678,554
g21720,159,124
g21721,22,33
g21722,28,44
g21723,224,218
g21724,2670,2615
g21725,0,2
g21726,187,180
g21727,326,292
g21728,0,0
g21729,1,0
g21730,3305,2803
g21731,559,451
g21732,672,593
g21733,371,345
g21734,885,912
g21735,456,465
g21736,93,77
g21737,306,287
g21738,252,243
g21739,2358,1574
g21740,757,675
g21741,247,207
g21742,1671,1820
g21743,1227,856
g21744,331,352
g21745,131,116
g21746,6,12
g21747,1192,1314
g21748,7,9
g21749,0,0
g21750,24,29
g21751,2,1
g21752,1,0
g21753,678,533
g21754,0,1
g21755,182,218
g21756,40,16
g21757,0,0
g21758,302,260
g21759,0,0
g21760,0,3
g21761,1,0
g21762,10,11
g21763,70,51
g21764,449,542
g21765,2257,2053
g21766,656,590
g21767,4,4
g21768,0,1
g21769,349,375
g21770,1,0
g21771,0,0
g21772,103,185
g21773,1140,953
g21774,8,9
g21775,95,105
g21776,6,2
g21777,3010,3155
g21778,31,55
g21779,475,405
g21780,34,46
g21781,107,82
g21782,8,7
g21783,3,1
g21784,303,243
g21785,224,245
g21786,179,212
g21787,0,0
g21788,579,452
g21789,55,61
g21790,1,0
g21791,18,25
g21792,23,27
g21793,1550,1445
g21794,785,717
g21795,1,2
g21796,338,323
g21797,1249,1133
g21798,4,3
g21799,2,2
g21800,0,0
g21801,4,3
g21802,331,387
g21803,378,303
g21804,4,1
g21805,23,25
g21806,24,26
g21807,2,1
g21808,0,0
g21809,7,7
g21810,529,712
g21811,563,532
g21812,9,8
g21813,441,385
g21814,1305,1173
g21815,9,5
g21816,4503,3962
g21817,0,0
g21818,606,632
g21819,173,118
g21820,58,78
g21821,11,7
g21822,247,239
g21823,282,316
g21824,1717,1522
g21825,151,140
g21826,917,867
g21827,59,47
g21828,1444,1307
g21829,324,297
g21830,659,643
g21831,359,364
g21832,409,511
g21833,28,30
g21834,6366,6412
g21835,57,57
g21836,223,217
g21837,62,45
g21838,921,781
g21839,719,832
g21840,772,619
g21841,1,2
g21842,2,0
g21843,172,235
g21844,43,50
g21845,8,6
g21846,5,4
g21847,0,1
g21848,104,81
g21849,10,12
g21850,315,251
g21851,172,176
g21852,449,285
g21853,86,67
g21854,159,134
g21855,771,620
g21856,980,803
g21857,820,618
g21858,341,322
g21859,0,1
g21860,36,42
g21861,56,47
g21862,7,5
g21863,513,519
g21864,8,16
g21865,0,2
g21866,444,386
g21867,0,1
g21868,1,1
g21869,0,0
g21870,139,107
g21871,1354,1136
g21872,262,276
g21873,2,1
g21874,47,71
g21875,2,1
g21876,2,0
g21877,422,412
g21878,668,588
g21879,83,54
g21880,823,832
g21881,93,120
g21882,10,15
g21883,104,81
g21884,1258,782
g21885,162,95
g21886,0,0
g21887,0,0
g21888,0,0
g21889,0,0
g21890,0,0
g21891,0,0
g21892,0,0
g21893,0,0
g21894,0,0
g21895,0,0
g21896,0,0
g21897,0,0
g21898,0,0
g21899,1,0
g21900,1,1
g21901,0,0
g21902,0,0
g21903,0,1
g21904,0,0
g21905,0,1
g21906,0,0
g21907,0,0
g21908,0,0
g21909,0,0
g21910,0,0
g21911,0,0
g21912,0,0
g21913,0,0
g21914,0,0
g21915,0,0
g21916,1,1
g21917,0,0
g21918,0,0
g21919,0,0
g21920,68,64
g21921,171,146
g21922,7,5
g21923,1419,1312
g21924,920,897
g21925,509,433
g21926,375,330
g21927,0,0
g21928,1295,1231
g21929,29,22
g21930,0,3
g21931,292,243
g21932,541,467
g21933,1,6
g21934,14,13
g21935,3115,2874
g21936,1107,1015
g21937,2,1
g21938,333,326
g21939,9,8
g21940,1574,1401
g21941,229,183
g21942,96,65
g21943,2,0
g21944,429,377
g21945,330,232
g21946,52,64
g21947,1888,1619
g21948,105,116
g21949,148,163
g21950,149,147
g21951,424,492
g21952,1,1
g21953,102,74
g21954,0,0
g21955,5,5
g21956,845,880
g21957,0,1
g21958,8,25
g21959,10,14
g21960,235,203
g21961,384,419
g21962,89,68
g21963,60,79
g21964,216,280
g21965,682,603
g21966,54,54
g21967,17,12
g21968,856,811
g21969,193,162
g21970,1014,970
g21971,881,886
g21972,22,34
g21973,18,28
g21974,247,205
g21975,1,0
g21976,395,392
g21977,298,256
g21978,4,9
g21979,15,16
g21980,7,5
g21981,651,623
g21982,443,457
g21983,2,0
g21984,170,222
g21985,0,0
g21986,745,764
g21987,1245,1228
g21988,1,1
g21989,233,232
g21990,455,454
g21991,5710,4592
g21992,8,11
g21993,51,69
g21994,25574,22965
g21995,4787,4347
g21996,256,231
g21997,28,30
g21998,12612,10085
g21999,14,15
g22000,5,1
g22001,928,821
g22002,0,0
g22003,95,134
g22004,343,307
g22005,0,0
g22006,0,0
g22007,0,0
g22008,258,215
g22009,890,847
g22010,6,15
g22011,712,683
g22012,0,1
g22013,623,544
g22014,75,85
g22015,118,100
g22016,163,192
g22017,4,5
g22018,160,173
g22019,816,715
g22020,441,537
g22021,13,12
g22022,923,1372
g22023,10,4
g22024,88,116
g22025,9,18
g22026,344,263
g22027,1795,1657
g22028,87,71
g22029,546,732
g22030,82,73
g22031,1388,1355
g22032,4,2
g22033,48,53
g22034,51,32
g22035,528,504
g22036,171,151
g22037,694,662
g22038,2411,2046
g22039,792,819
g22040,0,0
g22041,0,0
g22042,1,1
g22043,0,0
g22044,557,485
g22045,15,14
g22046,1128,980
g22047,73,51
g22048,2,1
g22049,180,176
g22050,26,39
g22051,672,677
g22052,44,42
g22053,3821,3675
g22054,121,123
g22055,379,361
g22056,282,261
g22057,17,16
g22058,181,114
g22059,4,5
g22060,1199,1268
g22061,429,452
g22062,399,513
g22063,961,838
g22064,2561,2554
g22065,8,8
g22066,1,4
g22067,1,0
g22068,2,0
g22069,0,0
g22070,0,1
g22071,88,68
g22072,1,2
g22073,0,1
g22074,0,1
g22075,0,0
g22076,0,0
g22077,1,0
g22078,0,0
g22079,90,74
g22080,0,0
g22081,56,44
g22082,1,0
g22083,2,0
g22084,15,8
g22085,0,0
g22086,1,0
g22087,0,1
g22088,0,0
g22089,0,0
g22090,0,0
g22091,0,0
g22092,0,0
g22093,0,0
g22094,0,0
g22095,0,0
g22096,0,0
g22097,0,0
g22098,0,0
g22099,0,1
g22100,0,0
g22101,0,0
g22102,0,0
g22103,0,0
g22104,0,0
g22105,0,0
g22106,0,0
g22107,0,0
g22108,0,0
g22109,1,0
g22110,0,0
g22111,0,0
g22112,0,1
g22113,0,0
g22114,0,0
g22115,0,1
g22116,0,0
g22117,0,0
g22118,0,0
g22119,0,0
g22120,0,0
g22121,0,0
g22122,0,0
g22123,0,0
g22124,0,0
g22125,0,1
g22126,0,0
g22127,0,1
g22128,0,0
g22129,0,0
g22130,0,1
g22131,0,1
g22132,0,0
g22133,0,0
g22134,0,0
g22135,0,0
g22136,0,0
g22137,0,0
g22138,0,0
g22139,0,0
g22140,0,0
g22141,0,0
g22142,0,0
g22143,0,0
g22144,1303,592
g22145,6966,3620
g22146,6868,3609
g22147,0,1
g22148,3,0
g22149,64,61
g22150,0,0
g22151,2,2
g22152,0,0
g22153,0,0
g22154,0,0
g22155,0,0
g22156,0,0
g22157,0,0
g22158,0,0
g22159,0,0
g22160,0,0
g22161,0,0
g22162,0,0
g22163,0,0
g22164,0,0
g22165,0,0
g22166,0,1
g22167,0,0
g22168,0,0
g22169,0,0
g22170,0,1
g22171,0,0
g22172,0,0
g22173,11,10
g22174,24,12
g22175,5,3
g22176,45,36
g22177,3,1
g22178,0,0
g22179,85,69
g22180,3,1
g22181,4,3
g22182,83,57
g22183,16,17
g22184,1,0
g22185,0,0
g22186,0,0
g22187,0,0
g22188,0,0
g22189,0,0
g22190,0,0
g22191,0,0
g22192,0,3
g22193,0,0
g22194,0,0
g22195,0,0
g22196,0,0
g22197,0,0
g22198,0,0
g22199,0,0
g22200,2,1
g22201,1,0
g22202,0,1
g22203,0,1
g22204,1,0
g22205,0,0
g22206,0,0
g22207,0,0
g22208,0,0
g22209,0,0
g22210,0,2
g22211,0,0
g22212,0,0
g22213,0,0
g22214,0,0
g22215,0,1
g22216,0,0
g22217,1,1
g22218,0,0
g22219,0,0
g22220,0,0
g22221,0,0
g22222,0,1
g22223,0,0
g22224,0,0
g22225,646,628
g22226,49,45
g22227,3,0
g22228,4,1
g22229,1,1
g22230,1305,1053
g22231,2296,1733
g22232,734,588
g22233,297,272
g22234,1,1
g22235,539,498
g22236,953,859
g22237,513,399
g22238,681,596
g22239,1586,1591
g22240,535,465
g22241,1296,1503
g22242,1272,1314
g22243,614,608
g22244,2,1
g22245,0,0
g22246,0,3
g22247,0,0
g22248,0,0
g22249,1,1
g22250,1,0
g22251,0,0
g22252,2,2
g22253,57,50
g22254,66,52
g22255,0,0
g22256,0,0
g22257,0,0
g22258,0,0
g22259,0,0
g22260,0,0
g22261,0,0
g22262,1,0
g22263,0,0
g22264,0,0
g22265,1,0
g22266,0,0
g22267,1,0
g22268,0,0
g22269,0,0
g22270,0,0
g22271,0,0
g22272,0,0
g22273,0,1
g22274,0,0
g22275,0,0
g22276,0,0
g22277,0,0
g22278,0,0
g22279,0,0
g22280,0,0
g22281,0,0
g22282,32,28
g22283,228,172
g22284,803,817
g22285,3,8
g22286,17,18
g22287,0,0
g22288,0,0
g22289,0,0
g22290,0,0
g22291,0,1
g22292,0,0
g22293,0,0
g22294,0,0
g22295,0,0
g22296,0,0
g22297,0,0
g22298,0,0
g22299,0,0
g22300,0,0
g22301,0,0
g22302,0,0
g22303,0,0
g22304,0,0
g22305,0,0
g22306,0,0
g22307,0,0
g22308,0,0
g22309,0,0
g22310,0,0
g22311,1,0
g22312,0,0
