,wt_E14.5_f4,wt_E14.5_f5
g19766,158,251
g19767,20,27
g19768,0,0
g19769,1,0
g19770,272,291
g19771,429,442
g19772,0,2
g19773,51,60
g19774,69,96
g19775,222,250
g19776,627,667
g19777,1,2
g19778,117,204
g19779,5,3
g19780,114,129
g19781,746,975
g19782,368,419
g19783,647,758
g19784,18,23
g19785,20,38
g19786,70,95
g19787,1,9
g19788,0,0
g19789,156,190
g19790,222,323
g19791,1063,1112
g19792,1022,1121
g19793,245,378
g19794,662,692
g19795,55,75
g19796,15,18
g19797,1342,1622
g19798,3,8
g19799,321,398
g19800,594,628
g19801,106,123
g19802,1132,1369
g19803,41,49
g19804,273,297
g19805,34,34
g19806,99,193
g19807,4,3
g19808,0,0
g19809,0,0
g19810,2,0
g19811,2,1
g19812,1,1
g19813,5,7
g19814,1,9
g19815,13,18
g19816,453,496
g19817,0,0
g19818,294,407
g19819,717,819
g19820,2576,3500
g19821,480,618
g19822,0,0
g19823,284,301
g19824,1072,1406
g19825,1,2
g19826,0,0
g19827,303,280
g19828,0,4
g19829,200,322
g19830,523,695
g19831,22,29
g19832,2,0
g19833,648,724
g19834,56,77
g19835,2974,3509
g19836,184,256
g19837,0,0
g19838,791,1010
g19839,0,0
g19840,0,0
g19841,1,0
g19842,0,0
g19843,0,0
g19844,0,0
g19845,6,14
g19846,0,0
g19847,36,43
g19848,18,15
g19849,214,308
g19850,1506,1946
g19851,20,16
g19852,0,0
g19853,745,1030
g19854,157,224
g19855,335,356
g19856,113,147
g19857,15,12
g19858,1376,1692
g19859,1928,2400
g19860,204,245
g19861,11,9
g19862,771,1070
g19863,57,74
g19864,574,506
g19865,263,348
g19866,364,462
g19867,318,374
g19868,277,305
g19869,54,64
g19870,1621,2107
g19871,342,412
g19872,1430,1912
g19873,14,9
g19874,1193,1524
g19875,0,0
g19876,0,0
g19877,1,1
g19878,0,0
g19879,82,116
g19880,272,420
g19881,167,173
g19882,5,7
g19883,2,3
g19884,2,4
g19885,41,63
g19886,1,0
g19887,7,14
g19888,483,622
g19889,452,470
g19890,3782,4295
g19891,3517,4813
g19892,180,241
g19893,262,256
g19894,50,72
g19895,182,206
g19896,3090,3710
g19897,63,89
g19898,0,0
g19899,301,399
g19900,215,242
g19901,3672,4491
g19902,12,22
g19903,359,442
g19904,253,302
g19905,1993,2382
g19906,651,750
g19907,198,209
g19908,1436,1372
g19909,323,455
g19910,1,0
g19911,0,0
g19912,0,1
g19913,1693,2221
g19914,278,348
g19915,116,147
g19916,0,0
g19917,0,0
g19918,0,0
g19919,0,0
g19920,0,0
g19921,0,0
g19922,0,0
g19923,0,0
g19924,0,0
g19925,0,0
g19926,0,0
g19927,0,0
g19928,0,0
g19929,0,0
g19930,0,1
g19931,0,0
g19932,0,2
g19933,7,9
g19934,4,0
g19935,425,552
g19936,37,52
g19937,97,117
g19938,46,59
g19939,301,340
g19940,21,14
g19941,62,98
g19942,689,959
g19943,2,0
g19944,1032,1248
g19945,596,749
g19946,3591,3408
g19947,129,117
g19948,1,5
g19949,11,24
g19950,223,248
g19951,779,969
g19952,335,396
g19953,413,509
g19954,382,400
g19955,6,4
g19956,1222,1600
g19957,129,201
g19958,190,264
g19959,8,13
g19960,397,450
g19961,1648,1992
g19962,1007,1164
g19963,979,1147
g19964,3,2
g19965,0,0
g19966,555,776
g19967,1195,1393
g19968,78,84
g19969,2,4
g19970,0,3
g19971,962,1235
g19972,67,87
g19973,2101,2103
g19974,0,1
g19975,100,158
g19976,0,1
g19977,160,215
g19978,48,62
g19979,86,121
g19980,45,49
g19981,22,38
g19982,298,411
g19983,1229,1471
g19984,927,1079
g19985,559,750
g19986,333,428
g19987,674,943
g19988,89,100
g19989,1,0
g19990,1246,1789
g19991,45,46
g19992,176,232
g19993,230,259
g19994,0,3
g19995,202,288
g19996,0,0
g19997,127,127
g19998,226,219
g19999,16,20
g20000,258,271
g20001,1668,1805
g20002,0,0
g20003,128,156
g20004,1168,1929
g20005,103,189
g20006,0,0
g20007,253,391
g20008,3,7
g20009,584,656
g20010,871,1098
g20011,1723,2448
g20012,44,48
g20013,302,365
g20014,9,16
g20015,1037,1313
g20016,4,8
g20017,12,27
g20018,180,294
g20019,1104,1423
g20020,553,713
g20021,586,659
g20022,33,60
g20023,1,1
g20024,329,532
g20025,0,0
g20026,432,410
g20027,11,21
g20028,8,11
g20029,303,422
g20030,19,31
g20031,285,349
g20032,1043,1508
g20033,342,396
g20034,118,132
g20035,3102,3749
g20036,588,843
g20037,384,399
g20038,4,16
g20039,650,802
g20040,104,144
g20041,629,788
g20042,212,287
g20043,1713,1791
g20044,676,783
g20045,102,134
g20046,1,2
g20047,306,409
g20048,17,14
g20049,115,119
g20050,320,421
g20051,45,70
g20052,609,760
g20053,242,270
g20054,5,4
g20055,1242,1419
g20056,619,766
g20057,49,64
g20058,636,716
g20059,10,27
g20060,1782,2060
g20061,667,720
g20062,244,430
g20063,306,449
g20064,520,759
g20065,3,3
g20066,361,427
g20067,53,68
g20068,451,512
g20069,53,68
g20070,196,269
g20071,0,2
g20072,246,362
g20073,46,63
g20074,112,37
g20075,178,213
g20076,7,12
g20077,432,519
g20078,2157,2637
g20079,37,29
g20080,1293,1503
g20081,2701,2656
g20082,11,14
g20083,24,42
g20084,194,216
g20085,510,651
g20086,21,41
g20087,0,0
g20088,1074,1422
g20089,647,965
g20090,5,10
g20091,0,0
g20092,1298,1663
g20093,74,87
g20094,1022,1321
g20095,37,37
g20096,5,7
g20097,0,0
g20098,0,0
g20099,0,1
g20100,0,1
g20101,0,1
g20102,613,865
g20103,236,349
g20104,121,159
g20105,6,29
g20106,1679,2135
g20107,1,0
g20108,0,1
g20109,0,0
g20110,0,0
g20111,361,402
g20112,138,153
g20113,549,588
g20114,10,19
g20115,15,13
g20116,320,397
g20117,264,553
g20118,0,0
g20119,1338,1517
g20120,111,129
g20121,162,236
g20122,718,1016
g20123,497,679
g20124,699,920
g20125,28,37
g20126,189,254
g20127,85,108
g20128,9,3
g20129,29,58
g20130,965,1200
g20131,87,109
g20132,545,679
g20133,1675,2041
g20134,16,19
g20135,221,253
g20136,3055,3982
g20137,2,3
g20138,35,87
g20139,233,259
g20140,1803,2025
g20141,143,142
g20142,98,140
g20143,179,198
g20144,0,0
g20145,291,421
g20146,62,79
g20147,902,1177
g20148,743,901
g20149,114,134
g20150,336,492
g20151,217,359
g20152,232,302
g20153,21,43
g20154,19,20
g20155,3,5
g20156,190,282
g20157,4,10
g20158,336,428
g20159,130,231
g20160,0,2
g20161,0,1
g20162,0,0
g20163,0,1
g20164,2,3
g20165,0,1
g20166,711,869
g20167,771,1045
g20168,0,1
g20169,902,1166
g20170,0,2
g20171,89,182
g20172,4,3
g20173,26,49
g20174,1,2
g20175,0,0
g20176,0,0
g20177,2,0
g20178,2,3
g20179,821,655
g20180,319,407
g20181,136,172
g20182,706,976
g20183,75,111
g20184,30,33
g20185,8,13
g20186,0,0
g20187,0,1
g20188,17,11
g20189,0,1
g20190,8,19
g20191,4,3
g20192,1,0
g20193,0,0
g20194,0,0
g20195,0,0
g20196,0,0
g20197,0,0
g20198,0,0
g20199,0,0
g20200,0,0
g20201,0,0
g20202,5,19
g20203,0,0
g20204,587,759
g20205,645,922
g20206,5,7
g20207,5,12
g20208,33,40
g20209,0,0
g20210,0,1
g20211,591,693
g20212,751,759
g20213,1543,1749
g20214,0,0
g20215,0,0
g20216,107,151
g20217,1194,1436
g20218,5,3
g20219,292,496
g20220,323,509
g20221,9,5
g20222,79,107
g20223,3636,4038
g20224,2077,2281
g20225,685,827
g20226,21,21
g20227,1571,1741
g20228,524,698
g20229,11,11
g20230,18,39
g20231,3023,3780
g20232,16,42
g20233,2694,3421
g20234,980,1144
g20235,58,125
g20236,549,722
g20237,875,1049
g20238,122,146
g20239,9,6
g20240,5281,5892
g20241,1010,1154
g20242,865,1114
g20243,375,416
g20244,2167,2414
g20245,401,398
g20246,236,300
g20247,3,9
g20248,145,222
g20249,30,55
g20250,7,13
g20251,5,12
g20252,0,0
g20253,1,0
g20254,633,692
g20255,23,26
g20256,485,594
g20257,14,27
g20258,534,733
g20259,179,230
g20260,2,5
g20261,36,44
g20262,1,0
g20263,71,66
g20264,122,222
g20265,385,554
g20266,1,2
g20267,895,1140
g20268,2,2
g20269,0,0
g20270,228,226
g20271,255,284
g20272,29,44
g20273,2,2
g20274,149,204
g20275,202,203
g20276,3572,4119
g20277,3,9
g20278,583,678
g20279,5,9
g20280,123,194
g20281,0,0
g20282,249,316
g20283,2741,2921
g20284,45,64
g20285,196,243
g20286,279,331
g20287,368,479
g20288,514,632
g20289,15,15
g20290,91,89
g20291,319,397
g20292,3790,4406
g20293,25,33
g20294,8,6
g20295,1,0
g20296,1,5
g20297,0,1
g20298,0,0
g20299,0,0
g20300,0,5
g20301,0,4
g20302,7,10
g20303,1,0
g20304,6,9
g20305,1,1
g20306,8,7
g20307,0,4
g20308,0,0
g20309,163,180
g20310,5,6
g20311,3,1
g20312,0,1
g20313,7,13
g20314,2,0
g20315,5,8
g20316,14,16
g20317,45,68
g20318,13,19
g20319,1,2
g20320,0,19
g20321,18,41
g20322,925,1133
g20323,324,403
g20324,0,0
g20325,0,0
g20326,0,1
g20327,0,0
g20328,0,0
g20329,0,0
g20330,0,0
g20331,0,2
g20332,0,2
g20333,0,0
g20334,0,0
g20335,0,0
g20336,0,0
g20337,0,0
g20338,0,0
g20339,0,0
g20340,0,0
g20341,0,0
g20342,0,0
g20343,0,1
g20344,0,0
g20345,0,2
g20346,0,0
g20347,0,0
g20348,0,0
g20349,0,1
g20350,0,0
g20351,0,0
g20352,4,1
g20353,95,98
g20354,19,32
g20355,2063,2399
g20356,0,0
g20357,0,0
g20358,0,0
g20359,0,0
g20360,0,0
g20361,0,0
g20362,0,0
g20363,0,0
g20364,0,0
g20365,0,0
g20366,0,0
g20367,0,0
g20368,0,0
g20369,0,0
g20370,0,0
g20371,0,0
g20372,0,0
g20373,0,0
g20374,0,0
g20375,0,0
g20376,0,0
g20377,0,0
g20378,0,0
g20379,0,0
g20380,1,0
g20381,0,0
g20382,0,0
g20383,0,0
g20384,0,0
g20385,0,0
g20386,0,0
g20387,0,0
g20388,0,0
g20389,924,1028
g20390,0,0
g20391,0,0
g20392,2,1
g20393,0,0
g20394,0,0
g20395,349,447
g20396,3,6
g20397,3243,3830
g20398,335,357
g20399,16,18
g20400,130,150
g20401,408,596
g20402,68,106
g20403,124,181
g20404,24,39
g20405,500,670
g20406,117,120
g20407,161,154
g20408,548,673
g20409,8,22
g20410,0,0
g20411,103,78
g20412,5,2
g20413,631,957
g20414,73,87
g20415,5,7
g20416,5,0
g20417,1752,1941
g20418,175,203
g20419,477,709
g20420,0,0
g20421,0,1
g20422,1041,1404
g20423,47,64
g20424,1,2
g20425,1865,2058
g20426,356,408
g20427,600,845
g20428,8,6
g20429,20,41
g20430,39,24
g20431,498,719
g20432,0,3
g20433,407,515
g20434,0,0
g20435,24,43
g20436,419,638
g20437,408,488
g20438,1691,2025
g20439,215,203
g20440,1,2
g20441,257,238
g20442,118,181
g20443,0,0
g20444,1,0
g20445,1,1
g20446,13,13
g20447,0,2
g20448,0,2
g20449,669,1018
g20450,946,1116
g20451,320,394
g20452,54,78
g20453,26,45
g20454,0,3
g20455,3,2
g20456,3,7
g20457,0,0
g20458,0,0
g20459,0,0
g20460,1,0
g20461,0,0
g20462,0,0
g20463,224,271
g20464,489,565
g20465,1079,1220
g20466,6,7
g20467,0,1
g20468,624,994
g20469,181,283
g20470,238,255
g20471,741,1049
g20472,38,42
g20473,205,220
g20474,645,819
g20475,3,1
g20476,20,23
g20477,420,646
g20478,639,789
g20479,1615,2099
g20480,1,1
g20481,0,0
g20482,420,497
g20483,7,10
g20484,906,1047
g20485,25,36
g20486,10,20
g20487,108,119
g20488,696,922
g20489,30,51
g20490,9,7
g20491,6,14
g20492,1,1
g20493,346,400
g20494,18,31
g20495,308,510
g20496,512,679
g20497,697,769
g20498,708,791
g20499,596,746
g20500,254,289
g20501,4,6
g20502,0,0
g20503,169,195
g20504,40,33
g20505,0,0
g20506,1219,1229
g20507,42,42
g20508,8,6
g20509,251,296
g20510,3,5
g20511,522,724
g20512,0,0
g20513,24,23
g20514,408,490
g20515,0,2
g20516,502,600
g20517,1109,1283
g20518,29,41
g20519,409,737
g20520,676,841
g20521,0,2
g20522,790,982
g20523,189,230
g20524,27,24
g20525,49,65
g20526,715,1066
g20527,50,76
g20528,103,136
g20529,5,2
g20530,683,981
g20531,385,659
g20532,0,0
g20533,0,0
g20534,0,0
g20535,0,0
g20536,0,0
g20537,0,0
g20538,0,0
g20539,0,0
g20540,0,0
g20541,0,0
g20542,0,0
g20543,3,5
g20544,0,0
g20545,0,0
g20546,0,0
g20547,0,0
g20548,6,3
g20549,3,9
g20550,531,665
g20551,224,226
g20552,1079,1136
g20553,310,397
g20554,6,6
g20555,174,253
g20556,61,77
g20557,466,621
g20558,592,654
g20559,4058,4833
g20560,1883,2349
g20561,11,8
g20562,1,0
g20563,0,1
g20564,0,0
g20565,0,0
g20566,0,1
g20567,4,3
g20568,23,20
g20569,62,110
g20570,617,862
g20571,43,49
g20572,2549,3243
g20573,39,62
g20574,270,324
g20575,2,3
g20576,0,1
g20577,0,0
g20578,1,1
g20579,391,434
g20580,77,88
g20581,46,62
g20582,1015,1149
g20583,2735,3110
g20584,6,13
g20585,17,22
g20586,114,178
g20587,4,6
g20588,83,87
g20589,1723,2241
g20590,595,696
g20591,485,613
g20592,182,225
g20593,540,581
g20594,33,63
g20595,0,1
g20596,4,3
g20597,190,223
g20598,7,8
g20599,81,100
g20600,9,12
g20601,194,228
g20602,291,515
g20603,12,27
g20604,160,166
g20605,97,136
g20606,44,71
g20607,201,218
g20608,2,2
g20609,9,8
g20610,188,300
g20611,551,730
g20612,66,84
g20613,445,530
g20614,64,98
g20615,173,256
g20616,287,283
g20617,1654,1855
g20618,1304,1588
g20619,0,1
g20620,1,0
g20621,2,2
g20622,0,0
g20623,1,1
g20624,0,0
g20625,0,0
g20626,0,4
g20627,0,0
g20628,0,0
g20629,0,0
g20630,0,0
g20631,0,0
g20632,0,0
g20633,0,0
g20634,0,0
g20635,0,0
g20636,1,0
g20637,0,0
g20638,375,476
g20639,435,531
g20640,14,22
g20641,0,0
g20642,0,0
g20643,5,1
g20644,172,231
g20645,104,122
g20646,47,43
g20647,149,202
g20648,13,20
g20649,1,1
g20650,0,1
g20651,0,1
g20652,0,0
g20653,0,0
g20654,0,0
g20655,0,0
g20656,0,0
g20657,1918,2652
g20658,17264,21130
g20659,2506,3113
g20660,701,859
g20661,0,0
g20662,245,291
g20663,1,1
g20664,128,180
g20665,88,100
g20666,66,92
g20667,114,155
g20668,21,24
g20669,1405,1849
g20670,0,0
g20671,0,0
g20672,0,0
g20673,0,0
g20674,0,0
g20675,0,0
g20676,0,0
g20677,0,0
g20678,0,0
g20679,1,0
g20680,0,0
g20681,0,0
g20682,0,0
g20683,0,0
g20684,0,0
g20685,0,0
g20686,0,0
g20687,0,0
g20688,0,0
g20689,0,0
g20690,0,0
g20691,0,0
g20692,0,0
g20693,0,0
g20694,0,0
g20695,0,0
g20696,0,0
g20697,0,0
g20698,1,0
g20699,394,521
g20700,0,0
g20701,0,0
g20702,0,0
g20703,0,0
g20704,0,0
g20705,0,1
g20706,0,0
g20707,0,0
g20708,0,0
g20709,0,0
g20710,0,0
g20711,0,0
g20712,0,0
g20713,0,0
g20714,0,0
g20715,0,0
g20716,9,7
g20717,0,0
g20718,0,0
g20719,0,0
g20720,0,0
g20721,0,0
g20722,0,0
g20723,0,0
g20724,0,0
g20725,0,0
g20726,0,0
g20727,0,0
g20728,0,0
g20729,100,104
g20730,501,708
g20731,0,0
g20732,0,0
g20733,0,0
g20734,0,0
g20735,0,0
g20736,239,311
g20737,740,953
g20738,520,589
g20739,173,269
g20740,136,184
g20741,8826,9827
g20742,5987,6664
g20743,43,51
g20744,487,682
g20745,87,130
g20746,3,7
g20747,231,308
g20748,4739,5233
g20749,747,898
g20750,1512,1671
g20751,57,75
g20752,0,0
g20753,0,0
g20754,1,0
g20755,0,0
g20756,0,0
g20757,201,268
g20758,768,940
g20759,19,26
g20760,0,4
g20761,0,1
g20762,0,0
g20763,0,1
g20764,0,0
g20765,0,0
g20766,0,0
g20767,0,0
g20768,0,0
g20769,0,0
g20770,0,0
g20771,1,0
g20772,0,0
g20773,223,396
g20774,14,17
g20775,0,1
g20776,0,0
g20777,0,0
g20778,0,0
g20779,0,0
g20780,0,0
g20781,0,0
g20782,0,0
g20783,0,0
g20784,1860,2566
g20785,1083,1264
g20786,3,9
g20787,1033,1174
g20788,155,232
g20789,5,4
g20790,1427,1907
g20791,197,183
g20792,314,364
g20793,386,553
g20794,253,325
g20795,5,3
g20796,33,36
g20797,265,379
g20798,341,486
g20799,77,141
g20800,1631,1767
g20801,23,31
g20802,1048,1217
g20803,164,196
g20804,11,16
g20805,2832,3343
g20806,0,0
g20807,0,0
g20808,0,1
g20809,1231,1622
g20810,198,384
g20811,25,56
g20812,467,540
g20813,1979,2517
g20814,197,242
g20815,21,38
g20816,630,777
g20817,48,90
g20818,46,86
g20819,9389,12056
g20820,937,1405
g20821,114,141
g20822,908,922
g20823,729,895
g20824,162,196
g20825,405,727
g20826,2,3
g20827,0,1
g20828,0,1
g20829,0,0
g20830,0,0
g20831,0,0
g20832,0,0
g20833,0,0
g20834,0,0
g20835,0,0
g20836,0,0
g20837,0,0
g20838,4,1
g20839,0,1
g20840,0,0
g20841,0,0
g20842,1,0
g20843,0,1
g20844,0,0
g20845,0,1
g20846,0,0
g20847,0,0
g20848,0,1
g20849,0,0
g20850,3,1
g20851,4,10
g20852,4,22
g20853,169,203
g20854,105,188
g20855,4,0
g20856,123,161
g20857,571,722
g20858,53,73
g20859,1234,1318
g20860,3,1
g20861,821,1039
g20862,1026,1344
g20863,5,2
g20864,500,506
g20865,270,279
g20866,153,174
g20867,322,324
g20868,20,12
g20869,231,343
g20870,1,0
g20871,31,61
g20872,413,509
g20873,1211,1314
g20874,3,4
g20875,513,720
g20876,22,14
g20877,383,533
g20878,383,447
g20879,89,89
g20880,634,827
g20881,18,21
g20882,185,258
g20883,1091,1698
g20884,402,581
g20885,354,483
g20886,33,52
g20887,96,124
g20888,177,135
g20889,22,20
g20890,968,1154
g20891,215,233
g20892,9,17
g20893,674,757
g20894,113,107
g20895,1318,1499
g20896,6,4
g20897,0,1
g20898,28,32
g20899,2563,3424
g20900,715,687
g20901,615,749
g20902,1127,1459
g20903,18,19
g20904,15,19
g20905,14,38
g20906,15,32
g20907,34,10
g20908,185,252
g20909,2,3
g20910,1,1
g20911,0,0
g20912,0,0
g20913,0,0
g20914,0,0
g20915,0,0
g20916,0,0
g20917,0,0
g20918,0,0
g20919,0,0
g20920,0,0
g20921,0,0
g20922,0,0
g20923,0,0
g20924,0,0
g20925,0,0
g20926,0,0
g20927,0,0
g20928,0,0
g20929,0,0
g20930,0,0
g20931,0,0
g20932,0,0
g20933,0,0
g20934,0,0
g20935,0,0
g20936,0,0
g20937,0,0
g20938,0,0
g20939,0,0
g20940,0,0
g20941,0,0
g20942,0,0
g20943,0,0
g20944,0,0
g20945,0,0
g20946,0,0
g20947,0,0
g20948,0,0
g20949,0,0
g20950,0,0
g20951,0,0
g20952,0,0
g20953,0,0
g20954,0,0
g20955,0,0
g20956,0,0
g20957,0,0
g20958,0,0
g20959,0,0
g20960,0,0
g20961,0,0
g20962,0,0
g20963,0,0
g20964,0,0
g20965,0,0
g20966,0,0
g20967,0,0
g20968,0,0
g20969,0,0
g20970,0,0
g20971,0,0
g20972,0,0
g20973,0,0
g20974,0,0
g20975,0,0
g20976,0,0
g20977,0,0
g20978,0,0
g20979,0,0
g20980,0,0
g20981,0,0
g20982,0,0
g20983,0,0
g20984,0,0
g20985,0,0
g20986,0,0
g20987,0,0
g20988,0,0
g20989,0,0
g20990,0,0
g20991,0,0
g20992,0,0
g20993,0,0
g20994,0,0
g20995,0,0
g20996,0,0
g20997,0,0
g20998,0,0
g20999,0,0
g21000,0,1
g21001,0,2
g21002,0,0
g21003,0,0
g21004,0,0
g21005,0,0
g21006,0,0
g21007,0,0
g21008,1,0
g21009,0,0
g21010,0,0
g21011,0,0
g21012,0,0
g21013,0,0
g21014,0,0
g21015,1,0
g21016,0,0
g21017,0,0
g21018,0,0
g21019,0,0
g21020,466,624
g21021,109,114
g21022,177,241
g21023,7,15
g21024,232,339
g21025,65,81
g21026,109,132
g21027,13,8
g21028,69,111
g21029,307,362
g21030,111,117
g21031,5,2
g21032,35,28
g21033,16,36
g21034,235,310
g21035,43,43
g21036,0,1
g21037,43,59
g21038,967,1325
g21039,573,746
g21040,833,1180
g21041,5,2
g21042,924,990
g21043,19,25
g21044,179,197
g21045,40,25
g21046,134,129
g21047,0,0
g21048,0,0
g21049,0,0
g21050,1,0
g21051,0,0
g21052,4,4
g21053,1,2
g21054,0,0
g21055,1,1
g21056,798,864
g21057,3,7
g21058,440,590
g21059,6,7
g21060,843,996
g21061,615,1102
g21062,650,928
g21063,339,432
g21064,29,54
g21065,76,141
g21066,55,69
g21067,174,194
g21068,263,296
g21069,1066,1206
g21070,464,545
g21071,998,1243
g21072,29,31
g21073,1385,1701
g21074,1021,1254
g21075,3,2
g21076,1,0
g21077,122,245
g21078,1582,1796
g21079,36,48
g21080,30,37
g21081,116,157
g21082,51,56
g21083,7,3
g21084,2,0
g21085,12,22
g21086,15,9
g21087,84,103
g21088,0,0
g21089,225,264
g21090,42,62
g21091,475,556
g21092,264,236
g21093,31,44
g21094,40,77
g21095,83,76
g21096,293,367
g21097,470,524
g21098,2727,3034
g21099,2231,2367
g21100,39,55
g21101,0,0
g21102,0,1
g21103,1,0
g21104,0,0
g21105,0,0
g21106,0,0
g21107,0,0
g21108,0,0
g21109,0,0
g21110,0,1
g21111,37,57
g21112,0,2
g21113,0,0
g21114,0,0
g21115,0,1
g21116,0,0
g21117,8,8
g21118,1228,1342
g21119,272,362
g21120,4,11
g21121,299,352
g21122,672,986
g21123,136,164
g21124,1,5
g21125,200,274
g21126,76,108
g21127,243,247
g21128,49,51
g21129,770,943
g21130,618,770
g21131,304,322
g21132,127,170
g21133,227,241
g21134,140,199
g21135,133,192
g21136,120,182
g21137,17,37
g21138,1120,1471
g21139,132,187
g21140,798,1000
g21141,179,285
g21142,739,899
g21143,94,93
g21144,719,989
g21145,9,10
g21146,3,4
g21147,77,103
g21148,80,101
g21149,62,80
g21150,123,178
g21151,0,1
g21152,220,252
g21153,182,188
g21154,1579,1729
g21155,2,4
g21156,2,2
g21157,171,170
g21158,366,443
g21159,326,347
g21160,188,231
g21161,4,6
g21162,90,87
g21163,543,616
g21164,2395,2965
g21165,142,199
g21166,11,5
g21167,810,958
g21168,136,165
g21169,134,168
g21170,754,1001
g21171,556,727
g21172,18,15
g21173,230,350
g21174,0,0
g21175,0,0
g21176,0,0
g21177,0,0
g21178,13,12
g21179,303,323
g21180,11,8
g21181,49,53
g21182,193,252
g21183,298,353
g21184,190,250
g21185,5,17
g21186,168,231
g21187,567,879
g21188,120,184
g21189,32,31
g21190,2759,3192
g21191,645,677
g21192,26,34
g21193,2,3
g21194,168,195
g21195,59,76
g21196,1261,1432
g21197,1552,2157
g21198,40,68
g21199,1893,2604
g21200,2,0
g21201,68,94
g21202,103,130
g21203,220,329
g21204,28,31
g21205,1902,2307
g21206,4,15
g21207,219,284
g21208,603,714
g21209,34,26
g21210,177,204
g21211,44,60
g21212,414,506
g21213,290,321
g21214,3,5
g21215,0,3
g21216,3,1
g21217,712,907
g21218,2,3
g21219,99,130
g21220,0,3
g21221,395,524
g21222,107,125
g21223,140,178
g21224,388,486
g21225,170,234
g21226,188,280
g21227,20,29
g21228,1696,2212
g21229,113,172
g21230,124,143
g21231,56,69
g21232,1272,1716
g21233,163,185
g21234,1181,1473
g21235,101,136
g21236,10,19
g21237,2314,2907
g21238,710,809
g21239,543,610
g21240,8,7
g21241,113,132
g21242,352,569
g21243,335,405
g21244,129,141
g21245,209,258
g21246,116,132
g21247,90,89
g21248,2,6
g21249,19,24
g21250,1589,2402
g21251,9,14
g21252,6,11
g21253,1,2
g21254,0,0
g21255,3,3
g21256,251,373
g21257,109,156
g21258,40,105
g21259,127,216
g21260,13,10
g21261,261,322
g21262,72,75
g21263,749,969
g21264,11,14
g21265,36,30
g21266,1273,1555
g21267,0,1
g21268,823,945
g21269,171,199
g21270,0,0
g21271,0,1
g21272,1,0
g21273,10,19
g21274,669,830
g21275,152,215
g21276,63,64
g21277,260,275
g21278,1086,988
g21279,380,469
g21280,3,2
g21281,2,5
g21282,0,0
g21283,3,1
g21284,28,22
g21285,0,0
g21286,1,0
g21287,100,101
g21288,487,539
g21289,211,242
g21290,242,298
g21291,2,4
g21292,162,227
g21293,185,383
g21294,164,220
g21295,79,116
g21296,54,53
g21297,16,18
g21298,101,112
g21299,1432,1848
g21300,0,2
g21301,0,0
g21302,0,0
g21303,0,0
g21304,0,0
g21305,0,0
g21306,0,0
g21307,0,0
g21308,0,0
g21309,0,0
g21310,0,0
g21311,0,0
g21312,0,0
g21313,0,0
g21314,0,0
g21315,0,0
g21316,0,0
g21317,0,0
g21318,0,0
g21319,0,0
g21320,0,0
g21321,0,0
g21322,0,0
g21323,0,0
g21324,0,0
g21325,0,0
g21326,0,0
g21327,0,0
g21328,0,0
g21329,0,1
g21330,0,0
g21331,0,0
g21332,0,0
g21333,0,0
g21334,0,0
g21335,0,0
g21336,2,4
g21337,484,541
g21338,2074,2322
g21339,251,284
g21340,2428,3115
g21341,573,686
g21342,1398,1602
g21343,260,266
g21344,548,702
g21345,650,725
g21346,106,180
g21347,551,718
g21348,573,679
g21349,311,242
g21350,115,139
g21351,741,853
g21352,0,2
g21353,232,271
g21354,57,107
g21355,66,70
g21356,208,302
g21357,0,3
g21358,6,6
g21359,297,372
g21360,25,20
g21361,897,974
g21362,150,154
g21363,479,607
g21364,945,1140
g21365,35,41
g21366,46,41
g21367,2,0
g21368,469,680
g21369,322,439
g21370,7,9
g21371,568,616
g21372,597,738
g21373,254,282
g21374,92,119
g21375,538,640
g21376,0,0
g21377,0,0
g21378,0,0
g21379,0,0
g21380,0,0
g21381,0,0
g21382,0,0
g21383,0,0
g21384,0,0
g21385,0,0
g21386,0,0
g21387,0,0
g21388,0,0
g21389,0,0
g21390,0,0
g21391,0,0
g21392,0,0
g21393,3,11
g21394,99,125
g21395,229,248
g21396,0,0
g21397,0,1
g21398,20,29
g21399,165,201
g21400,0,0
g21401,0,0
g21402,0,0
g21403,0,1
g21404,0,0
g21405,1,0
g21406,73,132
g21407,6,3
g21408,38,54
g21409,1,0
g21410,264,306
g21411,284,411
g21412,0,1
g21413,0,0
g21414,0,0
g21415,3,1
g21416,0,0
g21417,0,0
g21418,0,0
g21419,0,0
g21420,173,223
g21421,23,35
g21422,91,122
g21423,60,80
g21424,0,0
g21425,0,0
g21426,0,0
g21427,1,0
g21428,0,0
g21429,0,0
g21430,0,0
g21431,0,0
g21432,423,520
g21433,3,3
g21434,1,2
g21435,1,0
g21436,2,1
g21437,2,2
g21438,586,680
g21439,55,100
g21440,206,256
g21441,3,1
g21442,39,37
g21443,144,204
g21444,312,386
g21445,2,5
g21446,0,1
g21447,4,8
g21448,227,287
g21449,0,0
g21450,4,4
g21451,7,3
g21452,2,2
g21453,16,15
g21454,24,21
g21455,16,15
g21456,62,59
g21457,63,79
g21458,2,1
g21459,21,20
g21460,0,0
g21461,0,0
g21462,0,0
g21463,0,0
g21464,0,0
g21465,0,0
g21466,0,0
g21467,2,2
g21468,0,0
g21469,0,0
g21470,0,0
g21471,0,0
g21472,0,1
g21473,0,0
g21474,0,0
