,het_E14.5_f5,het_E14.5_f4
g13785,76,40
g13786,772,1010
g13787,575,702
g13788,155,167
g13789,5,8
g13790,128,172
g13791,3473,3954
g13792,567,554
g13793,154,167
g13794,155,225
g13795,584,639
g13796,1150,1679
g13797,49,67
g13798,947,1201
g13799,44,84
g13800,217,306
g13801,21,18
g13802,1,12
g13803,0,0
g13804,120,147
g13805,175,207
g13806,313,294
g13807,483,612
g13808,2145,2822
g13809,384,490
g13810,169,220
g13811,126,278
g13812,0,1
g13813,37,36
g13814,1945,1959
g13815,29,42
g13816,633,711
g13817,434,469
g13818,712,831
g13819,41,50
g13820,151,183
g13821,267,241
g13822,131,301
g13823,1043,1438
g13824,4,4
g13825,1016,1135
g13826,81,97
g13827,712,838
g13828,2,1
g13829,1149,1334
g13830,0,2
g13831,0,0
g13832,4,2
g13833,148,145
g13834,3,2
g13835,0,2
g13836,24,16
g13837,44,29
g13838,209,281
g13839,4,14
g13840,12,7
g13841,0,1
g13842,616,754
g13843,86,107
g13844,0,1
g13845,0,1
g13846,759,818
g13847,332,356
g13848,41,64
g13849,3,12
g13850,8,21
g13851,1241,1660
g13852,424,527
g13853,911,1215
g13854,8,13
g13855,6,7
g13856,1,17
g13857,4,5
g13858,612,670
g13859,4568,5467
g13860,352,409
g13861,75,82
g13862,2840,3773
g13863,1230,1442
g13864,1346,1564
g13865,334,401
g13866,2,2
g13867,199,189
g13868,79,97
g13869,19,18
g13870,20,40
g13871,416,238
g13872,348,363
g13873,1039,1050
g13874,6,5
g13875,1697,1677
g13876,910,1054
g13877,507,637
g13878,94,134
g13879,626,666
g13880,296,281
g13881,8,9
g13882,4379,4942
g13883,447,586
g13884,982,1309
g13885,1091,1419
g13886,22,42
g13887,3,2
g13888,10,10
g13889,51,51
g13890,85,121
g13891,65,96
g13892,140,129
g13893,95,130
g13894,303,400
g13895,45,50
g13896,113,120
g13897,1,1
g13898,125,66
g13899,268,353
g13900,103,147
g13901,586,597
g13902,4,4
g13903,0,0
g13904,428,384
g13905,22,23
g13906,0,0
g13907,1,0
g13908,3308,3679
g13909,367,241
g13910,565,724
g13911,169,186
g13912,63,92
g13913,160,200
g13914,10,21
g13915,8,16
g13916,783,1047
g13917,576,627
g13918,215,251
g13919,1,1
g13920,758,1018
g13921,0,0
g13922,810,735
g13923,3,4
g13924,4,7
g13925,0,3
g13926,1,0
g13927,1,1
g13928,3,2
g13929,696,661
g13930,7,24
g13931,77,113
g13932,357,449
g13933,202,121
g13934,0,0
g13935,2,0
g13936,1546,1910
g13937,2,5
g13938,1075,1285
g13939,1,1
g13940,2,1
g13941,1162,1422
g13942,173,163
g13943,1005,758
g13944,6,5
g13945,10,7
g13946,410,446
g13947,784,926
g13948,1413,1605
g13949,227,265
g13950,347,387
g13951,2,2
g13952,0,0
g13953,221,245
g13954,232,240
g13955,338,496
g13956,331,361
g13957,208,314
g13958,62,111
g13959,20,24
g13960,990,1345
g13961,25,42
g13962,55,58
g13963,1203,1616
g13964,61,80
g13965,235,194
g13966,25,37
g13967,464,405
g13968,496,508
g13969,158,165
g13970,1579,2266
g13971,505,451
g13972,101,121
g13973,358,324
g13974,895,975
g13975,1,1
g13976,417,449
g13977,413,494
g13978,10,18
g13979,3,4
g13980,0,1
g13981,706,933
g13982,453,371
g13983,587,838
g13984,70,168
g13985,636,1066
g13986,113,150
g13987,690,818
g13988,1117,1590
g13989,65,53
g13990,0,1
g13991,0,0
g13992,2,1
g13993,598,875
g13994,1,0
g13995,53,81
g13996,154,695
g13997,265,324
g13998,112,131
g13999,338,494
g14000,10,33
g14001,181,125
g14002,101,55
g14003,0,0
g14004,1,4
g14005,872,1517
g14006,495,927
g14007,31,57
g14008,0,0
g14009,313,483
g14010,206,464
g14011,172,334
g14012,2,2
g14013,12,25
g14014,351,716
g14015,273,310
g14016,132,170
g14017,1041,1064
g14018,487,553
g14019,0,0
g14020,61,57
g14021,172,113
g14022,176,251
g14023,403,428
g14024,142,233
g14025,0,0
g14026,169,222
g14027,842,837
g14028,16,16
g14029,39,26
g14030,518,535
g14031,476,505
g14032,13,5
g14033,22,44
g14034,228,505
g14035,30,58
g14036,45,48
g14037,0,0
g14038,2010,2515
g14039,3275,3243
g14040,0,0
g14041,2,2
g14042,1666,2026
g14043,80,89
g14044,142,195
g14045,22,28
g14046,54,67
g14047,558,629
g14048,15,25
g14049,3,4
g14050,92,166
g14051,410,486
g14052,329,325
g14053,848,1026
g14054,27,61
g14055,157,234
g14056,0,0
g14057,231,324
g14058,14,18
g14059,12,23
g14060,913,706
g14061,156,225
g14062,501,584
g14063,0,2
g14064,0,1
g14065,35,63
g14066,509,565
g14067,7,13
g14068,0,0
g14069,351,392
g14070,1482,1820
g14071,0,0
g14072,15,23
g14073,5,16
g14074,22,38
g14075,321,430
g14076,0,2
g14077,9,17
g14078,35,50
g14079,371,380
g14080,1400,1524
g14081,247,243
g14082,565,659
g14083,360,696
g14084,0,0
g14085,0,0
g14086,0,0
g14087,0,0
g14088,1,3
g14089,0,0
g14090,0,0
g14091,0,0
g14092,424,521
g14093,1099,1412
g14094,0,0
g14095,0,0
g14096,3,2
g14097,83,163
g14098,114,188
g14099,1,0
g14100,105,109
g14101,1,2
g14102,4,0
g14103,11,26
g14104,74,88
g14105,3,2
g14106,12,5
g14107,306,389
g14108,26,37
g14109,175,225
g14110,5,8
g14111,0,0
g14112,311,481
g14113,2245,2936
g14114,608,842
g14115,174,187
g14116,179,248
g14117,0,3
g14118,0,0
g14119,0,0
g14120,0,0
g14121,0,0
g14122,0,0
g14123,0,0
g14124,0,0
g14125,719,787
g14126,999,756
g14127,16,24
g14128,88,139
g14129,0,3
g14130,2,0
g14131,34,53
g14132,422,430
g14133,0,0
g14134,11,1
g14135,5,8
g14136,0,1
g14137,114,114
g14138,29,26
g14139,92,148
g14140,129,196
g14141,66,73
g14142,975,1220
g14143,661,610
g14144,819,1010
g14145,10,12
g14146,10,10
g14147,58,69
g14148,652,756
g14149,487,472
g14150,11,6
g14151,0,0
g14152,0,0
g14153,0,0
g14154,0,0
g14155,0,1
g14156,0,0
g14157,0,0
g14158,0,1
g14159,0,0
g14160,0,1
g14161,1,4
g14162,29,58
g14163,2129,2342
g14164,118,175
g14165,1061,1055
g14166,34,29
g14167,391,467
g14168,1495,1478
g14169,8,9
g14170,18,21
g14171,40,62
g14172,14,23
g14173,432,482
g14174,53,148
g14175,58,72
g14176,93,118
g14177,1323,1288
g14178,1,1
g14179,67,102
g14180,539,341
g14181,926,1021
g14182,567,948
g14183,58,74
g14184,913,1046
g14185,500,692
g14186,365,359
g14187,145,150
g14188,1931,2450
g14189,0,3
g14190,0,1
g14191,1,3
g14192,1,1
g14193,0,0
g14194,0,0
g14195,0,0
g14196,0,0
g14197,0,0
g14198,1,1
g14199,1,0
g14200,1,1
g14201,1,7
g14202,1,0
g14203,2,1
g14204,99,131
g14205,102,138
g14206,578,700
g14207,37,54
g14208,6,7
g14209,17,16
g14210,252,251
g14211,166,180
g14212,60,64
g14213,10,1
g14214,1188,1360
g14215,1,2
g14216,2678,3198
g14217,778,952
g14218,20,12
g14219,94,127
g14220,1,0
g14221,1549,1794
g14222,1325,1668
g14223,560,831
g14224,417,427
g14225,1,1
g14226,567,874
g14227,774,678
g14228,159,338
g14229,195,269
g14230,15,11
g14231,158,198
g14232,519,588
g14233,0,0
g14234,1858,2172
g14235,278,312
g14236,46,61
g14237,278,644
g14238,141,194
g14239,734,869
g14240,22,15
g14241,342,460
g14242,223,53
g14243,1094,1104
g14244,13,16
g14245,1119,1293
g14246,6,3
g14247,20,32
g14248,1114,1229
g14249,1286,1440
g14250,265,311
g14251,596,652
g14252,4228,5164
g14253,673,832
g14254,599,823
g14255,64,85
g14256,596,753
g14257,1039,1271
g14258,416,559
g14259,3,2
g14260,643,770
g14261,8,14
g14262,1263,1292
g14263,84,97
g14264,335,362
g14265,108,104
g14266,17,22
g14267,495,681
g14268,256,352
g14269,650,732
g14270,232,239
g14271,1356,1529
g14272,1,0
g14273,295,319
g14274,0,0
g14275,453,512
g14276,4,3
g14277,144,141
g14278,3429,3624
g14279,781,822
g14280,3,2
g14281,269,335
g14282,822,1087
g14283,0,0
g14284,504,702
g14285,5618,10647
g14286,613,825
g14287,204,643
g14288,448,553
g14289,638,600
g14290,5,7
g14291,405,538
g14292,291,201
g14293,0,2
g14294,0,3
g14295,57,66
g14296,315,339
g14297,1622,3221
g14298,1468,1831
g14299,5,0
g14300,65,34
g14301,79,160
g14302,64,125
g14303,205,215
g14304,2,7
g14305,170,235
g14306,329,351
g14307,252,307
g14308,0,0
g14309,0,0
g14310,1,3
g14311,203,170
g14312,2488,2307
g14313,179,120
g14314,1948,2322
g14315,552,624
g14316,45,62
g14317,830,727
g14318,180,200
g14319,2612,2867
g14320,2,0
g14321,302,568
g14322,0,1
g14323,7,22
g14324,2,0
g14325,3166,3533
g14326,194,197
g14327,17,29
g14328,1,2
g14329,156,199
g14330,47,53
g14331,141,183
g14332,1,1
g14333,1,3
g14334,32,32
g14335,240,372
g14336,60,47
g14337,233,545
g14338,157,184
g14339,4,2
g14340,0,7
g14341,0,0
g14342,8,37
g14343,815,918
g14344,2420,2714
g14345,176,219
g14346,128,147
g14347,598,746
g14348,28,36
g14349,90,93
g14350,2,3
g14351,1,0
g14352,18,41
g14353,1747,1448
g14354,12,8
g14355,523,576
g14356,742,792
g14357,54,36
g14358,6,13
g14359,0,1
g14360,0,0
g14361,0,1
g14362,0,0
g14363,0,0
g14364,1,0
g14365,0,0
g14366,0,0
g14367,0,0
g14368,4,3
g14369,1235,1096
g14370,82,63
g14371,733,594
g14372,440,488
g14373,7,10
g14374,99,127
g14375,429,417
g14376,53,91
g14377,0,0
g14378,0,0
g14379,0,1
g14380,0,0
g14381,0,0
g14382,1,0
g14383,0,0
g14384,0,0
g14385,0,0
g14386,0,0
g14387,0,0
g14388,0,0
g14389,0,0
g14390,246,253
g14391,906,897
g14392,1580,2236
g14393,257,290
g14394,117,156
g14395,77,64
g14396,221,158
g14397,1,3
g14398,70,75
g14399,1392,1451
g14400,376,479
g14401,583,701
g14402,812,823
g14403,31,41
g14404,83,55
g14405,185,404
g14406,698,982
g14407,43,64
g14408,0,0
g14409,53,89
g14410,8,21
g14411,352,397
g14412,830,973
g14413,38,52
g14414,846,892
g14415,1,0
g14416,9,33
g14417,159,171
g14418,152,123
g14419,187,237
g14420,1013,995
g14421,946,1007
g14422,4070,3827
g14423,1,0
g14424,2,1
g14425,456,542
g14426,87,98
g14427,698,758
g14428,1556,1858
g14429,882,667
g14430,758,908
g14431,443,434
g14432,375,448
g14433,17,14
g14434,226,372
g14435,350,303
g14436,627,838
g14437,450,577
g14438,199,227
g14439,809,962
g14440,186,104
g14441,54,78
g14442,319,386
g14443,163,188
g14444,1,0
g14445,665,860
g14446,65,58
g14447,76,68
g14448,0,3
g14449,1462,1485
g14450,262,293
g14451,114,189
g14452,2,1
g14453,145,117
g14454,2,8
g14455,1648,3096
g14456,8,10
g14457,101,86
g14458,387,396
g14459,1,0
g14460,0,0
g14461,1061,1491
g14462,5,7
g14463,12,17
g14464,488,571
g14465,0,4
g14466,11,32
g14467,1,0
g14468,0,1
g14469,134,194
g14470,12,31
g14471,0,2
g14472,225,340
g14473,0,0
g14474,20,46
g14475,0,1
g14476,150,170
g14477,569,622
g14478,449,504
g14479,10,10
g14480,670,827
g14481,43,39
g14482,3,2
g14483,68,55
g14484,463,458
g14485,14,4
g14486,557,718
g14487,131,171
g14488,275,280
g14489,1,1
g14490,0,2
g14491,0,0
g14492,1,0
g14493,2,0
g14494,4,0
g14495,312,278
g14496,0,0
g14497,0,0
g14498,225,248
g14499,599,684
g14500,0,0
g14501,1061,1419
g14502,1029,1173
g14503,458,493
g14504,1,0
g14505,258,257
g14506,1,1
g14507,1,0
g14508,462,542
g14509,19149,21809
g14510,931,1050
g14511,1093,1198
g14512,19,24
g14513,499,688
g14514,562,741
g14515,10,8
g14516,224,217
g14517,1,2
g14518,1,2
g14519,22,38
g14520,12,9
g14521,1,0
g14522,0,0
g14523,0,0
g14524,0,0
g14525,0,0
g14526,0,0
g14527,0,0
g14528,0,0
g14529,0,0
g14530,0,0
g14531,0,0
g14532,0,0
g14533,0,0
g14534,0,0
g14535,0,0
g14536,0,0
g14537,0,0
g14538,0,0
g14539,0,0
g14540,0,0
g14541,21,27
g14542,6,8
g14543,0,0
g14544,0,0
g14545,2,2
g14546,66,50
g14547,48,50
g14548,0,0
g14549,8,9
g14550,72,71
g14551,1,4
g14552,76,68
g14553,200,256
g14554,52,68
g14555,150,396
g14556,19,47
g14557,115,180
g14558,53,94
g14559,7,9
g14560,0,0
g14561,390,552
g14562,255,276
g14563,28,40
g14564,1196,1550
g14565,1213,1566
g14566,470,769
g14567,172,209
g14568,9,13
g14569,527,648
g14570,124,145
g14571,917,738
g14572,894,1209
g14573,10,24
g14574,350,397
g14575,21,14
g14576,2,14
g14577,1,2
g14578,17,16
g14579,64,102
g14580,0,0
g14581,0,2
g14582,24,34
g14583,28,25
g14584,180,251
g14585,1021,1261
g14586,2754,3408
g14587,46,80
g14588,2398,2574
g14589,394,410
g14590,18,6
g14591,3,11
g14592,0,0
g14593,125,137
g14594,1,0
g14595,590,649
g14596,3,3
g14597,84,119
g14598,1263,1543
g14599,126,141
g14600,188,285
g14601,280,721
g14602,245,555
g14603,211,284
g14604,5,3
g14605,5,0
g14606,2,2
g14607,239,188
g14608,352,411
g14609,306,801
g14610,623,1534
g14611,638,770
g14612,263,273
g14613,640,812
g14614,459,537
g14615,136,163
g14616,195,312
g14617,1,3
g14618,885,1059
g14619,1948,2655
g14620,252,328
g14621,89,127
g14622,1109,1334
g14623,246,360
g14624,1162,1270
g14625,254,168
g14626,123,161
g14627,415,324
g14628,0,0
g14629,219,451
g14630,436,1000
g14631,435,451
g14632,395,525
g14633,0,1
g14634,3,2
g14635,16,28
g14636,10,13
g14637,38,26
g14638,2797,2384
g14639,271,410
g14640,0,0
g14641,1287,2135
g14642,438,710
g14643,4,8
g14644,1,1
g14645,0,0
g14646,0,1
g14647,1,0
g14648,1642,3336
g14649,218,309
g14650,131,184
g14651,23,19
g14652,259,258
g14653,0,0
g14654,505,665
g14655,19,13
g14656,2107,2258
g14657,451,509
g14658,792,624
g14659,887,764
g14660,18,27
g14661,0,4
g14662,0,0
g14663,85,144
g14664,0,0
g14665,467,679
g14666,3,3
g14667,69,68
g14668,20,11
g14669,211,321
g14670,0,0
g14671,116,251
g14672,16,30
g14673,0,1
g14674,1,0
g14675,525,658
g14676,227,274
g14677,30,51
g14678,51,56
g14679,2,2
g14680,280,446
g14681,161,244
g14682,162,169
g14683,0,0
g14684,1,0
g14685,0,0
g14686,1,0
g14687,0,0
g14688,0,0
g14689,1589,1746
g14690,24,55
g14691,182,395
g14692,1,3
g14693,0,0
g14694,97,190
g14695,99,87
g14696,0,0
g14697,0,0
g14698,447,515
g14699,390,463
g14700,977,1100
g14701,0,2
g14702,223,277
g14703,5,34
g14704,0,0
g14705,216,366
g14706,0,0
g14707,0,0
g14708,48,112
g14709,270,295
g14710,363,423
g14711,306,318
g14712,909,628
g14713,0,6
g14714,0,4
g14715,1488,1667
g14716,0,0
g14717,69,71
g14718,230,457
g14719,0,0
g14720,626,617
g14721,0,1
g14722,79,127
g14723,20,40
g14724,5,1
g14725,8,10
g14726,1450,1410
g14727,11,4
g14728,2,0
g14729,220,221
g14730,1057,1719
g14731,3,14
g14732,261,329
g14733,65,97
g14734,0,0
g14735,65,54
g14736,0,0
g14737,555,489
g14738,7,6
g14739,0,0
g14740,539,637
g14741,12,13
g14742,1,1
g14743,1,0
g14744,0,2
g14745,1579,1877
g14746,45,32
g14747,1266,1281
g14748,1000,1113
g14749,71,89
g14750,1176,1394
g14751,175,469
g14752,83,266
g14753,43,113
g14754,260,244
g14755,29,33
g14756,1327,1712
g14757,1,5
g14758,421,572
g14759,536,597
g14760,512,655
g14761,776,854
g14762,130,141
g14763,556,776
g14764,245,349
g14765,56,143
g14766,6,15
g14767,10,24
g14768,1365,1582
g14769,165,179
g14770,1857,2249
g14771,303,414
g14772,33,52
g14773,3,1
g14774,148,289
g14775,0,1
g14776,0,0
g14777,0,2
g14778,601,706
g14779,232,281
g14780,103,133
g14781,10,27
g14782,0,0
g14783,519,598
g14784,507,584
g14785,0,1
g14786,2451,2708
g14787,852,987
g14788,6,11
g14789,1,0
g14790,11,14
g14791,502,589
g14792,2011,2229
g14793,210,224
g14794,188,299
g14795,2639,2973
g14796,8,8
g14797,1,0
g14798,0,0
g14799,10,5
g14800,96,109
g14801,4,2
g14802,50,42
g14803,74,66
g14804,446,563
g14805,202,189
g14806,700,716
g14807,7,4
g14808,3,3
g14809,0,0
g14810,669,866
g14811,6814,8358
g14812,0,2
g14813,215,192
g14814,4,2
g14815,290,470
g14816,470,511
g14817,81,100
g14818,1,6
g14819,1,0
g14820,54,85
g14821,7,10
g14822,55,78
g14823,737,730
g14824,1,0
g14825,0,0
g14826,377,531
g14827,277,327
g14828,88,128
g14829,56,54
g14830,729,963
g14831,15,19
g14832,251,263
g14833,0,0
g14834,0,0
g14835,0,1
g14836,3616,2998
g14837,331,367
g14838,55,62
g14839,148,143
g14840,1169,1431
g14841,15,87
g14842,27,17
g14843,196,259
g14844,736,806
g14845,398,396
g14846,1067,1140
g14847,5,9
g14848,5,7
g14849,492,702
g14850,46,49
g14851,227,200
g14852,0,0
g14853,0,1
g14854,108,104
g14855,499,562
g14856,764,832
g14857,113,125
g14858,170,157
g14859,0,3
g14860,1572,1699
g14861,0,2
g14862,357,457
g14863,33,45
g14864,12927,14711
g14865,671,656
g14866,336,434
g14867,180,243
g14868,110,95
g14869,240,286
g14870,27,61
g14871,16,4
g14872,2,1
g14873,1547,1609
g14874,2,2
g14875,6,2
g14876,2670,3670
g14877,77,114
g14878,2175,3204
g14879,440,467
g14880,13,21
g14881,193,227
g14882,3,13
g14883,1776,1863
g14884,49,77
g14885,217,283
g14886,1,0
g14887,457,568
g14888,818,1291
g14889,2,3
g14890,886,949
g14891,1873,2115
g14892,636,798
g14893,697,1024
g14894,2,12
g14895,4,8
g14896,152,144
g14897,1,0
g14898,0,0
g14899,7,9
g14900,0,0
g14901,494,663
g14902,29,44
g14903,4,7
g14904,36,54
g14905,80,125
g14906,35,43
g14907,32,66
g14908,61,62
g14909,2046,1773
g14910,0,0
g14911,0,0
g14912,0,0
g14913,0,0
g14914,8,3
g14915,8,7
g14916,17,19
g14917,5,4
g14918,3,3
g14919,1926,2072
g14920,202,218
g14921,0,0
g14922,78,90
g14923,413,385
g14924,34,32
g14925,143,168
g14926,1132,1482
g14927,14,34
g14928,699,489
g14929,113,251
g14930,46,45
g14931,269,367
g14932,11,13
g14933,1076,1187
g14934,2,11
g14935,1,2
g14936,0,0
g14937,0,0
g14938,0,0
g14939,0,0
g14940,0,0
g14941,0,0
g14942,111,119
g14943,5,15
g14944,3470,3601
g14945,53,87
g14946,406,542
g14947,51,53
g14948,62,73
g14949,610,668
g14950,64,79
g14951,185,128
g14952,337,101
g14953,628,658
g14954,35,40
g14955,505,588
g14956,438,505
g14957,36,26
g14958,18,12
g14959,580,709
g14960,328,620
g14961,14,38
g14962,341,646
g14963,0,2
g14964,12,26
g14965,1,2
g14966,37,86
g14967,392,440
g14968,2134,2200
g14969,0,0
g14970,0,0
g14971,213,195
g14972,885,975
g14973,0,0
g14974,0,0
g14975,377,465
g14976,307,383
g14977,412,437
g14978,67,75
g14979,0,2
g14980,2,1
g14981,4,1
g14982,1,3
g14983,86,159
g14984,4,14
g14985,3,28
g14986,187,266
g14987,0,0
g14988,0,0
g14989,1,2
g14990,0,0
g14991,0,3
g14992,82,116
g14993,323,691
g14994,1,0
g14995,1256,1448
g14996,233,632
g14997,953,1084
g14998,29,48
g14999,1,2
g15000,449,579
g15001,1,2
g15002,477,580
g15003,465,554
g15004,106,94
g15005,29,6
g15006,31,38
g15007,620,731
g15008,710,1661
g15009,141,237
g15010,449,337
g15011,1,0
g15012,68,61
g15013,0,1
g15014,1,0
g15015,201,268
g15016,337,366
g15017,233,377
g15018,20,20
g15019,45,74
g15020,1,3
g15021,13,10
g15022,0,0
g15023,2,1
g15024,1,1
g15025,1,3
g15026,831,1001
g15027,177,126
g15028,0,0
g15029,2268,1671
g15030,106,66
g15031,1362,1358
g15032,40,34
g15033,1106,1756
g15034,9,2
g15035,0,0
g15036,129,175
g15037,616,718
g15038,45,62
g15039,37,35
g15040,519,728
g15041,30,48
g15042,0,0
g15043,1,2
g15044,165,217
g15045,151,162
g15046,31,38
g15047,16,23
g15048,641,671
g15049,259,313
g15050,4,3
g15051,6,4
g15052,1287,1597
g15053,771,891
g15054,428,882
g15055,3,3
g15056,81,81
g15057,1248,1001
g15058,13,18
g15059,0,0
g15060,199,204
g15061,1,2
g15062,0,1
g15063,1,0
g15064,423,446
g15065,0,1
g15066,854,989
g15067,1,0
g15068,198,175
g15069,457,495
g15070,414,811
g15071,78,144
g15072,4,3
g15073,615,747
g15074,2354,2491
g15075,457,609
g15076,380,524
g15077,641,613
g15078,924,821
g15079,4078,6050
g15080,83,177
g15081,1,8
g15082,0,1
g15083,286,320
g15084,526,698
g15085,0,1
g15086,784,914
g15087,1,3
g15088,392,435
g15089,40,47
g15090,42,105
g15091,107,253
g15092,7,11
g15093,2,1
g15094,80,57
g15095,16,19
g15096,2628,3525
g15097,471,411
g15098,154,118
g15099,1402,1738
g15100,15,29
g15101,4,1
g15102,0,0
g15103,1,1
g15104,516,564
g15105,493,705
g15106,162,184
g15107,3293,3296
g15108,1772,2004
g15109,45,64
g15110,169,126
g15111,402,521
g15112,960,1203
g15113,1966,1904
g15114,1258,1459
g15115,4,2
g15116,1468,1628
g15117,345,414
g15118,2,8
g15119,766,1579
g15120,266,408
g15121,117,273
g15122,953,1022
g15123,470,580
g15124,620,815
g15125,2533,2522
g15126,482,709
g15127,373,565
g15128,0,0
g15129,8,14
g15130,142,322
g15131,693,745
g15132,470,469
g15133,165,178
g15134,439,439
g15135,495,489
g15136,1006,1040
g15137,2,2
g15138,31,37
g15139,223,440
g15140,588,618
g15141,298,396
g15142,229,290
g15143,255,211
g15144,302,490
g15145,142,233
g15146,321,252
g15147,429,558
g15148,9,16
g15149,1,1
g15150,277,253
g15151,13,17
g15152,34,58
g15153,212,303
g15154,520,509
g15155,973,1083
g15156,655,721
g15157,550,656
g15158,282,436
g15159,190,193
g15160,656,852
g15161,299,702
g15162,684,892
g15163,206,191
g15164,30,34
g15165,1436,1763
g15166,93,118
g15167,19,21
g15168,2748,2848
g15169,328,415
g15170,93,91
g15171,0,0
g15172,1054,1248
g15173,72,73
g15174,65,50
g15175,276,281
g15176,217,302
g15177,37,40
g15178,630,704
g15179,304,287
g15180,303,327
g15181,361,383
g15182,444,495
g15183,1001,1154
g15184,175,234
g15185,1646,2118
g15186,474,545
g15187,1570,1954
g15188,95,112
g15189,88,80
g15190,329,227
g15191,577,556
g15192,0,0
g15193,3,4
g15194,18,15
g15195,0,0
g15196,214,155
g15197,2,0
g15198,9,15
g15199,40,51
g15200,6,3
g15201,0,0
g15202,0,0
g15203,1,0
g15204,0,0
g15205,5,2
g15206,118,165
g15207,1,0
g15208,0,0
g15209,0,0
g15210,0,0
g15211,0,0
g15212,0,0
g15213,2,4
g15214,0,0
g15215,4,13
g15216,0,0
g15217,0,2
g15218,0,1
g15219,1,1
g15220,0,0
g15221,0,0
g15222,0,0
g15223,23,33
g15224,3,4
g15225,35,27
g15226,0,2
g15227,37,29
g15228,1,0
g15229,4,14
g15230,43,50
g15231,26,40
g15232,28,53
g15233,31,64
g15234,22,33
g15235,5,16
g15236,11,21
g15237,11,21
g15238,4,20
g15239,18,20
g15240,7,5
g15241,58,50
g15242,3,17
g15243,28,39
g15244,0,0
g15245,0,0
g15246,1,2
g15247,0,0
g15248,0,1
g15249,2,0
g15250,63,86
g15251,149,245
g15252,103,161
g15253,1,0
g15254,1,1
g15255,240,330
g15256,537,583
g15257,207,265
g15258,580,595
g15259,8,34
g15260,51,44
g15261,0,1
g15262,777,676
g15263,905,1187
g15264,0,0
g15265,1,0
g15266,0,0
g15267,0,0
g15268,0,0
g15269,0,0
g15270,0,0
g15271,0,0
g15272,55,98
g15273,146,89
g15274,11,29
g15275,26,26
g15276,6,14
g15277,2,6
g15278,90,115
g15279,12,12
g15280,449,607
g15281,5,9
g15282,301,671
g15283,967,1213
g15284,0,2
g15285,126,119
g15286,3,1
g15287,3,4
g15288,106,104
g15289,929,927
g15290,1326,1784
g15291,82,82
g15292,434,434
g15293,154,146
g15294,980,1181
g15295,151,168
g15296,706,802
g15297,13,14
g15298,1562,2141
g15299,418,487
g15300,684,767
g15301,35,42
g15302,203,253
g15303,10,9
g15304,26,39
g15305,2,2
g15306,510,720
g15307,1183,1250
g15308,223,323
g15309,773,1091
g15310,922,979
g15311,12,14
g15312,91,66
g15313,495,621
g15314,438,437
g15315,38,54
g15316,11,16
g15317,996,1060
g15318,1297,1478
g15319,0,0
g15320,0,0
g15321,1,2
g15322,696,605
g15323,432,365
g15324,181,205
g15325,3,0
g15326,420,449
g15327,1095,1363
g15328,334,356
g15329,1725,1875
g15330,103,106
g15331,68,70
g15332,442,528
g15333,800,846
g15334,379,382
g15335,294,386
g15336,52,56
g15337,34,26
g15338,44,52
g15339,72,85
g15340,76,58
g15341,1563,1462
g15342,4,6
g15343,615,816
g15344,239,352
g15345,964,990
g15346,281,244
g15347,187,139
g15348,149,141
g15349,352,759
g15350,137,216
g15351,223,272
g15352,1050,1172
g15353,91,116
g15354,7,11
g15355,0,0
g15356,1,1
g15357,18,23
g15358,2302,1836
g15359,33,36
g15360,4055,4795
g15361,52,57
g15362,0,0
g15363,0,0
g15364,0,0
g15365,0,0
g15366,266,329
g15367,0,0
g15368,0,0
g15369,1,2
g15370,345,460
g15371,524,550
g15372,2053,2312
g15373,200,196
g15374,70,120
g15375,734,922
g15376,22,42
g15377,596,577
g15378,260,305
g15379,179,192
g15380,102,75
g15381,610,610
g15382,41,49
g15383,231,231
g15384,441,538
g15385,10,15
g15386,0,0
g15387,69,85
g15388,253,320
g15389,2,0
g15390,587,854
g15391,190,162
g15392,414,366
g15393,14,32
g15394,0,0
g15395,224,267
g15396,44,28
g15397,291,367
g15398,1789,2532
g15399,21,39
g15400,847,939
g15401,0,0
g15402,3322,2866
g15403,1,0
g15404,0,1
g15405,103,173
g15406,302,314
g15407,223,354
g15408,1,4
g15409,0,0
g15410,0,0
g15411,3,5
g15412,0,1
g15413,3,4
g15414,7,5
g15415,47,34
g15416,4,733
g15417,1,22
g15418,263,266
g15419,933,540
g15420,70,72
g15421,1,0
g15422,634,725
g15423,307,341
g15424,1,0
g15425,208,165
g15426,1685,2012
g15427,3,4
g15428,190,255
g15429,355,404
g15430,3,9
g15431,2005,2364
g15432,1,0
g15433,1490,1888
g15434,2430,3221
g15435,79,51
g15436,181,234
g15437,121,250
g15438,945,1222
g15439,473,467
g15440,0,1
g15441,100,91
g15442,1,1
g15443,129,155
g15444,0,1
g15445,3,1
g15446,0,1
g15447,424,557
g15448,5248,6877
g15449,1669,2037
g15450,160,200
g15451,274,191
g15452,601,713
g15453,1476,1837
g15454,68,128
g15455,1236,1124
g15456,1762,2032
g15457,164,168
g15458,17,18
g15459,311,316
g15460,8,13
g15461,6,8
g15462,778,957
g15463,230,276
g15464,663,722
g15465,933,1193
g15466,1,3
g15467,953,1182
g15468,822,927
g15469,1,4
g15470,4,7
g15471,17,27
g15472,975,1191
g15473,373,433
g15474,13,16
g15475,132,171
g15476,482,662
g15477,75,85
g15478,641,710
g15479,1,0
g15480,7,19
g15481,226,328
g15482,358,396
g15483,199,276
g15484,181,177
g15485,0,1
