,mut_E16.5_f4,mut_E16.5_f5
g13562,1550,1197
g13563,16,32
g13564,108,91
g13565,1,1
g13566,7,4
g13567,1537,1236
g13568,120,111
g13569,304,255
g13570,821,708
g13571,17,21
g13572,59,56
g13573,2028,1799
g13574,201,157
g13575,513,400
g13576,47,117
g13577,4935,4864
g13578,402,292
g13579,215,160
g13580,444,379
g13581,1,0
g13582,118,178
g13583,966,908
g13584,172,176
g13585,492,405
g13586,844,616
g13587,5384,4658
g13588,1,0
g13589,208,166
g13590,105,56
g13591,1022,769
g13592,2,1
g13593,10,5
g13594,37,66
g13595,5,2
g13596,22,46
g13597,3294,2662
g13598,18,19
g13599,0,0
g13600,6,9
g13601,292,238
g13602,93,69
g13603,1,1
g13604,88,73
g13605,906,813
g13606,570,459
g13607,39,40
g13608,899,659
g13609,1,1
g13610,17,17
g13611,3,0
g13612,4517,3517
g13613,1438,1007
g13614,1,0
g13615,9,3
g13616,0,0
g13617,200,188
g13618,84,91
g13619,146,112
g13620,0,0
g13621,1,1
g13622,44,72
g13623,1,1
g13624,11,13
g13625,655,496
g13626,0,0
g13627,60,83
g13628,79,72
g13629,401,271
g13630,79,56
g13631,1462,1219
g13632,12,15
g13633,1143,936
g13634,439,332
g13635,13,10
g13636,178,150
g13637,484,411
g13638,1,0
g13639,19,20
g13640,481,416
g13641,0,1
g13642,0,0
g13643,0,0
g13644,0,0
g13645,0,0
g13646,0,0
g13647,0,0
g13648,0,0
g13649,0,0
g13650,0,0
g13651,0,0
g13652,0,0
g13653,0,0
g13654,0,0
g13655,0,0
g13656,0,0
g13657,0,0
g13658,0,0
g13659,0,0
g13660,0,0
g13661,0,0
g13662,0,0
g13663,0,0
g13664,0,0
g13665,0,0
g13666,0,0
g13667,0,0
g13668,0,0
g13669,0,0
g13670,0,0
g13671,0,0
g13672,0,0
g13673,0,0
g13674,0,1
g13675,0,0
g13676,0,0
g13677,0,0
g13678,0,0
g13679,0,0
g13680,0,0
g13681,0,0
g13682,0,0
g13683,53,74
g13684,1,0
g13685,578,481
g13686,875,732
g13687,373,300
g13688,444,368
g13689,403,315
g13690,6,2
g13691,164,122
g13692,13,14
g13693,249,216
g13694,0,0
g13695,188,184
g13696,6,2
g13697,19,23
g13698,1,5
g13699,6,25
g13700,383,438
g13701,1,1
g13702,0,6
g13703,1,0
g13704,14341,13033
g13705,61,41
g13706,1348,1162
g13707,201,185
g13708,278,245
g13709,0,0
g13710,0,1
g13711,90,78
g13712,1,0
g13713,403,353
g13714,30,17
g13715,6,6
g13716,5,4
g13717,0,0
g13718,6,5
g13719,0,0
g13720,1463,1064
g13721,15,6
g13722,90,81
g13723,339,242
g13724,0,1
g13725,1,0
g13726,1690,1589
g13727,1,2
g13728,12,11
g13729,0,0
g13730,446,359
g13731,589,463
g13732,387,258
g13733,1583,1334
g13734,801,669
g13735,28,13
g13736,323,234
g13737,444,347
g13738,686,480
g13739,18,22
g13740,1,41
g13741,572,497
g13742,612,528
g13743,399,276
g13744,272,258
g13745,160,135
g13746,204,195
g13747,951,807
g13748,106,132
g13749,531,403
g13750,23,21
g13751,151,102
g13752,1171,612
g13753,246,239
g13754,1,2
g13755,619,392
g13756,427,280
g13757,35,32
g13758,346,313
g13759,23,12
g13760,101,102
g13761,19,21
g13762,172,37
g13763,934,766
g13764,4,1
g13765,1312,1038
g13766,353,251
g13767,564,410
g13768,125,102
g13769,1251,898
g13770,154,134
g13771,1,0
g13772,852,700
g13773,12,11
g13774,0,0
g13775,452,384
g13776,1231,807
g13777,3307,2845
g13778,814,682
g13779,182,135
g13780,712,458
g13781,68,49
g13782,1269,976
g13783,339,409
g13784,111,89
g13785,2363,1744
g13786,870,712
g13787,947,773
g13788,206,175
g13789,15,11
g13790,353,235
g13791,3848,3142
g13792,761,618
g13793,147,149
g13794,220,163
g13795,559,436
g13796,590,472
g13797,48,37
g13798,853,817
g13799,174,148
g13800,304,252
g13801,14,16
g13802,91,78
g13803,3,1
g13804,150,118
g13805,198,160
g13806,463,298
g13807,463,436
g13808,1312,1162
g13809,347,319
g13810,339,292
g13811,1340,1051
g13812,5,6
g13813,33,37
g13814,2580,1978
g13815,121,109
g13816,787,547
g13817,540,367
g13818,979,832
g13819,42,43
g13820,210,153
g13821,303,252
g13822,20,27
g13823,825,707
g13824,3,5
g13825,1042,826
g13826,107,80
g13827,985,802
g13828,1,2
g13829,3002,2390
g13830,3,2
g13831,0,0
g13832,4,0
g13833,182,138
g13834,7,1
g13835,1,3
g13836,28,15
g13837,24,20
g13838,125,80
g13839,5,5
g13840,0,11
g13841,0,0
g13842,1093,909
g13843,111,74
g13844,4,2
g13845,2,0
g13846,2443,1673
g13847,242,204
g13848,127,98
g13849,0,2
g13850,1,0
g13851,942,938
g13852,308,281
g13853,601,477
g13854,0,0
g13855,0,0
g13856,0,0
g13857,0,1
g13858,568,460
g13859,12963,11223
g13860,559,524
g13861,70,79
g13862,2525,1912
g13863,1200,1059
g13864,1809,1317
g13865,307,245
g13866,3,3
g13867,106,84
g13868,85,80
g13869,33,21
g13870,0,2
g13871,11440,9413
g13872,363,294
g13873,1267,1064
g13874,3,3
g13875,2026,1700
g13876,1338,1032
g13877,582,488
g13878,166,132
g13879,727,611
g13880,364,334
g13881,7,7
g13882,4072,3538
g13883,474,416
g13884,1574,1152
g13885,2046,1593
g13886,52,41
g13887,2,1
g13888,7,12
g13889,49,34
g13890,95,81
g13891,68,43
g13892,1357,1006
g13893,104,100
g13894,285,237
g13895,34,29
g13896,2101,1924
g13897,6,3
g13898,827,914
g13899,236,184
g13900,168,127
g13901,619,499
g13902,2,5
g13903,0,0
g13904,201,193
g13905,75,46
g13906,1,0
g13907,0,0
g13908,3096,2712
g13909,189,191
g13910,685,574
g13911,26,14
g13912,62,57
g13913,140,128
g13914,5,6
g13915,10,5
g13916,684,541
g13917,634,570
g13918,208,178
g13919,1,1
g13920,714,602
g13921,0,0
g13922,937,856
g13923,41,9
g13924,206,22
g13925,6,0
g13926,1,1
g13927,0,0
g13928,6,6
g13929,1183,1095
g13930,0,0
g13931,95,89
g13932,456,405
g13933,1672,1340
g13934,1,0
g13935,1,1
g13936,2150,1495
g13937,6,4
g13938,1224,1041
g13939,1,0
g13940,3,1
g13941,1313,1138
g13942,107,75
g13943,645,507
g13944,6,3
g13945,9,5
g13946,368,313
g13947,969,772
g13948,1714,1402
g13949,283,211
g13950,497,363
g13951,1,2
g13952,1,1
g13953,253,210
g13954,310,260
g13955,231,199
g13956,476,339
g13957,239,168
g13958,64,52
g13959,55,53
g13960,669,570
g13961,20,27
g13962,40,51
g13963,1261,1022
g13964,66,53
g13965,715,490
g13966,50,62
g13967,488,387
g13968,371,339
g13969,227,158
g13970,2121,1460
g13971,467,429
g13972,110,86
g13973,449,427
g13974,919,699
g13975,1,1
g13976,326,287
g13977,840,615
g13978,28,27
g13979,0,2
g13980,0,0
g13981,1235,922
g13982,409,428
g13983,752,661
g13984,74,59
g13985,488,451
g13986,92,82
g13987,907,737
g13988,956,809
g13989,57,58
g13990,0,0
g13991,1,0
g13992,0,1
g13993,819,704
g13994,0,0
g13995,65,46
g13996,3,36
g13997,359,269
g13998,103,103
g13999,440,311
g14000,3,1
g14001,447,368
g14002,166,100
g14003,0,0
g14004,0,0
g14005,457,360
g14006,233,257
g14007,19,14
g14008,0,0
g14009,165,140
g14010,0,30
g14011,5,33
g14012,0,1
g14013,8,4
g14014,1,53
g14015,321,249
g14016,112,100
g14017,1420,1198
g14018,550,468
g14019,0,0
g14020,1731,1200
g14021,256,227
g14022,179,160
g14023,578,420
g14024,162,127
g14025,0,1
g14026,88,71
g14027,923,756
g14028,7,7
g14029,36,40
g14030,728,604
g14031,470,354
g14032,0,1
g14033,6,20
g14034,48,66
g14035,8,4
g14036,28,24
g14037,1,0
g14038,4913,3698
g14039,3958,3117
g14040,0,0
g14041,0,1
g14042,1950,1628
g14043,89,73
g14044,131,97
g14045,64,47
g14046,50,43
g14047,658,477
g14048,6,5
g14049,0,1
g14050,16,13
g14051,409,362
g14052,208,188
g14053,1090,945
g14054,53,34
g14055,157,127
g14056,0,0
g14057,79,86
g14058,7,2
g14059,22,11
g14060,1082,827
g14061,267,226
g14062,622,460
g14063,0,1
g14064,0,0
g14065,5,14
g14066,654,477
g14067,7,3
g14068,0,0
g14069,307,240
g14070,1839,1385
g14071,0,0
g14072,0,0
g14073,2,2
g14074,0,0
g14075,5,9
g14076,0,2
g14077,0,1
g14078,23,27
g14079,419,456
g14080,1946,1607
g14081,385,295
g14082,791,582
g14083,112,128
g14084,0,0
g14085,0,0
g14086,1,12
g14087,0,3
g14088,0,2
g14089,0,0
g14090,0,1
g14091,0,1
g14092,1314,997
g14093,3208,2526
g14094,0,0
g14095,1,0
g14096,0,0
g14097,61,51
g14098,409,283
g14099,0,1
g14100,79,63
g14101,2,0
g14102,0,1
g14103,15,9
g14104,75,50
g14105,3,2
g14106,78,64
g14107,506,401
g14108,36,40
g14109,240,240
g14110,7,4
g14111,0,0
g14112,382,323
g14113,2379,1875
g14114,1172,933
g14115,154,133
g14116,195,165
g14117,0,2
g14118,0,0
g14119,0,0
g14120,0,0
g14121,0,0
g14122,0,0
g14123,0,0
g14124,0,0
g14125,761,608
g14126,746,822
g14127,612,224
g14128,9,21
g14129,0,3
g14130,0,0
g14131,4,7
g14132,269,285
g14133,0,0
g14134,2,6
g14135,6,2
g14136,0,0
g14137,312,221
g14138,140,141
g14139,1,7
g14140,181,150
g14141,21,10
g14142,1444,1093
g14143,690,617
g14144,1086,939
g14145,121,71
g14146,0,2
g14147,0,7
g14148,388,326
g14149,375,268
g14150,5,1
g14151,0,0
g14152,0,0
g14153,0,0
g14154,0,0
g14155,1,0
g14156,0,0
g14157,0,0
g14158,0,0
g14159,0,0
g14160,0,0
g14161,1,2
g14162,40,34
g14163,1764,1571
g14164,131,110
g14165,1079,942
g14166,122,106
g14167,652,525
g14168,1489,1369
g14169,213,128
g14170,42,25
g14171,3,4
g14172,2,4
g14173,440,433
g14174,3,11
g14175,104,65
g14176,165,135
g14177,1458,1302
g14178,1,1
g14179,54,42
g14180,813,825
g14181,1015,825
g14182,575,500
g14183,48,51
g14184,976,825
g14185,181,199
g14186,431,353
g14187,144,132
g14188,2263,1889
g14189,3,0
g14190,0,0
g14191,0,2
g14192,1,0
g14193,0,0
g14194,1,2
g14195,0,1
g14196,0,0
g14197,0,0
g14198,0,0
g14199,0,0
g14200,0,0
g14201,1,2
g14202,0,0
g14203,0,1
g14204,143,151
g14205,324,199
g14206,618,494
g14207,37,30
g14208,10,9
g14209,26,12
g14210,361,336
g14211,604,443
g14212,98,86
g14213,12,13
g14214,2295,1690
g14215,4,1
g14216,3301,2428
g14217,1435,1069
g14218,80,54
g14219,100,66
g14220,62,32
g14221,2234,1764
g14222,1706,1539
g14223,818,527
g14224,361,333
g14225,0,0
g14226,542,447
g14227,672,701
g14228,51,50
g14229,332,248
g14230,17,14
g14231,190,138
g14232,214,167
g14233,2,2
g14234,1852,1615
g14235,322,257
g14236,90,83
g14237,37,64
g14238,84,105
g14239,1611,1234
g14240,117,121
g14241,412,319
g14242,2,0
g14243,1064,860
g14244,9,12
g14245,1089,1077
g14246,6,3
g14247,22,12
g14248,1319,1069
g14249,1036,923
g14250,514,391
g14251,748,671
g14252,5339,3795
g14253,649,522
g14254,872,609
g14255,59,47
g14256,579,458
g14257,771,670
g14258,532,430
g14259,0,1
g14260,717,705
g14261,5,1
g14262,890,686
g14263,34,30
g14264,220,193
g14265,85,63
g14266,15,13
g14267,1016,678
g14268,539,334
g14269,617,500
g14270,262,240
g14271,1362,1163
g14272,0,0
g14273,332,303
g14274,0,0
g14275,774,600
g14276,2,7
g14277,125,118
g14278,4181,3716
g14279,905,799
g14280,0,0
g14281,304,248
g14282,619,453
g14283,0,1
g14284,377,333
g14285,225,556
g14286,641,546
g14287,1,32
g14288,639,505
g14289,634,572
g14290,7,2
g14291,1281,743
g14292,164,115
g14293,0,0
g14294,1,0
g14295,107,97
g14296,355,328
g14297,17,246
g14298,2040,1611
g14299,14,13
g14300,600,403
g14301,0,11
g14302,0,12
g14303,205,175
g14304,12,3
g14305,153,125
g14306,1195,935
g14307,255,233
g14308,2,0
g14309,0,0
g14310,38,36
g14311,1542,1304
g14312,2285,2249
g14313,122,115
g14314,2101,1669
g14315,700,527
g14316,345,200
g14317,664,478
g14318,140,144
g14319,2057,1939
g14320,0,0
g14321,11,49
g14322,1,0
g14323,0,3
g14324,0,2
g14325,3611,2836
g14326,251,203
g14327,4,5
g14328,3,5
g14329,207,159
g14330,43,35
g14331,168,146
g14332,1,1
g14333,0,2
g14334,10,22
g14335,428,245
g14336,146,78
g14337,1,28
g14338,239,161
g14339,7,10
g14340,0,0
g14341,0,0
g14342,0,1
g14343,1866,1414
g14344,4773,3872
g14345,339,258
g14346,238,179
g14347,789,590
g14348,33,35
g14349,138,90
g14350,3,4
g14351,0,0
g14352,0,4
g14353,1620,1680
g14354,9,14
g14355,465,461
g14356,1439,1025
g14357,2,3
g14358,754,743
g14359,3,6
g14360,1,0
g14361,0,0
g14362,0,0
g14363,0,0
g14364,0,0
g14365,0,0
g14366,0,0
g14367,0,0
g14368,0,5
g14369,14,9
g14370,0,0
g14371,1921,1404
g14372,483,400
g14373,12,6
g14374,80,100
g14375,510,412
g14376,8,8
g14377,0,0
g14378,0,0
g14379,0,0
g14380,0,0
g14381,0,0
g14382,0,0
g14383,0,0
g14384,0,4
g14385,0,0
g14386,0,0
g14387,0,0
g14388,0,0
g14389,0,0
g14390,266,238
g14391,834,822
g14392,7792,5152
g14393,583,426
g14394,255,182
g14395,73,61
g14396,365,333
g14397,4,5
g14398,104,86
g14399,3370,2318
g14400,507,358
g14401,629,520
g14402,979,891
g14403,29,37
g14404,4,10
g14405,69,81
g14406,723,595
g14407,32,21
g14408,0,0
g14409,8,18
g14410,3,3
g14411,517,421
g14412,1090,839
g14413,16,8
g14414,453,400
g14415,0,0
g14416,12,14
g14417,173,139
g14418,185,141
g14419,33,31
g14420,794,839
g14421,1129,934
g14422,2180,1993
g14423,0,0
g14424,1,2
g14425,523,420
g14426,69,56
g14427,1169,1010
g14428,1581,1509
g14429,677,665
g14430,1087,793
g14431,547,466
g14432,572,434
g14433,7,14
g14434,147,124
g14435,188,169
g14436,586,451
g14437,356,357
g14438,235,216
g14439,677,594
g14440,150,225
g14441,59,44
g14442,431,377
g14443,1605,1021
g14444,8,6
g14445,925,706
g14446,291,185
g14447,134,77
g14448,0,0
g14449,1373,1238
g14450,379,299
g14451,189,136
g14452,2,1
g14453,185,154
g14454,2,4
g14455,1847,1399
g14456,0,3
g14457,301,235
g14458,548,444
g14459,0,0
g14460,0,0
g14461,294,330
g14462,2,0
g14463,2,2
g14464,912,697
g14465,7,0
g14466,8,13
g14467,2,1
g14468,0,0
g14469,144,101
g14470,11,15
g14471,0,0
g14472,28,48
g14473,0,0
g14474,0,3
g14475,0,0
g14476,230,189
g14477,604,498
g14478,439,389
g14479,58,18
g14480,1222,977
g14481,54,36
g14482,5,5
g14483,496,439
g14484,1089,942
g14485,104,69
g14486,592,499
g14487,107,115
g14488,301,257
g14489,1,3
g14490,0,0
g14491,0,0
g14492,2,0
g14493,3,1
g14494,1,2
g14495,215,165
g14496,0,0
g14497,3,0
g14498,188,162
g14499,985,651
g14500,0,0
g14501,1324,943
g14502,1312,1177
g14503,754,593
g14504,0,0
g14505,240,189
g14506,0,1
g14507,0,0
g14508,446,415
g14509,18742,16316
g14510,946,698
g14511,1412,1152
g14512,6,11
g14513,748,604
g14514,1392,991
g14515,14,7
g14516,234,187
g14517,1,3
g14518,2,1
g14519,38,32
g14520,3,8
g14521,0,0
g14522,0,0
g14523,0,2
g14524,0,0
g14525,0,0
g14526,0,0
g14527,0,0
g14528,0,0
g14529,0,0
g14530,0,0
g14531,0,0
g14532,0,0
g14533,0,0
g14534,0,0
g14535,0,0
g14536,0,0
g14537,0,0
g14538,0,0
g14539,0,0
g14540,1,0
g14541,33,18
g14542,5,4
g14543,0,0
g14544,0,0
g14545,1,1
g14546,61,50
g14547,43,24
g14548,0,0
g14549,6,2
g14550,98,50
g14551,2,1
g14552,85,52
g14553,183,162
g14554,56,31
g14555,3,34
g14556,4,7
g14557,125,104
g14558,70,59
g14559,13,11
g14560,1,0
g14561,79,87
g14562,354,273
g14563,42,21
g14564,823,615
g14565,1669,1278
g14566,214,197
g14567,161,126
g14568,1,2
g14569,760,606
g14570,160,178
g14571,2307,1740
g14572,1606,1108
g14573,16,14
g14574,268,229
g14575,58,38
g14576,0,0
g14577,0,1
g14578,22,12
g14579,139,135
g14580,1,3
g14581,0,1
g14582,120,62
g14583,84,63
g14584,205,166
g14585,814,625
g14586,112,70
g14587,49,31
g14588,2638,2212
g14589,952,677
g14590,68,40
g14591,0,1
g14592,0,1
g14593,135,116
g14594,0,0
g14595,592,585
g14596,3,0
g14597,22,18
g14598,1493,1189
g14599,162,103
g14600,18,36
g14601,0,29
g14602,79,91
g14603,199,143
g14604,231,143
g14605,20,19
g14606,0,0
g14607,304,263
g14608,377,292
g14609,3,39
g14610,4,71
g14611,600,601
g14612,271,210
g14613,609,452
g14614,404,325
g14615,162,130
g14616,103,81
g14617,7,2
g14618,1207,907
g14619,2157,1676
g14620,358,282
g14621,138,83
g14622,943,791
g14623,183,177
g14624,1217,1118
g14625,454,553
g14626,95,82
g14627,272,274
g14628,0,0
g14629,1,21
g14630,8,43
g14631,356,326
g14632,511,353
g14633,0,0
g14634,0,0
g14635,0,6
g14636,2,2
g14637,5,6
g14638,934,932
g14639,333,281
g14640,0,1
g14641,708,565
g14642,234,209
g14643,2,7
g14644,1,3
g14645,0,0
g14646,0,0
g14647,0,0
g14648,209,380
g14649,206,162
g14650,244,173
g14651,26,21
g14652,647,448
g14653,0,1
g14654,368,339
g14655,17,20
g14656,1992,1739
g14657,289,266
g14658,4421,4671
g14659,5103,5176
g14660,9,8
g14661,3,2
g14662,1,0
g14663,1372,789
g14664,3,2
g14665,451,368
g14666,2,2
g14667,90,74
g14668,341,258
g14669,209,172
g14670,0,0
g14671,1,20
g14672,0,3
g14673,0,2
g14674,0,0
g14675,330,284
g14676,184,151
g14677,44,24
g14678,1341,1123
g14679,0,2
g14680,579,361
g14681,322,202
g14682,130,122
g14683,0,0
g14684,1,0
g14685,0,0
g14686,0,0
g14687,0,1
g14688,2,0
g14689,1437,1328
g14690,1,7
g14691,0,22
g14692,0,0
g14693,0,0
g14694,44,41
g14695,68,46
g14696,1,0
g14697,0,0
g14698,517,412
g14699,687,506
g14700,918,705
g14701,0,0
g14702,228,166
g14703,3,6
g14704,0,0
g14705,230,161
g14706,0,0
g14707,1,1
g14708,71,85
g14709,281,210
g14710,466,390
g14711,250,241
g14712,11771,8250
g14713,4,5
g14714,1,2
g14715,1695,1383
g14716,0,0
g14717,43,41
g14718,14,53
g14719,0,1
g14720,679,564
g14721,0,0
g14722,124,86
g14723,40,38
g14724,20,14
g14725,1,3
g14726,1607,1417
g14727,9,9
g14728,0,0
g14729,626,563
g14730,603,499
g14731,0,0
g14732,133,121
g14733,124,81
g14734,0,0
g14735,4,14
g14736,0,0
g14737,192,144
g14738,5,2
g14739,0,0
g14740,613,477
g14741,1,1
g14742,0,0
g14743,4,2
g14744,1,1
g14745,2164,1700
g14746,274,214
g14747,1257,1153
g14748,1625,1326
g14749,130,100
g14750,958,750
g14751,15,19
g14752,0,15
g14753,0,4
g14754,354,353
g14755,38,38
g14756,1619,1265
g14757,1,3
g14758,431,338
g14759,705,581
g14760,617,515
g14761,913,751
g14762,133,95
g14763,864,647
g14764,296,243
g14765,23,43
g14766,4,2
g14767,3,1
g14768,1534,1340
g14769,120,113
g14770,1930,1517
g14771,324,309
g14772,19,28
g14773,2,2
g14774,54,48
g14775,1,0
g14776,0,0
g14777,0,0
g14778,1347,965
g14779,360,303
g14780,144,146
g14781,24,19
g14782,1,1
g14783,2200,1781
g14784,467,404
g14785,0,0
g14786,4349,3760
g14787,1582,1382
g14788,18,22
g14789,1,1
g14790,1,1
g14791,529,468
g14792,2179,2033
g14793,157,157
g14794,50,42
g14795,3316,2978
g14796,3,2
g14797,0,0
g14798,0,0
g14799,4,5
g14800,89,67
g14801,6,2
g14802,41,35
g14803,82,43
g14804,552,457
g14805,256,190
g14806,1046,796
g14807,1,4
g14808,0,4
g14809,0,0
g14810,909,748
g14811,3403,3509
g14812,0,0
g14813,141,154
g14814,0,0
g14815,246,187
g14816,556,477
g14817,144,127
g14818,8,7
g14819,0,0
g14820,159,107
g14821,7,5
g14822,280,236
g14823,1725,1147
g14824,2,0
g14825,0,0
g14826,402,349
g14827,304,212
g14828,84,82
g14829,41,33
g14830,440,390
g14831,16,14
g14832,215,209
g14833,0,0
g14834,1,0
g14835,3,0
g14836,1752,1618
g14837,1130,1009
g14838,177,137
g14839,175,170
g14840,1380,1115
g14841,116,10
g14842,19,11
g14843,310,221
g14844,1104,1009
g14845,386,318
g14846,1502,1198
g14847,5,5
g14848,148,123
g14849,826,587
g14850,60,49
g14851,276,275
g14852,0,0
g14853,0,1
g14854,114,84
g14855,588,448
g14856,1007,799
g14857,157,137
g14858,144,168
g14859,0,2
g14860,1685,1344
g14861,0,0
g14862,489,402
g14863,31,12
g14864,25064,19058
g14865,688,600
g14866,413,339
g14867,285,232
g14868,13,13
g14869,292,226
g14870,3,2
g14871,0,2
g14872,0,0
g14873,1496,1118
g14874,2,3
g14875,0,3
g14876,1061,1043
g14877,27,29
g14878,1347,1286
g14879,59,92
g14880,5,4
g14881,223,162
g14882,0,1
g14883,2491,2053
g14884,73,59
g14885,322,222
g14886,0,1
g14887,864,686
g14888,295,278
g14889,2,4
g14890,1232,999
g14891,3088,2269
g14892,938,719
g14893,1235,948
g14894,4,2
g14895,4,1
g14896,210,136
g14897,3,0
g14898,0,0
g14899,0,0
g14900,1,0
g14901,429,406
g14902,43,36
g14903,4,10
g14904,25,29
g14905,48,57
g14906,606,402
g14907,34,31
g14908,44,47
g14909,4679,4121
g14910,0,0
g14911,0,0
g14912,0,0
g14913,0,0
g14914,371,256
g14915,582,361
g14916,458,383
g14917,80,55
g14918,16,27
g14919,3217,2734
g14920,182,196
g14921,0,1
g14922,161,118
g14923,638,557
g14924,51,44
g14925,241,171
g14926,830,698
g14927,0,6
g14928,452,476
g14929,10,19
g14930,39,37
g14931,462,353
g14932,12,8
g14933,1098,906
g14934,1,5
g14935,0,0
g14936,5,0
g14937,0,0
g14938,0,0
g14939,0,0
g14940,0,0
g14941,0,0
g14942,50,45
g14943,3,10
g14944,4255,3831
g14945,108,90
g14946,792,650
g14947,80,67
g14948,56,38
g14949,868,677
g14950,6,11
g14951,58,43
g14952,172,155
g14953,749,675
g14954,217,127
g14955,597,530
g14956,614,573
g14957,489,342
g14958,249,159
g14959,927,722
g14960,293,216
g14961,1,3
g14962,301,220
g14963,0,1
g14964,1,3
g14965,2,2
g14966,55,51
g14967,365,297
g14968,2751,2133
g14969,1,0
g14970,0,0
g14971,194,169
g14972,1334,1115
g14973,0,0
g14974,0,0
g14975,236,223
g14976,264,198
g14977,488,394
g14978,76,55
g14979,0,0
g14980,0,0
g14981,0,1
g14982,0,1
g14983,15,38
g14984,1,2
g14985,0,1
g14986,146,91
g14987,0,0
g14988,0,0
g14989,0,1
g14990,0,0
g14991,0,0
g14992,174,133
g14993,68,85
g14994,2,2
g14995,1836,1484
g14996,2,21
g14997,1256,1008
g14998,49,42
g14999,3,2
g15000,613,531
g15001,1,0
g15002,541,448
g15003,715,610
g15004,112,92
g15005,4,6
g15006,61,61
g15007,1495,1232
g15008,153,271
g15009,92,89
g15010,392,341
g15011,3,6
g15012,24,59
g15013,2,2
g15014,0,1
g15015,239,192
g15016,351,370
g15017,110,149
g15018,0,4
g15019,13,11
g15020,0,1
g15021,116,68
g15022,0,0
g15023,0,0
g15024,0,0
g15025,0,0
g15026,883,670
g15027,165,114
g15028,0,1
g15029,613,507
g15030,116,91
g15031,1536,1357
g15032,51,41
g15033,1215,1373
g15034,8,9
g15035,4,0
g15036,1479,971
g15037,1126,994
g15038,25,18
g15039,590,547
g15040,627,490
g15041,46,26
g15042,0,0
g15043,0,1
g15044,178,174
g15045,1312,859
g15046,325,199
g15047,29,32
g15048,1589,1248
g15049,35,299
g15050,0,2
g15051,3,6
g15052,2271,1896
g15053,58,78
g15054,185,166
g15055,8,3
g15056,66,57
g15057,1008,866
g15058,7,14
g15059,0,0
g15060,310,223
g15061,5,7
g15062,0,2
g15063,0,0
g15064,995,803
g15065,0,1
g15066,1023,822
g15067,2,3
g15068,223,174
g15069,392,363
g15070,1,2
g15071,4,2
g15072,2,6
g15073,602,492
g15074,4154,3118
g15075,634,473
g15076,547,360
g15077,703,581
g15078,926,640
g15079,2999,1792
g15080,2,24
g15081,0,2
g15082,0,1
g15083,306,282
g15084,598,503
g15085,1,3
g15086,1086,845
g15087,6,7
g15088,581,483
g15089,59,46
g15090,3,4
g15091,1,8
g15092,0,0
g15093,0,0
g15094,524,361
g15095,19,23
g15096,2987,2370
g15097,623,485
g15098,1219,942
g15099,1877,1368
g15100,12,6
g15101,80,84
g15102,0,0
g15103,1,1
g15104,530,522
g15105,521,464
g15106,857,723
g15107,12762,9894
g15108,884,748
g15109,30,13
g15110,2435,2272
g15111,778,625
g15112,1163,874
g15113,2234,2262
g15114,1297,959
g15115,3,3
g15116,1586,1387
g15117,501,400
g15118,1,1
g15119,59,97
g15120,260,184
g15121,61,63
g15122,813,705
g15123,435,338
g15124,740,574
g15125,2781,2601
g15126,247,227
g15127,983,711
g15128,0,0
g15129,1,0
g15130,23,45
g15131,806,645
g15132,400,374
g15133,83,92
g15134,1648,1237
g15135,626,543
g15136,705,544
g15137,0,1
g15138,15,12
g15139,15,32
g15140,660,595
g15141,528,438
g15142,355,289
g15143,454,353
g15144,1170,899
g15145,497,401
g15146,380,300
g15147,1060,730
g15148,7,13
g15149,8,5
g15150,2375,1717
g15151,39,26
g15152,44,36
g15153,367,283
g15154,409,422
g15155,820,579
g15156,662,523
g15157,1103,754
g15158,789,617
g15159,92,86
g15160,598,444
g15161,20,52
g15162,846,656
g15163,186,162
g15164,220,142
g15165,2034,1600
g15166,158,127
g15167,27,28
g15168,3108,2605
g15169,434,345
g15170,104,53
g15171,0,0
g15172,1293,1152
g15173,89,68
g15174,66,40
g15175,180,148
g15176,434,347
g15177,25,18
g15178,1008,712
g15179,295,245
g15180,283,251
g15181,439,361
g15182,414,321
g15183,1115,871
g15184,268,219
g15185,1503,1259
g15186,592,485
g15187,1797,1378
g15188,188,134
g15189,224,163
g15190,6005,4192
g15191,3898,2984
g15192,0,1
g15193,7,4
g15194,115,79
g15195,0,0
g15196,1201,983
g15197,59,83
g15198,3,2
g15199,24,40
g15200,181,90
g15201,5,0
g15202,0,0
g15203,0,0
g15204,0,0
g15205,156,80
g15206,4776,2792
g15207,36,48
g15208,1,4
g15209,0,0
g15210,0,0
g15211,0,0
g15212,0,0
g15213,15,2
g15214,3,0
g15215,26,9
g15216,0,1
g15217,0,2
g15218,7,1
g15219,23,18
g15220,11,0
g15221,4,1
g15222,17,17
g15223,1892,1320
g15224,664,654
g15225,2267,3130
g15226,2,0
g15227,67,183
g15228,0,0
g15229,1163,75
g15230,3787,1862
g15231,2944,887
g15232,3532,1218
g15233,4316,1582
g15234,2059,961
g15235,599,297
g15236,393,283
g15237,1016,520
g15238,702,280
g15239,1801,513
g15240,182,64
g15241,1592,1233
g15242,970,504
g15243,1479,283
g15244,0,6
g15245,4,5
g15246,13,41
g15247,0,0
g15248,1,4
g15249,38,150
g15250,6390,3683
g15251,17047,6005
g15252,10595,3718
g15253,0,1
g15254,10,8
g15255,5854,1443
g15256,3359,1092
g15257,1422,474
