,logFC,AveExpr,t,P.Value,adj.P.Val,B,ExperimentName
g08846,0.996245974104969,3.58135575069312,5.52490896362656,0.00110306719727209,0.999751101946258,-3.76830085731708,E16.5_het
g15227,-0.891387452900324,8.4522157968545,-5.45948348917826,0.00117799094931394,0.999751101946258,-2.70025618257392,E16.5_het
g15475,-0.656194233690399,4.12941747321665,-5.07493382985885,0.00175284149679504,0.999751101946258,-3.56450518102142,E16.5_het
g15352,-0.419275905038138,6.75693345928352,-5.03735893841858,0.00182416726157375,0.999751101946258,-2.80687862674898,E16.5_het
g24400,0.791526951350163,2.76203789243116,4.62696156973509,0.00285619111060737,0.999751101946258,-4.06444521710789,E16.5_het
g13067,0.647770139566097,3.51469768549704,4.5053227075999,0.00327718059206641,0.999751101946258,-3.8631931672704,E16.5_het
g08847,1.25751538402353,1.71671426550935,4.26032215138493,0.00435145888817557,0.999751101946258,-4.28328239882932,E16.5_het
g20773,-0.714807462458773,3.30259581144039,-4.19127082261525,0.00472106794469398,0.999751101946258,-3.94766312083603,E16.5_het
g21861,0.755812140405308,2.36351270709325,3.91743646943695,0.00656937449945693,0.999751101946258,-4.19886056403303,E16.5_het
g07888,-0.416710234462191,5.51514891801289,-3.88635602900635,0.00682530327274385,0.999751101946258,-3.33608699753268,E16.5_het
g01277,-0.317364019667,5.75067748423263,-3.879652681706,0.00688192796602846,0.999751101946258,-3.28895851905269,E16.5_het
g01854,-0.314886820753102,6.11112053093496,-3.78511596115851,0.00773802425075945,0.999751101946258,-3.264841558054,E16.5_het
g25461,-0.691379190719896,2.90896094240691,-3.75837789468798,0.00800090368783666,0.999751101946258,-4.09610011554071,E16.5_het
g17392,0.684179981605249,2.33163156507102,3.73122725902482,0.0082778997420149,0.999751101946258,-4.21839510292076,E16.5_het
g14681,0.709401703319271,4.63521207764177,3.69489183102843,0.00866518116346311,0.999751101946258,-3.65436307522579,E16.5_het
g12272,-0.450025175591752,4.31361945772423,-3.6884470035352,0.0087359242149,0.999751101946258,-3.72826257753043,E16.5_het
g15584,0.328986429518847,5.39842811179468,3.63947755010642,0.00929456676078502,0.999751101946258,-3.45003521305152,E16.5_het
g15456,0.285901807095114,7.49944488967627,3.58450486451554,0.00996866792102392,0.999751101946258,-3.24035095596599,E16.5_het
g14680,0.669256056734159,5.43209411235348,3.55552221715323,0.0103454257354513,0.999751101946258,-3.48568016463844,E16.5_het
g21708,0.49279581794642,3.34866626652736,3.53714104831381,0.0105924081451802,0.999751101946258,-4.0302873958606,E16.5_het
